# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-bril pasontwerp
gid://shopify/TaxonomyAttribute/5656  : Ondersteunde USB-apparaattypen
gid://shopify/TaxonomyAttribute/5346  : Ondersteunde audiobronnen
gid://shopify/TaxonomyAttribute/11077 : Ondersteunde bowlingtypes
gid://shopify/TaxonomyAttribute/5401  : Ondersteunde weergavetechnologieën
gid://shopify/TaxonomyAttribute/11078 : Ondersteunde duikmodi
gid://shopify/TaxonomyAttribute/11079 : Ondersteund uitrustingstype
gid://shopify/TaxonomyAttribute/5655  : Ondersteunde wismodi
gid://shopify/TaxonomyAttribute/5446  : Ondersteunde invoertypen
gid://shopify/TaxonomyAttribute/5477  : Ondersteunde mediabronnen
gid://shopify/TaxonomyAttribute/5386  : Ondersteund scanmediatype
gid://shopify/TaxonomyAttribute/11080 : Ondersteunde spintypes
gid://shopify/TaxonomyAttribute/10363 : Ondersteunde spoel-/bobijntypes
gid://shopify/TaxonomyAttribute/11081 : Surfwax temperatuurclassificatie
gid://shopify/TaxonomyAttribute/11082 : Oppervlaktecoating of afwerking
gid://shopify/TaxonomyAttribute/10364 : Oppervlaktecoating of -wikkeling
gid://shopify/TaxonomyAttribute/10365 : Oppervlakteafwerking
gid://shopify/TaxonomyAttribute/8758  : Oppervlakteafwerking/-voorbereiding
gid://shopify/TaxonomyAttribute/6200  : Oppervlakte-reflectiviteit
gid://shopify/TaxonomyAttribute/5369  : Oppervlaktezijden
gid://shopify/TaxonomyAttribute/2824  : Textuur oppervlak
gid://shopify/TaxonomyAttribute/10366 : Meegeleverde oppervlaktetypes
gid://shopify/TaxonomyAttribute/11083 : Surfboardconstructie
gid://shopify/TaxonomyAttribute/3178  : Kenmerken surfplank
gid://shopify/TaxonomyAttribute/11084 : Surfboard tailvorm
gid://shopify/TaxonomyAttribute/2029  : Ontwerp bewakingscamera
gid://shopify/TaxonomyAttribute/2030  : Type montage bewakingscamera
gid://shopify/TaxonomyAttribute/3299  : Landmeetkunde accessoires inbegrepen
gid://shopify/TaxonomyAttribute/1200  : Stijl jarretel
gid://shopify/TaxonomyAttribute/8759  : Ophangingsbus type
gid://shopify/TaxonomyAttribute/11085 : Ophangingsconfiguratie
gid://shopify/TaxonomyAttribute/6963  : Ophangingsmateriaal
gid://shopify/TaxonomyAttribute/11086 : Suspension trainer meegeleverde accessoires
gid://shopify/TaxonomyAttribute/11087 : Suspension trainer ankertype
gid://shopify/TaxonomyAttribute/11088 : Type vering
gid://shopify/TaxonomyAttribute/10367 : Sustainpedaal vormfactor
gid://shopify/TaxonomyAttribute/10368 : Sustainpedaal schakelaartype
gid://shopify/TaxonomyAttribute/1356  : Duurzaamheid
gid://shopify/TaxonomyAttribute/10369 : Duurzaamheidscertificering
gid://shopify/TaxonomyAttribute/5304  : Wattenstaafje eindconfiguratie
gid://shopify/TaxonomyAttribute/10370 : Wattenstaafje beoogde fagotsectie
gid://shopify/TaxonomyAttribute/2939  : Materiaal wattenstaafje
gid://shopify/TaxonomyAttribute/10371 : Wattenstaafje stijl
gid://shopify/TaxonomyAttribute/10372 : Wattenstaafje gewichtmateriaal
gid://shopify/TaxonomyAttribute/10373 : Type wissergewicht
gid://shopify/TaxonomyAttribute/8760  : Stabilisatorstang verstelbaarheid
gid://shopify/TaxonomyAttribute/8761  : Stabilisatorstang coating
gid://shopify/TaxonomyAttribute/8762  : Stabilisatorstang pasvorm (voor/achter/kit)
gid://shopify/TaxonomyAttribute/6826  : Sweatshirt zaktype
gid://shopify/TaxonomyAttribute/7970  : Zoete aardappel variëteit
gid://shopify/TaxonomyAttribute/11089 : Sweet spot positie
gid://shopify/TaxonomyAttribute/7971  : Zoetstof aanwezigheid
gid://shopify/TaxonomyAttribute/6201  : Soort zoetstof
gid://shopify/TaxonomyAttribute/7972  : Soort zoetstof
gid://shopify/TaxonomyAttribute/11090 : Zwembandjes constructietype
gid://shopify/TaxonomyAttribute/11091 : Zwemgordel doel
gid://shopify/TaxonomyAttribute/11092 : Zwembordkenmerken
gid://shopify/TaxonomyAttribute/6827  : Zwembroek lengte
gid://shopify/TaxonomyAttribute/11093 : Zwemboei kenmerken
gid://shopify/TaxonomyAttribute/11094 : Badmuts stijl
gid://shopify/TaxonomyAttribute/6828  : Zwemluierkenmerk
gid://shopify/TaxonomyAttribute/11095 : Zwemtrainer kenmerken
gid://shopify/TaxonomyAttribute/11096 : Type zwemtrainer
gid://shopify/TaxonomyAttribute/11097 : Focus zwemtraining
gid://shopify/TaxonomyAttribute/11098 : Stijl van zwemgewicht
gid://shopify/TaxonomyAttribute/11099 : Swimbait drijfvermogen
gid://shopify/TaxonomyAttribute/11100 : Swimbait stijl
gid://shopify/TaxonomyAttribute/2999  : Kenmerken zwemkleding
gid://shopify/TaxonomyAttribute/6829  : Inbegrepen zwemkledingstukken
gid://shopify/TaxonomyAttribute/6830  : Inbegrepen onderdelen zwemkledingset
gid://shopify/TaxonomyAttribute/6569  : Schommel bevestigings-/verbindingstype
gid://shopify/TaxonomyAttribute/1228  : Schommelstijl
gid://shopify/TaxonomyAttribute/11101 : Type swingtrainer
gid://shopify/TaxonomyAttribute/11102 : Doelstelling swingtraining
gid://shopify/TaxonomyAttribute/1210  : Schommelweging
gid://shopify/TaxonomyAttribute/2168  : Bedieningstype schakelaar
gid://shopify/TaxonomyAttribute/8763  : Schakelaar elektrische posities
gid://shopify/TaxonomyAttribute/5356  : Switch beheertype
gid://shopify/TaxonomyAttribute/5341  : Schakelmechanisme
gid://shopify/TaxonomyAttribute/5629  : Compatibiliteit schakelaarssteeltje
gid://shopify/TaxonomyAttribute/5358  : Switching-laag
gid://shopify/TaxonomyAttribute/1889  : Schakelmethode
gid://shopify/TaxonomyAttribute/11103 : Swivel type
gid://shopify/TaxonomyAttribute/10374 : Zwaardschede materiaal
gid://shopify/TaxonomyAttribute/2469  : Synthesemethode
gid://shopify/TaxonomyAttribute/10375 : Synthesizer vormfactor
gid://shopify/TaxonomyAttribute/10376 : Synthetische veren stijl
gid://shopify/TaxonomyAttribute/8764  : Synthetisch formuleringstype
gid://shopify/TaxonomyAttribute/7973  : Basisingrediënt yoghurt siroop
gid://shopify/TaxonomyAttribute/7974  : Siroop variëteit
gid://shopify/TaxonomyAttribute/5467  : Systeemcomponenten inbegrepen
gid://shopify/TaxonomyAttribute/2199  : Meetsysteem
gid://shopify/TaxonomyAttribute/1575  : Systeembereik
gid://shopify/TaxonomyAttribute/5614  : Type systeem/voedingskabelconnector (uiteinde A)
gid://shopify/TaxonomyAttribute/5615  : Type systeem/voedingskabelconnector (uiteinde B)
gid://shopify/TaxonomyAttribute/10377 : T-shirt pasvorm
gid://shopify/TaxonomyAttribute/8795  : TPMS-sensor frequentieband
gid://shopify/TaxonomyAttribute/5626  : Ondersteunde tv-uitzendstandaarden
gid://shopify/TaxonomyAttribute/2235  : Tabbladstijl
gid://shopify/TaxonomyAttribute/10378 : Tabla meegeleverde onderdelen
gid://shopify/TaxonomyAttribute/10379 : Inbegrepen tabla-setonderdelen
gid://shopify/TaxonomyAttribute/10380 : Tabla toonhoogtebereik (bayan)
gid://shopify/TaxonomyAttribute/6964  : Materiaal tafelbasis
gid://shopify/TaxonomyAttribute/6965  : Tafelbasis type
gid://shopify/TaxonomyAttribute/11104 : Tafel afdekpositie
gid://shopify/TaxonomyAttribute/11105 : Tafelhockey onderdeeltype
gid://shopify/TaxonomyAttribute/6966  : Tafelpoot ontwerp
gid://shopify/TaxonomyAttribute/11106 : Tafelmaat
gid://shopify/TaxonomyAttribute/11107 : Categorie tafelgrootte
gid://shopify/TaxonomyAttribute/6202  : Plooistijl van tafelrok
gid://shopify/TaxonomyAttribute/11108 : Tafeltennis certificering
gid://shopify/TaxonomyAttribute/6203  : Ontwerp van tafelkleedklem
gid://shopify/TaxonomyAttribute/6204  : Eigenschappen van tafelkleed
gid://shopify/TaxonomyAttribute/5618  : Functionele functies tablethoes
gid://shopify/TaxonomyAttribute/6967  : Tafelblad kantelfunctie
gid://shopify/TaxonomyAttribute/2819  : Materiaal servies
gid://shopify/TaxonomyAttribute/2245  : Ontwerp kopspijker/punaise
gid://shopify/TaxonomyAttribute/11109 : Inbegrepen hengelsportonderdelen
gid://shopify/TaxonomyAttribute/2220  : Labelbevestiging
gid://shopify/TaxonomyAttribute/5295  : Talkgehalte
gid://shopify/TaxonomyAttribute/10381 : Talking drum meegeleverde accessoires
gid://shopify/TaxonomyAttribute/10382 : Talking drum koordmateriaal
gid://shopify/TaxonomyAttribute/10383 : Talking drum stemmechanisme
gid://shopify/TaxonomyAttribute/10384 : Tam-tam constructiestijl
gid://shopify/TaxonomyAttribute/10385 : Tam-tam meegeleverde items
gid://shopify/TaxonomyAttribute/7975  : Tamarillovariëteit
gid://shopify/TaxonomyAttribute/7976  : Tamarinde variëteit
gid://shopify/TaxonomyAttribute/10386 : Tamboerijn frame stijl
gid://shopify/TaxonomyAttribute/10387 : Materiaal tambourijnvel
gid://shopify/TaxonomyAttribute/10388 : Tamboerijn schellenconfiguratie
gid://shopify/TaxonomyAttribute/10389 : Tamboerijn schellenmateriaal
gid://shopify/TaxonomyAttribute/10390 : Tamboerijn bevestigingstype
gid://shopify/TaxonomyAttribute/10391 : Tamboerijn stemmechanisme
gid://shopify/TaxonomyAttribute/6205  : Fraudebestendige functie
gid://shopify/TaxonomyAttribute/3345  : Absorptieniveau tampon
gid://shopify/TaxonomyAttribute/3134  : Kenmerken tampon
gid://shopify/TaxonomyAttribute/1633  : Bruiningstype
gid://shopify/TaxonomyAttribute/6206  : Type angel
gid://shopify/TaxonomyAttribute/10392 : Tankmodel schaal
gid://shopify/TaxonomyAttribute/6831  : Tanktop rugstijl
gid://shopify/TaxonomyAttribute/11110 : Toepassingsgebied tape
gid://shopify/TaxonomyAttribute/5663  : Formaat tapecartridge
gid://shopify/TaxonomyAttribute/5662  : Generatie tapecartridge
gid://shopify/TaxonomyAttribute/10393 : Tape afwerking
gid://shopify/TaxonomyAttribute/2203  : Tapemateriaal
gid://shopify/TaxonomyAttribute/11111 : Doel van tape
gid://shopify/TaxonomyAttribute/5475  : Ondersteunde bandsnelheid
gid://shopify/TaxonomyAttribute/11112 : Tape type
gid://shopify/TaxonomyAttribute/7977  : Tapenade hoofdingrediënten
gid://shopify/TaxonomyAttribute/10394 : Tapijtweefgetouw formaat
gid://shopify/TaxonomyAttribute/10395 : Tapijtweefgetouw schachtmethode
gid://shopify/TaxonomyAttribute/10396 : Tapijtweefgetouw spanningssysteem
gid://shopify/TaxonomyAttribute/10397 : Materiaal trommelvel
gid://shopify/TaxonomyAttribute/10398 : Tar speelstijl
gid://shopify/TaxonomyAttribute/10399 : Tar stemsysteem
gid://shopify/TaxonomyAttribute/2537  : Doelgroep
gid://shopify/TaxonomyAttribute/8765  : Doelonderdelen
gid://shopify/TaxonomyAttribute/5301  : Doelgebied gezicht
gid://shopify/TaxonomyAttribute/837   : Doelgeslacht
gid://shopify/TaxonomyAttribute/10400 : Doel relatieve luchtvochtigheid (RH)
gid://shopify/TaxonomyAttribute/11113 : Doel resetmechanisme
gid://shopify/TaxonomyAttribute/11114 : Type trainingsdoelwit
gid://shopify/TaxonomyAttribute/11115 : Doelgerichte verontreinigingen
gid://shopify/TaxonomyAttribute/11116 : Doel spiergroep
gid://shopify/TaxonomyAttribute/1425  : Bestemd voor ongedierte
gid://shopify/TaxonomyAttribute/5292  : Gerichte huidaandoening
gid://shopify/TaxonomyAttribute/1386  : Speciale vlekken
gid://shopify/TaxonomyAttribute/7978  : Taro-variëteit
gid://shopify/TaxonomyAttribute/10401 : Kwastfranje header type
gid://shopify/TaxonomyAttribute/10402 : Kwastfranje toepassing
gid://shopify/TaxonomyAttribute/7979  : Smaakprofiel
gid://shopify/TaxonomyAttribute/1482  : Thee-invoertype
gid://shopify/TaxonomyAttribute/7980  : Theevariëteit
gid://shopify/TaxonomyAttribute/6207  : Stijl van theepottuit
gid://shopify/TaxonomyAttribute/10403 : Teasing tool stijl
gid://shopify/TaxonomyAttribute/1572  : Technologieniveau
gid://shopify/TaxonomyAttribute/11117 : Tee basis stijl
gid://shopify/TaxonomyAttribute/1896  : Telefoonkabelinterface
gid://shopify/TaxonomyAttribute/5616  : Tweede interface telefoonkabel
gid://shopify/TaxonomyAttribute/5025  : Telefoonsnoer stijl
gid://shopify/TaxonomyAttribute/1850  : Telefoonstijl
gid://shopify/TaxonomyAttribute/3306  : Niveau telescoop
gid://shopify/TaxonomyAttribute/3307  : Telescoopvolgsysteem
gid://shopify/TaxonomyAttribute/5503  : Televisie printplaat type
gid://shopify/TaxonomyAttribute/5409  : Televisie luidsprekerpositie
gid://shopify/TaxonomyAttribute/3094  : Gespecialiseerde kenmerken televisie
gid://shopify/TaxonomyAttribute/10404 : Temper / hardheid
gid://shopify/TaxonomyAttribute/2351  : Temperatuur
gid://shopify/TaxonomyAttribute/1774  : Temperatuurregeling
gid://shopify/TaxonomyAttribute/10405 : Type temperatuurregeling
gid://shopify/TaxonomyAttribute/1555  : Temperatuurmeting
gid://shopify/TaxonomyAttribute/6208  : Temperatuurzones
gid://shopify/TaxonomyAttribute/2668  : Templatetype
gid://shopify/TaxonomyAttribute/11118 : Tenkara actieverhouding
gid://shopify/TaxonomyAttribute/11119 : Tennisbal baanoppervlak
gid://shopify/TaxonomyAttribute/11120 : Tennisbal druktype
gid://shopify/TaxonomyAttribute/11121 : Tennisracket gripmaat
gid://shopify/TaxonomyAttribute/10406 : Tenor flutophone vingersysteem
gid://shopify/TaxonomyAttribute/10407 : Tenorblokfluit verbindingstype
gid://shopify/TaxonomyAttribute/10408 : Tenorsaxofoon kleppensysteem
gid://shopify/TaxonomyAttribute/10409 : Tenorsaxofoon pad materiaal
gid://shopify/TaxonomyAttribute/10410 : Tenortrombone schuif type
gid://shopify/TaxonomyAttribute/10411 : Tenortrombone ventielconfiguratie
gid://shopify/TaxonomyAttribute/2446  : Spanning
gid://shopify/TaxonomyAttribute/10412 : Type spanningscontrole
gid://shopify/TaxonomyAttribute/10413 : Spanningsmechanisme
gid://shopify/TaxonomyAttribute/10415 : Spansysteem
gid://shopify/TaxonomyAttribute/10414 : Spanning/toonhoogtemodulatiesysteem
gid://shopify/TaxonomyAttribute/5402  : Spansysteem
gid://shopify/TaxonomyAttribute/11122 : Tentmateriaal
gid://shopify/TaxonomyAttribute/11123 : Tent seizoensclassificatie
gid://shopify/TaxonomyAttribute/5213  : Tentopzetstijl
gid://shopify/TaxonomyAttribute/11124 : Tentopzettype
gid://shopify/TaxonomyAttribute/11125 : Tent stijl
gid://shopify/TaxonomyAttribute/1468  : Tequilavariant
gid://shopify/TaxonomyAttribute/2609  : Bediening creditcardlezer
gid://shopify/TaxonomyAttribute/5548  : Afsluitingsmethode
gid://shopify/TaxonomyAttribute/1326  : Terrein
gid://shopify/TaxonomyAttribute/1553  : Testformaat
gid://shopify/TaxonomyAttribute/1576  : Testmethode
gid://shopify/TaxonomyAttribute/8766  : Testresultaat uitvoermethode
gid://shopify/TaxonomyAttribute/1556  : Testmonster
gid://shopify/TaxonomyAttribute/8767  : Tether-/bandsysteem
gid://shopify/TaxonomyAttribute/2892  : Tetherballuitrusting inbegrepen
gid://shopify/TaxonomyAttribute/5529  : Tetheringbeleid
gid://shopify/TaxonomyAttribute/10416 : Tekstkleur
gid://shopify/TaxonomyAttribute/3020  : Kenmerken textielbewerkingsmachines
gid://shopify/TaxonomyAttribute/10417 : Textielbewerkingsmachine bedieningstype
gid://shopify/TaxonomyAttribute/2315  : Type textielambachtproject
gid://shopify/TaxonomyAttribute/10418 : Textiel afwerking / behandeling
gid://shopify/TaxonomyAttribute/1558  : Textuur
gid://shopify/TaxonomyAttribute/7981  : Textuur toevoegingen
gid://shopify/TaxonomyAttribute/1568  : Textuurniveau
gid://shopify/TaxonomyAttribute/134   : Thema
gid://shopify/TaxonomyAttribute/5096  : Therapeutische kenmerken
gid://shopify/TaxonomyAttribute/5078  : Meegeleverde therapeutische schommelaccessoires
gid://shopify/TaxonomyAttribute/11126 : Therapeutische technologie
gid://shopify/TaxonomyAttribute/5085  : Ondersteunde therapiemodus
gid://shopify/TaxonomyAttribute/5117  : Type therapietemperatuur
gid://shopify/TaxonomyAttribute/2204  : Type thermische detector
gid://shopify/TaxonomyAttribute/5119  : Thermische sensatie
gid://shopify/TaxonomyAttribute/6832  : Thermische set-onderdelen
gid://shopify/TaxonomyAttribute/6833  : Thermisch gewicht
gid://shopify/TaxonomyAttribute/6209  : Thermokoppelverbindingstype
gid://shopify/TaxonomyAttribute/2205  : Type thermokoppel
gid://shopify/TaxonomyAttribute/6210  : Ontwerp van de thermometer
gid://shopify/TaxonomyAttribute/6211  : Handgreep van thermos
gid://shopify/TaxonomyAttribute/8768  : Thermostaat type
gid://shopify/TaxonomyAttribute/2219  : Diktetype
gid://shopify/TaxonomyAttribute/10419 : Vingerhoedgeleider maat
gid://shopify/TaxonomyAttribute/10434 : Draad- en garengeleider bevestigings-/montagestijl
gid://shopify/TaxonomyAttribute/10435 : Draad- en garengeleider spanningsregeling
gid://shopify/TaxonomyAttribute/10436 : Draad- en garenorganizer kenmerken
gid://shopify/TaxonomyAttribute/11127 : Draad verbindingsmaat
gid://shopify/TaxonomyAttribute/10420 : Draad constructie
gid://shopify/TaxonomyAttribute/10422 : Vormfactor draadsnijder
gid://shopify/TaxonomyAttribute/10423 : Draadsnijder mechanisme
gid://shopify/TaxonomyAttribute/10424 : Veiligheidsvoorzieningen draadsnijder
gid://shopify/TaxonomyAttribute/10425 : Draadsnijder gebruik/toepassing
gid://shopify/TaxonomyAttribute/2126  : Draadrichting
gid://shopify/TaxonomyAttribute/10426 : Draadafwerking/-behandeling
gid://shopify/TaxonomyAttribute/10427 : Draad materiaal
gid://shopify/TaxonomyAttribute/10428 : Draad materiaal (vezel)
gid://shopify/TaxonomyAttribute/10429 : Draad verpakkingsformaat
gid://shopify/TaxonomyAttribute/10430 : Draadrek compatibel spoeltype
gid://shopify/TaxonomyAttribute/6212  : Schroefdraadstandaard
gid://shopify/TaxonomyAttribute/10431 : Draadstandaardgrootte
gid://shopify/TaxonomyAttribute/10432 : Draad type
gid://shopify/TaxonomyAttribute/10433 : Draad gewichtssysteem
gid://shopify/TaxonomyAttribute/10421 : Draad/koord type (kralenpatroon)
gid://shopify/TaxonomyAttribute/2127  : Maat draadstang
gid://shopify/TaxonomyAttribute/10437 : Beoogd gebruik draadinrijger
gid://shopify/TaxonomyAttribute/10438 : Inrijgsysteem
gid://shopify/TaxonomyAttribute/6834  : Type schroefdraad
gid://shopify/TaxonomyAttribute/8769  : Gashendel type (scooterconversie)
gid://shopify/TaxonomyAttribute/8770  : Werplijn eindbevestiging
gid://shopify/TaxonomyAttribute/8771  : Werplijn opslag-/verpakkingstype
gid://shopify/TaxonomyAttribute/8772  : Werplijn zichtbaarheidskenmerken
gid://shopify/TaxonomyAttribute/11128 : Type strooierbediening
gid://shopify/TaxonomyAttribute/11129 : Duimontwerp
gid://shopify/TaxonomyAttribute/5628  : Profiel duimgreep
gid://shopify/TaxonomyAttribute/6835  : Tiara-ontwerp
gid://shopify/TaxonomyAttribute/3010  : Extra kenmerken kaartje
gid://shopify/TaxonomyAttribute/5036  : Ticketklasse
gid://shopify/TaxonomyAttribute/2276  : Type ticket
gid://shopify/TaxonomyAttribute/8773  : Meegeleverde bevestigingspunten/banden
gid://shopify/TaxonomyAttribute/2101  : Ontwerp tegel
gid://shopify/TaxonomyAttribute/3394  : Type tegelspel
gid://shopify/TaxonomyAttribute/3324  : Installatiemethode tegels
gid://shopify/TaxonomyAttribute/2102  : Tegellook
gid://shopify/TaxonomyAttribute/2918  : Materiaal tegel
gid://shopify/TaxonomyAttribute/2103  : Tegeltextuur
gid://shopify/TaxonomyAttribute/10439 : Tegelindeling
gid://shopify/TaxonomyAttribute/6213  : Kantelmechanisme
gid://shopify/TaxonomyAttribute/6214  : Tijdnotatie
gid://shopify/TaxonomyAttribute/2534  : Tijdsperiode
gid://shopify/TaxonomyAttribute/2403  : Maatsoorten
gid://shopify/TaxonomyAttribute/2202  : Tijdweging
gid://shopify/TaxonomyAttribute/8774  : Tijd-stroomkarakteristiek
gid://shopify/TaxonomyAttribute/3042  : Kenmerken uurwerk
gid://shopify/TaxonomyAttribute/6570  : Timer telmodus
gid://shopify/TaxonomyAttribute/2040  : Ontwerp timer
gid://shopify/TaxonomyAttribute/6571  : Timer displaytype
gid://shopify/TaxonomyAttribute/6215  : Timermechanisme
gid://shopify/TaxonomyAttribute/10440 : Timer-bedrijfsmodi
gid://shopify/TaxonomyAttribute/1439  : Timertype
gid://shopify/TaxonomyAttribute/8775  : Distributieriem constructiemateriaal (rubbercompound)
gid://shopify/TaxonomyAttribute/8776  : Distributieriem profiel
gid://shopify/TaxonomyAttribute/8777  : Distributieriem versterkingskoordmateriaal
gid://shopify/TaxonomyAttribute/8778  : Materiaal distributieonderdeel
gid://shopify/TaxonomyAttribute/10441 : Tin whistle bodymateriaal
gid://shopify/TaxonomyAttribute/10442 : Tin whistle boringtype
gid://shopify/TaxonomyAttribute/10443 : Tin whistle meegeleverde accessoires
gid://shopify/TaxonomyAttribute/6216  : Tandpositie
gid://shopify/TaxonomyAttribute/5289  : Tinteling intensiteit
gid://shopify/TaxonomyAttribute/2603  : Tipontwerp
gid://shopify/TaxonomyAttribute/8779  : Tipafwerking of -coating
gid://shopify/TaxonomyAttribute/1635  : Tipmateriaal
gid://shopify/TaxonomyAttribute/2460  : Tipopening
gid://shopify/TaxonomyAttribute/10444 : Puntvorm
gid://shopify/TaxonomyAttribute/1606  : Tipstijl
gid://shopify/TaxonomyAttribute/1297  : Tiptype
gid://shopify/TaxonomyAttribute/11130 : Tippet classificatie
gid://shopify/TaxonomyAttribute/1281  : Bandhieltype
gid://shopify/TaxonomyAttribute/8780  : Bandenwisselaar bedieningstype
gid://shopify/TaxonomyAttribute/8781  : Bandenwisselaar type
gid://shopify/TaxonomyAttribute/11131 : Rubbersamenstelling band
gid://shopify/TaxonomyAttribute/6217  : Bandenconstructie
gid://shopify/TaxonomyAttribute/6218  : Type bandenconstructie
gid://shopify/TaxonomyAttribute/8782  : Banden load range
gid://shopify/TaxonomyAttribute/8783  : Bandpositie
gid://shopify/TaxonomyAttribute/11132 : Onderdelen bandenreparatiekit
gid://shopify/TaxonomyAttribute/8784  : Bandzijwandtype
gid://shopify/TaxonomyAttribute/8785  : Snelheidsclassificatie band
gid://shopify/TaxonomyAttribute/8786  : Bandenlichter type
gid://shopify/TaxonomyAttribute/11133 : Bandensysteem compatibiliteit
gid://shopify/TaxonomyAttribute/8787  : Band temperatuurclassificatie (UTQG)
gid://shopify/TaxonomyAttribute/8788  : Band tractieclassificatie (UTQG)
gid://shopify/TaxonomyAttribute/6219  : Bandenprofiel
gid://shopify/TaxonomyAttribute/11134 : Bandprofiel stijl
gid://shopify/TaxonomyAttribute/8789  : Bandtype
gid://shopify/TaxonomyAttribute/6220  : Inhoud van tissuelotion
gid://shopify/TaxonomyAttribute/8790  : Titelstatus
gid://shopify/TaxonomyAttribute/6221  : Broodroosterfuncties
gid://shopify/TaxonomyAttribute/7982  : Tabak toepassing
gid://shopify/TaxonomyAttribute/7983  : Snijwijze tabak
gid://shopify/TaxonomyAttribute/7984  : Tabakssterkte
gid://shopify/TaxonomyAttribute/1501  : Tabakstype
gid://shopify/TaxonomyAttribute/11135 : Teenconstructie
gid://shopify/TaxonomyAttribute/6836  : Teenbedekking
gid://shopify/TaxonomyAttribute/11136 : Teenpik stijl
gid://shopify/TaxonomyAttribute/6837  : Type teenbescherming
gid://shopify/TaxonomyAttribute/6838  : Type teenversterking
gid://shopify/TaxonomyAttribute/1607  : Ontwerp tenenspreider
gid://shopify/TaxonomyAttribute/11137 : Toe stop steel schroefdraadmaat
gid://shopify/TaxonomyAttribute/1322  : Type veter
gid://shopify/TaxonomyAttribute/847   : Teenstijl
gid://shopify/TaxonomyAttribute/7985  : Bereidingsstijl tofu
gid://shopify/TaxonomyAttribute/2149  : Ontwerp toiletafdekking
gid://shopify/TaxonomyAttribute/3116  : Kenmerken toiletafdekking
gid://shopify/TaxonomyAttribute/2159  : Vorm toilet
gid://shopify/TaxonomyAttribute/2961  : Type toilet-/bidetmontage
gid://shopify/TaxonomyAttribute/10445 : Tom mount verstelfuncties
gid://shopify/TaxonomyAttribute/10446 : Inbegrepen onderdelen tommontage
gid://shopify/TaxonomyAttribute/10447 : Tom mount montagepositie
gid://shopify/TaxonomyAttribute/2472  : Ontwerp tom-tom
gid://shopify/TaxonomyAttribute/5462  : Toonarm type
gid://shopify/TaxonomyAttribute/6222  : Type tang
gid://shopify/TaxonomyAttribute/8791  : Montagestijl laadbakafdekking
gid://shopify/TaxonomyAttribute/8792  : Gereedschapskoffer vormfactor
gid://shopify/TaxonomyAttribute/11138 : Gereedschap meegeleverde functies
gid://shopify/TaxonomyAttribute/2216  : Tip gereedschapssleutel
gid://shopify/TaxonomyAttribute/3280  : Mobiliteit gereedschap
gid://shopify/TaxonomyAttribute/2215  : Werking gereedschap
gid://shopify/TaxonomyAttribute/2817  : Materiaal gereedschap/gebruiksvoorwerp
gid://shopify/TaxonomyAttribute/5182  : Grootte tandenborstelhoofd
gid://shopify/TaxonomyAttribute/5180  : Type tandenborstelhoofd
gid://shopify/TaxonomyAttribute/6223  : Kenmerken van tandenborstelhouder
gid://shopify/TaxonomyAttribute/1674  : Tandpastatype
gid://shopify/TaxonomyAttribute/1675  : Ontwerp tandenstoker
gid://shopify/TaxonomyAttribute/6224  : Tandenstoker-doseermechanisme
gid://shopify/TaxonomyAttribute/10448 : Bovenblad (klankbord) materiaal
gid://shopify/TaxonomyAttribute/6968  : Bovenste stapelbed toegangsmethode
gid://shopify/TaxonomyAttribute/6839  : Top pasvorm
gid://shopify/TaxonomyAttribute/6840  : Hoge hoed stijl
gid://shopify/TaxonomyAttribute/1193  : Lengtetype bovenstuk
gid://shopify/TaxonomyAttribute/1400  : Oppervlaktemateriaal
gid://shopify/TaxonomyAttribute/5026  : Opwaarderingsmethode
gid://shopify/TaxonomyAttribute/6225  : Topografisch reliëf
gid://shopify/TaxonomyAttribute/7986  : Topping vorm
gid://shopify/TaxonomyAttribute/7987  : Topping type
gid://shopify/TaxonomyAttribute/2223  : Type draagtas
gid://shopify/TaxonomyAttribute/2549  : Totem-ontwerp
gid://shopify/TaxonomyAttribute/1881  : Aanraakmogelijkheden
gid://shopify/TaxonomyAttribute/5636  : Vormfactor touchpad
gid://shopify/TaxonomyAttribute/1882  : Aanraakschermtechnologie
gid://shopify/TaxonomyAttribute/5652  : Draadconfiguratie touchscreen
gid://shopify/TaxonomyAttribute/11139 : Trekhaak type
gid://shopify/TaxonomyAttribute/11140 : Sleeppuntconfiguratie
gid://shopify/TaxonomyAttribute/8793  : Beschermende kenmerken van trekriem
gid://shopify/TaxonomyAttribute/8794  : Type sleepkabel
gid://shopify/TaxonomyAttribute/11141 : Towable tube stijl
gid://shopify/TaxonomyAttribute/11142 : Gesleepte watersportdiscipline
gid://shopify/TaxonomyAttribute/11143 : Handdoek kenmerken
gid://shopify/TaxonomyAttribute/6226  : Ontwerp handdoekhouder
gid://shopify/TaxonomyAttribute/11144 : Handdoek stijl
gid://shopify/TaxonomyAttribute/6227  : Handdoekstof
gid://shopify/TaxonomyAttribute/6572  : Speelgoedvliegtuig besturingstype
gid://shopify/TaxonomyAttribute/6573  : Speelgoedvliegtuig kenmerken
gid://shopify/TaxonomyAttribute/6574  : Speelgoedvliegtuig vliegcapaciteit
gid://shopify/TaxonomyAttribute/6575  : Speelgoed audiofuncties
