# Shopify Product Taxonomy - Categories: 2025-08-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Productos para mascotas y animales
gid://shopify/TaxonomyCategory/vp-1-4-10-7       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas de combustible para vehículos motorizados > Bombas de combustible
gid://shopify/TaxonomyCategory/vp-1-4-10-8       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas de combustible para vehículos motorizados > Tanques de combustible
gid://shopify/TaxonomyCategory/vp-1-4-11         : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Accesorios de montaje para el interior de vehículos motorizados
gid://shopify/TaxonomyCategory/vp-1-4-11-1       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Accesorios de montaje para el interior de vehículos motorizados > Espejos de coche
gid://shopify/TaxonomyCategory/vp-1-4-11-2       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Accesorios de montaje para el interior de vehículos motorizados > Organizadores de coches
gid://shopify/TaxonomyCategory/vp-1-4-11-3       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Accesorios de montaje para el interior de vehículos motorizados > Alfombrillas
gid://shopify/TaxonomyCategory/vp-1-4-11-4       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Accesorios de montaje para el interior de vehículos motorizados > Juegos de pedales
gid://shopify/TaxonomyCategory/vp-1-4-11-5       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Accesorios de montaje para el interior de vehículos motorizados > Cubre asientos
gid://shopify/TaxonomyCategory/vp-1-4-11-6       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Accesorios de montaje para el interior de vehículos motorizados > Cubiertas del volante
gid://shopify/TaxonomyCategory/vp-1-4-11-7       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Accesorios de montaje para el interior de vehículos motorizados > Parasoles
gid://shopify/TaxonomyCategory/vp-1-4-12         : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Luces para vehículos motorizados
gid://shopify/TaxonomyCategory/vp-1-4-12-1       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Luces para vehículos motorizados > Faros antiniebla
gid://shopify/TaxonomyCategory/vp-1-4-12-2       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Luces para vehículos motorizados > Faros
gid://shopify/TaxonomyCategory/vp-1-4-12-3       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Luces para vehículos motorizados > Barras de luz
gid://shopify/TaxonomyCategory/vp-1-4-12-4       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Luces para vehículos motorizados > Bombillas
gid://shopify/TaxonomyCategory/vp-1-4-12-5       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Luces para vehículos motorizados > Cubiertas de luz
gid://shopify/TaxonomyCategory/vp-1-4-12-6       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Luces para vehículos motorizados > Interruptores de luz
gid://shopify/TaxonomyCategory/vp-1-4-12-7       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Luces para vehículos motorizados > Luces traseras
gid://shopify/TaxonomyCategory/vp-1-4-12-8       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Luces para vehículos motorizados > Intermitentes
gid://shopify/TaxonomyCategory/vp-1-4-13         : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Espejos para vehículos motorizados
gid://shopify/TaxonomyCategory/vp-1-4-14         : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas eléctricos y de alimentación para vehículos motorizados
gid://shopify/TaxonomyCategory/vp-1-4-14-9       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas eléctricos y de alimentación para vehículos motorizados > Piezas del alternador
gid://shopify/TaxonomyCategory/vp-1-4-14-1       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas eléctricos y de alimentación para vehículos motorizados > Alternadores
gid://shopify/TaxonomyCategory/vp-1-4-14-2       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas eléctricos y de alimentación para vehículos motorizados > Baterías
gid://shopify/TaxonomyCategory/vp-1-4-14-3       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas eléctricos y de alimentación para vehículos motorizados > Fusibles
gid://shopify/TaxonomyCategory/vp-1-4-14-10      : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas eléctricos y de alimentación para vehículos motorizados > Interruptores de encendido
gid://shopify/TaxonomyCategory/vp-1-4-14-4       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas eléctricos y de alimentación para vehículos motorizados > Relés
gid://shopify/TaxonomyCategory/vp-1-4-14-5       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas eléctricos y de alimentación para vehículos motorizados > Bujías
gid://shopify/TaxonomyCategory/vp-1-4-14-6       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas eléctricos y de alimentación para vehículos motorizados > Arranques
gid://shopify/TaxonomyCategory/vp-1-4-14-7       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas eléctricos y de alimentación para vehículos motorizados > Reguladores de voltaje
gid://shopify/TaxonomyCategory/vp-1-4-14-8       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas eléctricos y de alimentación para vehículos motorizados > Mazos de cables
gid://shopify/TaxonomyCategory/vp-1-4-15         : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Asientos para vehículos motorizados
gid://shopify/TaxonomyCategory/vp-1-4-15-1       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Asientos para vehículos motorizados > Asientos delanteros
gid://shopify/TaxonomyCategory/vp-1-4-15-2       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Asientos para vehículos motorizados > Asientos traseros
gid://shopify/TaxonomyCategory/vp-1-4-16         : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sensores y medidores para vehículos motorizados
gid://shopify/TaxonomyCategory/vp-1-4-16-15      : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sensores y medidores para vehículos motorizados > Sensores de temperatura de admisión de aire
gid://shopify/TaxonomyCategory/vp-1-4-16-13      : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sensores y medidores para vehículos motorizados > Sensores de temperatura del refrigerante
gid://shopify/TaxonomyCategory/vp-1-4-16-1       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sensores y medidores para vehículos motorizados > Sensores de nivel de combustible
gid://shopify/TaxonomyCategory/vp-1-4-16-12      : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sensores y medidores para vehículos motorizados > Sensores de detonación
gid://shopify/TaxonomyCategory/vp-1-4-16-14      : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sensores y medidores para vehículos motorizados > Sensores de presión absoluta del colector (MAP)
gid://shopify/TaxonomyCategory/vp-1-4-16-11      : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sensores y medidores para vehículos motorizados > Sensores de flujo de masa de aire (MAF)
gid://shopify/TaxonomyCategory/vp-1-4-16-2       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sensores y medidores para vehículos motorizados > Odómetros
gid://shopify/TaxonomyCategory/vp-1-4-16-3       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sensores y medidores para vehículos motorizados > Sensores de oxígeno
gid://shopify/TaxonomyCategory/vp-1-4-16-10      : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sensores y medidores para vehículos motorizados > Sensores de estacionamiento
gid://shopify/TaxonomyCategory/vp-1-4-16-4       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sensores y medidores para vehículos motorizados > Sensores de presión
gid://shopify/TaxonomyCategory/vp-1-4-16-9       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sensores y medidores para vehículos motorizados > Sensores de lluvia
gid://shopify/TaxonomyCategory/vp-1-4-16-5       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sensores y medidores para vehículos motorizados > Sensores de velocidad
gid://shopify/TaxonomyCategory/vp-1-4-16-6       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sensores y medidores para vehículos motorizados > Velocímetros
gid://shopify/TaxonomyCategory/vp-1-4-16-7       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sensores y medidores para vehículos motorizados > Tacómetros
gid://shopify/TaxonomyCategory/vp-1-4-16-8       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sensores y medidores para vehículos motorizados > Sensores de temperatura
gid://shopify/TaxonomyCategory/vp-1-4-17         : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la suspensión de vehículos motorizados
gid://shopify/TaxonomyCategory/vp-1-4-17-1       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la suspensión de vehículos motorizados > Rótulas
gid://shopify/TaxonomyCategory/vp-1-4-17-2       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la suspensión de vehículos motorizados > Muelles helicoidales
gid://shopify/TaxonomyCategory/vp-1-4-17-3       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la suspensión de vehículos motorizados > Brazos de control
gid://shopify/TaxonomyCategory/vp-1-4-17-4       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la suspensión de vehículos motorizados > Muelles de ballesta
gid://shopify/TaxonomyCategory/vp-1-4-17-5       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la suspensión de vehículos motorizados > Amortiguadores
gid://shopify/TaxonomyCategory/vp-1-4-17-6       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la suspensión de vehículos motorizados > Puntales
gid://shopify/TaxonomyCategory/vp-1-4-17-7       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la suspensión de vehículos motorizados > Bujes de suspensión
gid://shopify/TaxonomyCategory/vp-1-4-17-8       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la suspensión de vehículos motorizados > Barras estabilizadoras
gid://shopify/TaxonomyCategory/vp-1-4-18         : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Remolque de vehículos motorizados
gid://shopify/TaxonomyCategory/vp-1-4-18-1       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Remolque de vehículos motorizados > Bolas de enganche
gid://shopify/TaxonomyCategory/vp-1-4-18-2       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Remolque de vehículos motorizados > Soportes de enganche
gid://shopify/TaxonomyCategory/vp-1-4-18-3       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Remolque de vehículos motorizados > Barras de remolque
gid://shopify/TaxonomyCategory/vp-1-4-18-4       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Remolque de vehículos motorizados > Correas de remolque
gid://shopify/TaxonomyCategory/vp-1-4-18-5       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Remolque de vehículos motorizados > Frenos de remolque
gid://shopify/TaxonomyCategory/vp-1-4-18-6       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Remolque de vehículos motorizados > Enganches de remolque
gid://shopify/TaxonomyCategory/vp-1-4-18-7       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Remolque de vehículos motorizados > Luces del remolque
gid://shopify/TaxonomyCategory/vp-1-4-18-8       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Remolque de vehículos motorizados > Cableado del remolque
gid://shopify/TaxonomyCategory/vp-1-4-19         : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la transmisión y transmisión secundaria de vehículos motorizados
gid://shopify/TaxonomyCategory/vp-1-4-19-1       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la transmisión y transmisión secundaria de vehículos motorizados > Ejes
gid://shopify/TaxonomyCategory/vp-1-4-19-12      : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la transmisión y transmisión secundaria de vehículos motorizados > Botas de velocidad constante
gid://shopify/TaxonomyCategory/vp-1-4-19-11      : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la transmisión y transmisión secundaria de vehículos motorizados > Juntas homocinéticas
gid://shopify/TaxonomyCategory/vp-1-4-19-14      : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la transmisión y transmisión secundaria de vehículos motorizados > Discos de embrague
gid://shopify/TaxonomyCategory/vp-1-4-19-17      : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la transmisión y transmisión secundaria de vehículos motorizados > Líneas de embrague
gid://shopify/TaxonomyCategory/vp-1-4-19-9       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la transmisión y transmisión secundaria de vehículos motorizados > Cilindros maestros de embrague
gid://shopify/TaxonomyCategory/vp-1-4-19-15      : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la transmisión y transmisión secundaria de vehículos motorizados > Platos de presión de embrague
gid://shopify/TaxonomyCategory/vp-1-4-19-16      : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la transmisión y transmisión secundaria de vehículos motorizados > Cojinetes de desembrague
gid://shopify/TaxonomyCategory/vp-1-4-19-10      : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la transmisión y transmisión secundaria de vehículos motorizados > Cilindros esclavos del embrague
gid://shopify/TaxonomyCategory/vp-1-4-19-2       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la transmisión y transmisión secundaria de vehículos motorizados > Embragues
gid://shopify/TaxonomyCategory/vp-1-4-19-3       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la transmisión y transmisión secundaria de vehículos motorizados > Diferenciales
gid://shopify/TaxonomyCategory/vp-1-4-19-4       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la transmisión y transmisión secundaria de vehículos motorizados > Ejes motrices
gid://shopify/TaxonomyCategory/vp-1-4-19-13      : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la transmisión y transmisión secundaria de vehículos motorizados > Volantes
gid://shopify/TaxonomyCategory/vp-1-4-19-19      : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la transmisión y transmisión secundaria de vehículos motorizados > Ejes de transmisión
gid://shopify/TaxonomyCategory/vp-1-4-19-5       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la transmisión y transmisión secundaria de vehículos motorizados > Enfriadores de transmisión
gid://shopify/TaxonomyCategory/vp-1-4-19-18      : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la transmisión y transmisión secundaria de vehículos motorizados > Filtros de transmisión
gid://shopify/TaxonomyCategory/vp-1-4-19-6       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la transmisión y transmisión secundaria de vehículos motorizados > Líquido de transmisión
gid://shopify/TaxonomyCategory/vp-1-4-19-7       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la transmisión y transmisión secundaria de vehículos motorizados > Soportes de transmisión
gid://shopify/TaxonomyCategory/vp-1-4-19-8       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas de la transmisión y transmisión secundaria de vehículos motorizados > Transmisiones
gid://shopify/TaxonomyCategory/vp-1-4-20         : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas de ruedas para vehículos motorizados
gid://shopify/TaxonomyCategory/vp-1-4-20-1       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas de ruedas para vehículos motorizados > Ruedas y llantas de automóviles
gid://shopify/TaxonomyCategory/vp-1-4-20-1-1     : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas de ruedas para vehículos motorizados > Ruedas y llantas de automóviles > Llantas y ruedas para automoción
gid://shopify/TaxonomyCategory/vp-1-4-20-1-2     : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas de ruedas para vehículos motorizados > Ruedas y llantas de automóviles > Llantas y ruedas de motocicletas
gid://shopify/TaxonomyCategory/vp-1-4-20-1-3     : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas de ruedas para vehículos motorizados > Ruedas y llantas de automóviles > Ruedas y llantas para vehículos TT y UTV
gid://shopify/TaxonomyCategory/vp-1-4-20-2       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas de ruedas para vehículos motorizados > Accesorios para neumáticos de vehículos motorizados
gid://shopify/TaxonomyCategory/vp-1-4-20-3       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas de ruedas para vehículos motorizados > Neumáticos para vehículos motorizados
gid://shopify/TaxonomyCategory/vp-1-4-20-3-1     : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas de ruedas para vehículos motorizados > Neumáticos para vehículos motorizados > Neumáticos para automóviles
gid://shopify/TaxonomyCategory/vp-1-4-20-3-2     : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas de ruedas para vehículos motorizados > Neumáticos para vehículos motorizados > Neumáticos para motocicletas
gid://shopify/TaxonomyCategory/vp-1-4-20-3-3     : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas de ruedas para vehículos motorizados > Neumáticos para vehículos motorizados > Neumáticos para vehículos TT y UTV
gid://shopify/TaxonomyCategory/vp-1-4-20-4       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Sistemas de ruedas para vehículos motorizados > Piezas de ruedas para vehículos motorizados
gid://shopify/TaxonomyCategory/vp-1-4-21         : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas y accesorios para ventanillas
gid://shopify/TaxonomyCategory/vp-1-4-21-2       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas y accesorios para ventanillas > Reguladores de ventanas
gid://shopify/TaxonomyCategory/vp-1-4-21-3       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas y accesorios para ventanillas > Juntas de ventanas
gid://shopify/TaxonomyCategory/vp-1-4-21-1       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas y accesorios para ventanillas > Cristales
gid://shopify/TaxonomyCategory/vp-1-4-21-4       : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas y accesorios para ventanillas > Sistemas y componentes de limpiaparabrisas
gid://shopify/TaxonomyCategory/vp-1-4-21-4-3     : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas y accesorios para ventanillas > Sistemas y componentes de limpiaparabrisas > Brazos del limpiaparabrisas
gid://shopify/TaxonomyCategory/vp-1-4-21-4-2     : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas y accesorios para ventanillas > Sistemas y componentes de limpiaparabrisas > Escobillas de limpiaparabrisas
gid://shopify/TaxonomyCategory/vp-1-4-21-4-4     : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas y accesorios para ventanillas > Sistemas y componentes de limpiaparabrisas > Motores de limpiaparabrisas
gid://shopify/TaxonomyCategory/vp-1-4-21-4-1     : Vehículos y recambios > Piezas y accesorios para vehículos > Piezas para vehículos motorizados > Piezas y accesorios para ventanillas > Sistemas y componentes de limpiaparabrisas > Sistemas de limpiaparabrisas
gid://shopify/TaxonomyCategory/vp-1-5            : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-1          : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Garrafas para combustible portátiles
gid://shopify/TaxonomyCategory/vp-1-5-2          : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Limpieza de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-2-1        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Limpieza de vehículos > Cepillos de limpieza para coches
gid://shopify/TaxonomyCategory/vp-1-5-2-2        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Limpieza de vehículos > Soluciones para lavado de coches
gid://shopify/TaxonomyCategory/vp-1-5-2-2-1      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Limpieza de vehículos > Soluciones para lavado de coches > Champú para coches
gid://shopify/TaxonomyCategory/vp-1-5-2-2-2      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Limpieza de vehículos > Soluciones para lavado de coches > Lavados sin agua
gid://shopify/TaxonomyCategory/vp-1-5-2-2-3      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Limpieza de vehículos > Soluciones para lavado de coches > Lavados con cera
gid://shopify/TaxonomyCategory/vp-1-5-2-2-4      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Limpieza de vehículos > Soluciones para lavado de coches > Limpiadores de ruedas
gid://shopify/TaxonomyCategory/vp-1-5-2-3        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Limpieza de vehículos > Limpiadores para alfombras y tapizado de automóviles
gid://shopify/TaxonomyCategory/vp-1-5-2-3-1      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Limpieza de vehículos > Limpiadores para alfombras y tapizado de automóviles > Productos de limpieza para alfombras
gid://shopify/TaxonomyCategory/vp-1-5-2-3-2      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Limpieza de vehículos > Limpiadores para alfombras y tapizado de automóviles > Quitamanchas
gid://shopify/TaxonomyCategory/vp-1-5-2-3-3      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Limpieza de vehículos > Limpiadores para alfombras y tapizado de automóviles > Limpiadores de tapicería
gid://shopify/TaxonomyCategory/vp-1-5-2-4        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Limpieza de vehículos > Kits de limpieza de inyectores de combustible para vehículos
gid://shopify/TaxonomyCategory/vp-1-5-2-5        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Limpieza de vehículos > Limpiadores para ventanas de automóviles
gid://shopify/TaxonomyCategory/vp-1-5-2-6        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Limpieza de vehículos > Protectores, pulidores y ceras para automóviles
gid://shopify/TaxonomyCategory/vp-1-5-2-6-1      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Limpieza de vehículos > Protectores, pulidores y ceras para automóviles > Cera para coches
gid://shopify/TaxonomyCategory/vp-1-5-2-6-2      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Limpieza de vehículos > Protectores, pulidores y ceras para automóviles > Pulimentos
gid://shopify/TaxonomyCategory/vp-1-5-2-6-3      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Limpieza de vehículos > Protectores, pulidores y ceras para automóviles > Protectores
gid://shopify/TaxonomyCategory/vp-1-5-2-6-4      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Limpieza de vehículos > Protectores, pulidores y ceras para automóviles > Selladores
gid://shopify/TaxonomyCategory/vp-1-5-3          : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Fundas para vehículos
gid://shopify/TaxonomyCategory/vp-1-5-3-1        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Fundas para vehículos > Cubiertas carritos de golf
gid://shopify/TaxonomyCategory/vp-1-5-3-2        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Fundas para vehículos > Cubiertas para parabrisas de vehículos motorizados
gid://shopify/TaxonomyCategory/vp-1-5-3-3        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Fundas para vehículos > Fundas para asientos de descapotables
gid://shopify/TaxonomyCategory/vp-1-5-3-4        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Fundas para vehículos > Techos rígidos para vehículos
gid://shopify/TaxonomyCategory/vp-1-5-3-5        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Fundas para vehículos > Capotas de lona para vehículos
gid://shopify/TaxonomyCategory/vp-1-5-3-6        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Fundas para vehículos > Cubiertas para almacenamiento de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-3-6-1      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Fundas para vehículos > Cubiertas para almacenamiento de vehículos > Cubiertas para almacenamiento de automóviles
gid://shopify/TaxonomyCategory/vp-1-5-3-6-2      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Fundas para vehículos > Cubiertas para almacenamiento de vehículos > Cubiertas para almacenamiento de coches de golf
