# Shopify Product Taxonomy - Categories: 2025-08-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Animais e produtos para animais de estimação
gid://shopify/TaxonomyCategory/hg-12-4-6         : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Adaptadores para equipamento elétrico multifuncional de exteriores de residências
gid://shopify/TaxonomyCategory/hg-12-4-6-1       : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Adaptadores para equipamento elétrico multifuncional de exteriores de residências > Equipamentos para aparar grama
gid://shopify/TaxonomyCategory/hg-12-4-6-2       : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Adaptadores para equipamento elétrico multifuncional de exteriores de residências > Adaptadores para sopradores de folhas
gid://shopify/TaxonomyCategory/hg-12-4-6-3       : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Adaptadores para equipamento elétrico multifuncional de exteriores de residências > Peças para aparador de cerca viva
gid://shopify/TaxonomyCategory/hg-12-4-6-4       : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Adaptadores para equipamento elétrico multifuncional de exteriores de residências > Peças para serras de poda com cabo extensor
gid://shopify/TaxonomyCategory/hg-12-4-6-5       : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Adaptadores para equipamento elétrico multifuncional de exteriores de residências > Adaptadores para cultivadores
gid://shopify/TaxonomyCategory/hg-12-4-6-6       : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Adaptadores para equipamento elétrico multifuncional de exteriores de residências > Peças para aparador de erva daninha
gid://shopify/TaxonomyCategory/hg-12-4-7         : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Baterias para equipamento para jardinagem
gid://shopify/TaxonomyCategory/hg-12-4-8         : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para lavadora de alta pressão
gid://shopify/TaxonomyCategory/hg-12-4-8-4       : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para lavadora de alta pressão > Agentes de limpeza
gid://shopify/TaxonomyCategory/hg-12-4-8-5       : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para lavadora de alta pressão > Bicos cônicos
gid://shopify/TaxonomyCategory/hg-12-4-8-7       : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para lavadora de alta pressão > Antiespumantes
gid://shopify/TaxonomyCategory/hg-12-4-8-13      : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para lavadora de alta pressão > Bocais
gid://shopify/TaxonomyCategory/hg-12-4-8-15      : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para lavadora de alta pressão > Cabeças de pistola
gid://shopify/TaxonomyCategory/hg-12-4-8-17      : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para lavadora de alta pressão > Esfregões elétricos
gid://shopify/TaxonomyCategory/hg-12-4-8-18      : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para lavadora de alta pressão > Limpadores de telhado
gid://shopify/TaxonomyCategory/hg-12-4-8-20      : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para lavadora de alta pressão > Protetores contra respingos
gid://shopify/TaxonomyCategory/hg-12-4-8-21      : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para lavadora de alta pressão > Lanças de pulverização
gid://shopify/TaxonomyCategory/hg-12-4-8-22      : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para lavadora de alta pressão > Correias
gid://shopify/TaxonomyCategory/hg-12-4-8-23      : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para lavadora de alta pressão > Mangueiras de sucção
gid://shopify/TaxonomyCategory/hg-12-4-8-24      : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para lavadora de alta pressão > Bicos de sucção
gid://shopify/TaxonomyCategory/hg-12-4-8-29      : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para lavadora de alta pressão > Jateadores de areia com água
gid://shopify/TaxonomyCategory/hg-12-4-9         : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para ventilador de neve
gid://shopify/TaxonomyCategory/hg-12-4-9-1       : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para ventilador de neve > Capas para sopradores de neve
gid://shopify/TaxonomyCategory/hg-12-4-10        : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Peças e acessórios para tratores
gid://shopify/TaxonomyCategory/hg-12-4-10-1      : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Peças e acessórios para tratores > Pneus de trator
gid://shopify/TaxonomyCategory/hg-12-4-10-1-1    : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Peças e acessórios para tratores > Pneus de trator > Pneus para trator de jardim
gid://shopify/TaxonomyCategory/hg-12-4-10-1-2    : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Peças e acessórios para tratores > Pneus de trator > Pneus para trator de gramado
gid://shopify/TaxonomyCategory/hg-12-4-10-1-5    : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Peças e acessórios para tratores > Pneus de trator > Pneus para reboque de trator
gid://shopify/TaxonomyCategory/hg-12-4-10-2      : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Peças e acessórios para tratores > Rodas de trator
gid://shopify/TaxonomyCategory/hg-12-4-11        : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para aparador de erva daninha
gid://shopify/TaxonomyCategory/hg-12-4-11-1      : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para aparador de erva daninha > Lâminas e carreteis para aparador de grama
gid://shopify/TaxonomyCategory/hg-12-4-11-1-1    : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para aparador de erva daninha > Lâminas e carreteis para aparador de grama > Lâminas para aparador de erva daninha
gid://shopify/TaxonomyCategory/hg-12-4-11-1-2    : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para aparador de erva daninha > Lâminas e carreteis para aparador de grama > Carretéis para aparador de erva daninha
gid://shopify/TaxonomyCategory/hg-12-4-11-2      : Casa e jardim > Gramado e jardim > Acessórios para equipamento elétrico de exteriores de residências > Acessórios para aparador de erva daninha > Capas para carretel de aparador de grama
gid://shopify/TaxonomyCategory/hg-12-5           : Casa e jardim > Gramado e jardim > Remoção de neve
gid://shopify/TaxonomyCategory/hg-12-5-1         : Casa e jardim > Gramado e jardim > Remoção de neve > Raspadores de gelo e escovas para neve
gid://shopify/TaxonomyCategory/hg-12-5-1-1       : Casa e jardim > Gramado e jardim > Remoção de neve > Raspadores de gelo e escovas para neve > Raspadores de gelo
gid://shopify/TaxonomyCategory/hg-12-5-1-2       : Casa e jardim > Gramado e jardim > Remoção de neve > Raspadores de gelo e escovas para neve > Vassouras para neve
gid://shopify/TaxonomyCategory/hg-12-5-2         : Casa e jardim > Gramado e jardim > Remoção de neve > Pás de neve
gid://shopify/TaxonomyCategory/hg-12-6           : Casa e jardim > Gramado e jardim > Sistemas de irrigação
gid://shopify/TaxonomyCategory/hg-12-6-1         : Casa e jardim > Gramado e jardim > Sistemas de irrigação > Equipamentos e válvulas para mangueiras de jardim
gid://shopify/TaxonomyCategory/hg-12-6-1-1       : Casa e jardim > Gramado e jardim > Sistemas de irrigação > Equipamentos e válvulas para mangueiras de jardim > Equipamentos para mangueira de jardim
gid://shopify/TaxonomyCategory/hg-12-6-1-2       : Casa e jardim > Gramado e jardim > Sistemas de irrigação > Equipamentos e válvulas para mangueiras de jardim > Válvulas para mangueira de jardim
gid://shopify/TaxonomyCategory/hg-12-6-2         : Casa e jardim > Gramado e jardim > Sistemas de irrigação > Bocais de pulverização para mangueiras de jardim
gid://shopify/TaxonomyCategory/hg-12-6-3         : Casa e jardim > Gramado e jardim > Sistemas de irrigação > Mangueiras de jardim
gid://shopify/TaxonomyCategory/hg-12-6-9         : Casa e jardim > Gramado e jardim > Sistemas de irrigação > Sistemas de irrigação
gid://shopify/TaxonomyCategory/hg-12-6-4         : Casa e jardim > Gramado e jardim > Sistemas de irrigação > Sistemas de sprinklers
gid://shopify/TaxonomyCategory/hg-12-6-4-1       : Casa e jardim > Gramado e jardim > Sistemas de irrigação > Sistemas de sprinklers > Controles de sprinklers
gid://shopify/TaxonomyCategory/hg-12-6-4-2       : Casa e jardim > Gramado e jardim > Sistemas de irrigação > Sistemas de sprinklers > Válvulas de sprinklers
gid://shopify/TaxonomyCategory/hg-12-6-5         : Casa e jardim > Gramado e jardim > Sistemas de irrigação > Irrigadores, aspersores e peças
gid://shopify/TaxonomyCategory/hg-12-6-5-1       : Casa e jardim > Gramado e jardim > Sistemas de irrigação > Irrigadores, aspersores e peças > Cabeças de aspersão
gid://shopify/TaxonomyCategory/hg-12-6-5-2       : Casa e jardim > Gramado e jardim > Sistemas de irrigação > Irrigadores, aspersores e peças > Aspersores
gid://shopify/TaxonomyCategory/hg-12-6-6         : Casa e jardim > Gramado e jardim > Sistemas de irrigação > Acessórios para regadores
gid://shopify/TaxonomyCategory/hg-12-6-6-1       : Casa e jardim > Gramado e jardim > Sistemas de irrigação > Acessórios para regadores > Extensões de bico
gid://shopify/TaxonomyCategory/hg-12-6-6-2       : Casa e jardim > Gramado e jardim > Sistemas de irrigação > Acessórios para regadores > Bicos para regador
gid://shopify/TaxonomyCategory/hg-12-6-7         : Casa e jardim > Gramado e jardim > Sistemas de irrigação > Regadores
gid://shopify/TaxonomyCategory/hg-12-6-8         : Casa e jardim > Gramado e jardim > Sistemas de irrigação > Globos e bicos de irrigação
gid://shopify/TaxonomyCategory/hg-12-6-8-1       : Casa e jardim > Gramado e jardim > Sistemas de irrigação > Globos e bicos de irrigação > Globos de irrigação
gid://shopify/TaxonomyCategory/hg-12-6-8-2       : Casa e jardim > Gramado e jardim > Sistemas de irrigação > Globos e bicos de irrigação > Bicos de irrigação
gid://shopify/TaxonomyCategory/hg-13             : Casa e jardim > Iluminação
gid://shopify/TaxonomyCategory/hg-13-1           : Casa e jardim > Iluminação > Iluminação de emergência
gid://shopify/TaxonomyCategory/hg-13-2           : Casa e jardim > Iluminação > Iluminação flutuante
gid://shopify/TaxonomyCategory/hg-13-3           : Casa e jardim > Iluminação > Holofotes
gid://shopify/TaxonomyCategory/hg-13-4           : Casa e jardim > Iluminação > Iluminação posicionada no chão
gid://shopify/TaxonomyCategory/hg-13-5           : Casa e jardim > Iluminação > Luminárias
gid://shopify/TaxonomyCategory/hg-13-5-1         : Casa e jardim > Iluminação > Luminárias > Luminárias de cabeceira
gid://shopify/TaxonomyCategory/hg-13-5-2         : Casa e jardim > Iluminação > Luminárias > Luminárias de mesa
gid://shopify/TaxonomyCategory/hg-13-5-3         : Casa e jardim > Iluminação > Luminárias > Luminárias de piso
gid://shopify/TaxonomyCategory/hg-13-5-4         : Casa e jardim > Iluminação > Luminárias > Lâmpadas de leitura
gid://shopify/TaxonomyCategory/hg-13-5-5         : Casa e jardim > Iluminação > Luminárias > Lâmpadas de mesa
gid://shopify/TaxonomyCategory/hg-13-6           : Casa e jardim > Iluminação > Iluminação para caminho externo
gid://shopify/TaxonomyCategory/hg-13-7           : Casa e jardim > Iluminação > Lâmpadas
gid://shopify/TaxonomyCategory/hg-13-7-1         : Casa e jardim > Iluminação > Lâmpadas > Lâmpadas fluorescentes compactas
gid://shopify/TaxonomyCategory/hg-13-7-2         : Casa e jardim > Iluminação > Lâmpadas > Lâmpadas fluorescentes
gid://shopify/TaxonomyCategory/hg-13-7-3         : Casa e jardim > Iluminação > Lâmpadas > Lâmpadas incandescentes
gid://shopify/TaxonomyCategory/hg-13-7-4         : Casa e jardim > Iluminação > Lâmpadas > Lâmpadas de LED
gid://shopify/TaxonomyCategory/hg-13-8           : Casa e jardim > Iluminação > Luzes de Natal
gid://shopify/TaxonomyCategory/hg-13-9           : Casa e jardim > Iluminação > Instalações de iluminação
gid://shopify/TaxonomyCategory/hg-13-9-1         : Casa e jardim > Iluminação > Instalações de iluminação > Instalações de luzes para gabinete
gid://shopify/TaxonomyCategory/hg-13-9-2         : Casa e jardim > Iluminação > Instalações de iluminação > Instalações de luzes de teto
gid://shopify/TaxonomyCategory/hg-13-9-3         : Casa e jardim > Iluminação > Instalações de iluminação > Candelabro
gid://shopify/TaxonomyCategory/hg-13-9-4         : Casa e jardim > Iluminação > Instalações de iluminação > Luzes de parede
gid://shopify/TaxonomyCategory/hg-13-10          : Casa e jardim > Iluminação > Lâmpadas para luz ambiente ou noturna
gid://shopify/TaxonomyCategory/hg-13-11          : Casa e jardim > Iluminação > Iluminação fotográfica
gid://shopify/TaxonomyCategory/hg-13-12          : Casa e jardim > Iluminação > Tochas de bambu e lamparinas à óleo
gid://shopify/TaxonomyCategory/hg-13-13          : Casa e jardim > Iluminação > Iluminação em trilhos
gid://shopify/TaxonomyCategory/hg-13-13-1        : Casa e jardim > Iluminação > Iluminação em trilhos > Acessórios para iluminação em trilho
gid://shopify/TaxonomyCategory/hg-13-13-1-2      : Casa e jardim > Iluminação > Iluminação em trilhos > Acessórios para iluminação em trilho > Cabeças
gid://shopify/TaxonomyCategory/hg-13-13-1-3      : Casa e jardim > Iluminação > Iluminação em trilhos > Acessórios para iluminação em trilho > Pingentes
gid://shopify/TaxonomyCategory/hg-13-13-1-4      : Casa e jardim > Iluminação > Iluminação em trilhos > Acessórios para iluminação em trilho > Alimentações de energia
gid://shopify/TaxonomyCategory/hg-13-13-1-5      : Casa e jardim > Iluminação > Iluminação em trilhos > Acessórios para iluminação em trilho > Kits de suspensão
gid://shopify/TaxonomyCategory/hg-13-13-2        : Casa e jardim > Iluminação > Iluminação em trilhos > Instalações de iluminação em trilha
gid://shopify/TaxonomyCategory/hg-13-13-3        : Casa e jardim > Iluminação > Iluminação em trilhos > Trilhos para iluminação
gid://shopify/TaxonomyCategory/hg-14             : Casa e jardim > Acessórios para iluminação
gid://shopify/TaxonomyCategory/hg-14-1           : Casa e jardim > Acessórios para iluminação > Suportes para poste de iluminação
gid://shopify/TaxonomyCategory/hg-14-2           : Casa e jardim > Acessórios para iluminação > Montagem de poste de iluminação
gid://shopify/TaxonomyCategory/hg-14-3           : Casa e jardim > Acessórios para iluminação > Abajures
gid://shopify/TaxonomyCategory/hg-14-4           : Casa e jardim > Acessórios para iluminação > Temporizadores de iluminação
gid://shopify/TaxonomyCategory/hg-14-5           : Casa e jardim > Acessórios para iluminação > Combustíveis para lâmpada a óleo
gid://shopify/TaxonomyCategory/hg-15             : Casa e jardim > Lençóis e roupas de cama
gid://shopify/TaxonomyCategory/hg-15-1           : Casa e jardim > Lençóis e roupas de cama > Roupas de cama
gid://shopify/TaxonomyCategory/hg-15-1-1         : Casa e jardim > Lençóis e roupas de cama > Roupas de cama > Dosséis para camas
gid://shopify/TaxonomyCategory/hg-15-1-2         : Casa e jardim > Lençóis e roupas de cama > Roupas de cama > Lençóis
gid://shopify/TaxonomyCategory/hg-15-1-3         : Casa e jardim > Lençóis e roupas de cama > Roupas de cama > Saias de cama
gid://shopify/TaxonomyCategory/hg-15-1-4         : Casa e jardim > Lençóis e roupas de cama > Roupas de cama > Cobertores
gid://shopify/TaxonomyCategory/hg-15-1-5         : Casa e jardim > Lençóis e roupas de cama > Roupas de cama > Capas de edredons
gid://shopify/TaxonomyCategory/hg-15-1-6         : Casa e jardim > Lençóis e roupas de cama > Roupas de cama > Protetores de colchão
gid://shopify/TaxonomyCategory/hg-15-1-6-1       : Casa e jardim > Lençóis e roupas de cama > Roupas de cama > Protetores de colchão > Capas para colchões
gid://shopify/TaxonomyCategory/hg-15-1-6-2       : Casa e jardim > Lençóis e roupas de cama > Roupas de cama > Protetores de colchão > Capas acolchoadas para colchões
gid://shopify/TaxonomyCategory/hg-15-1-7         : Casa e jardim > Lençóis e roupas de cama > Roupas de cama > Colchonetes
gid://shopify/TaxonomyCategory/hg-15-1-8         : Casa e jardim > Lençóis e roupas de cama > Roupas de cama > Fronhas e capas de travesseiros
gid://shopify/TaxonomyCategory/hg-15-1-9         : Casa e jardim > Lençóis e roupas de cama > Roupas de cama > Travesseiros
gid://shopify/TaxonomyCategory/hg-15-1-10        : Casa e jardim > Lençóis e roupas de cama > Roupas de cama > Colchas e mantas
gid://shopify/TaxonomyCategory/hg-15-2           : Casa e jardim > Lençóis e roupas de cama > Conjuntos de roupas para cozinha
gid://shopify/TaxonomyCategory/hg-15-3           : Casa e jardim > Lençóis e roupas de cama > Roupas de mesa
gid://shopify/TaxonomyCategory/hg-15-3-1         : Casa e jardim > Lençóis e roupas de cama > Roupas de mesa > Guardanapos de pano
gid://shopify/TaxonomyCategory/hg-15-3-2         : Casa e jardim > Lençóis e roupas de cama > Roupas de mesa > Guardanapos decorativos
gid://shopify/TaxonomyCategory/hg-15-3-3         : Casa e jardim > Lençóis e roupas de cama > Roupas de mesa > Jogo americano de mesa
gid://shopify/TaxonomyCategory/hg-15-3-4         : Casa e jardim > Lençóis e roupas de cama > Roupas de mesa > Caminhos de mesa
gid://shopify/TaxonomyCategory/hg-15-3-5         : Casa e jardim > Lençóis e roupas de cama > Roupas de mesa > Saias de mesa
gid://shopify/TaxonomyCategory/hg-15-3-6         : Casa e jardim > Lençóis e roupas de cama > Roupas de mesa > Toalhas de mesa
gid://shopify/TaxonomyCategory/hg-15-4           : Casa e jardim > Lençóis e roupas de cama > Toalhas
gid://shopify/TaxonomyCategory/hg-15-4-1         : Casa e jardim > Lençóis e roupas de cama > Toalhas > Toalhas de banho e toalhinhas de lavabo
gid://shopify/TaxonomyCategory/hg-15-4-1-1       : Casa e jardim > Lençóis e roupas de cama > Toalhas > Toalhas de banho e toalhinhas de lavabo > Toalhas de banho
gid://shopify/TaxonomyCategory/hg-15-4-1-2       : Casa e jardim > Lençóis e roupas de cama > Toalhas > Toalhas de banho e toalhinhas de lavabo > Toalhinhas de lavabo
gid://shopify/TaxonomyCategory/hg-15-4-2         : Casa e jardim > Lençóis e roupas de cama > Toalhas > Toalhas de praia
gid://shopify/TaxonomyCategory/hg-15-4-5         : Casa e jardim > Lençóis e roupas de cama > Toalhas > Toalhas de mão
gid://shopify/TaxonomyCategory/hg-15-4-4         : Casa e jardim > Lençóis e roupas de cama > Toalhas > Toalhas de cabelo
gid://shopify/TaxonomyCategory/hg-15-4-3         : Casa e jardim > Lençóis e roupas de cama > Toalhas > Toalhas de cozinha
gid://shopify/TaxonomyCategory/hg-16             : Casa e jardim > Sombrinhas e guarda-chuvas
gid://shopify/TaxonomyCategory/hg-16-1           : Casa e jardim > Sombrinhas e guarda-chuvas > Guarda-chuvas
gid://shopify/TaxonomyCategory/hg-16-2           : Casa e jardim > Sombrinhas e guarda-chuvas > Sombrinhas
gid://shopify/TaxonomyCategory/hg-17             : Casa e jardim > Plantas
gid://shopify/TaxonomyCategory/hg-17-1           : Casa e jardim > Plantas > Plantas aquáticas
gid://shopify/TaxonomyCategory/hg-17-2           : Casa e jardim > Plantas > Flores
gid://shopify/TaxonomyCategory/hg-17-3           : Casa e jardim > Plantas > Plantas de interiores e exteriores
gid://shopify/TaxonomyCategory/hg-17-3-1         : Casa e jardim > Plantas > Plantas de interiores e exteriores > Moitas e arbustos
gid://shopify/TaxonomyCategory/hg-17-3-1-1       : Casa e jardim > Plantas > Plantas de interiores e exteriores > Moitas e arbustos > Moitas
gid://shopify/TaxonomyCategory/hg-17-3-1-2       : Casa e jardim > Plantas > Plantas de interiores e exteriores > Moitas e arbustos > Shrubs
gid://shopify/TaxonomyCategory/hg-17-3-2         : Casa e jardim > Plantas > Plantas de interiores e exteriores > Ervas e plantas culinárias
gid://shopify/TaxonomyCategory/hg-17-3-3         : Casa e jardim > Plantas > Plantas de interiores e exteriores > Paisagismo e plantas para jardim
gid://shopify/TaxonomyCategory/hg-17-3-3-1       : Casa e jardim > Plantas > Plantas de interiores e exteriores > Paisagismo e plantas para jardim > Plantas de jardim
gid://shopify/TaxonomyCategory/hg-17-3-3-2       : Casa e jardim > Plantas > Plantas de interiores e exteriores > Paisagismo e plantas para jardim > Plantas para paisagismo
gid://shopify/TaxonomyCategory/hg-17-3-4         : Casa e jardim > Plantas > Plantas de interiores e exteriores > Plantas em vasos para o interior
gid://shopify/TaxonomyCategory/hg-17-4           : Casa e jardim > Plantas > Kits para cultivo de plantas e ervas
gid://shopify/TaxonomyCategory/hg-17-4-1         : Casa e jardim > Plantas > Kits para cultivo de plantas e ervas > Kits para cultivo de ervas
gid://shopify/TaxonomyCategory/hg-17-4-2         : Casa e jardim > Plantas > Kits para cultivo de plantas e ervas > Kits para cultivo de plantas
gid://shopify/TaxonomyCategory/hg-17-5           : Casa e jardim > Plantas > Sementes, bulbos e acessórios
gid://shopify/TaxonomyCategory/hg-17-5-1         : Casa e jardim > Plantas > Sementes, bulbos e acessórios > Plantas e bulbos de flores
gid://shopify/TaxonomyCategory/hg-17-5-1-1       : Casa e jardim > Plantas > Sementes, bulbos e acessórios > Plantas e bulbos de flores > Bulbos de flores
gid://shopify/TaxonomyCategory/hg-17-5-1-2       : Casa e jardim > Plantas > Sementes, bulbos e acessórios > Plantas e bulbos de flores > Bulbos de plantas
gid://shopify/TaxonomyCategory/hg-17-5-2         : Casa e jardim > Plantas > Sementes, bulbos e acessórios > Sementes e fita de sementes
gid://shopify/TaxonomyCategory/hg-17-5-2-1       : Casa e jardim > Plantas > Sementes, bulbos e acessórios > Sementes e fita de sementes > Fita de sementes
gid://shopify/TaxonomyCategory/hg-17-5-2-2       : Casa e jardim > Plantas > Sementes, bulbos e acessórios > Sementes e fita de sementes > Sementes
gid://shopify/TaxonomyCategory/hg-17-6           : Casa e jardim > Plantas > Árvores
gid://shopify/TaxonomyCategory/hg-18             : Casa e jardim > Piscina e spa
gid://shopify/TaxonomyCategory/hg-18-1           : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa
gid://shopify/TaxonomyCategory/hg-18-1-1         : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Trampolins para piscinas
gid://shopify/TaxonomyCategory/hg-18-1-2         : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Geradores de cloro para piscinas e spa
gid://shopify/TaxonomyCategory/hg-18-1-3         : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Filtros para piscina e spa
gid://shopify/TaxonomyCategory/hg-18-1-4         : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Kits para manutenção de piscinas e spas
gid://shopify/TaxonomyCategory/hg-18-1-5         : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Escovas e vassouras para piscina
gid://shopify/TaxonomyCategory/hg-18-1-6         : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Mangueiras para piscina
gid://shopify/TaxonomyCategory/hg-18-1-7         : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Limpadores e produtos químicos para piscinas
gid://shopify/TaxonomyCategory/hg-18-1-8         : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Acessórios para cobertura de piscinas
gid://shopify/TaxonomyCategory/hg-18-1-9         : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Capas para piscina e plástico para forrar chão
gid://shopify/TaxonomyCategory/hg-18-1-9-1       : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Capas para piscina e plástico para forrar chão > Plástico para forrar chão
gid://shopify/TaxonomyCategory/hg-18-1-9-2       : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Capas para piscina e plástico para forrar chão > Capas para piscina
gid://shopify/TaxonomyCategory/hg-18-1-10        : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Kits para deck de piscina
gid://shopify/TaxonomyCategory/hg-18-1-11        : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Cadeiras e sofás para piscina
gid://shopify/TaxonomyCategory/hg-18-1-11-1      : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Cadeiras e sofás para piscina > Cadeiras para piscina
gid://shopify/TaxonomyCategory/hg-18-1-11-2      : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Cadeiras e sofás para piscina > Espreguiçadeiras para piscina
gid://shopify/TaxonomyCategory/hg-18-1-12        : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Aquecedores de piscina
gid://shopify/TaxonomyCategory/hg-18-1-13        : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Escadas, degraus e rampas para piscina
gid://shopify/TaxonomyCategory/hg-18-1-13-1      : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Escadas, degraus e rampas para piscina > Escadas para piscina
gid://shopify/TaxonomyCategory/hg-18-1-13-2      : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Escadas, degraus e rampas para piscina > Rampas para piscina
gid://shopify/TaxonomyCategory/hg-18-1-13-3      : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Escadas, degraus e rampas para piscina > Degraus para piscina
gid://shopify/TaxonomyCategory/hg-18-1-14        : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Revestimentos para piscina
gid://shopify/TaxonomyCategory/hg-18-1-15        : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Peneiras para limpeza de piscinas
gid://shopify/TaxonomyCategory/hg-18-1-16        : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Varredores e aspiradores para piscina
gid://shopify/TaxonomyCategory/hg-18-1-16-1      : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Varredores e aspiradores para piscina > Varredores para piscina
gid://shopify/TaxonomyCategory/hg-18-1-16-2      : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Varredores e aspiradores para piscina > Aspiradores para piscina
gid://shopify/TaxonomyCategory/hg-18-1-17        : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Brinquedos para piscina
gid://shopify/TaxonomyCategory/hg-18-1-17-1      : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Brinquedos para piscina > Brinquedos de mergulho para piscina
gid://shopify/TaxonomyCategory/hg-18-1-17-2      : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Brinquedos para piscina > Jogos para piscina
gid://shopify/TaxonomyCategory/hg-18-1-17-3      : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Brinquedos para piscina > Espreguiçadeira para piscina
gid://shopify/TaxonomyCategory/hg-18-1-17-4      : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Brinquedos para piscina > Macarrão de piscina
gid://shopify/TaxonomyCategory/hg-18-1-18        : Casa e jardim > Piscina e spa > Acessórios para piscinas e spa > Tobogãs para piscina
gid://shopify/TaxonomyCategory/hg-18-2           : Casa e jardim > Piscina e spa > Acessórios para sauna
gid://shopify/TaxonomyCategory/hg-18-2-1         : Casa e jardim > Piscina e spa > Acessórios para sauna > Baldes e conchas para sauna
gid://shopify/TaxonomyCategory/hg-18-2-1-1       : Casa e jardim > Piscina e spa > Acessórios para sauna > Baldes e conchas para sauna > Baldes para sauna
