# Shopify Product Taxonomy - Attributes: 2026-05
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-Brillen-Passform-Design
gid://shopify/TaxonomyAttribute/10396 : Spannsystem des Gobelinwebstuhls
gid://shopify/TaxonomyAttribute/10397 : Material des Tarfells
gid://shopify/TaxonomyAttribute/10398 : Spielstil der Tar
gid://shopify/TaxonomyAttribute/10399 : Stimmsystem der Tar
gid://shopify/TaxonomyAttribute/2537  : Zielgruppe
gid://shopify/TaxonomyAttribute/8765  : Anwendungsziele
gid://shopify/TaxonomyAttribute/5301  : Zielgesichtszone
gid://shopify/TaxonomyAttribute/837   : Zielgeschlecht
gid://shopify/TaxonomyAttribute/10400 : Zielwert der relativen Luftfeuchtigkeit (RH)
gid://shopify/TaxonomyAttribute/11113 : Rückstellmechanismus des Ziels
gid://shopify/TaxonomyAttribute/11114 : Art des Zieltrainings
gid://shopify/TaxonomyAttribute/11115 : Zielgerichtete Schadstoffe
gid://shopify/TaxonomyAttribute/11116 : Zielmuskelgruppe
gid://shopify/TaxonomyAttribute/1425  : Eignung für Schädlingsart
gid://shopify/TaxonomyAttribute/5292  : Konkretes Hautproblem
gid://shopify/TaxonomyAttribute/1386  : Vorgesehene Art von Flecken
gid://shopify/TaxonomyAttribute/7978  : Taro-Sorte
gid://shopify/TaxonomyAttribute/10401 : Befestigungsart der Quastenborte
gid://shopify/TaxonomyAttribute/10402 : Verwendungszweck der Quastenborte
gid://shopify/TaxonomyAttribute/7979  : Geschmacksprofil
gid://shopify/TaxonomyAttribute/1482  : Teezubereitungstyp
gid://shopify/TaxonomyAttribute/7980  : Auswahl an Tees
gid://shopify/TaxonomyAttribute/6207  : Stil des Teekannenausgusses
gid://shopify/TaxonomyAttribute/10403 : Bauform des Toupierwerkzeugs
gid://shopify/TaxonomyAttribute/1572  : Technologieebene
gid://shopify/TaxonomyAttribute/11117 : Bauform des Rugby-Kicking-Tees
gid://shopify/TaxonomyAttribute/1896  : Telefonkabelschnittstelle
gid://shopify/TaxonomyAttribute/5616  : Zweite Schnittstelle des Telefonkabels
gid://shopify/TaxonomyAttribute/5025  : Telefonkabelstil
gid://shopify/TaxonomyAttribute/1850  : Telefonstil
gid://shopify/TaxonomyAttribute/3306  : Teleskop-Wasserwaage
gid://shopify/TaxonomyAttribute/3307  : Teleskop-Tracking-System
gid://shopify/TaxonomyAttribute/5503  : Fernseh-Leiterplattentyp
gid://shopify/TaxonomyAttribute/5409  : Fernsehlautsprecher-Position
gid://shopify/TaxonomyAttribute/3094  : Spezielle Funktionen des Fernsehers
gid://shopify/TaxonomyAttribute/10404 : Härtegrad
gid://shopify/TaxonomyAttribute/2351  : Temperatur
gid://shopify/TaxonomyAttribute/1774  : Temperatursteuerung
gid://shopify/TaxonomyAttribute/10405 : Art der Temperatursteuerung
gid://shopify/TaxonomyAttribute/1555  : Temperaturmessung
gid://shopify/TaxonomyAttribute/6208  : Temperaturzonen
gid://shopify/TaxonomyAttribute/2668  : Vorlagentyp
gid://shopify/TaxonomyAttribute/11118 : Tenkara-Aktionsverhältnis
gid://shopify/TaxonomyAttribute/11119 : Belag des Tennisplatzes
gid://shopify/TaxonomyAttribute/11120 : Druckart des Tennisballs
gid://shopify/TaxonomyAttribute/11121 : Griffgröße des Tennisschlägers
gid://shopify/TaxonomyAttribute/10406 : Griffsystem des Tenorflötophons
gid://shopify/TaxonomyAttribute/10407 : Verbindungsart der Tenorblockflöte
gid://shopify/TaxonomyAttribute/10408 : Klappensystem des Tenorsaxophons
gid://shopify/TaxonomyAttribute/10409 : Material der Tenorsaxophon-Polster
gid://shopify/TaxonomyAttribute/10410 : Zugtyp der Tenorposaune
gid://shopify/TaxonomyAttribute/10411 : Ventilkonfiguration der Tenorposaune
gid://shopify/TaxonomyAttribute/2446  : Spannung
gid://shopify/TaxonomyAttribute/10412 : Art der Spannungsregelung
gid://shopify/TaxonomyAttribute/10413 : Spannmechanismus
gid://shopify/TaxonomyAttribute/10415 : Spannsystem
gid://shopify/TaxonomyAttribute/10414 : Spannungs-/Tonhöhenmodulationssystem
gid://shopify/TaxonomyAttribute/5402  : Spannsystem
gid://shopify/TaxonomyAttribute/11122 : Zeltstoffmaterial
gid://shopify/TaxonomyAttribute/11123 : Saisonklassifizierung des Zelts
gid://shopify/TaxonomyAttribute/5213  : Zeltaufbaustil
gid://shopify/TaxonomyAttribute/11124 : Zeltaufbauweise
gid://shopify/TaxonomyAttribute/11125 : Zeltbauart
gid://shopify/TaxonomyAttribute/1468  : Auswahl an Tequila
gid://shopify/TaxonomyAttribute/2609  : Terminalbetrieb
gid://shopify/TaxonomyAttribute/5548  : Anschlussmethode
gid://shopify/TaxonomyAttribute/1326  : Terrain
gid://shopify/TaxonomyAttribute/1553  : Testformat
gid://shopify/TaxonomyAttribute/1576  : Testmethode
gid://shopify/TaxonomyAttribute/8766  : Methode zur Ausgabe der Testergebnisse
gid://shopify/TaxonomyAttribute/1556  : Testprobe
gid://shopify/TaxonomyAttribute/8767  : Befestigungs-/Gurtsystem
gid://shopify/TaxonomyAttribute/2892  : Tetherball-Ausrüstung inklusive
gid://shopify/TaxonomyAttribute/5529  : Tethering-Richtlinie
gid://shopify/TaxonomyAttribute/10416 : Textfarbe
gid://shopify/TaxonomyAttribute/3020  : Eigenschaften der Textilhandwerksmaschine
gid://shopify/TaxonomyAttribute/10417 : Betriebsart der Textilhandarbeitsmaschine
gid://shopify/TaxonomyAttribute/2315  : Typ des Textilbastelprojekts
gid://shopify/TaxonomyAttribute/10418 : Textilveredelung/-behandlung
gid://shopify/TaxonomyAttribute/1558  : Textur
gid://shopify/TaxonomyAttribute/7981  : Zusätzliche Texturelemente
gid://shopify/TaxonomyAttribute/1568  : Texturebene
gid://shopify/TaxonomyAttribute/134   : Thema
gid://shopify/TaxonomyAttribute/5096  : Therapeutische Merkmale
gid://shopify/TaxonomyAttribute/5078  : Enthaltenes therapeutisches Schaukelzubehör
gid://shopify/TaxonomyAttribute/11126 : Therapeutische Technologie
gid://shopify/TaxonomyAttribute/5085  : Unterstützter Therapiemodus
gid://shopify/TaxonomyAttribute/5117  : Therapietemperaturtyp
gid://shopify/TaxonomyAttribute/2204  : Art des Thermodetektors
gid://shopify/TaxonomyAttribute/5119  : Wärmeempfindung
gid://shopify/TaxonomyAttribute/6832  : Im Thermowäscheset enthaltene Artikel
gid://shopify/TaxonomyAttribute/6833  : Wärmegrad
gid://shopify/TaxonomyAttribute/6209  : Typ der Thermoelementverbindung
gid://shopify/TaxonomyAttribute/2205  : Art des Thermoelements
gid://shopify/TaxonomyAttribute/6210  : Thermometerdesign
gid://shopify/TaxonomyAttribute/6211  : Typ des Thermoskannengriffs
gid://shopify/TaxonomyAttribute/8768  : Thermostattyp
gid://shopify/TaxonomyAttribute/2219  : Dickentyp
gid://shopify/TaxonomyAttribute/10419 : Größe der Fingerhutführung
gid://shopify/TaxonomyAttribute/10434 : Befestigungsart der Garnführung
gid://shopify/TaxonomyAttribute/10435 : Spannungsregelung der Garnführung
gid://shopify/TaxonomyAttribute/10436 : Funktionen des Garnorganizers
gid://shopify/TaxonomyAttribute/11127 : Gewindeanschlussgröße
gid://shopify/TaxonomyAttribute/10420 : Garnkonstruktion
gid://shopify/TaxonomyAttribute/10422 : Bauform des Fadenschneiders
gid://shopify/TaxonomyAttribute/10423 : Schneidmechanismus des Fadenschneiders
gid://shopify/TaxonomyAttribute/10424 : Sicherheitsmerkmale des Fadenabschneiders
gid://shopify/TaxonomyAttribute/10425 : Verwendungszweck des Fadenschneiders
gid://shopify/TaxonomyAttribute/2126  : Gewinderichtung
gid://shopify/TaxonomyAttribute/10426 : Fadenveredelung/-behandlung
gid://shopify/TaxonomyAttribute/10427 : Garnmaterial
gid://shopify/TaxonomyAttribute/10428 : Garnmaterial (Faser)
gid://shopify/TaxonomyAttribute/10429 : Verpackungsform des Garns
gid://shopify/TaxonomyAttribute/10430 : Kompatibler Spulentyp für das Garnregal
gid://shopify/TaxonomyAttribute/6212  : Gewindestandard
gid://shopify/TaxonomyAttribute/10431 : Standardmaße des Fadens
gid://shopify/TaxonomyAttribute/10432 : Garnart
gid://shopify/TaxonomyAttribute/10433 : Garnstärkensystem
gid://shopify/TaxonomyAttribute/10421 : Garn-/Kordelart (Perlenmuster)
gid://shopify/TaxonomyAttribute/2127  : Größe der Gewindestange
gid://shopify/TaxonomyAttribute/10437 : Verwendungszweck des Einfädlers
gid://shopify/TaxonomyAttribute/10438 : Einfädelsystem
gid://shopify/TaxonomyAttribute/6834  : Gewindeart
gid://shopify/TaxonomyAttribute/8769  : Gasgriffart (Rollerumbau)
gid://shopify/TaxonomyAttribute/8770  : Endbefestigung des Wurfseils
gid://shopify/TaxonomyAttribute/8771  : Aufbewahrungs-/Verpackungsart des Wurfseils
gid://shopify/TaxonomyAttribute/8772  : Sichtbarkeitsmerkmale des Wurfseils
gid://shopify/TaxonomyAttribute/11128 : Betriebsart der Wurfmaschine
gid://shopify/TaxonomyAttribute/11129 : Daumenkonstruktion
gid://shopify/TaxonomyAttribute/5628  : Daumengriff-Profil
gid://shopify/TaxonomyAttribute/6835  : Tiara-Stil
gid://shopify/TaxonomyAttribute/3010  : Ticket-Zusatzfunktionen
gid://shopify/TaxonomyAttribute/5036  : Ticketklasse
gid://shopify/TaxonomyAttribute/2276  : Art des Tickets
gid://shopify/TaxonomyAttribute/8773  : Enthaltene Verzurrpunkte/Gurte
gid://shopify/TaxonomyAttribute/2101  : Fliesendesign
gid://shopify/TaxonomyAttribute/3394  : Art des Legespiels
gid://shopify/TaxonomyAttribute/3324  : Fliesenverlegemethode
gid://shopify/TaxonomyAttribute/2102  : Aussehen der Fliese
gid://shopify/TaxonomyAttribute/2918  : Fliesenmaterial
gid://shopify/TaxonomyAttribute/2103  : Fliesentextur
gid://shopify/TaxonomyAttribute/10439 : Kachelformat
gid://shopify/TaxonomyAttribute/6213  : Kippmechanismus
gid://shopify/TaxonomyAttribute/6214  : Zeitformat
gid://shopify/TaxonomyAttribute/2534  : Zeitraum
gid://shopify/TaxonomyAttribute/2403  : Taktarten
gid://shopify/TaxonomyAttribute/2202  : Taktgewichtung
gid://shopify/TaxonomyAttribute/8774  : Zeit-Strom-Kennlinie
gid://shopify/TaxonomyAttribute/3042  : Uhreigenschaften
gid://shopify/TaxonomyAttribute/6570  : Zählmodus des Timers
gid://shopify/TaxonomyAttribute/2040  : Design des Timers
gid://shopify/TaxonomyAttribute/6571  : Art der Timeranzeige
gid://shopify/TaxonomyAttribute/6215  : Timermechanismus
gid://shopify/TaxonomyAttribute/10440 : Betriebsmodi des Timers
gid://shopify/TaxonomyAttribute/1439  : Timer-Typ
gid://shopify/TaxonomyAttribute/8775  : Material des Zahnriemens (Gummimischung)
gid://shopify/TaxonomyAttribute/8776  : Zahnriemenprofil
gid://shopify/TaxonomyAttribute/8777  : Material der Verstärkungskordel des Zahnriemens
gid://shopify/TaxonomyAttribute/8778  : Material der Motorsteuerungskomponenten
gid://shopify/TaxonomyAttribute/10441 : Material des Tin-Whistle-Korpus
gid://shopify/TaxonomyAttribute/10442 : Bohrungsart der Tin Whistle
gid://shopify/TaxonomyAttribute/10443 : Enthaltenes Zubehör für die Tin Whistle
gid://shopify/TaxonomyAttribute/6216  : Zinkenposition
gid://shopify/TaxonomyAttribute/5289  : Kribbelintensität
gid://shopify/TaxonomyAttribute/2603  : Spitzendesign
gid://shopify/TaxonomyAttribute/8779  : Beschichtung der Spitze
gid://shopify/TaxonomyAttribute/1635  : Material der Spitze
gid://shopify/TaxonomyAttribute/2460  : Spitzenöffnung
gid://shopify/TaxonomyAttribute/10444 : Spitzenform
gid://shopify/TaxonomyAttribute/1606  : Spitzenstil
gid://shopify/TaxonomyAttribute/1297  : Spitzentyp
gid://shopify/TaxonomyAttribute/11130 : Vorfachstärkenbewertung
gid://shopify/TaxonomyAttribute/1281  : Reifenflankentyp
gid://shopify/TaxonomyAttribute/8780  : Betriebsart der Reifenmontiermaschine
gid://shopify/TaxonomyAttribute/8781  : Typ der Reifenmontiermaschine
gid://shopify/TaxonomyAttribute/11131 : Art der Reifenmischung
gid://shopify/TaxonomyAttribute/6217  : Reifenkonstruktion
gid://shopify/TaxonomyAttribute/6218  : Reifenkonstruktionstyp
gid://shopify/TaxonomyAttribute/8782  : Tragfähigkeitsbereich des Reifens
gid://shopify/TaxonomyAttribute/8783  : Reifenposition
gid://shopify/TaxonomyAttribute/11132 : Komponenten des Reifenreparatursets
gid://shopify/TaxonomyAttribute/8784  : Reifenseitenwandtyp
gid://shopify/TaxonomyAttribute/8785  : Geschwindikeitsklasse der Reifen
gid://shopify/TaxonomyAttribute/8786  : Typ des Reifenmontierhebels
gid://shopify/TaxonomyAttribute/11133 : Kompatibilität des Reifensystems
gid://shopify/TaxonomyAttribute/8787  : Temperaturklasse des Reifens (UTQG)
gid://shopify/TaxonomyAttribute/8788  : Traktionsklasse des Reifens (UTQG)
gid://shopify/TaxonomyAttribute/6219  : Muster des Reifenprofils
gid://shopify/TaxonomyAttribute/11134 : Reifenprofil
gid://shopify/TaxonomyAttribute/8789  : Reifenschlauchtyp
gid://shopify/TaxonomyAttribute/6220  : Taschentuchlotion
gid://shopify/TaxonomyAttribute/8790  : Qualitätseinstufung
gid://shopify/TaxonomyAttribute/6221  : Toasterfunktionen
gid://shopify/TaxonomyAttribute/7982  : Verwendungszweck des Tabaks
gid://shopify/TaxonomyAttribute/7983  : Schnittart des Tabaks
gid://shopify/TaxonomyAttribute/7984  : Tabakstärke
gid://shopify/TaxonomyAttribute/1501  : Tabaktyp
gid://shopify/TaxonomyAttribute/11135 : Zehenkonstruktion
gid://shopify/TaxonomyAttribute/6836  : Zehenabdeckung
gid://shopify/TaxonomyAttribute/11136 : Form des Zackens
gid://shopify/TaxonomyAttribute/6837  : Art des Zehenschutzes
gid://shopify/TaxonomyAttribute/6838  : Art der Zehenverstärkung
gid://shopify/TaxonomyAttribute/1607  : Design des Zehenabstandshalters
gid://shopify/TaxonomyAttribute/11137 : Gewindegröße des Toe-Stop-Schafts
gid://shopify/TaxonomyAttribute/1322  : Zehenriementyp
gid://shopify/TaxonomyAttribute/847   : Zehenstil
gid://shopify/TaxonomyAttribute/7985  : Zubereitungsart des Tofus
gid://shopify/TaxonomyAttribute/2149  : Design der Toilettenabdeckung
gid://shopify/TaxonomyAttribute/3116  : Eigenschaften des Toilettendeckels
gid://shopify/TaxonomyAttribute/2159  : Form der Toilette
gid://shopify/TaxonomyAttribute/2961  : WC/Bidet-Montageart
gid://shopify/TaxonomyAttribute/10445 : Einstellfunktionen der Tomhalterung
gid://shopify/TaxonomyAttribute/10446 : Beim Tom-Halter inbegriffene Komponenten
gid://shopify/TaxonomyAttribute/10447 : Montageposition der Tomhalterung
gid://shopify/TaxonomyAttribute/2472  : Design des Tomtoms
gid://shopify/TaxonomyAttribute/5462  : Tonarmtyp
gid://shopify/TaxonomyAttribute/6222  : Zangentyp
gid://shopify/TaxonomyAttribute/8791  : Anbringungsart der Ladeflächenabdeckung
gid://shopify/TaxonomyAttribute/8792  : Bauform des Werkzeugkoffers
gid://shopify/TaxonomyAttribute/11138 : Enthaltene Werkzeugfunktionen
gid://shopify/TaxonomyAttribute/2216  : Werkzeugschlüsselspitze
gid://shopify/TaxonomyAttribute/3280  : Werkzeugmobilität
gid://shopify/TaxonomyAttribute/2215  : Werkzeugbetrieb
gid://shopify/TaxonomyAttribute/2817  : Werkzeug-/Utensilienmaterial
gid://shopify/TaxonomyAttribute/5182  : Zahnbürstenkopfgröße
gid://shopify/TaxonomyAttribute/5180  : Zahnbürstenkopftyp
gid://shopify/TaxonomyAttribute/6223  : Eigenschaften des Zahnbürstenhalters
gid://shopify/TaxonomyAttribute/1674  : Zahnpastatyp
gid://shopify/TaxonomyAttribute/1675  : Zahnstocher-Design
gid://shopify/TaxonomyAttribute/6224  : Mechanismus des Zahnstocherspenders
gid://shopify/TaxonomyAttribute/10448 : Material der Decke (Resonanzboden)
gid://shopify/TaxonomyAttribute/6968  : Zugang zum oberen Bett
gid://shopify/TaxonomyAttribute/6839  : Passform des Oberteils
gid://shopify/TaxonomyAttribute/6840  : Zylinderstil
gid://shopify/TaxonomyAttribute/1193  : Oberlängentyp
gid://shopify/TaxonomyAttribute/1400  : Material der oberen Oberfläche
gid://shopify/TaxonomyAttribute/5026  : Auflademethode
gid://shopify/TaxonomyAttribute/6225  : Topografisches Relief
gid://shopify/TaxonomyAttribute/7986  : Form des Toppings
gid://shopify/TaxonomyAttribute/7987  : Art des Toppings
gid://shopify/TaxonomyAttribute/2223  : Tragegrifftyp
gid://shopify/TaxonomyAttribute/2549  : Design des Totems
gid://shopify/TaxonomyAttribute/1881  : Touch-Funktionen
gid://shopify/TaxonomyAttribute/5636  : Touchpad-Formfaktor
gid://shopify/TaxonomyAttribute/1882  : Touchscreen-Technologie
gid://shopify/TaxonomyAttribute/5652  : Touchscreen-Drahtkonfiguration
gid://shopify/TaxonomyAttribute/11139 : Typ des Abschlepphakens
gid://shopify/TaxonomyAttribute/11140 : Art der Schleppvorrichtung
gid://shopify/TaxonomyAttribute/8793  : Schutzmerkmale des Abschleppgurts
gid://shopify/TaxonomyAttribute/8794  : Abschleppseiltyp
gid://shopify/TaxonomyAttribute/11141 : Bauform des Towable Tubes
gid://shopify/TaxonomyAttribute/11142 : Wassersportart
gid://shopify/TaxonomyAttribute/11143 : Handtuchmerkmale
gid://shopify/TaxonomyAttribute/6226  : Design des Handtuchhalters
gid://shopify/TaxonomyAttribute/11144 : Handtuchart
gid://shopify/TaxonomyAttribute/6227  : Handtuchgewebe
gid://shopify/TaxonomyAttribute/6572  : Steuerungsart des Spielzeugflugzeugs
gid://shopify/TaxonomyAttribute/6573  : Funktionen des Spielzeugflugzeugs
gid://shopify/TaxonomyAttribute/6574  : Flugfähigkeit des Spielzeugflugzeugs
gid://shopify/TaxonomyAttribute/6575  : Audiofunktionen des Spielzeugs
gid://shopify/TaxonomyAttribute/6576  : Spielfunktionen des Spielzeugboots
gid://shopify/TaxonomyAttribute/6577  : Empfohlene Spielumgebung für Spielzeugboote
gid://shopify/TaxonomyAttribute/6578  : Enthaltene Spielzeug-Bowlingausrüstung
gid://shopify/TaxonomyAttribute/6579  : Funktionen des Spielzeugautos
gid://shopify/TaxonomyAttribute/6580  : Enthaltenes Zubehör für das Spielzeug-Zeichentablett
gid://shopify/TaxonomyAttribute/6581  : Löschmethode des Spielzeug-Zeichentabletts
gid://shopify/TaxonomyAttribute/6582  : Bildschirmtyp des Spielzeug-Zeichentabletts
gid://shopify/TaxonomyAttribute/6583  : Schreib-/Zeichenwerkzeug des Spielzeug-Zeichentabletts
gid://shopify/TaxonomyAttribute/6584  : Soundfunktion der Spielfigur
gid://shopify/TaxonomyAttribute/3398  : Spielzeugfigur-Thema
gid://shopify/TaxonomyAttribute/6586  : Im Geschenkkorb enthaltenes Spielzeug
gid://shopify/TaxonomyAttribute/6587  : Startmethode des Spielzeuggleiters
gid://shopify/TaxonomyAttribute/6588  : Steuerungsart des Spielzeughubschraubers
gid://shopify/TaxonomyAttribute/6589  : Funktionen des Spielzeughubschraubers
gid://shopify/TaxonomyAttribute/6590  : Enthaltene Bestandteile des Hüpfspiel-Sets
gid://shopify/TaxonomyAttribute/6591  : Lernmodus des Spielzeugkeyboards
gid://shopify/TaxonomyAttribute/6592  : Klangthema des Spielzeugkeyboards
gid://shopify/TaxonomyAttribute/6593  : Enthaltene Spielzeugküchengeräte
gid://shopify/TaxonomyAttribute/6594  : Montageaufwand der Spielzeugküche
gid://shopify/TaxonomyAttribute/6595  : Interaktive Funktionen der Spielzeugküche
gid://shopify/TaxonomyAttribute/6596  : Funktionsumfang des Spielzeugmotorrads
gid://shopify/TaxonomyAttribute/6597  : Maßstab des Spielzeugmotorrads
gid://shopify/TaxonomyAttribute/6598  : Startmethode des Spielzeugfallschirms
gid://shopify/TaxonomyAttribute/6599  : Enthaltenes Zubehör für Spielzeugklavier und -keyboard
gid://shopify/TaxonomyAttribute/6600  : Montage des Spielsets erforderlich
gid://shopify/TaxonomyAttribute/6601  : Im Spielset enthaltene Artikel
gid://shopify/TaxonomyAttribute/6602  : Sicherheitszertifizierung des Spielzeugs
gid://shopify/TaxonomyAttribute/6603  : Funktionen des Spielzeugraumschiffs
gid://shopify/TaxonomyAttribute/6604  : Größenklasse des Spielzeugraumschiffs
gid://shopify/TaxonomyAttribute/6605  : Inbegriffene Teile des Spielgeschirrsets
gid://shopify/TaxonomyAttribute/6606  : Elektronische Funktionen des Spielzeugwerkzeugs
gid://shopify/TaxonomyAttribute/6607  : Enthaltene Komponenten des Spielwerkzeug-Sets
gid://shopify/TaxonomyAttribute/3405  : Spielzeugwerkzeugtyp
gid://shopify/TaxonomyAttribute/6608  : Maßstab des Spielzeugzugs
gid://shopify/TaxonomyAttribute/6609  : Gleislayouttyp der Spielzeugeisenbahn
gid://shopify/TaxonomyAttribute/6610  : Funktionen von Spielzeugwaffen und Gadgets
gid://shopify/TaxonomyAttribute/6585  : Spielzeugeigenschaften
gid://shopify/TaxonomyAttribute/2896  : Spielzeug/Spielmaterial
gid://shopify/TaxonomyAttribute/11147 : Eignung für Leichtathletikdisziplinen
gid://shopify/TaxonomyAttribute/11145 : Leichtathletikdisziplin
gid://shopify/TaxonomyAttribute/5474  : Spurkonfiguration
gid://shopify/TaxonomyAttribute/11146 : Spezialisierung auf Laufdisziplinen
gid://shopify/TaxonomyAttribute/6228  : Lichtschienentyp
gid://shopify/TaxonomyAttribute/6229  : Kompatibilität des Lichtschienensystems
gid://shopify/TaxonomyAttribute/6230  : Konfiguration der Schienenstromkreise
gid://shopify/TaxonomyAttribute/6611  : Besondere Funktionen des Rennstrecken-Sets
gid://shopify/TaxonomyAttribute/11148 : Geeignete Geländeart
gid://shopify/TaxonomyAttribute/6231  : Schienensystemstandard
gid://shopify/TaxonomyAttribute/5344  : Tracker-Formfaktor
gid://shopify/TaxonomyAttribute/11149 : Art der Spurhilfe
gid://shopify/TaxonomyAttribute/1549  : Tracking-Metriken
gid://shopify/TaxonomyAttribute/1934  : Tracking-Zweck
gid://shopify/TaxonomyAttribute/11150 : Art des Traktionsprofils
gid://shopify/TaxonomyAttribute/3362  : Traktorzubehör inklusive
gid://shopify/TaxonomyAttribute/6232  : Anwendung des Traktorreifens
gid://shopify/TaxonomyAttribute/6233  : Klassifizierung des Traktorreifenprofils
gid://shopify/TaxonomyAttribute/3046  : Eigenschaften des Messedisplays
gid://shopify/TaxonomyAttribute/10449 : Liga der Sammelkarte
gid://shopify/TaxonomyAttribute/2369  : Sammelkartenverpackung
gid://shopify/TaxonomyAttribute/3047  : Eigenschaften des Verkehrssteuerungsgeräts
gid://shopify/TaxonomyAttribute/2032  : Design der Wildkamera
gid://shopify/TaxonomyAttribute/8796  : Bauweise des Anhängers
gid://shopify/TaxonomyAttribute/8797  : Größe der Anhängerkupplung
gid://shopify/TaxonomyAttribute/8798  : Montageort/-art der Anhängerkupplung
gid://shopify/TaxonomyAttribute/8799  : Funktion der Anhängerbeleuchtung
gid://shopify/TaxonomyAttribute/11151 : Art der Anhängerfederung
gid://shopify/TaxonomyAttribute/2724  : Anhängertyp
gid://shopify/TaxonomyAttribute/8800  : Stromkreise der Anhängerverkabelung
gid://shopify/TaxonomyAttribute/8801  : Steckertyp der Anhängerverkabelung
gid://shopify/TaxonomyAttribute/10450 : Verwendungszweck der Zugpfeife
gid://shopify/TaxonomyAttribute/10451 : Klangcharakter der Zugpfeife
gid://shopify/TaxonomyAttribute/11152 : Heimtrainer-Montageart
gid://shopify/TaxonomyAttribute/2653  : Anforderungen an Trainingsdaten
gid://shopify/TaxonomyAttribute/11153 : Form der Trainingspuppe
gid://shopify/TaxonomyAttribute/11154 : Trainingsschwerpunkt
gid://shopify/TaxonomyAttribute/11155 : Schwerpunktbereich des Trainings
gid://shopify/TaxonomyAttribute/11156 : Trainingsziel
gid://shopify/TaxonomyAttribute/11157 : Eignung des Trainingsuntergrunds
gid://shopify/TaxonomyAttribute/11158 : Verwendungszweck des Trainingsuntergrunds
gid://shopify/TaxonomyAttribute/6841  : Art der Trainingsnutzung
gid://shopify/TaxonomyAttribute/2766  : Trampolin-Design
gid://shopify/TaxonomyAttribute/6612  : Art der Trampolinumrandung
gid://shopify/TaxonomyAttribute/6613  : Sicherheitszertifizierungen des Trampolins
gid://shopify/TaxonomyAttribute/5354  : Transceiver-Formfaktor
gid://shopify/TaxonomyAttribute/5063  : Transferhilfsmittelart
gid://shopify/TaxonomyAttribute/10452 : Auftragungsmethode
gid://shopify/TaxonomyAttribute/5064  : Transferbrettform
gid://shopify/TaxonomyAttribute/1586  : Oberflächentyp der Transferplatten
gid://shopify/TaxonomyAttribute/10453 : Transfermethode
gid://shopify/TaxonomyAttribute/3272  : Transferpapiertechnik
gid://shopify/TaxonomyAttribute/10454 : Abziehtemperatur des Transfers
gid://shopify/TaxonomyAttribute/8802  : Bauart des Getriebekühlers
gid://shopify/TaxonomyAttribute/8803  : Spezifikation des Getriebeöls
gid://shopify/TaxonomyAttribute/8804  : Material der Getriebelagerbuchse
gid://shopify/TaxonomyAttribute/8805  : Art der Getriebehalterung
gid://shopify/TaxonomyAttribute/2699  : Übertragungstyp
gid://shopify/TaxonomyAttribute/5478  : Sender-Formfaktor
gid://shopify/TaxonomyAttribute/6969  : Transparenzgrad
gid://shopify/TaxonomyAttribute/11159 : Art des Transportkoffers
gid://shopify/TaxonomyAttribute/5037  : Transporttyp
gid://shopify/TaxonomyAttribute/10455 : Transpositionsmodi
gid://shopify/TaxonomyAttribute/11160 : Fallendesign
gid://shopify/TaxonomyAttribute/11161 : Federkonfiguration der Falle
gid://shopify/TaxonomyAttribute/3039  : Mülleimer-Eigenschaften
gid://shopify/TaxonomyAttribute/6970  : Enthaltenes Zubehör für die Reisebabywanne
gid://shopify/TaxonomyAttribute/5212  : Reisekisseneigenschaften
gid://shopify/TaxonomyAttribute/1689  : Form des Reisekissens
gid://shopify/TaxonomyAttribute/10456 : Montageaufwand des Reise-Spinnrads
gid://shopify/TaxonomyAttribute/10457 : Transportmerkmale des Reise-Spinnrads
gid://shopify/TaxonomyAttribute/8806  : Kraftstoffart der Geräte im Wohnwagen
gid://shopify/TaxonomyAttribute/8807  : Art des Abwassertanks im Wohnwagen
gid://shopify/TaxonomyAttribute/8808  : Stromanschluss des Wohnwagens (Landstrom)
gid://shopify/TaxonomyAttribute/5176  : Schienenkompatibilität
gid://shopify/TaxonomyAttribute/11162 : Reifenprofil
gid://shopify/TaxonomyAttribute/11163 : Typ des Laufbandschlüssels
gid://shopify/TaxonomyAttribute/11164 : Art des Laufbandersatzteils
gid://shopify/TaxonomyAttribute/11165 : Position am Laufband
gid://shopify/TaxonomyAttribute/5291  : Behandlungsmethode
gid://shopify/TaxonomyAttribute/5203  : Behandlungsmodi
gid://shopify/TaxonomyAttribute/1564  : Behandlungsziel
gid://shopify/TaxonomyAttribute/5268  : Behandlungszielbereich
gid://shopify/TaxonomyAttribute/1756  : Textur der Behandlung
gid://shopify/TaxonomyAttribute/1644  : Behandlungstyp
gid://shopify/TaxonomyAttribute/6234  : Baumform
gid://shopify/TaxonomyAttribute/2805  : Baumständermaterial
gid://shopify/TaxonomyAttribute/2108  : Design des Spaliers
gid://shopify/TaxonomyAttribute/10458 : Material des Triangelschlägels
gid://shopify/TaxonomyAttribute/2877  : Dreirad-Design
gid://shopify/TaxonomyAttribute/2878  : Antriebsart Dreirad
gid://shopify/TaxonomyAttribute/10459 : Trigger Eingangsanschluss
gid://shopify/TaxonomyAttribute/10460 : Anschlussart für den Trigger-Eingang
