# Shopify Product Taxonomy - Mappings: 0.17.0
# Format:
# {input_taxonomy_version} -> {output_taxonomy_version} # Mappings A start
# ...
# {input_category_id} -> {output_category_id}
# ...
# {input_taxonomy_version} -> {output_taxonomy_version} # Mappings A end, Mappings B start
# ...
# {input_category_id} -> {output_category_id}
# ...

shopify/2024-04 -> google/2021-09-21
gid://shopify/TaxonomyCategory/ap                => 1                                               
gid://shopify/TaxonomyCategory/4049              => gid://shopify/TaxonomyCategory/hg-18-1-12       
gid://shopify/TaxonomyCategory/4050              => gid://shopify/TaxonomyCategory/hg-18-1-13       
gid://shopify/TaxonomyCategory/4051              => gid://shopify/TaxonomyCategory/hg-18-1-14       
gid://shopify/TaxonomyCategory/4052              => gid://shopify/TaxonomyCategory/hg-18-1-15       
gid://shopify/TaxonomyCategory/4053              => gid://shopify/TaxonomyCategory/hg-18-1-16       
gid://shopify/TaxonomyCategory/4054              => gid://shopify/TaxonomyCategory/hg-18-1-17       
gid://shopify/TaxonomyCategory/4055              => gid://shopify/TaxonomyCategory/hg-18-1-18       
gid://shopify/TaxonomyCategory/4056              => gid://shopify/TaxonomyCategory/hg-18-2          
gid://shopify/TaxonomyCategory/4057              => gid://shopify/TaxonomyCategory/hg-18-2-1        
gid://shopify/TaxonomyCategory/4058              => gid://shopify/TaxonomyCategory/hg-18-2-2        
gid://shopify/TaxonomyCategory/4059              => gid://shopify/TaxonomyCategory/hg-18-2-3        
gid://shopify/TaxonomyCategory/4060              => gid://shopify/TaxonomyCategory/hg-18-3          
gid://shopify/TaxonomyCategory/4061              => gid://shopify/TaxonomyCategory/hg-18-4          
gid://shopify/TaxonomyCategory/4062              => gid://shopify/TaxonomyCategory/hg-18-5          
gid://shopify/TaxonomyCategory/4063              => gid://shopify/TaxonomyCategory/hg-19            
gid://shopify/TaxonomyCategory/4064              => gid://shopify/TaxonomyCategory/hg-19-1          
gid://shopify/TaxonomyCategory/4065              => gid://shopify/TaxonomyCategory/hg-19-2          
gid://shopify/TaxonomyCategory/4066              => gid://shopify/TaxonomyCategory/hg-19-3          
gid://shopify/TaxonomyCategory/4067              => gid://shopify/TaxonomyCategory/hg-19-4          
gid://shopify/TaxonomyCategory/4068              => gid://shopify/TaxonomyCategory/hg-19-5          
gid://shopify/TaxonomyCategory/4069              => gid://shopify/TaxonomyCategory/hg-19-6          
gid://shopify/TaxonomyCategory/4070              => gid://shopify/TaxonomyCategory/hg-19-7          
gid://shopify/TaxonomyCategory/4071              => gid://shopify/TaxonomyCategory/hg-20            
gid://shopify/TaxonomyCategory/4072              => gid://shopify/TaxonomyCategory/hg-21            
gid://shopify/TaxonomyCategory/4073              => gid://shopify/TaxonomyCategory/lb               
gid://shopify/TaxonomyCategory/4074              => gid://shopify/TaxonomyCategory/lb-1             
gid://shopify/TaxonomyCategory/4075              => gid://shopify/TaxonomyCategory/lb-2             
gid://shopify/TaxonomyCategory/4076              => gid://shopify/TaxonomyCategory/lb-3             
gid://shopify/TaxonomyCategory/4077              => gid://shopify/TaxonomyCategory/lb-4             
gid://shopify/TaxonomyCategory/4078              => gid://shopify/TaxonomyCategory/lb-5             
gid://shopify/TaxonomyCategory/4079              => gid://shopify/TaxonomyCategory/lb-6             
gid://shopify/TaxonomyCategory/4080              => gid://shopify/TaxonomyCategory/lb-7             
gid://shopify/TaxonomyCategory/4081              => gid://shopify/TaxonomyCategory/lb-8             
gid://shopify/TaxonomyCategory/4082              => gid://shopify/TaxonomyCategory/lb-9             
gid://shopify/TaxonomyCategory/4083              => gid://shopify/TaxonomyCategory/lb-9-1           
gid://shopify/TaxonomyCategory/4084              => gid://shopify/TaxonomyCategory/lb-9-2           
gid://shopify/TaxonomyCategory/4085              => gid://shopify/TaxonomyCategory/lb-9-3           
gid://shopify/TaxonomyCategory/4086              => gid://shopify/TaxonomyCategory/lb-9-4           
gid://shopify/TaxonomyCategory/4087              => gid://shopify/TaxonomyCategory/lb-9-5           
gid://shopify/TaxonomyCategory/4088              => gid://shopify/TaxonomyCategory/lb-9-6           
gid://shopify/TaxonomyCategory/4089              => gid://shopify/TaxonomyCategory/lb-9-7           
gid://shopify/TaxonomyCategory/4090              => gid://shopify/TaxonomyCategory/lb-9-8           
gid://shopify/TaxonomyCategory/4091              => gid://shopify/TaxonomyCategory/lb-10            
gid://shopify/TaxonomyCategory/4092              => gid://shopify/TaxonomyCategory/lb-11            
gid://shopify/TaxonomyCategory/4093              => gid://shopify/TaxonomyCategory/lb-12            
gid://shopify/TaxonomyCategory/4094              => gid://shopify/TaxonomyCategory/lb-14            
gid://shopify/TaxonomyCategory/4095              => gid://shopify/TaxonomyCategory/ma               
gid://shopify/TaxonomyCategory/4096              => gid://shopify/TaxonomyCategory/ma-1             
gid://shopify/TaxonomyCategory/4097              => gid://shopify/TaxonomyCategory/ma-1-6           
gid://shopify/TaxonomyCategory/4098              => gid://shopify/TaxonomyCategory/ma-1-1           
gid://shopify/TaxonomyCategory/4099              => gid://shopify/TaxonomyCategory/ma-1-5           
gid://shopify/TaxonomyCategory/4100              => gid://shopify/TaxonomyCategory/ma-1-2           
gid://shopify/TaxonomyCategory/4101              => gid://shopify/TaxonomyCategory/ma-1-4           
gid://shopify/TaxonomyCategory/4102              => gid://shopify/TaxonomyCategory/ma-1-3           
gid://shopify/TaxonomyCategory/4103              => gid://shopify/TaxonomyCategory/ma-1             
gid://shopify/TaxonomyCategory/4104              => gid://shopify/TaxonomyCategory/ma-1-4           
gid://shopify/TaxonomyCategory/4105              => gid://shopify/TaxonomyCategory/ma-2-2           
gid://shopify/TaxonomyCategory/4106              => gid://shopify/TaxonomyCategory/ma-2-2-1         
gid://shopify/TaxonomyCategory/4107              => gid://shopify/TaxonomyCategory/ma-2-2-2         
gid://shopify/TaxonomyCategory/4108              => gid://shopify/TaxonomyCategory/ma-2-2-3         
gid://shopify/TaxonomyCategory/4109              => gid://shopify/TaxonomyCategory/ma-2-1           
gid://shopify/TaxonomyCategory/4110              => gid://shopify/TaxonomyCategory/ma-2-1-1         
gid://shopify/TaxonomyCategory/4111              => gid://shopify/TaxonomyCategory/ma-2-1-2         
gid://shopify/TaxonomyCategory/4112              => gid://shopify/TaxonomyCategory/ma-2-1-4         
gid://shopify/TaxonomyCategory/4113              => gid://shopify/TaxonomyCategory/ma-2-1-5         
gid://shopify/TaxonomyCategory/4114              => gid://shopify/TaxonomyCategory/ma-2-1-5-1       
gid://shopify/TaxonomyCategory/4115              => gid://shopify/TaxonomyCategory/ma-2-1-5-2       
gid://shopify/TaxonomyCategory/4116              => gid://shopify/TaxonomyCategory/ma-2-1-5-3       
gid://shopify/TaxonomyCategory/4117              => gid://shopify/TaxonomyCategory/ma-2-1-6         
gid://shopify/TaxonomyCategory/4118              => gid://shopify/TaxonomyCategory/ma-2-1-7         
gid://shopify/TaxonomyCategory/4119              => gid://shopify/TaxonomyCategory/ma-2-1-8         
gid://shopify/TaxonomyCategory/4120              => gid://shopify/TaxonomyCategory/ma-2-1-9         
gid://shopify/TaxonomyCategory/4121              => gid://shopify/TaxonomyCategory/ma-2-1-10        
gid://shopify/TaxonomyCategory/4122              => gid://shopify/TaxonomyCategory/ma-2-1-3         
gid://shopify/TaxonomyCategory/4123              => gid://shopify/TaxonomyCategory/ma-2-1-3-1       
gid://shopify/TaxonomyCategory/4124              => gid://shopify/TaxonomyCategory/ma-2-2-12        
gid://shopify/TaxonomyCategory/4125              => gid://shopify/TaxonomyCategory/ma-2-2-4         
gid://shopify/TaxonomyCategory/4126              => gid://shopify/TaxonomyCategory/ma-2-2-5         
gid://shopify/TaxonomyCategory/4127              => gid://shopify/TaxonomyCategory/ma-2-2-6         
gid://shopify/TaxonomyCategory/4128              => gid://shopify/TaxonomyCategory/ma-2-2-7         
gid://shopify/TaxonomyCategory/4129              => gid://shopify/TaxonomyCategory/ma-2-2-8         
gid://shopify/TaxonomyCategory/4130              => gid://shopify/TaxonomyCategory/ma-2-2-9         
gid://shopify/TaxonomyCategory/4131              => gid://shopify/TaxonomyCategory/ma-2-2-10        
gid://shopify/TaxonomyCategory/4132              => gid://shopify/TaxonomyCategory/ma-2-2-11        
gid://shopify/TaxonomyCategory/4133              => gid://shopify/TaxonomyCategory/me               
gid://shopify/TaxonomyCategory/4134              => gid://shopify/TaxonomyCategory/me-1             
gid://shopify/TaxonomyCategory/4135              => gid://shopify/TaxonomyCategory/me-1-1           
gid://shopify/TaxonomyCategory/4136              => gid://shopify/TaxonomyCategory/me-1-2           
gid://shopify/TaxonomyCategory/4137              => gid://shopify/TaxonomyCategory/me-1-3           
gid://shopify/TaxonomyCategory/4138              => gid://shopify/TaxonomyCategory/me-5             
gid://shopify/TaxonomyCategory/4139              => gid://shopify/TaxonomyCategory/me-7             
gid://shopify/TaxonomyCategory/4140              => gid://shopify/TaxonomyCategory/me-7-3           
gid://shopify/TaxonomyCategory/4141              => gid://shopify/TaxonomyCategory/me-7-2           
gid://shopify/TaxonomyCategory/4142              => gid://shopify/TaxonomyCategory/me-7-4           
gid://shopify/TaxonomyCategory/4143              => gid://shopify/TaxonomyCategory/me-2             
gid://shopify/TaxonomyCategory/4144              => gid://shopify/TaxonomyCategory/me-2-1           
gid://shopify/TaxonomyCategory/4145              => gid://shopify/TaxonomyCategory/me-2-2           
gid://shopify/TaxonomyCategory/4146              => gid://shopify/TaxonomyCategory/me-3             
gid://shopify/TaxonomyCategory/4147              => gid://shopify/TaxonomyCategory/me-3-1           
gid://shopify/TaxonomyCategory/4148              => gid://shopify/TaxonomyCategory/me-3-3           
gid://shopify/TaxonomyCategory/4149              => gid://shopify/TaxonomyCategory/me-3-2           
gid://shopify/TaxonomyCategory/4150              => gid://shopify/TaxonomyCategory/me-3-4           
gid://shopify/TaxonomyCategory/4151              => gid://shopify/TaxonomyCategory/me-3-5           
gid://shopify/TaxonomyCategory/4152              => gid://shopify/TaxonomyCategory/me-5             
gid://shopify/TaxonomyCategory/4153              => gid://shopify/TaxonomyCategory/me-5             
gid://shopify/TaxonomyCategory/4154              => gid://shopify/TaxonomyCategory/me-5             
gid://shopify/TaxonomyCategory/4155              => gid://shopify/TaxonomyCategory/me-5             
gid://shopify/TaxonomyCategory/4156              => gid://shopify/TaxonomyCategory/me-5             
gid://shopify/TaxonomyCategory/4157              => gid://shopify/TaxonomyCategory/me-5             
gid://shopify/TaxonomyCategory/4158              => gid://shopify/TaxonomyCategory/me-5             
gid://shopify/TaxonomyCategory/4159              => gid://shopify/TaxonomyCategory/me-5             
gid://shopify/TaxonomyCategory/4160              => gid://shopify/TaxonomyCategory/me-5             
gid://shopify/TaxonomyCategory/4161              => gid://shopify/TaxonomyCategory/me-5             
gid://shopify/TaxonomyCategory/4162              => gid://shopify/TaxonomyCategory/me-6             
gid://shopify/TaxonomyCategory/4163              => gid://shopify/TaxonomyCategory/os               
gid://shopify/TaxonomyCategory/4164              => gid://shopify/TaxonomyCategory/os-1             
gid://shopify/TaxonomyCategory/4165              => gid://shopify/TaxonomyCategory/os-1-1           
gid://shopify/TaxonomyCategory/4166              => gid://shopify/TaxonomyCategory/os-1-2           
gid://shopify/TaxonomyCategory/4167              => gid://shopify/TaxonomyCategory/os-1-3           
gid://shopify/TaxonomyCategory/4168              => gid://shopify/TaxonomyCategory/os-1-4           
gid://shopify/TaxonomyCategory/4169              => gid://shopify/TaxonomyCategory/os-2             
gid://shopify/TaxonomyCategory/4170              => gid://shopify/TaxonomyCategory/os-3             
gid://shopify/TaxonomyCategory/4171              => gid://shopify/TaxonomyCategory/os-3-1           
gid://shopify/TaxonomyCategory/4172              => gid://shopify/TaxonomyCategory/os-3-2           
gid://shopify/TaxonomyCategory/4173              => gid://shopify/TaxonomyCategory/os-3-2-1         
gid://shopify/TaxonomyCategory/4174              => gid://shopify/TaxonomyCategory/os-3-2-1-1       
gid://shopify/TaxonomyCategory/4175              => gid://shopify/TaxonomyCategory/os-3-2-1-2       
gid://shopify/TaxonomyCategory/4176              => gid://shopify/TaxonomyCategory/os-3-2-1-3       
gid://shopify/TaxonomyCategory/4177              => gid://shopify/TaxonomyCategory/os-3-2-2         
gid://shopify/TaxonomyCategory/4178              => gid://shopify/TaxonomyCategory/os-3-2-3         
gid://shopify/TaxonomyCategory/4179              => gid://shopify/TaxonomyCategory/os-3-2-4         
gid://shopify/TaxonomyCategory/4180              => gid://shopify/TaxonomyCategory/os-3-3           
gid://shopify/TaxonomyCategory/4181              => gid://shopify/TaxonomyCategory/os-3-4           
gid://shopify/TaxonomyCategory/4182              => gid://shopify/TaxonomyCategory/os-3-9           
gid://shopify/TaxonomyCategory/4183              => gid://shopify/TaxonomyCategory/os-3-5           
gid://shopify/TaxonomyCategory/4184              => gid://shopify/TaxonomyCategory/os-3-6           
gid://shopify/TaxonomyCategory/4185              => gid://shopify/TaxonomyCategory/os-3-7           
gid://shopify/TaxonomyCategory/4186              => gid://shopify/TaxonomyCategory/os-3-8           
gid://shopify/TaxonomyCategory/4187              => gid://shopify/TaxonomyCategory/os-3-10          
gid://shopify/TaxonomyCategory/4188              => gid://shopify/TaxonomyCategory/os-3-11          
gid://shopify/TaxonomyCategory/4189              => gid://shopify/TaxonomyCategory/os-3-12          
gid://shopify/TaxonomyCategory/4190              => gid://shopify/TaxonomyCategory/os-3-13          
gid://shopify/TaxonomyCategory/4191              => gid://shopify/TaxonomyCategory/os-3-13-1        
gid://shopify/TaxonomyCategory/4192              => gid://shopify/TaxonomyCategory/os-3-13-2        
gid://shopify/TaxonomyCategory/4193              => gid://shopify/TaxonomyCategory/os-3-14          
gid://shopify/TaxonomyCategory/4194              => gid://shopify/TaxonomyCategory/os-3-15          
gid://shopify/TaxonomyCategory/4195              => gid://shopify/TaxonomyCategory/os-3-16          
gid://shopify/TaxonomyCategory/4196              => gid://shopify/TaxonomyCategory/os-3-17          
gid://shopify/TaxonomyCategory/4197              => gid://shopify/TaxonomyCategory/os-3-17-1        
gid://shopify/TaxonomyCategory/4198              => gid://shopify/TaxonomyCategory/os-3-17-2        
gid://shopify/TaxonomyCategory/4199              => gid://shopify/TaxonomyCategory/os-3-18          
gid://shopify/TaxonomyCategory/4200              => gid://shopify/TaxonomyCategory/os-4             
gid://shopify/TaxonomyCategory/4201              => gid://shopify/TaxonomyCategory/os-4-1           
gid://shopify/TaxonomyCategory/4202              => gid://shopify/TaxonomyCategory/os-4-2           
gid://shopify/TaxonomyCategory/4203              => gid://shopify/TaxonomyCategory/os-4-2-1         
gid://shopify/TaxonomyCategory/4204              => gid://shopify/TaxonomyCategory/os-4-2-2         
gid://shopify/TaxonomyCategory/4205              => gid://shopify/TaxonomyCategory/os-4-2-3         
gid://shopify/TaxonomyCategory/4206              => gid://shopify/TaxonomyCategory/os-4-3           
gid://shopify/TaxonomyCategory/4207              => gid://shopify/TaxonomyCategory/os-4-4           
gid://shopify/TaxonomyCategory/4208              => gid://shopify/TaxonomyCategory/os-4-4-1         
gid://shopify/TaxonomyCategory/4209              => gid://shopify/TaxonomyCategory/os-4-4-2         
gid://shopify/TaxonomyCategory/4210              => gid://shopify/TaxonomyCategory/os-4-4-3         
gid://shopify/TaxonomyCategory/4211              => gid://shopify/TaxonomyCategory/os-4-4-4         
gid://shopify/TaxonomyCategory/4212              => gid://shopify/TaxonomyCategory/os-4-4-5         
gid://shopify/TaxonomyCategory/4213              => gid://shopify/TaxonomyCategory/os-4-4-6         
gid://shopify/TaxonomyCategory/4214              => gid://shopify/TaxonomyCategory/os-4-5           
gid://shopify/TaxonomyCategory/4215              => gid://shopify/TaxonomyCategory/os-4-6           
gid://shopify/TaxonomyCategory/4216              => gid://shopify/TaxonomyCategory/os-4-7           
gid://shopify/TaxonomyCategory/4217              => gid://shopify/TaxonomyCategory/os-4-8           
gid://shopify/TaxonomyCategory/4218              => gid://shopify/TaxonomyCategory/os-4-8-1         
gid://shopify/TaxonomyCategory/4219              => gid://shopify/TaxonomyCategory/os-4-8-2         
gid://shopify/TaxonomyCategory/4220              => gid://shopify/TaxonomyCategory/os-4-9           
gid://shopify/TaxonomyCategory/4221              => gid://shopify/TaxonomyCategory/os-4-9-1         
gid://shopify/TaxonomyCategory/4222              => gid://shopify/TaxonomyCategory/os-4-9-2         
gid://shopify/TaxonomyCategory/4223              => gid://shopify/TaxonomyCategory/os-4-9-3         
gid://shopify/TaxonomyCategory/4224              => gid://shopify/TaxonomyCategory/os-4-9-4         
gid://shopify/TaxonomyCategory/4225              => gid://shopify/TaxonomyCategory/os-4-9-5         
gid://shopify/TaxonomyCategory/4226              => gid://shopify/TaxonomyCategory/os-4-9-6         
gid://shopify/TaxonomyCategory/4227              => gid://shopify/TaxonomyCategory/os-4-9-7         
gid://shopify/TaxonomyCategory/4228              => gid://shopify/TaxonomyCategory/os-4-9-8         
gid://shopify/TaxonomyCategory/4229              => gid://shopify/TaxonomyCategory/os-4-9-9         
gid://shopify/TaxonomyCategory/4230              => gid://shopify/TaxonomyCategory/os-4-9-10        
gid://shopify/TaxonomyCategory/4231              => gid://shopify/TaxonomyCategory/os-4-9-11        
gid://shopify/TaxonomyCategory/4232              => gid://shopify/TaxonomyCategory/os-4-9-12        
gid://shopify/TaxonomyCategory/4233              => gid://shopify/TaxonomyCategory/os-4-9-13        
gid://shopify/TaxonomyCategory/4234              => gid://shopify/TaxonomyCategory/os-4-9-14        
gid://shopify/TaxonomyCategory/4235              => gid://shopify/TaxonomyCategory/os-4-10          
gid://shopify/TaxonomyCategory/4236              => gid://shopify/TaxonomyCategory/os-4-11          
gid://shopify/TaxonomyCategory/4237              => gid://shopify/TaxonomyCategory/os-4-12          
gid://shopify/TaxonomyCategory/4238              => gid://shopify/TaxonomyCategory/os-5             
gid://shopify/TaxonomyCategory/4239              => gid://shopify/TaxonomyCategory/os-6             
gid://shopify/TaxonomyCategory/4240              => gid://shopify/TaxonomyCategory/os-7             
gid://shopify/TaxonomyCategory/4241              => gid://shopify/TaxonomyCategory/os-8             
gid://shopify/TaxonomyCategory/4242              => gid://shopify/TaxonomyCategory/os-8-1           
gid://shopify/TaxonomyCategory/4243              => gid://shopify/TaxonomyCategory/os-8-2           
gid://shopify/TaxonomyCategory/4244              => gid://shopify/TaxonomyCategory/os-8-3           
gid://shopify/TaxonomyCategory/4245              => gid://shopify/TaxonomyCategory/os-9             
gid://shopify/TaxonomyCategory/4246              => gid://shopify/TaxonomyCategory/os-9-1           
gid://shopify/TaxonomyCategory/4247              => gid://shopify/TaxonomyCategory/os-9-2           
gid://shopify/TaxonomyCategory/4248              => gid://shopify/TaxonomyCategory/os-9-3           
gid://shopify/TaxonomyCategory/4249              => gid://shopify/TaxonomyCategory/os-9-4           
gid://shopify/TaxonomyCategory/4250              => gid://shopify/TaxonomyCategory/os-9-5           
gid://shopify/TaxonomyCategory/4251              => gid://shopify/TaxonomyCategory/os-10            
gid://shopify/TaxonomyCategory/4252              => gid://shopify/TaxonomyCategory/os-10-1          
gid://shopify/TaxonomyCategory/4253              => gid://shopify/TaxonomyCategory/os-10-2          
gid://shopify/TaxonomyCategory/4254              => gid://shopify/TaxonomyCategory/os-10-2-1        
gid://shopify/TaxonomyCategory/4255              => gid://shopify/TaxonomyCategory/os-10-2-2        
gid://shopify/TaxonomyCategory/4256              => gid://shopify/TaxonomyCategory/os-10-2-3        
gid://shopify/TaxonomyCategory/4257              => gid://shopify/TaxonomyCategory/os-10-2-4        
gid://shopify/TaxonomyCategory/4258              => gid://shopify/TaxonomyCategory/os-10-2-5        
gid://shopify/TaxonomyCategory/4259              => gid://shopify/TaxonomyCategory/os-10-3          
gid://shopify/TaxonomyCategory/4260              => gid://shopify/TaxonomyCategory/os-10-4          
gid://shopify/TaxonomyCategory/4261              => gid://shopify/TaxonomyCategory/os-10-5          
gid://shopify/TaxonomyCategory/4262              => gid://shopify/TaxonomyCategory/os-10-6          
gid://shopify/TaxonomyCategory/4263              => gid://shopify/TaxonomyCategory/os-10-7          
gid://shopify/TaxonomyCategory/4264              => gid://shopify/TaxonomyCategory/os-10-8          
gid://shopify/TaxonomyCategory/4265              => gid://shopify/TaxonomyCategory/os-10-9          
gid://shopify/TaxonomyCategory/4266              => gid://shopify/TaxonomyCategory/os-10-10         
gid://shopify/TaxonomyCategory/4267              => gid://shopify/TaxonomyCategory/os-11            
gid://shopify/TaxonomyCategory/4268              => gid://shopify/TaxonomyCategory/os-11-1          
gid://shopify/TaxonomyCategory/4269              => gid://shopify/TaxonomyCategory/os-11-2          
gid://shopify/TaxonomyCategory/4270              => gid://shopify/TaxonomyCategory/os-11-3          
gid://shopify/TaxonomyCategory/4271              => gid://shopify/TaxonomyCategory/os-11-4          
gid://shopify/TaxonomyCategory/4272              => gid://shopify/TaxonomyCategory/os-11-5          
gid://shopify/TaxonomyCategory/4273              => gid://shopify/TaxonomyCategory/os-11-6          
gid://shopify/TaxonomyCategory/4274              => gid://shopify/TaxonomyCategory/os-11-7          
gid://shopify/TaxonomyCategory/4275              => gid://shopify/TaxonomyCategory/os-11-8          
gid://shopify/TaxonomyCategory/4276              => gid://shopify/TaxonomyCategory/os-11-9          
gid://shopify/TaxonomyCategory/4277              => gid://shopify/TaxonomyCategory/os-11-10         
gid://shopify/TaxonomyCategory/4278              => gid://shopify/TaxonomyCategory/os-11-10-1       
gid://shopify/TaxonomyCategory/4279              => gid://shopify/TaxonomyCategory/os-11-10-1-1     
gid://shopify/TaxonomyCategory/4280              => gid://shopify/TaxonomyCategory/os-11-10-1-2     
gid://shopify/TaxonomyCategory/4281              => gid://shopify/TaxonomyCategory/os-11-10-2       
gid://shopify/TaxonomyCategory/4282              => gid://shopify/TaxonomyCategory/os-11-10-3       
gid://shopify/TaxonomyCategory/4283              => gid://shopify/TaxonomyCategory/os-11-11         
gid://shopify/TaxonomyCategory/4284              => gid://shopify/TaxonomyCategory/os-11-11-1       
gid://shopify/TaxonomyCategory/4285              => gid://shopify/TaxonomyCategory/os-11-11-2       
gid://shopify/TaxonomyCategory/4286              => gid://shopify/TaxonomyCategory/os-11-11-3       
gid://shopify/TaxonomyCategory/4287              => gid://shopify/TaxonomyCategory/os-11-11-4       
gid://shopify/TaxonomyCategory/4288              => gid://shopify/TaxonomyCategory/os-11-11-4-1     
gid://shopify/TaxonomyCategory/4289              => gid://shopify/TaxonomyCategory/os-11-11-4-2     
gid://shopify/TaxonomyCategory/4290              => gid://shopify/TaxonomyCategory/os-11-11-5       
gid://shopify/TaxonomyCategory/4291              => gid://shopify/TaxonomyCategory/os-11-11-6       
gid://shopify/TaxonomyCategory/4292              => gid://shopify/TaxonomyCategory/os-11-11-7       
gid://shopify/TaxonomyCategory/4293              => gid://shopify/TaxonomyCategory/os-11-11-7-1     
gid://shopify/TaxonomyCategory/4294              => gid://shopify/TaxonomyCategory/os-11-11-7-2     
gid://shopify/TaxonomyCategory/4295              => gid://shopify/TaxonomyCategory/os-11-11-7-2-1   
gid://shopify/TaxonomyCategory/4296              => gid://shopify/TaxonomyCategory/os-11-11-7-2-2   
gid://shopify/TaxonomyCategory/4297              => gid://shopify/TaxonomyCategory/os-11-11-7-2-2-1 
gid://shopify/TaxonomyCategory/4298              => gid://shopify/TaxonomyCategory/os-11-11-7-2-2-2 
gid://shopify/TaxonomyCategory/4299              => gid://shopify/TaxonomyCategory/os-11-11-7-3     
gid://shopify/TaxonomyCategory/4300              => gid://shopify/TaxonomyCategory/os-12            
gid://shopify/TaxonomyCategory/4301              => gid://shopify/TaxonomyCategory/os-12-1          
gid://shopify/TaxonomyCategory/4302              => gid://shopify/TaxonomyCategory/os-12-2          
gid://shopify/TaxonomyCategory/4303              => gid://shopify/TaxonomyCategory/os-12-3          
gid://shopify/TaxonomyCategory/4304              => gid://shopify/TaxonomyCategory/os-12-4          
gid://shopify/TaxonomyCategory/4305              => gid://shopify/TaxonomyCategory/os-12-5          
gid://shopify/TaxonomyCategory/4306              => gid://shopify/TaxonomyCategory/os-12-6          
gid://shopify/TaxonomyCategory/4307              => gid://shopify/TaxonomyCategory/os-13            
gid://shopify/TaxonomyCategory/4308              => gid://shopify/TaxonomyCategory/os-13-1          
gid://shopify/TaxonomyCategory/4309              => gid://shopify/TaxonomyCategory/os-13-2          
gid://shopify/TaxonomyCategory/4310              => gid://shopify/TaxonomyCategory/os-13-2-1        
gid://shopify/TaxonomyCategory/4311              => gid://shopify/TaxonomyCategory/os-13-2-1-1      
gid://shopify/TaxonomyCategory/4312              => gid://shopify/TaxonomyCategory/os-13-2-1-2      
gid://shopify/TaxonomyCategory/4313              => gid://shopify/TaxonomyCategory/os-13-2-2        
gid://shopify/TaxonomyCategory/4314              => gid://shopify/TaxonomyCategory/os-13-2-3        
gid://shopify/TaxonomyCategory/4315              => gid://shopify/TaxonomyCategory/os-13-2-4        
gid://shopify/TaxonomyCategory/4316              => gid://shopify/TaxonomyCategory/os-13-2-5        
gid://shopify/TaxonomyCategory/4317              => gid://shopify/TaxonomyCategory/os-13-3          
gid://shopify/TaxonomyCategory/4318              => gid://shopify/TaxonomyCategory/os-13-4          
gid://shopify/TaxonomyCategory/4319              => gid://shopify/TaxonomyCategory/os-13-5          
gid://shopify/TaxonomyCategory/4320              => gid://shopify/TaxonomyCategory/os-13-6          
gid://shopify/TaxonomyCategory/4321              => gid://shopify/TaxonomyCategory/os-13-7          
gid://shopify/TaxonomyCategory/4322              => gid://shopify/TaxonomyCategory/os-13-8          
gid://shopify/TaxonomyCategory/4323              => gid://shopify/TaxonomyCategory/os-13-9          
gid://shopify/TaxonomyCategory/4324              => gid://shopify/TaxonomyCategory/os-13-10         
gid://shopify/TaxonomyCategory/4325              => gid://shopify/TaxonomyCategory/os-14            
gid://shopify/TaxonomyCategory/4326              => gid://shopify/TaxonomyCategory/os-14-1          
gid://shopify/TaxonomyCategory/4327              => gid://shopify/TaxonomyCategory/os-14-2          
gid://shopify/TaxonomyCategory/4328              => gid://shopify/TaxonomyCategory/os-14-3          
gid://shopify/TaxonomyCategory/4329              => gid://shopify/TaxonomyCategory/rc               
gid://shopify/TaxonomyCategory/4330              => gid://shopify/TaxonomyCategory/rc-1             
gid://shopify/TaxonomyCategory/4331              => gid://shopify/TaxonomyCategory/rc-1-1           
gid://shopify/TaxonomyCategory/4332              => gid://shopify/TaxonomyCategory/rc-2             
gid://shopify/TaxonomyCategory/4333              => gid://shopify/TaxonomyCategory/rc-2-1           
gid://shopify/TaxonomyCategory/4334              => gid://shopify/TaxonomyCategory/rc-2-2           
gid://shopify/TaxonomyCategory/4335              => gid://shopify/TaxonomyCategory/rc-2-3           
gid://shopify/TaxonomyCategory/4336              => gid://shopify/TaxonomyCategory/rc-2-4           
gid://shopify/TaxonomyCategory/4337              => gid://shopify/TaxonomyCategory/rc-2-5           
gid://shopify/TaxonomyCategory/4338              => gid://shopify/TaxonomyCategory/rc-3             
gid://shopify/TaxonomyCategory/4339              => gid://shopify/TaxonomyCategory/rc-3-1           
gid://shopify/TaxonomyCategory/4340              => gid://shopify/TaxonomyCategory/rc-3-2           
gid://shopify/TaxonomyCategory/4341              => gid://shopify/TaxonomyCategory/rc-3-3           
gid://shopify/TaxonomyCategory/4342              => gid://shopify/TaxonomyCategory/so               
gid://shopify/TaxonomyCategory/4343              => gid://shopify/TaxonomyCategory/so-1             
gid://shopify/TaxonomyCategory/4344              => gid://shopify/TaxonomyCategory/so-1-1           
gid://shopify/TaxonomyCategory/4345              => gid://shopify/TaxonomyCategory/so-1-2           
gid://shopify/TaxonomyCategory/4346              => gid://shopify/TaxonomyCategory/so-1-3           
gid://shopify/TaxonomyCategory/4347              => gid://shopify/TaxonomyCategory/so-1-4           
gid://shopify/TaxonomyCategory/4348              => gid://shopify/TaxonomyCategory/so-1-5           
gid://shopify/TaxonomyCategory/4349              => gid://shopify/TaxonomyCategory/so-1-6           
