# Shopify Product Taxonomy - Attributes: 2026-05
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-glasögonpassningsdesign
gid://shopify/TaxonomyAttribute/6500  : Aktiveringsmetod för lysande kitt
gid://shopify/TaxonomyAttribute/6501  : Glödande kittets färg
gid://shopify/TaxonomyAttribute/6502  : Inblandningar i kitt
gid://shopify/TaxonomyAttribute/6503  : Kittets textur
gid://shopify/TaxonomyAttribute/6504  : Egenskaper för pusseltillbehör
gid://shopify/TaxonomyAttribute/2769  : Pusseltema
gid://shopify/TaxonomyAttribute/3396  : Typ av pussel
gid://shopify/TaxonomyAttribute/10113 : Pyrometriskt konintervall
gid://shopify/TaxonomyAttribute/8621  : Täckningstyp för kvartspanel
gid://shopify/TaxonomyAttribute/8622  : Innehåll i kvartspanelsset
gid://shopify/TaxonomyAttribute/6106  : Typ av täckkonstruktion
gid://shopify/TaxonomyAttribute/10114 : Quiltningslinjalens markeringar
gid://shopify/TaxonomyAttribute/10115 : Halkfri funktion för quiltningslinjal
gid://shopify/TaxonomyAttribute/10116 : Quiltningslinjalens genomskinlighet
gid://shopify/TaxonomyAttribute/10117 : Användningsområde för quiltningstråd
gid://shopify/TaxonomyAttribute/10118 : Viktsystem för quiltningstråd
gid://shopify/TaxonomyAttribute/7904  : Kvittensort
gid://shopify/TaxonomyAttribute/7905  : Quinoa-sort
gid://shopify/TaxonomyAttribute/10119 : Stämningssystem för quinto
gid://shopify/TaxonomyAttribute/1307  : Kogerstil
gid://shopify/TaxonomyAttribute/5658  : RAID-nivåer som stöds
gid://shopify/TaxonomyAttribute/6506  : Gastyp för RC-luftskepp
gid://shopify/TaxonomyAttribute/6507  : RC-helikopterkontrollfrekvens
gid://shopify/TaxonomyAttribute/6508  : Stabiliseringsfunktioner för RC-helikopter
gid://shopify/TaxonomyAttribute/6509  : Typ av kontroll för radiostyrd motorcykel
gid://shopify/TaxonomyAttribute/6510  : RC-flygplan – startmetod
gid://shopify/TaxonomyAttribute/6511  : Typ av styrenhet för RC-fordon
gid://shopify/TaxonomyAttribute/6512  : Skala för radiostyrd fordon
gid://shopify/TaxonomyAttribute/6513  : RC-fordons terrängtyp
gid://shopify/TaxonomyAttribute/5552  : RF-utgångsstandard
gid://shopify/TaxonomyAttribute/1337  : Rfid-frekvens
gid://shopify/TaxonomyAttribute/8623  : Racerbilsklass
gid://shopify/TaxonomyAttribute/8624  : Stil för ansiktsöppning på racingbalaklava
gid://shopify/TaxonomyAttribute/8625  : Tävlingsbalaklavans halslängd
gid://shopify/TaxonomyAttribute/8626  : Ventilationszoner för racingbalaklava
gid://shopify/TaxonomyAttribute/8627  : Avsedd användning för bröstskydd i racing
gid://shopify/TaxonomyAttribute/8628  : Storlekstyp för racingbröstskydd
gid://shopify/TaxonomyAttribute/8629  : Certifieringsstandard för racinghandske
gid://shopify/TaxonomyAttribute/8630  : Linssystem för racingglasögon
gid://shopify/TaxonomyAttribute/8631  : Certifieringsstandard för racinghjälm
gid://shopify/TaxonomyAttribute/8632  : Bromstyp för racerkart
gid://shopify/TaxonomyAttribute/8633  : Klass för racingkart
gid://shopify/TaxonomyAttribute/8634  : Racingkart – material för ram
gid://shopify/TaxonomyAttribute/8635  : Storlek för racingkartstol
gid://shopify/TaxonomyAttribute/8636  : Stil för racing-nackstöd
gid://shopify/TaxonomyAttribute/8637  : Certifieringsstandard för racingdräkt
gid://shopify/TaxonomyAttribute/8638  : Design av manschett på racingdräkten
gid://shopify/TaxonomyAttribute/8639  : Storlekssystem för tävlingsdräkter
gid://shopify/TaxonomyAttribute/8640  : Racingdisciplin för lastbil
gid://shopify/TaxonomyAttribute/2578  : Hyllställsdesign
gid://shopify/TaxonomyAttribute/5444  : Rackformat
gid://shopify/TaxonomyAttribute/5423  : Rackmonteringsstil
gid://shopify/TaxonomyAttribute/10841 : Utformning av racksida
gid://shopify/TaxonomyAttribute/10120 : Systemkonfiguration för hyllställ
gid://shopify/TaxonomyAttribute/2722  : Typ av hyllställ
gid://shopify/TaxonomyAttribute/5669  : Rackbreddsstandard
gid://shopify/TaxonomyAttribute/3426  : Rackbalans
gid://shopify/TaxonomyAttribute/10842 : Typ av racketdämpare
gid://shopify/TaxonomyAttribute/1227  : Strängtjocklek
gid://shopify/TaxonomyAttribute/10843 : Racketgreppsstorlek
gid://shopify/TaxonomyAttribute/3427  : Rackhuvudform
gid://shopify/TaxonomyAttribute/2854  : Racket - material
gid://shopify/TaxonomyAttribute/10844 : Spelunderlag för racketsportskor
gid://shopify/TaxonomyAttribute/2856  : Design på racketsträng
gid://shopify/TaxonomyAttribute/2857  : Racketsträng - material
gid://shopify/TaxonomyAttribute/10845 : Racket string pattern
gid://shopify/TaxonomyAttribute/10846 : Status för racketsträngning
gid://shopify/TaxonomyAttribute/10847 : Racketviktklass
gid://shopify/TaxonomyAttribute/6505  : Ingående utrustning i racketleksaksset
gid://shopify/TaxonomyAttribute/10848 : Typ av träningshjälpmedel för racquetball/squash
gid://shopify/TaxonomyAttribute/1954  : Radarband
gid://shopify/TaxonomyAttribute/3316  : Radarteknik
gid://shopify/TaxonomyAttribute/8641  : Material för kylarlockets packning
gid://shopify/TaxonomyAttribute/8642  : Tryckavlastningsstil för kylarlock
gid://shopify/TaxonomyAttribute/6107  : Typ av radiatorkonstruktion
gid://shopify/TaxonomyAttribute/8644  : Typ av kylfläktstyrning
gid://shopify/TaxonomyAttribute/8645  : Monteringsmönster för kylfläkt
gid://shopify/TaxonomyAttribute/8646  : Typ av kylfläkt
gid://shopify/TaxonomyAttribute/8647  : Ändtyp för kylarslang
gid://shopify/TaxonomyAttribute/8648  : Kylarslangens position
gid://shopify/TaxonomyAttribute/8649  : Kylarslangens form
gid://shopify/TaxonomyAttribute/8650  : Stöd för nivåsensor i kylaroverflowtank
gid://shopify/TaxonomyAttribute/8651  : Form på expansionskärl för kylare
gid://shopify/TaxonomyAttribute/8643  : Användningsområde för kylar-/expansionstanklock
gid://shopify/TaxonomyAttribute/1848  : Radiofodralsdesign
gid://shopify/TaxonomyAttribute/5510  : Radioformfaktor
gid://shopify/TaxonomyAttribute/5512  : Radioskanners formfaktor
gid://shopify/TaxonomyAttribute/5095  : Röntgenkompatibilitet
gid://shopify/TaxonomyAttribute/7906  : Sort av rädisa
gid://shopify/TaxonomyAttribute/10849 : Skålradie
gid://shopify/TaxonomyAttribute/6948  : Konfiguration av skyddstäckning för spjälsäng
gid://shopify/TaxonomyAttribute/10850 : Monteringsstandard för skena
gid://shopify/TaxonomyAttribute/10851 : Skenans sida
gid://shopify/TaxonomyAttribute/10852 : Skenstil
gid://shopify/TaxonomyAttribute/10853 : Skensystem
gid://shopify/TaxonomyAttribute/6108  : Design av regntunna
gid://shopify/TaxonomyAttribute/6109  : Regnkedjestil
gid://shopify/TaxonomyAttribute/8652  : Teknik för regnsensor
gid://shopify/TaxonomyAttribute/6795  : Konfiguration av regnkläder
gid://shopify/TaxonomyAttribute/10121 : Rainstick-konstruktionstyp
gid://shopify/TaxonomyAttribute/10122 : Rainstick-fyllningsmaterial
gid://shopify/TaxonomyAttribute/10123 : Rainstick-spelteknik
gid://shopify/TaxonomyAttribute/10124 : Rainstick-ljudkaraktär
gid://shopify/TaxonomyAttribute/7907  : Uppfödningsmetod
gid://shopify/TaxonomyAttribute/8653  : Rallytävlingsklass
gid://shopify/TaxonomyAttribute/8654  : Rallyyta – konfiguration
gid://shopify/TaxonomyAttribute/10854 : Ytstruktur för ramp
gid://shopify/TaxonomyAttribute/1311  : Ramptyp
gid://shopify/TaxonomyAttribute/6110  : Filtertyp för köksfläkt
gid://shopify/TaxonomyAttribute/6111  : Typ av spisinstallation
gid://shopify/TaxonomyAttribute/1731  : Räckviddstyp
gid://shopify/TaxonomyAttribute/2368  : Sällsynthet
gid://shopify/TaxonomyAttribute/10125 : Typ av montering för spärrmekanism
gid://shopify/TaxonomyAttribute/10126 : Material för skallraelement
gid://shopify/TaxonomyAttribute/10855 : Skrammeltyp
gid://shopify/TaxonomyAttribute/1679  : Rakapparat flexibilitet
gid://shopify/TaxonomyAttribute/1680  : Design på rakapparatshuvud
gid://shopify/TaxonomyAttribute/1686  : Typ av rakhyvel
gid://shopify/TaxonomyAttribute/10856 : Räckviddsjusteringstyp
gid://shopify/TaxonomyAttribute/1918  : Läs-/skrivhastighet
gid://shopify/TaxonomyAttribute/3401  : Typ av läsleksak
gid://shopify/TaxonomyAttribute/10857 : Bakaxelavstånd
gid://shopify/TaxonomyAttribute/10858 : Bakaxelstandard
gid://shopify/TaxonomyAttribute/10859 : Bakaxeltyp
gid://shopify/TaxonomyAttribute/6796  : Täckning bak
gid://shopify/TaxonomyAttribute/6797  : Bakre öppningstyp
gid://shopify/TaxonomyAttribute/8655  : Baksäteskonfiguration
gid://shopify/TaxonomyAttribute/8656  : Typ av fäste för backspegelprydnad
gid://shopify/TaxonomyAttribute/8657  : Typ av montering för backspegel
gid://shopify/TaxonomyAttribute/10860 : Reboundbrädans yta
gid://shopify/TaxonomyAttribute/10861 : Rebound-nivå
gid://shopify/TaxonomyAttribute/10862 : Konfiguration av rebound-ytan
gid://shopify/TaxonomyAttribute/10863 : Design för rebounder
gid://shopify/TaxonomyAttribute/10864 : Rebounder-designtyp
gid://shopify/TaxonomyAttribute/10865 : Rebounder-sidor
gid://shopify/TaxonomyAttribute/10866 : Typ av studsmekanism
gid://shopify/TaxonomyAttribute/3157  : Detaljer för kvittopapper
gid://shopify/TaxonomyAttribute/10127 : Mottagarrelation
gid://shopify/TaxonomyAttribute/6949  : Typ av kontroll för vilfåtölj
gid://shopify/TaxonomyAttribute/6950  : Typ av fåtöljrörelse
gid://shopify/TaxonomyAttribute/1658  : Lutningsfunktion
gid://shopify/TaxonomyAttribute/6951  : Lutningsmekanism
gid://shopify/TaxonomyAttribute/2758  : Rekommenderad åldersgrupp
gid://shopify/TaxonomyAttribute/10128 : Rekommenderat ljusformat
gid://shopify/TaxonomyAttribute/10129 : Rekommenderad behållartyp
gid://shopify/TaxonomyAttribute/10130 : Rekommenderad typ av tyg
gid://shopify/TaxonomyAttribute/10131 : Rekommenderad tygvikt
gid://shopify/TaxonomyAttribute/7908  : Rekommenderad matkombination
gid://shopify/TaxonomyAttribute/10867 : Rekommenderat banunderlag
gid://shopify/TaxonomyAttribute/10132 : Rekommenderad motorimpulsklass
gid://shopify/TaxonomyAttribute/6514  : Rekommenderad läsnivå
gid://shopify/TaxonomyAttribute/1218  : Rekommenderad kompetensnivå
gid://shopify/TaxonomyAttribute/6952  : Rekommenderad sovställning
gid://shopify/TaxonomyAttribute/7909  : Rekommenderad förvaring
gid://shopify/TaxonomyAttribute/10133 : Rekommenderade underlag
gid://shopify/TaxonomyAttribute/2082  : Rekommenderad användning
gid://shopify/TaxonomyAttribute/8658  : Rekommenderat användningsområde
gid://shopify/TaxonomyAttribute/6515  : Rekommenderade användningsplatser
gid://shopify/TaxonomyAttribute/8659  : Rekommenderade fordonsytor
gid://shopify/TaxonomyAttribute/5434  : Ingående skivrengöringskomponenter
gid://shopify/TaxonomyAttribute/10134 : Blockflöjtstillbehör som ingår
gid://shopify/TaxonomyAttribute/10135 : Utformning av blockflöjtens borrning
gid://shopify/TaxonomyAttribute/10136 : Typ av borrning för blockflöjt
gid://shopify/TaxonomyAttribute/10137 : Blockflöjtsfodral – skaltyp
gid://shopify/TaxonomyAttribute/2491  : Fingersättningssystem på blockflöjt
gid://shopify/TaxonomyAttribute/10138 : Blockflöjtens yta
gid://shopify/TaxonomyAttribute/10139 : Typ av blockflöjtshål
gid://shopify/TaxonomyAttribute/10140 : Blockflöjtsdelarnas konfiguration
gid://shopify/TaxonomyAttribute/10141 : Blockflöjtens ledtyp
gid://shopify/TaxonomyAttribute/10142 : Blockflöjttangent
gid://shopify/TaxonomyAttribute/10143 : Typ av munstycke för blockflöjt
gid://shopify/TaxonomyAttribute/10144 : Blockflöjtens tonhöjdsstandard (A4)
gid://shopify/TaxonomyAttribute/10145 : Typ av tumhål för blockflöjt
gid://shopify/TaxonomyAttribute/6112  : Typ av inspelare
gid://shopify/TaxonomyAttribute/1821  : Inspelningstillbehör ingår
gid://shopify/TaxonomyAttribute/5396  : Inspelningskapacitetstyp
gid://shopify/TaxonomyAttribute/5395  : Inspelningsfunktionalitet
gid://shopify/TaxonomyAttribute/5465  : Inspelningsläge
gid://shopify/TaxonomyAttribute/2246  : Inspelningskvalitet
gid://shopify/TaxonomyAttribute/5416  : Inspelningshastighetslägen som stöds
gid://shopify/TaxonomyAttribute/8660  : Typ av avfallstank för fritidsfordon
gid://shopify/TaxonomyAttribute/8661  : Nivelleringssystem för fritidsfordon
gid://shopify/TaxonomyAttribute/2752  : Typ av fritidsfordon
gid://shopify/TaxonomyAttribute/6798  : Innehåll av återvunnet material
gid://shopify/TaxonomyAttribute/10146 : Material för rörbladständer
gid://shopify/TaxonomyAttribute/2450  : Rörbladsstyrka
gid://shopify/TaxonomyAttribute/10147 : Typ av rörblad
gid://shopify/TaxonomyAttribute/10148 : Rörblad ingår
gid://shopify/TaxonomyAttribute/10868 : Metod för revning
gid://shopify/TaxonomyAttribute/2039  : Rullkapacitet
gid://shopify/TaxonomyAttribute/10869 : Rullens profil
gid://shopify/TaxonomyAttribute/10870 : Material för rullfäste
gid://shopify/TaxonomyAttribute/10871 : Rulle – typ av fäste
gid://shopify/TaxonomyAttribute/10872 : Storleksklasser för rullar
gid://shopify/TaxonomyAttribute/10873 : Domarplånbok – tillbehör som ingår
gid://shopify/TaxonomyAttribute/7910  : Förfiningsnivå
gid://shopify/TaxonomyAttribute/10149 : Reflekterande yta
gid://shopify/TaxonomyAttribute/8662  : Reflekterande eller glödande effekt
gid://shopify/TaxonomyAttribute/6799  : Reflekterande tejpmönster
gid://shopify/TaxonomyAttribute/2049  : Reflektorutförande
gid://shopify/TaxonomyAttribute/6113  : Kylskåpskonfiguration
gid://shopify/TaxonomyAttribute/3198  : Detaljer för regenerativ broms
gid://shopify/TaxonomyAttribute/1467  : Region
gid://shopify/TaxonomyAttribute/2676  : Regionkod
gid://shopify/TaxonomyAttribute/10874 : Reglerstandard
gid://shopify/TaxonomyAttribute/8663  : Material i regulatormembranet
gid://shopify/TaxonomyAttribute/8664  : Regulatorport – gängstandard
gid://shopify/TaxonomyAttribute/10875 : Funktioner för tygel
gid://shopify/TaxonomyAttribute/10876 : Tygelstil
gid://shopify/TaxonomyAttribute/6800  : Förstärkta områden
gid://shopify/TaxonomyAttribute/8665  : Förstärkningstyp
gid://shopify/TaxonomyAttribute/10877 : Metod för frigöringsaktivering
gid://shopify/TaxonomyAttribute/8666  : Material för släpplager
gid://shopify/TaxonomyAttribute/10878 : Typ av utlösningskäft
gid://shopify/TaxonomyAttribute/5137  : Frisättningsmekanism
gid://shopify/TaxonomyAttribute/2544  : Utgivningsschema
gid://shopify/TaxonomyAttribute/10879 : Typ av utlösningsrem
gid://shopify/TaxonomyAttribute/6114  : Frisättningstyp
gid://shopify/TaxonomyAttribute/6115  : Reliefstil
gid://shopify/TaxonomyAttribute/6516  : Fjärrstyrt luftskepp – höljesmaterial
gid://shopify/TaxonomyAttribute/5021  : Fjärrkontrollfunktioner
gid://shopify/TaxonomyAttribute/6517  : Skala för radiostyrd motorcykel
gid://shopify/TaxonomyAttribute/6518  : Fjärrstyrd motorcykel – terränglämplighet
gid://shopify/TaxonomyAttribute/6519  : Fjärrstyrd motorcykel – vattenbeständighet
gid://shopify/TaxonomyAttribute/6520  : Radiostyrt flygplan – kitets färdigställandenivå
gid://shopify/TaxonomyAttribute/6521  : Radiostyrt flygplan – typ av landningsställ
gid://shopify/TaxonomyAttribute/6522  : Radiostyrt flygplan – drivmedelstyp
gid://shopify/TaxonomyAttribute/6523  : Funktioner för fjärrstyrd vattenfarkost
gid://shopify/TaxonomyAttribute/6524  : Fjärrstyrd vattenfarkost framdrivning/drivtyp
gid://shopify/TaxonomyAttribute/6525  : Fjärrstyrd vattenfarkost – vattenmiljö
gid://shopify/TaxonomyAttribute/8667  : Programmeringsmetod för fjärrstyrt nyckelfritt system
gid://shopify/TaxonomyAttribute/5022  : Fjärrslutarens formfaktor
gid://shopify/TaxonomyAttribute/2001  : Fjärrteknik
gid://shopify/TaxonomyAttribute/1860  : Kompatibla format på flyttbar lagringsmedia
gid://shopify/TaxonomyAttribute/5281  : Borttagningsmål
gid://shopify/TaxonomyAttribute/8668  : Typ av reparationsmassa
gid://shopify/TaxonomyAttribute/10880 : Reparationssats – komponenter
gid://shopify/TaxonomyAttribute/10881 : Reparationsmetod
gid://shopify/TaxonomyAttribute/6116  : Avstötande mekanism
gid://shopify/TaxonomyAttribute/6117  : Utbytbart borsthuvud
gid://shopify/TaxonomyAttribute/5408  : Ersättningslamptyp
gid://shopify/TaxonomyAttribute/8669  : Användningsområde för reservdel
gid://shopify/TaxonomyAttribute/10882 : Typ av reservdel
gid://shopify/TaxonomyAttribute/8670  : Tillgänglighet av reservdelar
gid://shopify/TaxonomyAttribute/10150 : Typ av funktionsmekanism för replikavapen
gid://shopify/TaxonomyAttribute/10151 : Avfyrningsmekanism för replikavapen
gid://shopify/TaxonomyAttribute/10152 : Rörliga delar av replikavapen
gid://shopify/TaxonomyAttribute/3239  : Foderform för reptil/amfibie
gid://shopify/TaxonomyAttribute/3240  : Typ av terrarie för reptil/amfibie
gid://shopify/TaxonomyAttribute/2531  : Forskningsfokus
gid://shopify/TaxonomyAttribute/2532  : Forskningsmetodik
gid://shopify/TaxonomyAttribute/10883 : Reservoarens orientering
gid://shopify/TaxonomyAttribute/8671  : Reservoartyp
gid://shopify/TaxonomyAttribute/10884 : Lämplighet för harts
gid://shopify/TaxonomyAttribute/10885 : Motståndsjusterbarhet
gid://shopify/TaxonomyAttribute/10886 : Design av motståndsband
gid://shopify/TaxonomyAttribute/1230  : Motståndsnivå
gid://shopify/TaxonomyAttribute/10887 : Typ av motståndsbelastning
gid://shopify/TaxonomyAttribute/1229  : Motståndssystem
gid://shopify/TaxonomyAttribute/5494  : Resistanstolerans
gid://shopify/TaxonomyAttribute/10153 : Svarsfält ingår
gid://shopify/TaxonomyAttribute/8672  : Restaureringsstatus
gid://shopify/TaxonomyAttribute/5337  : Begränsningsgrindform
gid://shopify/TaxonomyAttribute/1581  : Resultatvisning
gid://shopify/TaxonomyAttribute/2629  : Utförande av rea-/försäljningsskylt
gid://shopify/TaxonomyAttribute/3308  : Riktmedelsplan
gid://shopify/TaxonomyAttribute/2036  : Hårkorstyp
gid://shopify/TaxonomyAttribute/5407  : Återspolningsläge
gid://shopify/TaxonomyAttribute/10154 : Strassbasens färgfamilj
gid://shopify/TaxonomyAttribute/10155 : Strassens fasetteringsstil
gid://shopify/TaxonomyAttribute/10156 : Förstärkningsmaterial för strasshål
gid://shopify/TaxonomyAttribute/10157 : Typ av infattning för strass
gid://shopify/TaxonomyAttribute/7911  : Typ av skuren rabarberprodukt
gid://shopify/TaxonomyAttribute/6118  : Ribbmaterial
gid://shopify/TaxonomyAttribute/10158 : Bandkonstruktion
gid://shopify/TaxonomyAttribute/10159 : Band förpackningsmaterial typ
gid://shopify/TaxonomyAttribute/10160 : Bandmönsterstil
gid://shopify/TaxonomyAttribute/10161 : Bandets glansnivå
gid://shopify/TaxonomyAttribute/10162 : Bandstil
gid://shopify/TaxonomyAttribute/10163 : Baksida av band/kant
gid://shopify/TaxonomyAttribute/10164 : Band-/kantavslut
gid://shopify/TaxonomyAttribute/10165 : Ric-rac – vågstorlek
gid://shopify/TaxonomyAttribute/6119  : Funktioner för riskokare
gid://shopify/TaxonomyAttribute/7912  : Riskornas längd
gid://shopify/TaxonomyAttribute/7913  : Bearbetningsmetod för ris
gid://shopify/TaxonomyAttribute/7914  : Rissort
gid://shopify/TaxonomyAttribute/1318  : Körstil
gid://shopify/TaxonomyAttribute/6526  : Ridleksak – egenskaper
gid://shopify/TaxonomyAttribute/2775  : Framdrivningstyp ridleksak
gid://shopify/TaxonomyAttribute/10166 : Typ av gevärsmekanism
gid://shopify/TaxonomyAttribute/10167 : Gevärsfinish
gid://shopify/TaxonomyAttribute/10168 : Typ av gevärsmagasin
gid://shopify/TaxonomyAttribute/10169 : Material för gevärsstock
gid://shopify/TaxonomyAttribute/8673  : Fälgklämningsmetod
gid://shopify/TaxonomyAttribute/10888 : Typ av fälglist
gid://shopify/TaxonomyAttribute/10889 : Fälg – slanglös kompatibilitet
gid://shopify/TaxonomyAttribute/2700  : Fälg-/hjulutförande
gid://shopify/TaxonomyAttribute/3263  : Design på ring
gid://shopify/TaxonomyAttribute/105   : Ringstorlek
gid://shopify/TaxonomyAttribute/5297  : Sköljningskrav
gid://shopify/TaxonomyAttribute/7915  : Mognadsstadium
gid://shopify/TaxonomyAttribute/5627  : Höjdklass
gid://shopify/TaxonomyAttribute/10890 : Typ av förhöjningsplatta
gid://shopify/TaxonomyAttribute/2125  : Nitform
gid://shopify/TaxonomyAttribute/2630  : Vägskyltsdesign
gid://shopify/TaxonomyAttribute/10170 : Rostad maltbearbetningstyp
gid://shopify/TaxonomyAttribute/6120  : Funktioner hos roaster-ugn
gid://shopify/TaxonomyAttribute/6121  : Form på rostgallret
gid://shopify/TaxonomyAttribute/5040  : Morgonrocksstil
gid://shopify/TaxonomyAttribute/6527  : Robotleksak – Interaktionssätt
gid://shopify/TaxonomyAttribute/6528  : Ljusfunktioner för robotleksak
gid://shopify/TaxonomyAttribute/6529  : Stöd för programmering av robotleksaker
gid://shopify/TaxonomyAttribute/6530  : Kompetensnivå för robotleksak
gid://shopify/TaxonomyAttribute/6531  : Ljudfunktioner för robotleksak
gid://shopify/TaxonomyAttribute/2379  : Stensammansättning
gid://shopify/TaxonomyAttribute/2380  : Stenformation
gid://shopify/TaxonomyAttribute/1257  : Rockertyp
gid://shopify/TaxonomyAttribute/6122  : Rockwool-form
gid://shopify/TaxonomyAttribute/10891 : Typ av spöbutt
gid://shopify/TaxonomyAttribute/10892 : Konstruktionstyp för spö
gid://shopify/TaxonomyAttribute/10893 : Material för linstyrning
gid://shopify/TaxonomyAttribute/10894 : Typ av linstyrning
gid://shopify/TaxonomyAttribute/10895 : Typ av handtag för spö
gid://shopify/TaxonomyAttribute/1296  : Stavmaterial
gid://shopify/TaxonomyAttribute/1329  : Stångform
gid://shopify/TaxonomyAttribute/8674  : Material för rullburrör
gid://shopify/TaxonomyAttribute/1610  : Rullhuvud
gid://shopify/TaxonomyAttribute/1611  : Rollermaterial
gid://shopify/TaxonomyAttribute/10896 : Rullskridskobromsens form
gid://shopify/TaxonomyAttribute/10897 : Bromsmetod för rullskridsko
gid://shopify/TaxonomyAttribute/10898 : Rullskidåkningsteknik
gid://shopify/TaxonomyAttribute/10899 : Rullteknik
gid://shopify/TaxonomyAttribute/1612  : Rulltyp
gid://shopify/TaxonomyAttribute/10171 : Rullväska – hjulkonfiguration
gid://shopify/TaxonomyAttribute/7916  : Rullpapper – format
gid://shopify/TaxonomyAttribute/7917  : Rullpapper – limtyp
gid://shopify/TaxonomyAttribute/7918  : Rullpapper – storlek
gid://shopify/TaxonomyAttribute/10172 : Typ av rullande materiel
gid://shopify/TaxonomyAttribute/8675  : Taklastnät – typ av krok/fäste
gid://shopify/TaxonomyAttribute/1358  : Takdekorform
gid://shopify/TaxonomyAttribute/8676  : Takhöjdsklass
gid://shopify/TaxonomyAttribute/6123  : Takstil
gid://shopify/TaxonomyAttribute/10900 : Taktyp
gid://shopify/TaxonomyAttribute/5438  : Rumskorrigeringsteknik
gid://shopify/TaxonomyAttribute/7919  : Rotsort
gid://shopify/TaxonomyAttribute/10901 : Flytförmåga rep
gid://shopify/TaxonomyAttribute/8677  : Repkonstruktion
gid://shopify/TaxonomyAttribute/10173 : Repmaterial
gid://shopify/TaxonomyAttribute/10902 : Reptrådens kompatibilitet
gid://shopify/TaxonomyAttribute/10903 : Repsträckningstyp
gid://shopify/TaxonomyAttribute/6124  : Rosmunstycke
gid://shopify/TaxonomyAttribute/10174 : Rosenblomningsstadium
gid://shopify/TaxonomyAttribute/10175 : Roskvalitet
gid://shopify/TaxonomyAttribute/10176 : Rosettcentrumtyp
gid://shopify/TaxonomyAttribute/10177 : Nivå av harpiksdamm
gid://shopify/TaxonomyAttribute/2447  : Hartsform
gid://shopify/TaxonomyAttribute/10178 : Rosinformel / tillsatser
gid://shopify/TaxonomyAttribute/2448  : Hartskvalitet
gid://shopify/TaxonomyAttribute/10179 : Rosinhårdhet
gid://shopify/TaxonomyAttribute/2183  : Rotationsriktning
gid://shopify/TaxonomyAttribute/5254  : Rotationsriktning
gid://shopify/TaxonomyAttribute/10904 : Typ av rotationsmekanism
gid://shopify/TaxonomyAttribute/6532  : Rotations-/rörelsefunktioner
gid://shopify/TaxonomyAttribute/1884  : Rotatorstyrteknik
gid://shopify/TaxonomyAttribute/6533  : Typ av rotorkonfiguration
gid://shopify/TaxonomyAttribute/10905 : Rotor – konstruktionstyp
gid://shopify/TaxonomyAttribute/10906 : Gränssnitt för rotormontering.
gid://shopify/TaxonomyAttribute/10907 : Standard för rotormontering
gid://shopify/TaxonomyAttribute/6534  : Medföljande komponenter i roulettset
gid://shopify/TaxonomyAttribute/6535  : Roulettehjul – typ av bollbana
gid://shopify/TaxonomyAttribute/6536  : Numreringssystem för roulettehjul
gid://shopify/TaxonomyAttribute/10908 : Medföljande utrustning för rounders
gid://shopify/TaxonomyAttribute/10909 : Rounders – godkännande från styrande organ
gid://shopify/TaxonomyAttribute/5124  : Administreringsväg
gid://shopify/TaxonomyAttribute/10180 : Radräknarformat
gid://shopify/TaxonomyAttribute/10181 : Radräknemekanism
gid://shopify/TaxonomyAttribute/10182 : Monteringsmetod för radräknare
gid://shopify/TaxonomyAttribute/6801  : Sporrkrans – typ
gid://shopify/TaxonomyAttribute/10910 : Deltyp för roddmaskin
gid://shopify/TaxonomyAttribute/6537  : Gummianka – karaktär/tema
gid://shopify/TaxonomyAttribute/6538  : Gummianka – egenskaper
gid://shopify/TaxonomyAttribute/6539  : Gummianka – storleksklass
gid://shopify/TaxonomyAttribute/10183 : Volangstil
gid://shopify/TaxonomyAttribute/3136  : Detaljer för matta/hallmatta
gid://shopify/TaxonomyAttribute/2787  : Matta/hallmatta - material
gid://shopify/TaxonomyAttribute/10911 : Säkerhetscertifiering för rugbyhuvudskydd
gid://shopify/TaxonomyAttribute/10912 : Rugby-storlek
gid://shopify/TaxonomyAttribute/10913 : Rugbyvariant
gid://shopify/TaxonomyAttribute/10184 : Linjalkanttyp
gid://shopify/TaxonomyAttribute/10185 : Linjalens markeringsstil
gid://shopify/TaxonomyAttribute/1465  : Romsort
gid://shopify/TaxonomyAttribute/10914 : Utformning av löpare
gid://shopify/TaxonomyAttribute/10915 : Löparmaterial
gid://shopify/TaxonomyAttribute/2523  : SFX styrteknik
gid://shopify/TaxonomyAttribute/1861  : Simkortskapacitet
gid://shopify/TaxonomyAttribute/1855  : Typ av SIM-kort
gid://shopify/TaxonomyAttribute/1713  : Spf-nivå
gid://shopify/TaxonomyAttribute/10916 : Sadelöverdragsstil
gid://shopify/TaxonomyAttribute/10917 : Sadeldesign
gid://shopify/TaxonomyAttribute/10918 : Sadeldisciplin
gid://shopify/TaxonomyAttribute/2968  : Sadelmaterial
gid://shopify/TaxonomyAttribute/10919 : Typ av sadelmontering
gid://shopify/TaxonomyAttribute/10920 : Sadelunderlag – form
gid://shopify/TaxonomyAttribute/10921 : Modell av sadelunderlägg
gid://shopify/TaxonomyAttribute/10922 : Sadelns dämpningsmaterial
gid://shopify/TaxonomyAttribute/10923 : Material för sadelränna
gid://shopify/TaxonomyAttribute/10924 : Material för sadelträd
gid://shopify/TaxonomyAttribute/10925 : Sadelstommens bredd
