# Shopify Product Taxonomy - Categories: 2025-03
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Eläinten ja lemmikkieläinten tarvikkeet
gid://shopify/TaxonomyCategory/hg-12-1-8         : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Kasvihuoneet
gid://shopify/TaxonomyCategory/hg-12-1-9         : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Rikkakasvien torjunta-aineet
gid://shopify/TaxonomyCategory/hg-12-1-19        : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely
gid://shopify/TaxonomyCategory/hg-12-1-19-4      : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Kasvivalaisimet
gid://shopify/TaxonomyCategory/hg-12-1-19-4-2    : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Kasvivalaisimet > Loisteputki-kasvivalaisimet
gid://shopify/TaxonomyCategory/hg-12-1-19-4-3    : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Kasvivalaisimet > HID-kasvivalaisimet
gid://shopify/TaxonomyCategory/hg-12-1-19-4-1    : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Kasvivalaisimet > LED-kasvivalaisimet
gid://shopify/TaxonomyCategory/hg-12-1-19-2      : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Kasvualusta
gid://shopify/TaxonomyCategory/hg-12-1-19-2-1    : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Kasvualusta > Savisora
gid://shopify/TaxonomyCategory/hg-12-1-19-2-5    : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Kasvualusta > Kookoskuitu
gid://shopify/TaxonomyCategory/hg-12-1-19-2-3    : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Kasvualusta > Perliitti
gid://shopify/TaxonomyCategory/hg-12-1-19-2-2    : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Kasvualusta > Kivivilla
gid://shopify/TaxonomyCategory/hg-12-1-19-2-4    : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Kasvualusta > Vermikuliitti
gid://shopify/TaxonomyCategory/hg-12-1-19-1      : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Vesiviljelyjärjestelmät
gid://shopify/TaxonomyCategory/hg-12-1-19-1-5    : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Vesiviljelyjärjestelmät > Aeroponinen viljely
gid://shopify/TaxonomyCategory/hg-12-1-19-1-6    : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Vesiviljelyjärjestelmät > Akvaponinen viljely
gid://shopify/TaxonomyCategory/hg-12-1-19-1-1    : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Vesiviljelyjärjestelmät > Deep Water Culture (DWC)
gid://shopify/TaxonomyCategory/hg-12-1-19-1-4    : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Vesiviljelyjärjestelmät > Pisarakastelujärjestelmät
gid://shopify/TaxonomyCategory/hg-12-1-19-1-2    : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Vesiviljelyjärjestelmät > Vuoksi ja luode
gid://shopify/TaxonomyCategory/hg-12-1-19-1-3    : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Vesiviljelyjärjestelmät > Nutrient Film Technique (NFT)
gid://shopify/TaxonomyCategory/hg-12-1-19-3      : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Ravinteet ja lisäravinteet
gid://shopify/TaxonomyCategory/hg-12-1-19-3-1    : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Ravinteet ja lisäravinteet > Ravintoaineratkaisut
gid://shopify/TaxonomyCategory/hg-12-1-19-3-2    : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Ravinteet ja lisäravinteet > pH:n säätöaineet
gid://shopify/TaxonomyCategory/hg-12-1-19-3-3    : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Vesiviljely > Ravinteet ja lisäravinteet > Lisäravinteet
gid://shopify/TaxonomyCategory/hg-12-1-10        : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Suodatinkangas
gid://shopify/TaxonomyCategory/hg-12-1-11        : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Suojakangastarvikkeet
gid://shopify/TaxonomyCategory/hg-12-1-11-1      : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Suojakangastarvikkeet > Suojakankaan kiinnitysniitit ja -tikut
gid://shopify/TaxonomyCategory/hg-12-1-11-1-1    : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Suojakangastarvikkeet > Suojakankaan kiinnitysniitit ja -tikut > Suojakankaan kiinnitystikut
gid://shopify/TaxonomyCategory/hg-12-1-11-1-2    : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Suojakangastarvikkeet > Suojakankaan kiinnitysniitit ja -tikut > Suojakankaan kiinnitysniitit
gid://shopify/TaxonomyCategory/hg-12-1-11-2      : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Suojakangastarvikkeet > Suojakangasteippi
gid://shopify/TaxonomyCategory/hg-12-1-12        : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Lehtikate
gid://shopify/TaxonomyCategory/hg-12-1-12-1      : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Lehtikate > Epäorgaaninen lehtikate
gid://shopify/TaxonomyCategory/hg-12-1-12-2      : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Lehtikate > Elävä lehtikate
gid://shopify/TaxonomyCategory/hg-12-1-12-3      : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Lehtikate > Luomulehtikate
gid://shopify/TaxonomyCategory/hg-12-1-13        : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Kasvikehikot ja -tuet
gid://shopify/TaxonomyCategory/hg-12-1-13-1      : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Kasvikehikot ja -tuet > Kasvikehikot
gid://shopify/TaxonomyCategory/hg-12-1-13-2      : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Kasvikehikot ja -tuet > Kasvituet
gid://shopify/TaxonomyCategory/hg-12-1-14        : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Kasvitelineet
gid://shopify/TaxonomyCategory/hg-12-1-15        : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Ruukku- ja istutusastiapussit
gid://shopify/TaxonomyCategory/hg-12-1-16        : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Ruukut ja istutusastiat
gid://shopify/TaxonomyCategory/hg-12-1-16-1      : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Ruukut ja istutusastiat > Istutustyökalut
gid://shopify/TaxonomyCategory/hg-12-1-16-2      : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Ruukut ja istutusastiat > Astiat
gid://shopify/TaxonomyCategory/hg-12-1-17        : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Sadevesitynnyrit
gid://shopify/TaxonomyCategory/hg-12-1-18        : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Hiekka ja multa
gid://shopify/TaxonomyCategory/hg-12-1-18-1      : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Hiekka ja multa > Hiekka
gid://shopify/TaxonomyCategory/hg-12-1-18-2      : Koti ja puutarha > Piha ja puutarha > Puutarhanhoito > Hiekka ja multa > Multa
gid://shopify/TaxonomyCategory/hg-12-2           : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona
gid://shopify/TaxonomyCategory/hg-12-2-1         : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Markiisitarvikkeet
gid://shopify/TaxonomyCategory/hg-12-2-1-1       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Markiisitarvikkeet > Markiisivarret
gid://shopify/TaxonomyCategory/hg-12-2-1-6       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Markiisitarvikkeet > Ripustinklipsit
gid://shopify/TaxonomyCategory/hg-12-2-1-7       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Markiisitarvikkeet > Verkkopaneelit
gid://shopify/TaxonomyCategory/hg-12-2-1-10      : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Markiisitarvikkeet > Naparenkaat
gid://shopify/TaxonomyCategory/hg-12-2-1-8       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Markiisitarvikkeet > Vetotangot
gid://shopify/TaxonomyCategory/hg-12-2-1-9       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Markiisitarvikkeet > Vetohihnat
gid://shopify/TaxonomyCategory/hg-12-2-1-11      : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Markiisitarvikkeet > Sisäkatot
gid://shopify/TaxonomyCategory/hg-12-2-1-12      : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Markiisitarvikkeet > Sivuseinät
gid://shopify/TaxonomyCategory/hg-12-2-1-13      : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Markiisitarvikkeet > Säilytyspussit
gid://shopify/TaxonomyCategory/hg-12-2-1-14      : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Markiisitarvikkeet > Rakennekehykset
gid://shopify/TaxonomyCategory/hg-12-2-2         : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Markiisit
gid://shopify/TaxonomyCategory/hg-12-2-3         : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Riippumattojen osat ja tarvikkeet
gid://shopify/TaxonomyCategory/hg-12-2-3-1       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Riippumattojen osat ja tarvikkeet > Riippumattojen tarvikkeet
gid://shopify/TaxonomyCategory/hg-12-2-3-2       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Riippumattojen osat ja tarvikkeet > Riippumattojen osat
gid://shopify/TaxonomyCategory/hg-12-2-4         : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Riippumatot
gid://shopify/TaxonomyCategory/hg-12-2-5         : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkoviltit
gid://shopify/TaxonomyCategory/hg-12-2-5-1       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkoviltit > Rantamatot
gid://shopify/TaxonomyCategory/hg-12-2-5-2       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkoviltit > Piknik-viltit
gid://shopify/TaxonomyCategory/hg-12-2-5-3       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkoviltit > Woobie-ponchot
gid://shopify/TaxonomyCategory/hg-12-2-6         : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkorakennukset
gid://shopify/TaxonomyCategory/hg-12-2-6-1       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkorakennukset > Katokset ja huvimajat
gid://shopify/TaxonomyCategory/hg-12-2-6-1-1     : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkorakennukset > Katokset ja huvimajat > Katokset
gid://shopify/TaxonomyCategory/hg-12-2-6-1-2     : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkorakennukset > Katokset ja huvimajat > Huvimajat
gid://shopify/TaxonomyCategory/hg-12-2-6-2       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkorakennukset > Katosten ja huvimajojen lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-12-2-6-2-1     : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkorakennukset > Katosten ja huvimajojen lisätarvikkeet > Katosten ja huvimajojen sivuseinäsetit
gid://shopify/TaxonomyCategory/hg-12-2-6-2-2     : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkorakennukset > Katosten ja huvimajojen lisätarvikkeet > Katosten ja huvimajojen kehikot
gid://shopify/TaxonomyCategory/hg-12-2-6-2-3     : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkorakennukset > Katosten ja huvimajojen lisätarvikkeet > Katosten ja huvimajojen katot
gid://shopify/TaxonomyCategory/hg-12-2-6-2-4     : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkorakennukset > Katosten ja huvimajojen lisätarvikkeet > Katoksen tukikepit
gid://shopify/TaxonomyCategory/hg-12-2-6-2-5     : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkorakennukset > Katosten ja huvimajojen lisätarvikkeet > Katosten painot
gid://shopify/TaxonomyCategory/hg-12-2-6-3       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkorakennukset > Puutarhakaaret, ristikot, majat ja pergolat
gid://shopify/TaxonomyCategory/hg-12-2-6-3-1     : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkorakennukset > Puutarhakaaret, ristikot, majat ja pergolat > Puutarhamajat
gid://shopify/TaxonomyCategory/hg-12-2-6-3-2     : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkorakennukset > Puutarhakaaret, ristikot, majat ja pergolat > Puutarhakaaret
gid://shopify/TaxonomyCategory/hg-12-2-6-3-3     : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkorakennukset > Puutarhakaaret, ristikot, majat ja pergolat > Pergolat
gid://shopify/TaxonomyCategory/hg-12-2-6-3-4     : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkorakennukset > Puutarhakaaret, ristikot, majat ja pergolat > Puutarharistikot
gid://shopify/TaxonomyCategory/hg-12-2-6-4       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkorakennukset > Puutarhasillat
gid://shopify/TaxonomyCategory/hg-12-2-6-5       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkorakennukset > Vajat, autotallit ja autokatokset
gid://shopify/TaxonomyCategory/hg-12-2-6-5-1     : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkorakennukset > Vajat, autotallit ja autokatokset > Autokatokset
gid://shopify/TaxonomyCategory/hg-12-2-6-5-2     : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkorakennukset > Vajat, autotallit ja autokatokset > Autotallit
gid://shopify/TaxonomyCategory/hg-12-2-6-5-3     : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Ulkorakennukset > Vajat, autotallit ja autokatokset > Vajat
gid://shopify/TaxonomyCategory/hg-12-2-7         : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Aurinkovarjojen ja -katosten lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-12-2-7-1       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Aurinkovarjojen ja -katosten lisätarvikkeet > Aurinkovarjojen ja -katosten tekstiilit
gid://shopify/TaxonomyCategory/hg-12-2-7-2       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Aurinkovarjojen ja -katosten lisätarvikkeet > Aurinkovarjon jalat
gid://shopify/TaxonomyCategory/hg-12-2-7-3       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Aurinkovarjojen ja -katosten lisätarvikkeet > Aurinkovarjojen suojapeitteet
gid://shopify/TaxonomyCategory/hg-12-2-7-4       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Aurinkovarjojen ja -katosten lisätarvikkeet > Sivuseinäpaketit aurinkovarjoon
gid://shopify/TaxonomyCategory/hg-12-2-7-5       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Aurinkovarjojen ja -katosten lisätarvikkeet > Aurinkovarjon valot
gid://shopify/TaxonomyCategory/hg-12-2-8         : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Aurinkovarjot ja -katokset
gid://shopify/TaxonomyCategory/hg-12-2-8-1       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Aurinkovarjot ja -katokset > Aurinkovarjot
gid://shopify/TaxonomyCategory/hg-12-2-8-2       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Aurinkovarjot ja -katokset > Aurinkokatokset
gid://shopify/TaxonomyCategory/hg-12-2-9         : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Pihakeinujen lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-12-2-9-1       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Pihakeinujen lisätarvikkeet > Pihakeinun ketjut
gid://shopify/TaxonomyCategory/hg-12-2-9-2       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Pihakeinujen lisätarvikkeet > Pihakeinun suojat
gid://shopify/TaxonomyCategory/hg-12-2-9-3       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Pihakeinujen lisätarvikkeet > Pihakeinun tyynyt
gid://shopify/TaxonomyCategory/hg-12-2-9-4       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Pihakeinujen lisätarvikkeet > Pihakeinun ripustimet
gid://shopify/TaxonomyCategory/hg-12-2-9-5       : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Pihakeinujen lisätarvikkeet > Pihakeinun telineet
gid://shopify/TaxonomyCategory/hg-12-2-10        : Koti ja puutarha > Piha ja puutarha > Oleskelu ulkona > Pihakeinut
gid://shopify/TaxonomyCategory/hg-12-3           : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön
gid://shopify/TaxonomyCategory/hg-12-3-1         : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Moottorisahat
gid://shopify/TaxonomyCategory/hg-12-3-2         : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Nurmikon reunaleikkurit
gid://shopify/TaxonomyCategory/hg-12-3-3         : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Pensasleikkurit
gid://shopify/TaxonomyCategory/hg-12-3-4         : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Nurmikon ilmaajat ja kerääjät
gid://shopify/TaxonomyCategory/hg-12-3-4-1       : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Nurmikon ilmaajat ja kerääjät > Nurmikon kerääjät
gid://shopify/TaxonomyCategory/hg-12-3-4-2       : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Nurmikon ilmaajat ja kerääjät > Nurmikon ilmaajat
gid://shopify/TaxonomyCategory/hg-12-3-5         : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Ruohonleikkurit
gid://shopify/TaxonomyCategory/hg-12-3-5-1       : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Ruohonleikkurit > Päältäajettavat ruohonleikkurit
gid://shopify/TaxonomyCategory/hg-12-3-5-2       : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Ruohonleikkurit > Robottiruohonleikkurit
gid://shopify/TaxonomyCategory/hg-12-3-5-3       : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Ruohonleikkurit > Vedettävät ruohonleikkurit
gid://shopify/TaxonomyCategory/hg-12-3-5-4       : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Ruohonleikkurit > Työnnettävät ruohonleikkurit
gid://shopify/TaxonomyCategory/hg-12-3-6         : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Nurmikkoimurit
gid://shopify/TaxonomyCategory/hg-12-3-7         : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Lehtipuhaltimet
gid://shopify/TaxonomyCategory/hg-12-3-8         : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Ulkokäyttöisten voimatyökalujen perusyksiköt
gid://shopify/TaxonomyCategory/hg-12-3-9         : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Voimatyökalusetit ulkokäyttöön
gid://shopify/TaxonomyCategory/hg-12-3-10        : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Lakaisukoneet
gid://shopify/TaxonomyCategory/hg-12-3-11        : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Sähkökäyttöiset kultivaattorit
gid://shopify/TaxonomyCategory/hg-12-3-11-1      : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Sähkökäyttöiset kultivaattorit > Sähköiset kultivaattorit
gid://shopify/TaxonomyCategory/hg-12-3-11-2      : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Sähkökäyttöiset kultivaattorit > Sähköiset kyntäjät
gid://shopify/TaxonomyCategory/hg-12-3-12        : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Painepesurit
gid://shopify/TaxonomyCategory/hg-12-3-13        : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Lumilingot
gid://shopify/TaxonomyCategory/hg-12-3-14        : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Traktorit
gid://shopify/TaxonomyCategory/hg-12-3-15        : Koti ja puutarha > Piha ja puutarha > Työvälineet ulkokäyttöön > Ruohotrimmerit
gid://shopify/TaxonomyCategory/hg-12-4           : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-12-4-1         : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Moottorisahan lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-12-4-1-1       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Moottorisahan lisätarvikkeet > Moottorisahan terälaipat
gid://shopify/TaxonomyCategory/hg-12-4-1-2       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Moottorisahan lisätarvikkeet > Moottorisahan ketjut
gid://shopify/TaxonomyCategory/hg-12-4-2         : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Nurmikon rajaajan lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-12-4-2-1       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Nurmikon rajaajan lisätarvikkeet > Rajaajavyöt
gid://shopify/TaxonomyCategory/hg-12-4-2-2       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Nurmikon rajaajan lisätarvikkeet > Rajaajaterät
gid://shopify/TaxonomyCategory/hg-12-4-2-3       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Nurmikon rajaajan lisätarvikkeet > Rajaajasuojat
gid://shopify/TaxonomyCategory/hg-12-4-2-4       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Nurmikon rajaajan lisätarvikkeet > Rajaajajouset
gid://shopify/TaxonomyCategory/hg-12-4-2-5       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Nurmikon rajaajan lisätarvikkeet > Rajaajapyörät
gid://shopify/TaxonomyCategory/hg-12-4-3         : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Pensasleikkurin lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-12-4-3-3       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Pensasleikkurin lisätarvikkeet > Vaihtoterät
gid://shopify/TaxonomyCategory/hg-12-4-3-4       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Pensasleikkurin lisätarvikkeet > Kärkisuojat
gid://shopify/TaxonomyCategory/hg-12-4-4         : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-12-4-4-1       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet > Ruohonleikkurin harjalaitteet
gid://shopify/TaxonomyCategory/hg-12-4-4-1-2     : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet > Ruohonleikkurin harjalaitteet > Terät
gid://shopify/TaxonomyCategory/hg-12-4-4-1-3     : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet > Ruohonleikkurin harjalaitteet > Vedettävät lisälaitteet
gid://shopify/TaxonomyCategory/hg-12-4-4-1-4     : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet > Ruohonleikkurin harjalaitteet > Karat
gid://shopify/TaxonomyCategory/hg-12-4-4-2       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet > Ruohonkeräyspussit
gid://shopify/TaxonomyCategory/hg-12-4-4-3       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet > Ruohonleikkurin hihnat
gid://shopify/TaxonomyCategory/hg-12-4-4-4       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet > Ruohonleikkurin terät
gid://shopify/TaxonomyCategory/hg-12-4-4-5       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet > Ruohonleikkurin suojapeitteet
gid://shopify/TaxonomyCategory/hg-12-4-4-6       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet > Ruohonleikkurin heinäkonesetit
gid://shopify/TaxonomyCategory/hg-12-4-4-7       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet > Ruohonleikkurin heinänleikkuureunat ja -levyt
gid://shopify/TaxonomyCategory/hg-12-4-4-7-1     : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet > Ruohonleikkurin heinänleikkuureunat ja -levyt > Ruohonleikkurin heinänleikkureunat
gid://shopify/TaxonomyCategory/hg-12-4-4-7-2     : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet > Ruohonleikkurin heinänleikkuureunat ja -levyt > Ruohonleikkurin heinänleikkuulevyt
gid://shopify/TaxonomyCategory/hg-12-4-4-8       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet > Ruohonleikkurin vedettävät ja työnnettävät lisälaitteet
