# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-lasien istuvuuden muotoilu
gid://shopify/TaxonomyAttribute/6504  : Palapelin lisätarvikkeen ominaisuudet
gid://shopify/TaxonomyAttribute/2769  : Palapelin teema
gid://shopify/TaxonomyAttribute/3396  : Palapelin tyyppi
gid://shopify/TaxonomyAttribute/10113 : Pyrometrinen kartioalue
gid://shopify/TaxonomyAttribute/8621  : Takalokasuojan peittävyys
gid://shopify/TaxonomyAttribute/8622  : Takalokasuojasetin sisältö
gid://shopify/TaxonomyAttribute/6106  : Peiton rakennetyyppi
gid://shopify/TaxonomyAttribute/10114 : Tikkausviivaimen merkinnät
gid://shopify/TaxonomyAttribute/10115 : Tikkausviivaimen liukumattomuus
gid://shopify/TaxonomyAttribute/10116 : Tikkausviivaimen läpinäkyvyys
gid://shopify/TaxonomyAttribute/10117 : Tikkauslangan käyttö
gid://shopify/TaxonomyAttribute/10118 : Tikkauslangan vahvuus
gid://shopify/TaxonomyAttribute/7904  : Kvittenilajike
gid://shopify/TaxonomyAttribute/7905  : Kvinoan lajike
gid://shopify/TaxonomyAttribute/10119 : Quinto-kongarummun viritysjärjestelmä
gid://shopify/TaxonomyAttribute/1307  : Nuoliviinin tyyli
gid://shopify/TaxonomyAttribute/5658  : Tuetut RAID-tasot
gid://shopify/TaxonomyAttribute/6506  : Kauko-ohjattavan ilmalaivan nostokaasu
gid://shopify/TaxonomyAttribute/6507  : Kauko-ohjattavan helikopterin ohjaustaajuus
gid://shopify/TaxonomyAttribute/6508  : Kauko-ohjattavan helikopterin vakautusominaisuudet
gid://shopify/TaxonomyAttribute/6509  : Radio-ohjattavan moottoripyörän ohjaintyyppi
gid://shopify/TaxonomyAttribute/6510  : Kauko-ohjattavan lentokoneen lentoonlähtö-/laukaisutapa
gid://shopify/TaxonomyAttribute/6511  : Kauko-ohjattavan ajoneuvon ohjaintyyppi
gid://shopify/TaxonomyAttribute/6512  : Radio-ohjattavan ajoneuvon mittakaava
gid://shopify/TaxonomyAttribute/6513  : Kauko-ohjattavan ajoneuvon käyttömaasto
gid://shopify/TaxonomyAttribute/5552  : RF-lähtöstandardi
gid://shopify/TaxonomyAttribute/1337  : Radiotaajuustunnistus (Rfid-taajuus)
gid://shopify/TaxonomyAttribute/8623  : Kilpa-autoluokka
gid://shopify/TaxonomyAttribute/8624  : Kypärämyssyn kasvoaukko
gid://shopify/TaxonomyAttribute/8625  : Kypärämyssyn kaulasuojan pituus
gid://shopify/TaxonomyAttribute/8626  : Kypärämyssyjen tuuletuskohdat
gid://shopify/TaxonomyAttribute/8627  : Rintasuojan käyttötarkoitus
gid://shopify/TaxonomyAttribute/8628  : Rintasuojan koko
gid://shopify/TaxonomyAttribute/8629  : Kilpakäsineen sertifiointistandardi
gid://shopify/TaxonomyAttribute/8630  : Kilpalasien linssijärjestelmä
gid://shopify/TaxonomyAttribute/8631  : Kilpakypärän sertifiointistandardi
gid://shopify/TaxonomyAttribute/8632  : Karting-kilpa-auton jarrujen tyyppi
gid://shopify/TaxonomyAttribute/8633  : Karting-kilpa-auton luokka
gid://shopify/TaxonomyAttribute/8634  : Karting-kilpa-auton rungon materiaali
gid://shopify/TaxonomyAttribute/8635  : Karting-kilpa-auton istuimen koko
gid://shopify/TaxonomyAttribute/8636  : Niskatuen tyyli
gid://shopify/TaxonomyAttribute/8637  : Kilpapuvun sertifiointistandardi
gid://shopify/TaxonomyAttribute/8638  : Kilpapuvun hihan- ja jalansuiden muotoilu
gid://shopify/TaxonomyAttribute/8639  : Kilpapuvun kokojärjestelmä
gid://shopify/TaxonomyAttribute/8640  : Kilpa-autoilun laji
gid://shopify/TaxonomyAttribute/2578  : Telineen muotoilu
gid://shopify/TaxonomyAttribute/5444  : Telinemuoto
gid://shopify/TaxonomyAttribute/5423  : Telineasennuksen tyyli
gid://shopify/TaxonomyAttribute/10841 : Varastohyllyn puolten konfiguraatio
gid://shopify/TaxonomyAttribute/10120 : Räkkijärjestelmän kokoonpano
gid://shopify/TaxonomyAttribute/2722  : Telinetyyppi
gid://shopify/TaxonomyAttribute/5669  : Telineen leveysstandardi
gid://shopify/TaxonomyAttribute/3426  : Mailan painopiste
gid://shopify/TaxonomyAttribute/10842 : Mailan tärinänvaimentimen tyyppi
gid://shopify/TaxonomyAttribute/1227  : Mailamitta
gid://shopify/TaxonomyAttribute/10843 : Mailan otteen koko
gid://shopify/TaxonomyAttribute/3427  : Mailan pään muoto
gid://shopify/TaxonomyAttribute/2854  : Mailan materiaali
gid://shopify/TaxonomyAttribute/10844 : Mailapelikenkien kentän pinta
gid://shopify/TaxonomyAttribute/2856  : Mailan jänteen suunnittelu
gid://shopify/TaxonomyAttribute/2857  : Mailan jänteen materiaali
gid://shopify/TaxonomyAttribute/10845 : Mailan jännekuvio
gid://shopify/TaxonomyAttribute/10846 : Mailan jänteiden tila
gid://shopify/TaxonomyAttribute/10847 : Mailan painoluokka
gid://shopify/TaxonomyAttribute/6505  : Toimitukseen sisältyvät mailalelusetin varusteet
gid://shopify/TaxonomyAttribute/10848 : Racketball- ja squash-harjoitteluvälineet
gid://shopify/TaxonomyAttribute/1954  : Tutkataajuuskaista
gid://shopify/TaxonomyAttribute/3316  : Tutkatekniikka
gid://shopify/TaxonomyAttribute/8641  : Jäähdyttimen korkin tiivistemateriaali
gid://shopify/TaxonomyAttribute/8642  : Jäähdyttimen korkin paineenpoistomekanismi
gid://shopify/TaxonomyAttribute/6107  : Jäähdyttimen muotoilun tyyppi
gid://shopify/TaxonomyAttribute/8644  : Jäähdyttimen tuulettimen ohjaustyyppi
gid://shopify/TaxonomyAttribute/8645  : Jäähdyttimen tuulettimen asennuskaavio
gid://shopify/TaxonomyAttribute/8646  : Jäähdyttimen tuulettimen tyyppi
gid://shopify/TaxonomyAttribute/8647  : Jäähdyttimen letkun liitäntäpään tyyppi
gid://shopify/TaxonomyAttribute/8648  : Jäähdyttimen letkun sijainti
gid://shopify/TaxonomyAttribute/8649  : Jäähdyttimen letkun muoto
gid://shopify/TaxonomyAttribute/8650  : Paisuntasäiliön nestetasoanturin valmius
gid://shopify/TaxonomyAttribute/8651  : Jäähdyttimen ylivuotosäiliön muoto
gid://shopify/TaxonomyAttribute/8643  : Jäähdyttimen/paisuntasäiliön korkin käyttö
gid://shopify/TaxonomyAttribute/1848  : Radiokotelon muotoilu
gid://shopify/TaxonomyAttribute/5510  : Radion muototekijä
gid://shopify/TaxonomyAttribute/5512  : Radioskannerin muototekijä
gid://shopify/TaxonomyAttribute/5095  : Radiologinen yhteensopivuus
gid://shopify/TaxonomyAttribute/7906  : Retiisilajike
gid://shopify/TaxonomyAttribute/10849 : Terän uran säde
gid://shopify/TaxonomyAttribute/6948  : Reunasuojan kattavuusasetelma
gid://shopify/TaxonomyAttribute/10850 : Kiskokiinnitysstandardi
gid://shopify/TaxonomyAttribute/10851 : Kiskon puoli
gid://shopify/TaxonomyAttribute/10852 : Reilin malli
gid://shopify/TaxonomyAttribute/10853 : Kiskojärjestelmä
gid://shopify/TaxonomyAttribute/6108  : Sadetynnyrin muotoilu
gid://shopify/TaxonomyAttribute/6109  : Sadevesiketjun tyyli
gid://shopify/TaxonomyAttribute/8652  : Sadeanturiteknologia
gid://shopify/TaxonomyAttribute/6795  : Sadeasun kokoonpano
gid://shopify/TaxonomyAttribute/10121 : Sadeputken rakenne
gid://shopify/TaxonomyAttribute/10122 : Sadeputken täytemateriaali
gid://shopify/TaxonomyAttribute/10123 : Sadeputken soittotekniikka
gid://shopify/TaxonomyAttribute/10124 : Sadeputken äänen luonne
gid://shopify/TaxonomyAttribute/7907  : Kasvatusmenetelmä
gid://shopify/TaxonomyAttribute/8653  : Rallikilpailun luokka
gid://shopify/TaxonomyAttribute/8654  : Ralliauton säätö ajopinnan mukaan
gid://shopify/TaxonomyAttribute/10854 : Rampin pinnan tekstuuri
gid://shopify/TaxonomyAttribute/1311  : Ramppityyppi
gid://shopify/TaxonomyAttribute/6110  : Liesituulettimen suodatintyyppi
gid://shopify/TaxonomyAttribute/6111  : Lieden asennustyyppi
gid://shopify/TaxonomyAttribute/1731  : Vaihteluvälityyppi
gid://shopify/TaxonomyAttribute/2368  : Harvinaisuus
gid://shopify/TaxonomyAttribute/10125 : Räikän asennustyyli
gid://shopify/TaxonomyAttribute/10126 : Helistinelementin materiaali
gid://shopify/TaxonomyAttribute/10855 : Räminätyyppi
gid://shopify/TaxonomyAttribute/1679  : Partakoneen joustavuus
gid://shopify/TaxonomyAttribute/1680  : Partakoneen pään muotoilu
gid://shopify/TaxonomyAttribute/1686  : Partakonetyyppi
gid://shopify/TaxonomyAttribute/10856 : Ulottuvuuden säätötapa
gid://shopify/TaxonomyAttribute/1918  : Luku-/kirjoitusnopeus
gid://shopify/TaxonomyAttribute/3401  : Lukulelun tyyppi
gid://shopify/TaxonomyAttribute/10857 : Taka-akselin välys
gid://shopify/TaxonomyAttribute/10858 : Taka-akselin standardi
gid://shopify/TaxonomyAttribute/10859 : Taka-akselin tyyppi
gid://shopify/TaxonomyAttribute/6796  : Pakaroiden peittävyys
gid://shopify/TaxonomyAttribute/6797  : Takapuolen aukon tyyppi
gid://shopify/TaxonomyAttribute/8655  : Takaistuinten konfiguraatio
gid://shopify/TaxonomyAttribute/8656  : Taustapeilin koristeen kiinnityksen tyyppi
gid://shopify/TaxonomyAttribute/8657  : Taustapeilin kiinnityksen liitostyyppi
gid://shopify/TaxonomyAttribute/10860 : Palautusseinän lyöntipinnan tyyppi
gid://shopify/TaxonomyAttribute/10861 : Kimpoamistaso
gid://shopify/TaxonomyAttribute/10862 : Kimpoamispintojen konfiguraatio
gid://shopify/TaxonomyAttribute/10863 : Rebounder-seinän suunnittelu
gid://shopify/TaxonomyAttribute/10864 : Rebounder-seinän suunnittelutyyppi
gid://shopify/TaxonomyAttribute/10865 : Rebounder-seinän puolet
gid://shopify/TaxonomyAttribute/10866 : Palautusmekanismin tyyppi
gid://shopify/TaxonomyAttribute/3157  : Kuittipaperin ominaisuudet
gid://shopify/TaxonomyAttribute/10127 : Vastaanottajan suhde
gid://shopify/TaxonomyAttribute/6949  : Nojatuolin ohjaustyyppi
gid://shopify/TaxonomyAttribute/6950  : Lepotuolin liikkeen tyyppi
gid://shopify/TaxonomyAttribute/1658  : Kallistustoiminto
gid://shopify/TaxonomyAttribute/6951  : Kallistusmekanismi
gid://shopify/TaxonomyAttribute/2758  : Suositeltu ikäryhmä
gid://shopify/TaxonomyAttribute/10128 : Suositeltu kynttilän muoto
gid://shopify/TaxonomyAttribute/10129 : Suositeltu säiliötyyppi
gid://shopify/TaxonomyAttribute/10130 : Suositeltu kangastyyppi
gid://shopify/TaxonomyAttribute/10131 : Suositeltu kankaan paino
gid://shopify/TaxonomyAttribute/7908  : Suositeltu ruokapari
gid://shopify/TaxonomyAttribute/10867 : Suositeltu radan kunto
gid://shopify/TaxonomyAttribute/10132 : Suositeltu moottorin impulssiluokka
gid://shopify/TaxonomyAttribute/6514  : Suositeltu lukemistaso
gid://shopify/TaxonomyAttribute/1218  : Suositeltu taitotaso
gid://shopify/TaxonomyAttribute/6952  : Suositeltu nukkumisasento
gid://shopify/TaxonomyAttribute/7909  : Suositeltu säilytys
gid://shopify/TaxonomyAttribute/10133 : Suositellut pinnat
gid://shopify/TaxonomyAttribute/2082  : Suositeltu käyttötapa
gid://shopify/TaxonomyAttribute/8658  : Suositeltu käyttötarkoitus
gid://shopify/TaxonomyAttribute/6515  : Suositeltu käyttösijainti
gid://shopify/TaxonomyAttribute/8659  : Suositellut ajoneuvon pinnat
gid://shopify/TaxonomyAttribute/5434  : Sisältyvät levynpuhdistuskomponentit
gid://shopify/TaxonomyAttribute/10134 : Mukana tulevat nokkahuilun lisätarvikkeet
gid://shopify/TaxonomyAttribute/10135 : Nokkahuilun reikien asettelu
gid://shopify/TaxonomyAttribute/10136 : Nokkahuilun reikien tyyppi
gid://shopify/TaxonomyAttribute/10137 : Nokkahuilun kotelon kuoren tyyppi
gid://shopify/TaxonomyAttribute/2491  : Nokkahuilun sormitusjärjestelmä
gid://shopify/TaxonomyAttribute/10138 : Nokkahuilun viimeistely
gid://shopify/TaxonomyAttribute/10139 : Nokkahuilun reiän tyyppi
gid://shopify/TaxonomyAttribute/10140 : Nokkahuilun liitoskonfiguraatio
gid://shopify/TaxonomyAttribute/10141 : Nokkahuilun liitosten tyyli
gid://shopify/TaxonomyAttribute/10142 : Nokkahuilun koskettimisto
gid://shopify/TaxonomyAttribute/10143 : Nokkahuilun suukappaletyyppi
gid://shopify/TaxonomyAttribute/10144 : Nokkahuilun sävelkorkeuden standardi (A4)
gid://shopify/TaxonomyAttribute/10145 : Nokkahuilun peukaloaukkotyyppi
gid://shopify/TaxonomyAttribute/6112  : Tallentimen tyyppi
gid://shopify/TaxonomyAttribute/1821  : Mukana tallennustarvikkeita
gid://shopify/TaxonomyAttribute/5396  : Tallennuskyvyn tyyppi
gid://shopify/TaxonomyAttribute/5395  : Tallennustoiminto
gid://shopify/TaxonomyAttribute/5465  : Tallennustila
gid://shopify/TaxonomyAttribute/2246  : Tallennuslaatu
gid://shopify/TaxonomyAttribute/5416  : Tuetut tallennusnopeusmoodit
gid://shopify/TaxonomyAttribute/8660  : Matkailuajoneuvon säiliön tyyppi
gid://shopify/TaxonomyAttribute/8661  : Matkailuajoneuvon tasausjärjestelmä
gid://shopify/TaxonomyAttribute/2752  : Matkailuautotyyppi
gid://shopify/TaxonomyAttribute/6798  : Kierrätysmateriaalisisältö
gid://shopify/TaxonomyAttribute/10146 : Kaiteen piirron materiaali
gid://shopify/TaxonomyAttribute/2450  : Puhaltimen voimakkuus
gid://shopify/TaxonomyAttribute/10147 : Ruokopillin tyyppi
gid://shopify/TaxonomyAttribute/10148 : Ruokopillit sisältyvät
gid://shopify/TaxonomyAttribute/10868 : Reivaamismenetelmä
gid://shopify/TaxonomyAttribute/2039  : Kelan kapasiteetti
gid://shopify/TaxonomyAttribute/10869 : Kelan profiili
gid://shopify/TaxonomyAttribute/10870 : Kelakiinnikkeen materiaali
gid://shopify/TaxonomyAttribute/10871 : Kelakiinnikkeen tyyppi
gid://shopify/TaxonomyAttribute/10872 : Kelan kokoluokka
gid://shopify/TaxonomyAttribute/10873 : Erotuomarin lompakon mukana tulevat lisätarvikkeet
gid://shopify/TaxonomyAttribute/7910  : Jalostusaste
gid://shopify/TaxonomyAttribute/10149 : Heijastava viimeistely
gid://shopify/TaxonomyAttribute/8662  : Heijastava tai hehkuva vaikutus
gid://shopify/TaxonomyAttribute/6799  : Heijastava nauhakuvio
gid://shopify/TaxonomyAttribute/2049  : Heijastimen muotoilu
gid://shopify/TaxonomyAttribute/6113  : Jääkaapin kokoonpano
gid://shopify/TaxonomyAttribute/3198  : Regeneratiivisen jarrutuksen ominaisuudet
gid://shopify/TaxonomyAttribute/1467  : Seutu
gid://shopify/TaxonomyAttribute/2676  : Aluekoodi
gid://shopify/TaxonomyAttribute/10874 : Sääntelystandardi
gid://shopify/TaxonomyAttribute/8663  : Säätimen kalvon materiaali
gid://shopify/TaxonomyAttribute/8664  : Paineensäätimen liitännän kierteen standardi
gid://shopify/TaxonomyAttribute/10875 : Ohjaksen ominaisuudet
gid://shopify/TaxonomyAttribute/10876 : Ohjaksen tyyli
gid://shopify/TaxonomyAttribute/6800  : Vahvistetut alueet
gid://shopify/TaxonomyAttribute/8665  : Vahvikkeen tyyppi
gid://shopify/TaxonomyAttribute/10877 : Laukaisun aktivointimenetelmä
gid://shopify/TaxonomyAttribute/8666  : Vapautuslaakerin materiaali
gid://shopify/TaxonomyAttribute/10878 : Laukaisulaitteen leuan tyyli
gid://shopify/TaxonomyAttribute/5137  : Vapautumismekanismi
gid://shopify/TaxonomyAttribute/2544  : Julkaisuaikataulu
gid://shopify/TaxonomyAttribute/10879 : Vapautushihnan tyyppi
gid://shopify/TaxonomyAttribute/6114  : Julkaisutyyppi
gid://shopify/TaxonomyAttribute/6115  : Reliefityyli
gid://shopify/TaxonomyAttribute/6516  : Kauko-ohjattavan ilmalaivan rungon materiaali
gid://shopify/TaxonomyAttribute/5021  : Kauko-ohjaustoiminnot
gid://shopify/TaxonomyAttribute/6517  : Kauko-ohjattavan moottoripyörän mittakaava
gid://shopify/TaxonomyAttribute/6518  : Kauko-ohjattavan moottoripyörän maastokelpoisuus
gid://shopify/TaxonomyAttribute/6519  : Kauko-ohjattavan moottoripyörän vedenkestävyys
gid://shopify/TaxonomyAttribute/6520  : Kauko-ohjattavan lentokoneen pakkauksen täysimittaisuusaste
gid://shopify/TaxonomyAttribute/6521  : Kauko-ohjattavan lentokoneen laskutelineiden tyyppi
gid://shopify/TaxonomyAttribute/6522  : Kauko-ohjattavan lentokoneen virtatyyppi
gid://shopify/TaxonomyAttribute/6523  : Kauko-ohjattavan vesialuksen ominaisuudet
gid://shopify/TaxonomyAttribute/6524  : Kauko-ohjattavan vesialuksen propulsion/käyttölaitteen tyyppi
gid://shopify/TaxonomyAttribute/6525  : Kauko-ohjattavan vesialuksen vesiympäristö
gid://shopify/TaxonomyAttribute/8667  : Kauko-ohjattavan avaimettoman järjestelmän ohjelmointimenetelmä
gid://shopify/TaxonomyAttribute/5022  : Kauko-ohjattavan sulkimen malli
gid://shopify/TaxonomyAttribute/2001  : Etäteknologia
gid://shopify/TaxonomyAttribute/1860  : Tuetut poistettavat tallennusformaatit
gid://shopify/TaxonomyAttribute/5281  : Poistokohde
gid://shopify/TaxonomyAttribute/8668  : Korjausainetyyppi
gid://shopify/TaxonomyAttribute/10880 : Korjauspakkauksen osat
gid://shopify/TaxonomyAttribute/10881 : Korjausmenetelmä
gid://shopify/TaxonomyAttribute/6116  : Karkotemekanismi
gid://shopify/TaxonomyAttribute/6117  : Vaihdettava harjaspää
gid://shopify/TaxonomyAttribute/5408  : Varalampun tyyppi
gid://shopify/TaxonomyAttribute/8669  : Varaosan tarkoitus
gid://shopify/TaxonomyAttribute/10882 : Varaosan tyyppi
gid://shopify/TaxonomyAttribute/8670  : Varaosien saatavuus
gid://shopify/TaxonomyAttribute/10150 : Replika-aseen toimintatapa
gid://shopify/TaxonomyAttribute/10151 : Replika-aseen laukaisumekanismi
gid://shopify/TaxonomyAttribute/10152 : Replika-aseen liikkuvat osat
gid://shopify/TaxonomyAttribute/3239  : Matelijoiden/sammakkoeläinten ruokamuoto
gid://shopify/TaxonomyAttribute/3240  : Matelijoiden/sammakkoeläinten elinympäristön tarjontatyyppi
gid://shopify/TaxonomyAttribute/2531  : Tutkimuksen painopiste
gid://shopify/TaxonomyAttribute/2532  : Tutkimusmenetelmä
gid://shopify/TaxonomyAttribute/10883 : Säiliön suunta
gid://shopify/TaxonomyAttribute/8671  : Säiliön tyyppi
gid://shopify/TaxonomyAttribute/10884 : Hartsille soveltuvuus
gid://shopify/TaxonomyAttribute/10885 : Vastuksen säätö
gid://shopify/TaxonomyAttribute/10886 : Vastusnauhan suunnittelu
gid://shopify/TaxonomyAttribute/1230  : Vastustaso
gid://shopify/TaxonomyAttribute/10887 : Vastuskuormituksen tyyppi
gid://shopify/TaxonomyAttribute/1229  : Vastusjärjestelmä
gid://shopify/TaxonomyAttribute/5494  : Resistanssin toleranssi
gid://shopify/TaxonomyAttribute/10153 : Mukaan sisältyvät vastauskentät
gid://shopify/TaxonomyAttribute/8672  : Entisöinnin tila
gid://shopify/TaxonomyAttribute/5337  : Rajoitinportin muoto
gid://shopify/TaxonomyAttribute/1581  : Tulosnäyttö
gid://shopify/TaxonomyAttribute/2629  : Jälleen-/alennusmyyntikyltin suunnittelu
gid://shopify/TaxonomyAttribute/3308  : Hiusristikkotaso
gid://shopify/TaxonomyAttribute/2036  : Hiusristikkotyyppi
gid://shopify/TaxonomyAttribute/5407  : Kelauslaitteen toimintatila
gid://shopify/TaxonomyAttribute/10154 : Tekojalokiven perustan väriperhe
gid://shopify/TaxonomyAttribute/10155 : Tekojalokiven edustan tyyli
gid://shopify/TaxonomyAttribute/10156 : Tekojalokiven kolon vahvistusmateriaali
gid://shopify/TaxonomyAttribute/10157 : Tekojalokiven asetuksen tyyppi
gid://shopify/TaxonomyAttribute/7911  : Raparperituotteen leikkuutyyppi
gid://shopify/TaxonomyAttribute/6118  : Pinnojen materiaali
gid://shopify/TaxonomyAttribute/10158 : Nauharakenne
gid://shopify/TaxonomyAttribute/10159 : Nauhan pakkaustyyppi
gid://shopify/TaxonomyAttribute/10160 : Nauhan kuviointi
gid://shopify/TaxonomyAttribute/10161 : Nauhan kiillon aste
gid://shopify/TaxonomyAttribute/10162 : Nauhatyyli
gid://shopify/TaxonomyAttribute/10163 : Nauhan/reunuksen pohjatyyppi
gid://shopify/TaxonomyAttribute/10164 : Nauhan/reunuksen reunan viimeistely
gid://shopify/TaxonomyAttribute/10165 : Rick rack -aallon koko
gid://shopify/TaxonomyAttribute/6119  : Riisinkeittimen toiminnot
gid://shopify/TaxonomyAttribute/7912  : Riisinjyvän pituus
gid://shopify/TaxonomyAttribute/7913  : Riisin käsittelymenetelmä
gid://shopify/TaxonomyAttribute/7914  : Riisin lajike
gid://shopify/TaxonomyAttribute/1318  : Ratsastustyyli
gid://shopify/TaxonomyAttribute/6526  : Ratsastuslelun ominaisuudet
gid://shopify/TaxonomyAttribute/2775  : Ajolelun työntötapa
gid://shopify/TaxonomyAttribute/10166 : Kiväärin toimintatyyppi
gid://shopify/TaxonomyAttribute/10167 : Kiväärin pintakäsittely
gid://shopify/TaxonomyAttribute/10168 : Kiväärin lippaan tyyppi
gid://shopify/TaxonomyAttribute/10169 : Kiväärin tukin materiaali
gid://shopify/TaxonomyAttribute/8673  : Vanteen kiinnitysmenetelmä
gid://shopify/TaxonomyAttribute/10888 : Vannenauhan tyyppi
gid://shopify/TaxonomyAttribute/10889 : Vanteen sisärenkaattoman renkaan yhteensopivuus
gid://shopify/TaxonomyAttribute/2700  : Vanteen/pyörän muotoilu
gid://shopify/TaxonomyAttribute/3263  : Renkaan suunnittelu
gid://shopify/TaxonomyAttribute/105   : Sormuksen koko
gid://shopify/TaxonomyAttribute/5297  : Huuhteluvaatimus
gid://shopify/TaxonomyAttribute/7915  : Kypsyysaste
gid://shopify/TaxonomyAttribute/5627  : Nousukorkeusluokka
gid://shopify/TaxonomyAttribute/10890 : Korotuslevyn tyyppi
gid://shopify/TaxonomyAttribute/2125  : Niitin ulkomuoto
gid://shopify/TaxonomyAttribute/2630  : Tiekyltin muotoilu
gid://shopify/TaxonomyAttribute/10170 : Paahdetun maltaan jalostustyyppi
gid://shopify/TaxonomyAttribute/6120  : Paahdinuunin toiminnot
gid://shopify/TaxonomyAttribute/6121  : Paistoritilän muoto
gid://shopify/TaxonomyAttribute/5040  : Kylpytakin tyyli
gid://shopify/TaxonomyAttribute/6527  : Robottilelujen vuorovaikutustila
gid://shopify/TaxonomyAttribute/6528  : Robottilelun valo-ominaisuudet
gid://shopify/TaxonomyAttribute/6529  : Robottilelujen tuettu ohjelmointi
gid://shopify/TaxonomyAttribute/6530  : Robottilelun taitotaso
gid://shopify/TaxonomyAttribute/6531  : Robottilelun ääniominaisuudet
gid://shopify/TaxonomyAttribute/2379  : Kallion koostumus
gid://shopify/TaxonomyAttribute/2380  : Kalliomuodostelma
gid://shopify/TaxonomyAttribute/1257  : Jalastyyppi
gid://shopify/TaxonomyAttribute/6122  : Kivivillan muoto
gid://shopify/TaxonomyAttribute/10891 : Vavan perän tyyli
gid://shopify/TaxonomyAttribute/10892 : Vavan rakennetyyppi
gid://shopify/TaxonomyAttribute/10893 : Vaparenkaiden materiaali
gid://shopify/TaxonomyAttribute/10894 : Vaparenkaiden tyyppi
gid://shopify/TaxonomyAttribute/10895 : Vavan kahvatyyppi
gid://shopify/TaxonomyAttribute/1296  : Vavan materiaali
gid://shopify/TaxonomyAttribute/1329  : Vavan muoto
gid://shopify/TaxonomyAttribute/8674  : Turvakaaren putkimateriaali
gid://shopify/TaxonomyAttribute/1610  : Jalaksen pää
gid://shopify/TaxonomyAttribute/1611  : Rullan materiaali
gid://shopify/TaxonomyAttribute/10896 : Rullaluistinjarrun muoto
gid://shopify/TaxonomyAttribute/10897 : Rullaluistimen jarrutyyppi
gid://shopify/TaxonomyAttribute/10898 : Rullasuksen tekniikka
gid://shopify/TaxonomyAttribute/10899 : Rullatekniikka
gid://shopify/TaxonomyAttribute/1612  : Rullatyyppi
gid://shopify/TaxonomyAttribute/10171 : Rullaavan kotelon rullakonfiguraatio
gid://shopify/TaxonomyAttribute/7916  : Rullapaperin muoto
gid://shopify/TaxonomyAttribute/7917  : Savukepaperin kumityyppi
gid://shopify/TaxonomyAttribute/7918  : Käärepaperin koko
gid://shopify/TaxonomyAttribute/10172 : Liikkuvan kaluston tyyppi
gid://shopify/TaxonomyAttribute/8675  : Kattotavaraverkon koukku-/kiinnitystyyli
gid://shopify/TaxonomyAttribute/1358  : Kattokoristeen muoto
gid://shopify/TaxonomyAttribute/8676  : Katon korkeusluokka
gid://shopify/TaxonomyAttribute/6123  : Katon tyyli
gid://shopify/TaxonomyAttribute/10900 : Katon tyyppi
gid://shopify/TaxonomyAttribute/5438  : Huoneen korjaustekniikka
gid://shopify/TaxonomyAttribute/7919  : Juuren lajike
gid://shopify/TaxonomyAttribute/10901 : Köyden kelluvuus
gid://shopify/TaxonomyAttribute/8677  : Köyden rakenne
gid://shopify/TaxonomyAttribute/10173 : Köyden materiaali
gid://shopify/TaxonomyAttribute/10902 : Köyden säikeiden yhteensopivuus
gid://shopify/TaxonomyAttribute/10903 : Köyden joustavuustyyppi
gid://shopify/TaxonomyAttribute/6124  : Ruusukelisäosa
gid://shopify/TaxonomyAttribute/10174 : Ruusun kukintavaihe
gid://shopify/TaxonomyAttribute/10175 : Ruusun laatu
gid://shopify/TaxonomyAttribute/10176 : Ruusukkeen keskiosan tyyppi
gid://shopify/TaxonomyAttribute/10177 : Hartsipölypitoisuus
gid://shopify/TaxonomyAttribute/2447  : Hartsin olomuoto
gid://shopify/TaxonomyAttribute/10178 : Hartsin koostumus/lisäaineet
gid://shopify/TaxonomyAttribute/2448  : Hartsiluokka
gid://shopify/TaxonomyAttribute/10179 : Hartsin kovuus
gid://shopify/TaxonomyAttribute/2183  : Pyörimissuunta
gid://shopify/TaxonomyAttribute/5254  : Pyörimissuunta
gid://shopify/TaxonomyAttribute/10904 : Pyörimismekanismin tyyppi
gid://shopify/TaxonomyAttribute/6532  : Pyörimisen/liikkeen ominaisuudet
gid://shopify/TaxonomyAttribute/1884  : Rotaattorin ohjaustekniikka
gid://shopify/TaxonomyAttribute/6533  : Roottorin konfiguraatiotyyppi
gid://shopify/TaxonomyAttribute/10905 : Roottorin rakennetyyppi
gid://shopify/TaxonomyAttribute/10906 : Roottorin asennuspinta
gid://shopify/TaxonomyAttribute/10907 : Roottorin asennusstandardi
gid://shopify/TaxonomyAttribute/6534  : Rulettisetin mukana tulevat osat
gid://shopify/TaxonomyAttribute/6535  : Rulettipyörän laakerityyppi
gid://shopify/TaxonomyAttribute/6536  : Rulettipyörän numerointijärjestelmä
gid://shopify/TaxonomyAttribute/10908 : Mukana tulevat rounders-varusteet
gid://shopify/TaxonomyAttribute/10909 : Rounders-järjestön hyväksyntä
gid://shopify/TaxonomyAttribute/5124  : Antoreitti
gid://shopify/TaxonomyAttribute/10180 : Kerroslaskurin muoto
gid://shopify/TaxonomyAttribute/10181 : Kerroslaskurin mekanismi
gid://shopify/TaxonomyAttribute/10182 : Kerroslaskurin kiinnitystapa
gid://shopify/TaxonomyAttribute/6801  : Kannuspyörän tyyppi
gid://shopify/TaxonomyAttribute/10910 : Soutulaitteen osan tyyppi
