# Shopify Product Taxonomy - Categories: 2099-01
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : 动物/宠物用品
gid://shopify/TaxonomyCategory/lb-9              : 箱包 > 箱包配件
gid://shopify/TaxonomyCategory/lb-9-1            : 箱包 > 箱包配件 > 防潮盒内衬/衬垫
gid://shopify/TaxonomyCategory/lb-9-2            : 箱包 > 箱包配件 > 行李箱/包保护套
gid://shopify/TaxonomyCategory/lb-9-3            : 箱包 > 箱包配件 > 行李架
gid://shopify/TaxonomyCategory/lb-9-4            : 箱包 > 箱包配件 > 行李箱绑带
gid://shopify/TaxonomyCategory/lb-9-5            : 箱包 > 箱包配件 > 行李挂牌
gid://shopify/TaxonomyCategory/lb-9-6            : 箱包 > 箱包配件 > 居家旅行收纳包
gid://shopify/TaxonomyCategory/lb-9-7            : 箱包 > 箱包配件 > 旅行分装瓶/容器
gid://shopify/TaxonomyCategory/lb-9-8            : 箱包 > 箱包配件 > 旅行贴身包/护照包
gid://shopify/TaxonomyCategory/lb-10             : 箱包 > 邮差包
gid://shopify/TaxonomyCategory/lb-11             : 箱包 > 购物袋
gid://shopify/TaxonomyCategory/lb-12             : 箱包 > 旅行箱/包
gid://shopify/TaxonomyCategory/lb-12-2           : 箱包 > 旅行箱/包 > 随身手提箱
gid://shopify/TaxonomyCategory/lb-12-3           : 箱包 > 旅行箱/包 > 托运行李箱
gid://shopify/TaxonomyCategory/lb-12-5           : 箱包 > 旅行箱/包 > 儿童行李箱
gid://shopify/TaxonomyCategory/lb-12-9           : 箱包 > 旅行箱/包 > 行李箱旅行套装
gid://shopify/TaxonomyCategory/lb-13             : 箱包 > 托特包
gid://shopify/TaxonomyCategory/lb-14             : 箱包 > 化妆箱
gid://shopify/TaxonomyCategory/ma                : 成人
gid://shopify/TaxonomyCategory/ma-1              : 成人 > 情爱用品
gid://shopify/TaxonomyCategory/ma-1-6            : 成人 > 情爱用品 > 情爱用书
gid://shopify/TaxonomyCategory/ma-1-1            : 成人 > 情爱用品 > 情趣服饰
gid://shopify/TaxonomyCategory/ma-1-2            : 成人 > 情爱用品 > 情趣食品与可食用情趣用品
gid://shopify/TaxonomyCategory/ma-1-3            : 成人 > 情爱用品 > 色情杂志
gid://shopify/TaxonomyCategory/ma-1-5            : 成人 > 情爱用品 > 色情影片
gid://shopify/TaxonomyCategory/ma-1-4            : 成人 > 情爱用品 > 情爱用品/游戏
gid://shopify/TaxonomyCategory/ma-2              : 成人 > 武器/武器配件
gid://shopify/TaxonomyCategory/ma-2-1            : 成人 > 武器/武器配件 > 武器保养/配件
gid://shopify/TaxonomyCategory/ma-2-1-1          : 成人 > 武器/武器配件 > 武器保养/配件 > 弹药
gid://shopify/TaxonomyCategory/ma-2-1-2          : 成人 > 武器/武器配件 > 武器保养/配件 > 弹药箱/袋
gid://shopify/TaxonomyCategory/ma-2-1-3          : 成人 > 武器/武器配件 > 武器保养/配件 > 弹药更换用品和器具
gid://shopify/TaxonomyCategory/ma-2-1-3-1        : 成人 > 武器/武器配件 > 武器保养/配件 > 弹药更换用品和器具 > 装弹挤压装置
gid://shopify/TaxonomyCategory/ma-2-1-4          : 成人 > 武器/武器配件 > 武器保养/配件 > 武器箱/勤务装备包
gid://shopify/TaxonomyCategory/ma-2-1-5          : 成人 > 武器/武器配件 > 武器保养/配件 > 武器清洁
gid://shopify/TaxonomyCategory/ma-2-1-5-1        : 成人 > 武器/武器配件 > 武器保养/配件 > 武器清洁 > 清洁布/棉签
gid://shopify/TaxonomyCategory/ma-2-1-5-2        : 成人 > 武器/武器配件 > 武器保养/配件 > 武器清洁 > 擦枪布
gid://shopify/TaxonomyCategory/ma-2-1-5-3        : 成人 > 武器/武器配件 > 武器保养/配件 > 武器清洁 > 洗涤剂
gid://shopify/TaxonomyCategory/ma-2-1-6          : 成人 > 武器/武器配件 > 武器保养/配件 > 武器握把
gid://shopify/TaxonomyCategory/ma-2-1-7          : 成人 > 武器/武器配件 > 武器保养/配件 > 武器皮套
gid://shopify/TaxonomyCategory/ma-2-1-8          : 成人 > 武器/武器配件 > 武器保养/配件 > 武器灯
gid://shopify/TaxonomyCategory/ma-2-1-9          : 成人 > 武器/武器配件 > 武器保养/配件 > 武器导轨
gid://shopify/TaxonomyCategory/ma-2-1-10         : 成人 > 武器/武器配件 > 武器保养/配件 > 武器背带
gid://shopify/TaxonomyCategory/ma-2-2            : 成人 > 武器/武器配件 > 武器
gid://shopify/TaxonomyCategory/ma-2-2-1          : 成人 > 武器/武器配件 > 武器 > 指节铜环
gid://shopify/TaxonomyCategory/ma-2-2-2          : 成人 > 武器/武器配件 > 武器 > 棍棒与警棍
gid://shopify/TaxonomyCategory/ma-2-2-3          : 成人 > 武器/武器配件 > 武器 > 格斗刀
gid://shopify/TaxonomyCategory/ma-2-2-12         : 成人 > 武器/武器配件 > 武器 > 枪支
gid://shopify/TaxonomyCategory/ma-2-2-4          : 成人 > 武器/武器配件 > 武器 > 梅斯催泪/胡椒喷雾剂
gid://shopify/TaxonomyCategory/ma-2-2-5          : 成人 > 武器/武器配件 > 武器 > 双截棍
gid://shopify/TaxonomyCategory/ma-2-2-6          : 成人 > 武器/武器配件 > 武器 > 矛
gid://shopify/TaxonomyCategory/ma-2-2-7          : 成人 > 武器/武器配件 > 武器 > 棍棒类武器
gid://shopify/TaxonomyCategory/ma-2-2-8          : 成人 > 武器/武器配件 > 武器 > 电枪/电击枪
gid://shopify/TaxonomyCategory/ma-2-2-9          : 成人 > 武器/武器配件 > 武器 > 剑
gid://shopify/TaxonomyCategory/ma-2-2-10         : 成人 > 武器/武器配件 > 武器 > 星形飞镖
gid://shopify/TaxonomyCategory/ma-2-2-11         : 成人 > 武器/武器配件 > 武器 > 鞭
gid://shopify/TaxonomyCategory/me                : 媒体
gid://shopify/TaxonomyCategory/me-8              : 媒体 > 学术论文与研究
gid://shopify/TaxonomyCategory/me-1              : 媒体 > 书
gid://shopify/TaxonomyCategory/me-1-1            : 媒体 > 书 > 有声读物
gid://shopify/TaxonomyCategory/me-1-2            : 媒体 > 书 > 电子书
gid://shopify/TaxonomyCategory/me-1-3            : 媒体 > 书 > 印刷书
gid://shopify/TaxonomyCategory/me-2              : 媒体 > 报纸/杂志
gid://shopify/TaxonomyCategory/me-2-1            : 媒体 > 报纸/杂志 > 杂志
gid://shopify/TaxonomyCategory/me-2-1-1          : 媒体 > 报纸/杂志 > 杂志 > 消费者杂志
gid://shopify/TaxonomyCategory/me-2-1-2          : 媒体 > 报纸/杂志 > 杂志 > 内部杂志
gid://shopify/TaxonomyCategory/me-2-1-3          : 媒体 > 报纸/杂志 > 杂志 > 专业杂志
gid://shopify/TaxonomyCategory/me-2-2            : 媒体 > 报纸/杂志 > 报纸
gid://shopify/TaxonomyCategory/me-2-2-1          : 媒体 > 报纸/杂志 > 报纸 > 国际报纸
gid://shopify/TaxonomyCategory/me-2-2-2          : 媒体 > 报纸/杂志 > 报纸 > 地方报纸
gid://shopify/TaxonomyCategory/me-2-2-3          : 媒体 > 报纸/杂志 > 报纸 > 全国性报纸
gid://shopify/TaxonomyCategory/me-3              : 媒体 > 音乐
gid://shopify/TaxonomyCategory/me-3-1            : 媒体 > 音乐 > 数字音乐下载内容
gid://shopify/TaxonomyCategory/me-3-3            : 媒体 > 音乐 > 音乐 CD
gid://shopify/TaxonomyCategory/me-3-2            : 媒体 > 音乐 > 音乐磁带
gid://shopify/TaxonomyCategory/me-3-4            : 媒体 > 音乐 > 唱片/密纹唱片
gid://shopify/TaxonomyCategory/me-3-5            : 媒体 > 音乐 > 口语/实地录音
gid://shopify/TaxonomyCategory/me-3-6            : 媒体 > 音乐 > 乙烯基贴纸
gid://shopify/TaxonomyCategory/me-4              : 媒体 > 播客/直播
gid://shopify/TaxonomyCategory/me-4-1            : 媒体 > 播客/直播 > 直播
gid://shopify/TaxonomyCategory/me-4-2            : 媒体 > 播客/直播 > 有声节目
gid://shopify/TaxonomyCategory/me-4-3            : 媒体 > 播客/直播 > 广播节目
gid://shopify/TaxonomyCategory/me-5              : 媒体 > 产品说明书
gid://shopify/TaxonomyCategory/me-6              : 媒体 > 乐谱
gid://shopify/TaxonomyCategory/me-7              : 媒体 > 视频
gid://shopify/TaxonomyCategory/me-7-1            : 媒体 > 视频 > 蓝光
gid://shopify/TaxonomyCategory/me-7-3            : 媒体 > 视频 > DVD
gid://shopify/TaxonomyCategory/me-7-2            : 媒体 > 视频 > Digital Downloads
gid://shopify/TaxonomyCategory/me-7-4            : 媒体 > 视频 > VHS 录像带
gid://shopify/TaxonomyCategory/os                : 办公用品
gid://shopify/TaxonomyCategory/os-1              : 办公用品 > 书籍用具
gid://shopify/TaxonomyCategory/os-1-1            : 办公用品 > 书籍用具 > 书皮
gid://shopify/TaxonomyCategory/os-1-2            : 办公用品 > 书籍用具 > 夹书灯
gid://shopify/TaxonomyCategory/os-1-3            : 办公用品 > 书籍用具 > 阅读架
gid://shopify/TaxonomyCategory/os-1-4            : 办公用品 > 书籍用具 > 书签
gid://shopify/TaxonomyCategory/os-2              : 办公用品 > 桌垫
gid://shopify/TaxonomyCategory/os-3              : 办公用品 > 文件整理
gid://shopify/TaxonomyCategory/os-3-1            : 办公用品 > 文件整理 > 通讯录
gid://shopify/TaxonomyCategory/os-3-2            : 办公用品 > 文件整理 > 装订用品
gid://shopify/TaxonomyCategory/os-3-2-1          : 办公用品 > 文件整理 > 装订用品 > 活页夹配件
gid://shopify/TaxonomyCategory/os-3-2-1-1        : 办公用品 > 文件整理 > 装订用品 > 活页夹配件 > 活页环
gid://shopify/TaxonomyCategory/os-3-2-1-2        : 办公用品 > 文件整理 > 装订用品 > 活页夹配件 > 索引隔片
gid://shopify/TaxonomyCategory/os-3-2-1-3        : 办公用品 > 文件整理 > 装订用品 > 活页夹配件 > 文件保护套
gid://shopify/TaxonomyCategory/os-3-2-2          : 办公用品 > 文件整理 > 装订用品 > 活页夹/孔型夹
gid://shopify/TaxonomyCategory/os-3-2-3          : 办公用品 > 文件整理 > 装订用品 > 装订梳/装订铁圈
gid://shopify/TaxonomyCategory/os-3-2-4          : 办公用品 > 文件整理 > 装订用品 > 装订机
gid://shopify/TaxonomyCategory/os-3-2-4-1        : 办公用品 > 文件整理 > 装订用品 > 装订机 > 电动装订机
gid://shopify/TaxonomyCategory/os-3-2-4-2        : 办公用品 > 文件整理 > 装订用品 > 装订机 > 手动装订机
gid://shopify/TaxonomyCategory/os-3-3            : 办公用品 > 文件整理 > 名片册
gid://shopify/TaxonomyCategory/os-3-4            : 办公用品 > 文件整理 > 名片架
gid://shopify/TaxonomyCategory/os-3-9            : 办公用品 > 文件整理 > 光盘收纳
gid://shopify/TaxonomyCategory/os-3-5            : 办公用品 > 文件整理 > 日程本
gid://shopify/TaxonomyCategory/os-3-5-1          : 办公用品 > 文件整理 > 日程本 > 台历
gid://shopify/TaxonomyCategory/os-3-5-2          : 办公用品 > 文件整理 > 日程本 > 收纳用品
gid://shopify/TaxonomyCategory/os-3-5-3          : 办公用品 > 文件整理 > 日程本 > 计划表
gid://shopify/TaxonomyCategory/os-3-5-4          : 办公用品 > 文件整理 > 日程本 > 挂历
gid://shopify/TaxonomyCategory/os-3-6            : 办公用品 > 文件整理 > 卡片收纳
gid://shopify/TaxonomyCategory/os-3-7            : 办公用品 > 文件整理 > 卡套
gid://shopify/TaxonomyCategory/os-3-8            : 办公用品 > 文件整理 > 现金柜
gid://shopify/TaxonomyCategory/os-3-10           : 办公用品 > 文件整理 > 桌面文具盘
gid://shopify/TaxonomyCategory/os-3-10-1         : 办公用品 > 文件整理 > 桌面文具盘 > 桌面收纳用品
gid://shopify/TaxonomyCategory/os-3-10-2         : 办公用品 > 文件整理 > 桌面文具盘 > 抽屉收纳用品
gid://shopify/TaxonomyCategory/os-3-10-3         : 办公用品 > 文件整理 > 桌面文具盘 > 文件分类用品
gid://shopify/TaxonomyCategory/os-3-10-4         : 办公用品 > 文件整理 > 桌面文具盘 > 笔筒
gid://shopify/TaxonomyCategory/os-3-11           : 办公用品 > 文件整理 > 档案盒
gid://shopify/TaxonomyCategory/os-3-12           : 办公用品 > 文件整理 > 文件夹
gid://shopify/TaxonomyCategory/os-3-13           : 办公用品 > 文件整理 > 文件夹/报告夹
gid://shopify/TaxonomyCategory/os-3-13-1         : 办公用品 > 文件整理 > 文件夹/报告夹 > 口袋文件夹
gid://shopify/TaxonomyCategory/os-3-13-2         : 办公用品 > 文件整理 > 文件夹/报告夹 > 报告夹
gid://shopify/TaxonomyCategory/os-3-14           : 办公用品 > 文件整理 > 贺卡收纳
gid://shopify/TaxonomyCategory/os-3-15           : 办公用品 > 文件整理 > 信件分类装置
gid://shopify/TaxonomyCategory/os-3-16           : 办公用品 > 文件整理 > 钢笔/铅笔盒
gid://shopify/TaxonomyCategory/os-3-17           : 办公用品 > 文件整理 > 经理夹/多功能文件夹
gid://shopify/TaxonomyCategory/os-3-17-1         : 办公用品 > 文件整理 > 经理夹/多功能文件夹 > 带书写板的文件夹
gid://shopify/TaxonomyCategory/os-3-17-2         : 办公用品 > 文件整理 > 经理夹/多功能文件夹 > 档案夹
gid://shopify/TaxonomyCategory/os-3-18           : 办公用品 > 文件整理 > 食谱卡盒
gid://shopify/TaxonomyCategory/os-4              : 办公用品 > 一般办公用品
gid://shopify/TaxonomyCategory/os-4-1            : 办公用品 > 一般办公用品 > 双脚钉
gid://shopify/TaxonomyCategory/os-4-2            : 办公用品 > 一般办公用品 > 修正液/修正笔/修正胶带
gid://shopify/TaxonomyCategory/os-4-2-1          : 办公用品 > 一般办公用品 > 修正液/修正笔/修正胶带 > 修正液
gid://shopify/TaxonomyCategory/os-4-2-2          : 办公用品 > 一般办公用品 > 修正液/修正笔/修正胶带 > 修正笔
gid://shopify/TaxonomyCategory/os-4-2-3          : 办公用品 > 一般办公用品 > 修正液/修正笔/修正胶带 > 修正带
gid://shopify/TaxonomyCategory/os-4-3            : 办公用品 > 一般办公用品 > 橡皮擦
gid://shopify/TaxonomyCategory/os-4-3-1          : 办公用品 > 一般办公用品 > 橡皮擦 > 橡胶橡皮擦
gid://shopify/TaxonomyCategory/os-4-3-2          : 办公用品 > 一般办公用品 > 橡皮擦 > 机械橡皮擦
gid://shopify/TaxonomyCategory/os-4-3-3          : 办公用品 > 一般办公用品 > 橡皮擦 > 常规橡皮擦
gid://shopify/TaxonomyCategory/os-4-4            : 办公用品 > 一般办公用品 > 标签
gid://shopify/TaxonomyCategory/os-4-4-1          : 办公用品 > 一般办公用品 > 标签 > 地址标签
gid://shopify/TaxonomyCategory/os-4-4-2          : 办公用品 > 一般办公用品 > 标签 > 文件夹标签
gid://shopify/TaxonomyCategory/os-4-4-3          : 办公用品 > 一般办公用品 > 标签 > 标签夹
gid://shopify/TaxonomyCategory/os-4-4-4          : 办公用品 > 一般办公用品 > 标签 > 标签打印纸/替换胶带
gid://shopify/TaxonomyCategory/os-4-4-5          : 办公用品 > 一般办公用品 > 标签 > 送货标签
gid://shopify/TaxonomyCategory/os-4-4-6          : 办公用品 > 一般办公用品 > 标签 > 货签
gid://shopify/TaxonomyCategory/os-4-5            : 办公用品 > 一般办公用品 > 塑封膜/塑封袋
gid://shopify/TaxonomyCategory/os-4-5-1          : 办公用品 > 一般办公用品 > 塑封膜/塑封袋 > 塑封膜卷
gid://shopify/TaxonomyCategory/os-4-5-2          : 办公用品 > 一般办公用品 > 塑封膜/塑封袋 > 塑封袋
gid://shopify/TaxonomyCategory/os-4-5-3          : 办公用品 > 一般办公用品 > 塑封膜/塑封袋 > 塑封纸
gid://shopify/TaxonomyCategory/os-4-6            : 办公用品 > 一般办公用品 > 无痕胶泥
gid://shopify/TaxonomyCategory/os-4-7            : 办公用品 > 一般办公用品 > 办公胶带
gid://shopify/TaxonomyCategory/os-4-7-1          : 办公用品 > 一般办公用品 > 办公胶带 > 隐形胶带
gid://shopify/TaxonomyCategory/os-4-7-2          : 办公用品 > 一般办公用品 > 办公胶带 > 透明胶带
gid://shopify/TaxonomyCategory/os-4-8            : 办公用品 > 一般办公用品 > 回形针/文件夹
gid://shopify/TaxonomyCategory/os-4-8-1          : 办公用品 > 一般办公用品 > 回形针/文件夹 > 装订夹
gid://shopify/TaxonomyCategory/os-4-8-2          : 办公用品 > 一般办公用品 > 回形针/文件夹 > 回形针
gid://shopify/TaxonomyCategory/os-4-9            : 办公用品 > 一般办公用品 > 纸制品
gid://shopify/TaxonomyCategory/os-4-9-1          : 办公用品 > 一般办公用品 > 纸制品 > 活页纸
gid://shopify/TaxonomyCategory/os-4-9-2          : 办公用品 > 一般办公用品 > 纸制品 > 空白工卡
gid://shopify/TaxonomyCategory/os-4-9-3          : 办公用品 > 一般办公用品 > 纸制品 > 名片
gid://shopify/TaxonomyCategory/os-4-9-4          : 办公用品 > 一般办公用品 > 纸制品 > 商务表单/收据
gid://shopify/TaxonomyCategory/os-4-9-5          : 办公用品 > 一般办公用品 > 纸制品 > 支票
gid://shopify/TaxonomyCategory/os-4-9-6          : 办公用品 > 一般办公用品 > 纸制品 > 封面
gid://shopify/TaxonomyCategory/os-4-9-7          : 办公用品 > 一般办公用品 > 纸制品 > 信封
gid://shopify/TaxonomyCategory/os-4-9-8          : 办公用品 > 一般办公用品 > 纸制品 > 索引卡片
gid://shopify/TaxonomyCategory/os-4-9-9          : 办公用品 > 一般办公用品 > 纸制品 > 笔记本/记事本
gid://shopify/TaxonomyCategory/os-4-9-9-3        : 办公用品 > 一般办公用品 > 纸制品 > 笔记本/记事本 > 期刊
gid://shopify/TaxonomyCategory/os-4-9-9-4        : 办公用品 > 一般办公用品 > 纸制品 > 笔记本/记事本 > 便签本
gid://shopify/TaxonomyCategory/os-4-9-9-5        : 办公用品 > 一般办公用品 > 纸制品 > 笔记本/记事本 > 记事本
gid://shopify/TaxonomyCategory/os-4-9-9-6        : 办公用品 > 一般办公用品 > 纸制品 > 笔记本/记事本 > 袖珍笔记本
gid://shopify/TaxonomyCategory/os-4-9-10         : 办公用品 > 一般办公用品 > 纸制品 > 明信片
gid://shopify/TaxonomyCategory/os-4-9-11         : 办公用品 > 一般办公用品 > 纸制品 > 打印/复印纸
gid://shopify/TaxonomyCategory/os-4-9-12         : 办公用品 > 一般办公用品 > 纸制品 > 票据/收银/加法机打印纸
gid://shopify/TaxonomyCategory/os-4-9-13         : 办公用品 > 一般办公用品 > 纸制品 > 信纸
gid://shopify/TaxonomyCategory/os-4-9-14         : 办公用品 > 一般办公用品 > 纸制品 > 便利贴
gid://shopify/TaxonomyCategory/os-4-10           : 办公用品 > 一般办公用品 > 橡皮筋
gid://shopify/TaxonomyCategory/os-4-11           : 办公用品 > 一般办公用品 > 订书钉
gid://shopify/TaxonomyCategory/os-4-12           : 办公用品 > 一般办公用品 > 大头针/图钉
gid://shopify/TaxonomyCategory/os-5              : 办公用品 > 脉冲热封机
gid://shopify/TaxonomyCategory/os-5-1            : 办公用品 > 脉冲热封机 > 手持式脉冲热封机
gid://shopify/TaxonomyCategory/os-5-2            : 办公用品 > 脉冲热封机 > 台式脉冲热封机
gid://shopify/TaxonomyCategory/os-6              : 办公用品 > 笔记本电脑托架
gid://shopify/TaxonomyCategory/os-7              : 办公用品 > 名牌
gid://shopify/TaxonomyCategory/os-7-1            : 办公用品 > 名牌 > 桌面名牌
gid://shopify/TaxonomyCategory/os-7-2            : 办公用品 > 名牌 > 门上名牌
gid://shopify/TaxonomyCategory/os-8              : 办公用品 > 办公室/椅子地垫
gid://shopify/TaxonomyCategory/os-8-1            : 办公用品 > 办公室/椅子地垫 > 抗疲劳垫
gid://shopify/TaxonomyCategory/os-8-2            : 办公用品 > 办公室/椅子地垫 > 椅子地垫
gid://shopify/TaxonomyCategory/os-8-3            : 办公用品 > 办公室/椅子地垫 > 办公室门口地垫
gid://shopify/TaxonomyCategory/os-9              : 办公用品 > 办公室手推车
gid://shopify/TaxonomyCategory/os-9-1            : 办公用品 > 办公室手推车 > 音像设备推车
gid://shopify/TaxonomyCategory/os-9-2            : 办公用品 > 办公室手推车 > 书籍推车
gid://shopify/TaxonomyCategory/os-9-3            : 办公用品 > 办公室手推车 > 文件推车
gid://shopify/TaxonomyCategory/os-9-4            : 办公用品 > 办公室手推车 > 信件推车
gid://shopify/TaxonomyCategory/os-9-5            : 办公用品 > 办公室手推车 > 多功能手推车
gid://shopify/TaxonomyCategory/os-10             : 办公用品 > 办公设备
gid://shopify/TaxonomyCategory/os-10-1           : 办公用品 > 办公设备 > 计算器配件
gid://shopify/TaxonomyCategory/os-10-2           : 办公用品 > 办公设备 > 计算器
gid://shopify/TaxonomyCategory/os-10-2-1         : 办公用品 > 办公设备 > 计算器 > 基础计算器
gid://shopify/TaxonomyCategory/os-10-2-2         : 办公用品 > 办公设备 > 计算器 > 建筑计算器
gid://shopify/TaxonomyCategory/os-10-2-3         : 办公用品 > 办公设备 > 计算器 > 金融计算器
gid://shopify/TaxonomyCategory/os-10-2-4         : 办公用品 > 办公设备 > 计算器 > 绘图计算器
gid://shopify/TaxonomyCategory/os-10-2-5         : 办公用品 > 办公设备 > 计算器 > 科学计算器
gid://shopify/TaxonomyCategory/os-10-3           : 办公用品 > 办公设备 > 电子词典/翻译工具
gid://shopify/TaxonomyCategory/os-10-4           : 办公用品 > 办公设备 > 标签打印机
gid://shopify/TaxonomyCategory/os-10-5           : 办公用品 > 办公设备 > 压膜机
gid://shopify/TaxonomyCategory/os-10-6           : 办公用品 > 办公设备 > 办公室碎纸机
gid://shopify/TaxonomyCategory/os-10-7           : 办公用品 > 办公设备 > 邮资计算器
gid://shopify/TaxonomyCategory/os-10-8           : 办公用品 > 办公设备 > 考勤钟
gid://shopify/TaxonomyCategory/os-10-9           : 办公用品 > 办公设备 > 转录器与录音系统
gid://shopify/TaxonomyCategory/os-10-10          : 办公用品 > 办公设备 > 打字机
gid://shopify/TaxonomyCategory/os-11             : 办公用品 > 办公文具
gid://shopify/TaxonomyCategory/os-11-1           : 办公用品 > 办公文具 > 呼叫铃
gid://shopify/TaxonomyCategory/os-11-2           : 办公用品 > 办公文具 > 剪贴板
gid://shopify/TaxonomyCategory/os-11-3           : 办公用品 > 办公文具 > 拆信刀
gid://shopify/TaxonomyCategory/os-11-4           : 办公用品 > 办公文具 > 放大镜
gid://shopify/TaxonomyCategory/os-11-5           : 办公用品 > 办公文具 > 办公章
gid://shopify/TaxonomyCategory/os-11-5-1         : 办公用品 > 办公文具 > 办公章 > 地址印章
gid://shopify/TaxonomyCategory/os-11-5-2         : 办公用品 > 办公文具 > 办公章 > 日期印章
gid://shopify/TaxonomyCategory/os-11-5-3         : 办公用品 > 办公文具 > 办公章 > 压花印章
gid://shopify/TaxonomyCategory/os-11-5-4         : 办公用品 > 办公文具 > 办公章 > 公证章
gid://shopify/TaxonomyCategory/os-11-5-5         : 办公用品 > 办公文具 > 办公章 > 护照印章
gid://shopify/TaxonomyCategory/os-11-5-6         : 办公用品 > 办公文具 > 办公章 > 邮票
gid://shopify/TaxonomyCategory/os-11-5-7         : 办公用品 > 办公文具 > 办公章 > 签名印章
gid://shopify/TaxonomyCategory/os-11-5-8         : 办公用品 > 办公文具 > 办公章 > 复古印章
gid://shopify/TaxonomyCategory/os-11-6           : 办公用品 > 办公文具 > 卷笔刀
gid://shopify/TaxonomyCategory/os-11-6-1         : 办公用品 > 办公文具 > 卷笔刀 > 无刀片卷笔刀
gid://shopify/TaxonomyCategory/os-11-6-2         : 办公用品 > 办公文具 > 卷笔刀 > 木匠卷笔刀
gid://shopify/TaxonomyCategory/os-11-6-3         : 办公用品 > 办公文具 > 卷笔刀 > 双孔卷笔刀
gid://shopify/TaxonomyCategory/os-11-6-4         : 办公用品 > 办公文具 > 卷笔刀 > 电动削笔刀
gid://shopify/TaxonomyCategory/os-11-6-5         : 办公用品 > 办公文具 > 卷笔刀 > 机械卷笔刀
gid://shopify/TaxonomyCategory/os-11-6-6         : 办公用品 > 办公文具 > 卷笔刀 > 常规卷笔刀
gid://shopify/TaxonomyCategory/os-11-7           : 办公用品 > 办公文具 > 起钉器
gid://shopify/TaxonomyCategory/os-11-8           : 办公用品 > 办公文具 > 订书机
gid://shopify/TaxonomyCategory/os-11-8-1         : 办公用品 > 办公文具 > 订书机 > 装订订书机
gid://shopify/TaxonomyCategory/os-11-8-2         : 办公用品 > 办公文具 > 订书机 > 电动订书机
gid://shopify/TaxonomyCategory/os-11-8-3         : 办公用品 > 办公文具 > 订书机 > 全开订书机
gid://shopify/TaxonomyCategory/os-11-8-4         : 办公用品 > 办公文具 > 订书机 > 半开订书机
gid://shopify/TaxonomyCategory/os-11-8-5         : 办公用品 > 办公文具 > 订书机 > 重型订书机
gid://shopify/TaxonomyCategory/os-11-8-6         : 办公用品 > 办公文具 > 订书机 > 长臂订书机
gid://shopify/TaxonomyCategory/os-11-8-7         : 办公用品 > 办公文具 > 订书机 > 迷你订书机
gid://shopify/TaxonomyCategory/os-11-8-8         : 办公用品 > 办公文具 > 订书机 > 钳式订书机
gid://shopify/TaxonomyCategory/os-11-8-9         : 办公用品 > 办公文具 > 订书机 > 鞍式订书机
gid://shopify/TaxonomyCategory/os-11-9           : 办公用品 > 办公文具 > 胶带座
gid://shopify/TaxonomyCategory/os-11-10          : 办公用品 > 办公文具 > 书写/绘图工具配件
gid://shopify/TaxonomyCategory/os-11-10-1        : 办公用品 > 办公文具 > 书写/绘图工具配件 > 记号笔/荧光笔补充墨水替芯
gid://shopify/TaxonomyCategory/os-11-10-1-1      : 办公用品 > 办公文具 > 书写/绘图工具配件 > 记号笔/荧光笔补充墨水替芯 > 荧光笔补充剂
gid://shopify/TaxonomyCategory/os-11-10-1-2      : 办公用品 > 办公文具 > 书写/绘图工具配件 > 记号笔/荧光笔补充墨水替芯 > 马克笔补充剂
gid://shopify/TaxonomyCategory/os-11-10-2        : 办公用品 > 办公文具 > 书写/绘图工具配件 > 墨水与笔芯
gid://shopify/TaxonomyCategory/os-11-10-3        : 办公用品 > 办公文具 > 书写/绘图工具配件 > 铅笔芯
gid://shopify/TaxonomyCategory/os-11-11          : 办公用品 > 办公文具 > 书写/绘图工具
gid://shopify/TaxonomyCategory/os-11-11-1        : 办公用品 > 办公文具 > 书写/绘图工具 > 绘画炭笔
gid://shopify/TaxonomyCategory/os-11-11-1-1      : 办公用品 > 办公文具 > 书写/绘图工具 > 绘画炭笔 > 木炭铅笔
gid://shopify/TaxonomyCategory/os-11-11-1-2      : 办公用品 > 办公文具 > 书写/绘图工具 > 绘画炭笔 > 压缩炭笔
gid://shopify/TaxonomyCategory/os-11-11-1-3      : 办公用品 > 办公文具 > 书写/绘图工具 > 绘画炭笔 > 硬炭笔
gid://shopify/TaxonomyCategory/os-11-11-1-4      : 办公用品 > 办公文具 > 书写/绘图工具 > 绘画炭笔 > 石墨炭笔
gid://shopify/TaxonomyCategory/os-11-11-1-5      : 办公用品 > 办公文具 > 书写/绘图工具 > 绘画炭笔 > 尼特朗炭笔
gid://shopify/TaxonomyCategory/os-11-11-1-6      : 办公用品 > 办公文具 > 书写/绘图工具 > 绘画炭笔 > 色粉炭笔
gid://shopify/TaxonomyCategory/os-11-11-1-7      : 办公用品 > 办公文具 > 书写/绘图工具 > 绘画炭笔 > 炭粉笔
gid://shopify/TaxonomyCategory/os-11-11-1-8      : 办公用品 > 办公文具 > 书写/绘图工具 > 绘画炭笔 > 藤炭笔
gid://shopify/TaxonomyCategory/os-11-11-1-9      : 办公用品 > 办公文具 > 书写/绘图工具 > 绘画炭笔 > 柳炭笔
gid://shopify/TaxonomyCategory/os-11-11-2        : 办公用品 > 办公文具 > 书写/绘图工具 > 粉笔
