# Shopify Product Taxonomy - Categories: 2025-03-rc1
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : 動物/寵物補給品
gid://shopify/TaxonomyCategory/hg-12-4-8-18      : 居家和庭園 > 草皮和花園 > 園藝機械器具配件 > 壓力式清洗機配件 > 屋頂清潔工具
gid://shopify/TaxonomyCategory/hg-12-4-8-20      : 居家和庭園 > 草皮和花園 > 園藝機械器具配件 > 壓力式清洗機配件 > 防濺罩
gid://shopify/TaxonomyCategory/hg-12-4-8-21      : 居家和庭園 > 草皮和花園 > 園藝機械器具配件 > 壓力式清洗機配件 > 噴槍
gid://shopify/TaxonomyCategory/hg-12-4-8-22      : 居家和庭園 > 草皮和花園 > 園藝機械器具配件 > 壓力式清洗機配件 > 肩帶
gid://shopify/TaxonomyCategory/hg-12-4-8-23      : 居家和庭園 > 草皮和花園 > 園藝機械器具配件 > 壓力式清洗機配件 > 吸料軟管
gid://shopify/TaxonomyCategory/hg-12-4-8-24      : 居家和庭園 > 草皮和花園 > 園藝機械器具配件 > 壓力式清洗機配件 > 吸嘴
gid://shopify/TaxonomyCategory/hg-12-4-8-29      : 居家和庭園 > 草皮和花園 > 園藝機械器具配件 > 壓力式清洗機配件 > 水噴砂機
gid://shopify/TaxonomyCategory/hg-12-4-9         : 居家和庭園 > 草皮和花園 > 園藝機械器具配件 > 掃雪機配件
gid://shopify/TaxonomyCategory/hg-12-4-9-1       : 居家和庭園 > 草皮和花園 > 園藝機械器具配件 > 掃雪機配件 > 吹雪機保護罩
gid://shopify/TaxonomyCategory/hg-12-4-10        : 居家和庭園 > 草皮和花園 > 園藝機械器具配件 > 曳引機零件和配件
gid://shopify/TaxonomyCategory/hg-12-4-10-1      : 居家和庭園 > 草皮和花園 > 園藝機械器具配件 > 曳引機零件和配件 > 農用曳引機輪胎
gid://shopify/TaxonomyCategory/hg-12-4-10-1-1    : 居家和庭園 > 草皮和花園 > 園藝機械器具配件 > 曳引機零件和配件 > 農用曳引機輪胎 > 園藝曳引機輪胎
gid://shopify/TaxonomyCategory/hg-12-4-10-1-2    : 居家和庭園 > 草皮和花園 > 園藝機械器具配件 > 曳引機零件和配件 > 農用曳引機輪胎 > 草皮曳引機輪胎
gid://shopify/TaxonomyCategory/hg-12-4-10-1-5    : 居家和庭園 > 草皮和花園 > 園藝機械器具配件 > 曳引機零件和配件 > 農用曳引機輪胎 > 曳引機拖車輪胎
gid://shopify/TaxonomyCategory/hg-12-4-10-2      : 居家和庭園 > 草皮和花園 > 園藝機械器具配件 > 曳引機零件和配件 > 農用曳引機輪
gid://shopify/TaxonomyCategory/hg-12-4-11        : 居家和庭園 > 草皮和花園 > 園藝機械器具配件 > 雜草修剪器配件
gid://shopify/TaxonomyCategory/hg-12-4-11-1      : 居家和庭園 > 草皮和花園 > 園藝機械器具配件 > 雜草修剪器配件 > 雜草修剪器刀片和線軸
gid://shopify/TaxonomyCategory/hg-12-4-11-1-1    : 居家和庭園 > 草皮和花園 > 園藝機械器具配件 > 雜草修剪器配件 > 雜草修剪器刀片和線軸 > 除草機刀片
gid://shopify/TaxonomyCategory/hg-12-4-11-1-2    : 居家和庭園 > 草皮和花園 > 園藝機械器具配件 > 雜草修剪器配件 > 雜草修剪器刀片和線軸 > 除草機線軸
gid://shopify/TaxonomyCategory/hg-12-4-11-2      : 居家和庭園 > 草皮和花園 > 園藝機械器具配件 > 雜草修剪器配件 > 捲軸式除草機保護罩
gid://shopify/TaxonomyCategory/hg-12-5           : 居家和庭園 > 草皮和花園 > 除雪
gid://shopify/TaxonomyCategory/hg-12-5-1         : 居家和庭園 > 草皮和花園 > 除雪 > 除冰鏟/除雪刷
gid://shopify/TaxonomyCategory/hg-12-5-1-1       : 居家和庭園 > 草皮和花園 > 除雪 > 除冰鏟/除雪刷 > 除冰鏟
gid://shopify/TaxonomyCategory/hg-12-5-1-2       : 居家和庭園 > 草皮和花園 > 除雪 > 除冰鏟/除雪刷 > 除雪刷
gid://shopify/TaxonomyCategory/hg-12-5-2         : 居家和庭園 > 草皮和花園 > 除雪 > 雪鏟
gid://shopify/TaxonomyCategory/hg-12-6           : 居家和庭園 > 草皮和花園 > 灌溉
gid://shopify/TaxonomyCategory/hg-12-6-1         : 居家和庭園 > 草皮和花園 > 灌溉 > 澆水軟管接頭/閥
gid://shopify/TaxonomyCategory/hg-12-6-1-1       : 居家和庭園 > 草皮和花園 > 灌溉 > 澆水軟管接頭/閥 > 澆水軟管接頭
gid://shopify/TaxonomyCategory/hg-12-6-1-2       : 居家和庭園 > 草皮和花園 > 灌溉 > 澆水軟管接頭/閥 > 花園軟管閥
gid://shopify/TaxonomyCategory/hg-12-6-2         : 居家和庭園 > 草皮和花園 > 灌溉 > 花園澆水管噴嘴
gid://shopify/TaxonomyCategory/hg-12-6-3         : 居家和庭園 > 草皮和花園 > 灌溉 > 澆水水管
gid://shopify/TaxonomyCategory/hg-12-6-9         : 居家和庭園 > 草皮和花園 > 灌溉 > 灌溉系統
gid://shopify/TaxonomyCategory/hg-12-6-4         : 居家和庭園 > 草皮和花園 > 灌溉 > 灑水器配件
gid://shopify/TaxonomyCategory/hg-12-6-4-1       : 居家和庭園 > 草皮和花園 > 灌溉 > 灑水器配件 > 灑水控制裝置
gid://shopify/TaxonomyCategory/hg-12-6-4-2       : 居家和庭園 > 草皮和花園 > 灌溉 > 灑水器配件 > 灑水閥
gid://shopify/TaxonomyCategory/hg-12-6-5         : 居家和庭園 > 草皮和花園 > 灌溉 > 灑水器/灑水器噴頭
gid://shopify/TaxonomyCategory/hg-12-6-5-1       : 居家和庭園 > 草皮和花園 > 灌溉 > 灑水器/灑水器噴頭 > 灑水器噴頭
gid://shopify/TaxonomyCategory/hg-12-6-5-2       : 居家和庭園 > 草皮和花園 > 灌溉 > 灑水器/灑水器噴頭 > 灑水器
gid://shopify/TaxonomyCategory/hg-12-6-6         : 居家和庭園 > 草皮和花園 > 灌溉 > 澆花器配件
gid://shopify/TaxonomyCategory/hg-12-6-6-1       : 居家和庭園 > 草皮和花園 > 灌溉 > 澆花器配件 > 落水延伸管
gid://shopify/TaxonomyCategory/hg-12-6-6-2       : 居家和庭園 > 草皮和花園 > 灌溉 > 澆花器配件 > 噴壺噴嘴
gid://shopify/TaxonomyCategory/hg-12-6-7         : 居家和庭園 > 草皮和花園 > 灌溉 > 澆水壺
gid://shopify/TaxonomyCategory/hg-12-6-8         : 居家和庭園 > 草皮和花園 > 灌溉 > 澆水球/澆水釘
gid://shopify/TaxonomyCategory/hg-12-6-8-1       : 居家和庭園 > 草皮和花園 > 灌溉 > 澆水球/澆水釘 > 澆水球
gid://shopify/TaxonomyCategory/hg-12-6-8-2       : 居家和庭園 > 草皮和花園 > 灌溉 > 澆水球/澆水釘 > 澆水釘
gid://shopify/TaxonomyCategory/hg-13             : 居家和庭園 > 照明
gid://shopify/TaxonomyCategory/hg-13-1           : 居家和庭園 > 照明 > 緊急照明
gid://shopify/TaxonomyCategory/hg-13-2           : 居家和庭園 > 照明 > 浮燈/水下燈
gid://shopify/TaxonomyCategory/hg-13-3           : 居家和庭園 > 照明 > 探照燈/聚光燈
gid://shopify/TaxonomyCategory/hg-13-4           : 居家和庭園 > 照明 > 埋地燈
gid://shopify/TaxonomyCategory/hg-13-5           : 居家和庭園 > 照明 > 檯燈/立燈
gid://shopify/TaxonomyCategory/hg-13-5-1         : 居家和庭園 > 照明 > 檯燈/立燈 > 床頭燈
gid://shopify/TaxonomyCategory/hg-13-5-2         : 居家和庭園 > 照明 > 檯燈/立燈 > 書桌檯燈
gid://shopify/TaxonomyCategory/hg-13-5-3         : 居家和庭園 > 照明 > 檯燈/立燈 > 落地燈
gid://shopify/TaxonomyCategory/hg-13-5-4         : 居家和庭園 > 照明 > 檯燈/立燈 > 閱讀燈
gid://shopify/TaxonomyCategory/hg-13-5-5         : 居家和庭園 > 照明 > 檯燈/立燈 > 桌面檯燈
gid://shopify/TaxonomyCategory/hg-13-6           : 居家和庭園 > 照明 > 景觀走道照明
gid://shopify/TaxonomyCategory/hg-13-7           : 居家和庭園 > 照明 > 燈泡
gid://shopify/TaxonomyCategory/hg-13-7-1         : 居家和庭園 > 照明 > 燈泡 > 省電燈泡
gid://shopify/TaxonomyCategory/hg-13-7-2         : 居家和庭園 > 照明 > 燈泡 > 日光燈
gid://shopify/TaxonomyCategory/hg-13-7-3         : 居家和庭園 > 照明 > 燈泡 > 白熾燈
gid://shopify/TaxonomyCategory/hg-13-7-4         : 居家和庭園 > 照明 > 燈泡 > LED 燈泡
gid://shopify/TaxonomyCategory/hg-13-8           : 居家和庭園 > 照明 > 燈飾燈串
gid://shopify/TaxonomyCategory/hg-13-9           : 居家和庭園 > 照明 > 燈具
gid://shopify/TaxonomyCategory/hg-13-9-1         : 居家和庭園 > 照明 > 燈具 > 櫥櫃內燈
gid://shopify/TaxonomyCategory/hg-13-9-2         : 居家和庭園 > 照明 > 燈具 > 天花板燈座
gid://shopify/TaxonomyCategory/hg-13-9-3         : 居家和庭園 > 照明 > 燈具 > 吊燈
gid://shopify/TaxonomyCategory/hg-13-9-4         : 居家和庭園 > 照明 > 燈具 > 壁燈固定座
gid://shopify/TaxonomyCategory/hg-13-10          : 居家和庭園 > 照明 > 夜燈
gid://shopify/TaxonomyCategory/hg-13-11          : 居家和庭園 > 照明 > 畫作照明燈
gid://shopify/TaxonomyCategory/hg-13-12          : 居家和庭園 > 照明 > 提基火炬
gid://shopify/TaxonomyCategory/hg-13-13          : 居家和庭園 > 照明 > 軌道燈照明
gid://shopify/TaxonomyCategory/hg-13-13-1        : 居家和庭園 > 照明 > 軌道燈照明 > 軌道燈照明配件
gid://shopify/TaxonomyCategory/hg-13-13-1-2      : 居家和庭園 > 照明 > 軌道燈照明 > 軌道燈照明配件 > 接頭
gid://shopify/TaxonomyCategory/hg-13-13-1-3      : 居家和庭園 > 照明 > 軌道燈照明 > 軌道燈照明配件 > 吊掛
gid://shopify/TaxonomyCategory/hg-13-13-1-4      : 居家和庭園 > 照明 > 軌道燈照明 > 軌道燈照明配件 > 供電
gid://shopify/TaxonomyCategory/hg-13-13-1-5      : 居家和庭園 > 照明 > 軌道燈照明 > 軌道燈照明配件 > 懸吊工具包
gid://shopify/TaxonomyCategory/hg-13-13-2        : 居家和庭園 > 照明 > 軌道燈照明 > 軌道燈具
gid://shopify/TaxonomyCategory/hg-13-13-3        : 居家和庭園 > 照明 > 軌道燈照明 > 軌道燈軌
gid://shopify/TaxonomyCategory/hg-14             : 居家和庭園 > 照明配件
gid://shopify/TaxonomyCategory/hg-14-1           : 居家和庭園 > 照明配件 > 燈桿底座
gid://shopify/TaxonomyCategory/hg-14-2           : 居家和庭園 > 照明配件 > 燈桿立架
gid://shopify/TaxonomyCategory/hg-14-3           : 居家和庭園 > 照明配件 > 燈罩
gid://shopify/TaxonomyCategory/hg-14-4           : 居家和庭園 > 照明配件 > 照明定時器
gid://shopify/TaxonomyCategory/hg-14-5           : 居家和庭園 > 照明配件 > 油燈燃料
gid://shopify/TaxonomyCategory/hg-15             : 居家和庭園 > 床包被套
gid://shopify/TaxonomyCategory/hg-15-1           : 居家和庭園 > 床包被套 > 寢具
gid://shopify/TaxonomyCategory/hg-15-1-1         : 居家和庭園 > 床包被套 > 寢具 > 床頂篷
gid://shopify/TaxonomyCategory/hg-15-1-2         : 居家和庭園 > 床包被套 > 寢具 > 床單
gid://shopify/TaxonomyCategory/hg-15-1-3         : 居家和庭園 > 床包被套 > 寢具 > 床裙
gid://shopify/TaxonomyCategory/hg-15-1-4         : 居家和庭園 > 床包被套 > 寢具 > 毛毯
gid://shopify/TaxonomyCategory/hg-15-1-5         : 居家和庭園 > 床包被套 > 寢具 > 被套
gid://shopify/TaxonomyCategory/hg-15-1-6         : 居家和庭園 > 床包被套 > 寢具 > 保潔墊/床包
gid://shopify/TaxonomyCategory/hg-15-1-6-1       : 居家和庭園 > 床包被套 > 寢具 > 保潔墊/床包 > 床套/床包
gid://shopify/TaxonomyCategory/hg-15-1-6-2       : 居家和庭園 > 床包被套 > 寢具 > 保潔墊/床包 > 床褥墊
gid://shopify/TaxonomyCategory/hg-15-1-7         : 居家和庭園 > 床包被套 > 寢具 > 午睡墊
gid://shopify/TaxonomyCategory/hg-15-1-8         : 居家和庭園 > 床包被套 > 寢具 > 枕套/枕飾
gid://shopify/TaxonomyCategory/hg-15-1-9         : 居家和庭園 > 床包被套 > 寢具 > 枕頭
gid://shopify/TaxonomyCategory/hg-15-1-10        : 居家和庭園 > 床包被套 > 寢具 > 棉被
gid://shopify/TaxonomyCategory/hg-15-2           : 居家和庭園 > 床包被套 > 廚用布製品
gid://shopify/TaxonomyCategory/hg-15-3           : 居家和庭園 > 床包被套 > 桌布
gid://shopify/TaxonomyCategory/hg-15-3-1         : 居家和庭園 > 床包被套 > 桌布 > 餐巾
gid://shopify/TaxonomyCategory/hg-15-3-2         : 居家和庭園 > 床包被套 > 桌布 > 桌巾/餐墊
gid://shopify/TaxonomyCategory/hg-15-3-3         : 居家和庭園 > 床包被套 > 桌布 > 餐墊
gid://shopify/TaxonomyCategory/hg-15-3-4         : 居家和庭園 > 床包被套 > 桌布 > 狹長桌巾
gid://shopify/TaxonomyCategory/hg-15-3-5         : 居家和庭園 > 床包被套 > 桌布 > 桌裙
gid://shopify/TaxonomyCategory/hg-15-3-6         : 居家和庭園 > 床包被套 > 桌布 > 桌巾
gid://shopify/TaxonomyCategory/hg-15-4           : 居家和庭園 > 床包被套 > 毛巾
gid://shopify/TaxonomyCategory/hg-15-4-1         : 居家和庭園 > 床包被套 > 毛巾 > 浴巾和毛巾
gid://shopify/TaxonomyCategory/hg-15-4-1-1       : 居家和庭園 > 床包被套 > 毛巾 > 浴巾和毛巾 > 浴巾
gid://shopify/TaxonomyCategory/hg-15-4-1-2       : 居家和庭園 > 床包被套 > 毛巾 > 浴巾和毛巾 > 洗臉毛巾
gid://shopify/TaxonomyCategory/hg-15-4-2         : 居家和庭園 > 床包被套 > 毛巾 > 沙灘巾
gid://shopify/TaxonomyCategory/hg-15-4-5         : 居家和庭園 > 床包被套 > 毛巾 > 手帕
gid://shopify/TaxonomyCategory/hg-15-4-4         : 居家和庭園 > 床包被套 > 毛巾 > 頭巾
gid://shopify/TaxonomyCategory/hg-15-4-3         : 居家和庭園 > 床包被套 > 毛巾 > 廚房擦巾
gid://shopify/TaxonomyCategory/hg-16             : 居家和庭園 > 陽傘/雨傘
gid://shopify/TaxonomyCategory/hg-16-1           : 居家和庭園 > 陽傘/雨傘 > 陽傘
gid://shopify/TaxonomyCategory/hg-16-2           : 居家和庭園 > 陽傘/雨傘 > 雨傘
gid://shopify/TaxonomyCategory/hg-17             : 居家和庭園 > 植物
gid://shopify/TaxonomyCategory/hg-17-1           : 居家和庭園 > 植物 > 水生植物
gid://shopify/TaxonomyCategory/hg-17-2           : 居家和庭園 > 植物 > 花卉
gid://shopify/TaxonomyCategory/hg-17-3           : 居家和庭園 > 植物 > 室內與室外植物
gid://shopify/TaxonomyCategory/hg-17-3-1         : 居家和庭園 > 植物 > 室內與室外植物 > 灌木
gid://shopify/TaxonomyCategory/hg-17-3-1-1       : 居家和庭園 > 植物 > 室內與室外植物 > 灌木 > 矮灌木
gid://shopify/TaxonomyCategory/hg-17-3-1-2       : 居家和庭園 > 植物 > 室內與室外植物 > 灌木 > 灌木叢
gid://shopify/TaxonomyCategory/hg-17-3-2         : 居家和庭園 > 植物 > 室內與室外植物 > 食用藥草和植物
gid://shopify/TaxonomyCategory/hg-17-3-3         : 居家和庭園 > 植物 > 室內與室外植物 > 景觀和園藝植物
gid://shopify/TaxonomyCategory/hg-17-3-3-1       : 居家和庭園 > 植物 > 室內與室外植物 > 景觀和園藝植物 > 庭園植物
gid://shopify/TaxonomyCategory/hg-17-3-3-2       : 居家和庭園 > 植物 > 室內與室外植物 > 景觀和園藝植物 > 造景植物
gid://shopify/TaxonomyCategory/hg-17-3-4         : 居家和庭園 > 植物 > 室內與室外植物 > 盆栽植物
gid://shopify/TaxonomyCategory/hg-17-4           : 居家和庭園 > 植物 > 植物栽種組
gid://shopify/TaxonomyCategory/hg-17-4-1         : 居家和庭園 > 植物 > 植物栽種組 > 藥草栽種工具包
gid://shopify/TaxonomyCategory/hg-17-4-2         : 居家和庭園 > 植物 > 植物栽種組 > 植物栽種工具包
gid://shopify/TaxonomyCategory/hg-17-5           : 居家和庭園 > 植物 > 種子、球莖及配件
gid://shopify/TaxonomyCategory/hg-17-5-1         : 居家和庭園 > 植物 > 種子、球莖及配件 > 植物和球根花卉
gid://shopify/TaxonomyCategory/hg-17-5-1-1       : 居家和庭園 > 植物 > 種子、球莖及配件 > 植物和球根花卉 > 球根花卉
gid://shopify/TaxonomyCategory/hg-17-5-1-2       : 居家和庭園 > 植物 > 種子、球莖及配件 > 植物和球根花卉 > 球根植物
gid://shopify/TaxonomyCategory/hg-17-5-2         : 居家和庭園 > 植物 > 種子、球莖及配件 > 種子和種子帶
gid://shopify/TaxonomyCategory/hg-17-5-2-1       : 居家和庭園 > 植物 > 種子、球莖及配件 > 種子和種子帶 > 種子帶
gid://shopify/TaxonomyCategory/hg-17-5-2-2       : 居家和庭園 > 植物 > 種子、球莖及配件 > 種子和種子帶 > 種子
gid://shopify/TaxonomyCategory/hg-17-6           : 居家和庭園 > 植物 > 樹
gid://shopify/TaxonomyCategory/hg-18             : 居家和庭園 > 泳池與 SPA
gid://shopify/TaxonomyCategory/hg-18-1           : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件
gid://shopify/TaxonomyCategory/hg-18-1-1         : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 跳水板
gid://shopify/TaxonomyCategory/hg-18-1-2         : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 泳池/SPA 鹽素機
gid://shopify/TaxonomyCategory/hg-18-1-3         : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 泳池/水療池過濾器
gid://shopify/TaxonomyCategory/hg-18-1-4         : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 泳池維護工具組
gid://shopify/TaxonomyCategory/hg-18-1-5         : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 泳池刷和水池刷
gid://shopify/TaxonomyCategory/hg-18-1-6         : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 泳池清洗軟管
gid://shopify/TaxonomyCategory/hg-18-1-7         : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 泳池清洗化學劑
gid://shopify/TaxonomyCategory/hg-18-1-8         : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 泳池保溫罩配件
gid://shopify/TaxonomyCategory/hg-18-1-9         : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 泳池蓋/草地蓋布
gid://shopify/TaxonomyCategory/hg-18-1-9-1       : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 泳池蓋/草地蓋布 > 草地蓋布
gid://shopify/TaxonomyCategory/hg-18-1-9-2       : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 泳池蓋/草地蓋布 > 泳池蓋
gid://shopify/TaxonomyCategory/hg-18-1-10        : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 泳池甲板套組
gid://shopify/TaxonomyCategory/hg-18-1-11        : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 泳池充氣用品/躺椅
gid://shopify/TaxonomyCategory/hg-18-1-11-1      : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 泳池充氣用品/躺椅 > 泳池充氣用品
gid://shopify/TaxonomyCategory/hg-18-1-11-2      : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 泳池充氣用品/躺椅 > 泳池躺椅
gid://shopify/TaxonomyCategory/hg-18-1-12        : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 室外泳池恆溫器
gid://shopify/TaxonomyCategory/hg-18-1-13        : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 泳池階梯/斜坡
gid://shopify/TaxonomyCategory/hg-18-1-13-1      : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 泳池階梯/斜坡 > 泳池階梯
gid://shopify/TaxonomyCategory/hg-18-1-13-2      : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 泳池階梯/斜坡 > 泳池斜坡
gid://shopify/TaxonomyCategory/hg-18-1-13-3      : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 泳池階梯/斜坡 > 泳池台階
gid://shopify/TaxonomyCategory/hg-18-1-14        : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 泳池膠膜
gid://shopify/TaxonomyCategory/hg-18-1-15        : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 泳池撇渣器
gid://shopify/TaxonomyCategory/hg-18-1-16        : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 水中吸塵器
gid://shopify/TaxonomyCategory/hg-18-1-16-1      : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 水中吸塵器 > 泳池清掃工具
gid://shopify/TaxonomyCategory/hg-18-1-16-2      : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 水中吸塵器 > 泳池吸塵器
gid://shopify/TaxonomyCategory/hg-18-1-17        : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 戲水玩具
gid://shopify/TaxonomyCategory/hg-18-1-17-1      : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 戲水玩具 > 泳池潛水玩具
gid://shopify/TaxonomyCategory/hg-18-1-17-2      : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 戲水玩具 > 泳池玩具
gid://shopify/TaxonomyCategory/hg-18-1-17-3      : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 戲水玩具 > 池畔躺椅
gid://shopify/TaxonomyCategory/hg-18-1-17-4      : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 戲水玩具 > 泳池浮條
gid://shopify/TaxonomyCategory/hg-18-1-18        : 居家和庭園 > 泳池與 SPA > 泳池/SPA 配件 > 滑水道
gid://shopify/TaxonomyCategory/hg-18-2           : 居家和庭園 > 泳池與 SPA > 桑拿配件
gid://shopify/TaxonomyCategory/hg-18-2-1         : 居家和庭園 > 泳池與 SPA > 桑拿配件 > 桑拿木桶和木勺
gid://shopify/TaxonomyCategory/hg-18-2-1-1       : 居家和庭園 > 泳池與 SPA > 桑拿配件 > 桑拿木桶和木勺 > 桑拿木桶
gid://shopify/TaxonomyCategory/hg-18-2-1-2       : 居家和庭園 > 泳池與 SPA > 桑拿配件 > 桑拿木桶和木勺 > 桑拿木勺
gid://shopify/TaxonomyCategory/hg-18-2-2         : 居家和庭園 > 泳池與 SPA > 桑拿配件 > 桑拿加熱器
gid://shopify/TaxonomyCategory/hg-18-2-3         : 居家和庭園 > 泳池與 SPA > 桑拿配件 > 桑拿工具包
gid://shopify/TaxonomyCategory/hg-18-3           : 居家和庭園 > 泳池與 SPA > 三溫暖
gid://shopify/TaxonomyCategory/hg-18-4           : 居家和庭園 > 泳池與 SPA > 水療浴池
gid://shopify/TaxonomyCategory/hg-18-5           : 居家和庭園 > 泳池與 SPA > 游泳池
gid://shopify/TaxonomyCategory/hg-19             : 居家和庭園 > 抽菸配件
gid://shopify/TaxonomyCategory/hg-19-1           : 居家和庭園 > 抽菸配件 > 菸灰缸
gid://shopify/TaxonomyCategory/hg-19-2           : 居家和庭園 > 抽菸配件 > 雪茄套
gid://shopify/TaxonomyCategory/hg-19-3           : 居家和庭園 > 抽菸配件 > 雪茄剪/雪茄鑽孔器
gid://shopify/TaxonomyCategory/hg-19-3-1         : 居家和庭園 > 抽菸配件 > 雪茄剪/雪茄鑽孔器 > 雪茄剪
gid://shopify/TaxonomyCategory/hg-19-3-2         : 居家和庭園 > 抽菸配件 > 雪茄剪/雪茄鑽孔器 > 雪茄鑽孔器
gid://shopify/TaxonomyCategory/hg-19-4           : 居家和庭園 > 抽菸配件 > 煙盒
gid://shopify/TaxonomyCategory/hg-19-5           : 居家和庭園 > 抽菸配件 > 煙桿
gid://shopify/TaxonomyCategory/hg-19-6           : 居家和庭園 > 抽菸配件 > 雪茄保濕盒配件
gid://shopify/TaxonomyCategory/hg-19-7           : 居家和庭園 > 抽菸配件 > 雪茄保濕盒
gid://shopify/TaxonomyCategory/hg-20             : 居家和庭園 > 傘套
gid://shopify/TaxonomyCategory/hg-20-1           : 居家和庭園 > 傘套 > 雨傘套
gid://shopify/TaxonomyCategory/hg-20-2           : 居家和庭園 > 傘套 > 雨傘用套
gid://shopify/TaxonomyCategory/hg-21             : 居家和庭園 > 燃木室
gid://shopify/TaxonomyCategory/lb                : 行李箱/袋
gid://shopify/TaxonomyCategory/lb-1              : 行李箱/袋 > 後背包
gid://shopify/TaxonomyCategory/lb-1-15           : 行李箱/袋 > 後背包 > 健行背包
gid://shopify/TaxonomyCategory/lb-1-16           : 行李箱/袋 > 後背包 > 筆電背包
gid://shopify/TaxonomyCategory/lb-1-17           : 行李箱/袋 > 後背包 > 軍用背包
gid://shopify/TaxonomyCategory/lb-1-12           : 行李箱/袋 > 後背包 > 學校背包
gid://shopify/TaxonomyCategory/lb-2              : 行李箱/袋 > 公事包
gid://shopify/TaxonomyCategory/lb-3              : 行李箱/袋 > 化妝包和盥洗包
gid://shopify/TaxonomyCategory/lb-3-3            : 行李箱/袋 > 化妝包和盥洗包 > 化妝包
gid://shopify/TaxonomyCategory/lb-3-4            : 行李箱/袋 > 化妝包和盥洗包 > 盥洗包
gid://shopify/TaxonomyCategory/lb-3-5            : 行李箱/袋 > 化妝包和盥洗包 > 旅行整理收納袋
gid://shopify/TaxonomyCategory/lb-4              : 行李箱/袋 > 外出尿布袋
gid://shopify/TaxonomyCategory/lb-5              : 行李箱/袋 > 防潮箱
gid://shopify/TaxonomyCategory/lb-6              : 行李箱/袋 > 旅行袋
gid://shopify/TaxonomyCategory/lb-6-1            : 行李箱/袋 > 旅行袋 > 健身旅行袋
gid://shopify/TaxonomyCategory/lb-7              : 行李箱/袋 > 腰包
gid://shopify/TaxonomyCategory/lb-8              : 行李箱/袋 > 衣物袋
gid://shopify/TaxonomyCategory/lb-15             : 行李箱/袋 > 筆電包
gid://shopify/TaxonomyCategory/lb-9              : 行李箱/袋 > 旅行箱配件
gid://shopify/TaxonomyCategory/lb-9-1            : 行李箱/袋 > 旅行箱配件 > 防潮箱內襯
gid://shopify/TaxonomyCategory/lb-9-2            : 行李箱/袋 > 旅行箱配件 > 行李保護套
gid://shopify/TaxonomyCategory/lb-9-3            : 行李箱/袋 > 旅行箱配件 > 行李架
gid://shopify/TaxonomyCategory/lb-9-4            : 行李箱/袋 > 旅行箱配件 > 行李束帶
gid://shopify/TaxonomyCategory/lb-9-5            : 行李箱/袋 > 旅行箱配件 > 行李吊牌
gid://shopify/TaxonomyCategory/lb-9-6            : 行李箱/袋 > 旅行箱配件 > 行李收納袋
gid://shopify/TaxonomyCategory/lb-9-7            : 行李箱/袋 > 旅行箱配件 > 旅行用瓶罐容器
gid://shopify/TaxonomyCategory/lb-9-8            : 行李箱/袋 > 旅行箱配件 > 旅行收納袋
gid://shopify/TaxonomyCategory/lb-10             : 行李箱/袋 > 郵差包
gid://shopify/TaxonomyCategory/lb-11             : 行李箱/袋 > 購物袋
gid://shopify/TaxonomyCategory/lb-12             : 行李箱/袋 > 行李箱
gid://shopify/TaxonomyCategory/lb-12-2           : 行李箱/袋 > 行李箱 > 隨身行李箱
gid://shopify/TaxonomyCategory/lb-12-3           : 行李箱/袋 > 行李箱 > 托運行李箱
