# Shopify Product Taxonomy - Attributes: 2026-05
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D 眼鏡配戴設計
gid://shopify/TaxonomyAttribute/6529  : 支援機器人玩具程式設計
gid://shopify/TaxonomyAttribute/6530  : 機器人玩具技能等級
gid://shopify/TaxonomyAttribute/6531  : 機器人玩具聲音功能
gid://shopify/TaxonomyAttribute/2379  : 岩石組成
gid://shopify/TaxonomyAttribute/2380  : 岩層
gid://shopify/TaxonomyAttribute/1257  : 搖桿類型
gid://shopify/TaxonomyAttribute/6122  : 岩棉形態
gid://shopify/TaxonomyAttribute/10891 : 釣竿手把底座樣式
gid://shopify/TaxonomyAttribute/10892 : 釣竿結構類型
gid://shopify/TaxonomyAttribute/10893 : 釣竿導環材質
gid://shopify/TaxonomyAttribute/10894 : 釣竿導環類型
gid://shopify/TaxonomyAttribute/10895 : 釣竿握把類型
gid://shopify/TaxonomyAttribute/1296  : 釣竿材質
gid://shopify/TaxonomyAttribute/1329  : 桿狀
gid://shopify/TaxonomyAttribute/8674  : 防滾籠管材材質
gid://shopify/TaxonomyAttribute/1610  : 滾輪頭
gid://shopify/TaxonomyAttribute/1611  : 滾輪材質
gid://shopify/TaxonomyAttribute/10896 : 溜冰鞋煞車形狀
gid://shopify/TaxonomyAttribute/10897 : 溜冰鞋煞車類型
gid://shopify/TaxonomyAttribute/10898 : 輪滑滑雪技巧
gid://shopify/TaxonomyAttribute/10899 : 滾輪技術
gid://shopify/TaxonomyAttribute/1612  : 滾輪類型
gid://shopify/TaxonomyAttribute/10171 : 滾輪式保護箱輪子配置
gid://shopify/TaxonomyAttribute/7916  : 捲紙格式
gid://shopify/TaxonomyAttribute/7917  : 捲紙背膠類型
gid://shopify/TaxonomyAttribute/7918  : 捲紙尺寸
gid://shopify/TaxonomyAttribute/10172 : 鐵道車輛類型
gid://shopify/TaxonomyAttribute/8675  : 車頂捆貨網掛鉤/扣件樣式
gid://shopify/TaxonomyAttribute/1358  : 屋頂裝飾形狀
gid://shopify/TaxonomyAttribute/8676  : 屋頂高度等級
gid://shopify/TaxonomyAttribute/6123  : 屋頂樣式
gid://shopify/TaxonomyAttribute/10900 : 頂部類型
gid://shopify/TaxonomyAttribute/5438  : 房間校正技術
gid://shopify/TaxonomyAttribute/7919  : 根莖品種
gid://shopify/TaxonomyAttribute/10901 : 繩索浮力
gid://shopify/TaxonomyAttribute/8677  : 繩索結構
gid://shopify/TaxonomyAttribute/10173 : 繩索材質
gid://shopify/TaxonomyAttribute/10902 : 繩股相容性
gid://shopify/TaxonomyAttribute/10903 : 繩索彈性類型
gid://shopify/TaxonomyAttribute/6124  : 噴頭配件
gid://shopify/TaxonomyAttribute/10174 : 玫瑰開花階段
gid://shopify/TaxonomyAttribute/10175 : 玫瑰等級
gid://shopify/TaxonomyAttribute/10176 : 花結中心類型
gid://shopify/TaxonomyAttribute/10177 : 松香粉塵等級
gid://shopify/TaxonomyAttribute/2447  : 松香形式
gid://shopify/TaxonomyAttribute/10178 : 松香配方/添加劑
gid://shopify/TaxonomyAttribute/2448  : 松香等級
gid://shopify/TaxonomyAttribute/10179 : 松香硬度
gid://shopify/TaxonomyAttribute/2183  : 旋轉方向
gid://shopify/TaxonomyAttribute/5254  : 旋轉方向
gid://shopify/TaxonomyAttribute/10904 : 旋轉機制類型
gid://shopify/TaxonomyAttribute/6532  : 旋轉/運動功能
gid://shopify/TaxonomyAttribute/1884  : 旋轉器控制技術
gid://shopify/TaxonomyAttribute/6533  : 轉子配置類型
gid://shopify/TaxonomyAttribute/10905 : 轉子結構類型
gid://shopify/TaxonomyAttribute/10906 : 轉子安裝介面
gid://shopify/TaxonomyAttribute/10907 : 轉子安裝標準
gid://shopify/TaxonomyAttribute/6534  : 包含輪盤組組件
gid://shopify/TaxonomyAttribute/6535  : 輪盤滾珠軌道類型
gid://shopify/TaxonomyAttribute/6536  : 輪盤編號系統
gid://shopify/TaxonomyAttribute/10908 : 包含繞圈球裝備
gid://shopify/TaxonomyAttribute/10909 : 繞圈球管理機構核准
gid://shopify/TaxonomyAttribute/5124  : 給藥途徑
gid://shopify/TaxonomyAttribute/10180 : 行數計數器格式
gid://shopify/TaxonomyAttribute/10181 : 行數計數器機制
gid://shopify/TaxonomyAttribute/10182 : 行數計數器安裝方式
gid://shopify/TaxonomyAttribute/6801  : 馬刺齒輪類型
gid://shopify/TaxonomyAttribute/10910 : 划船機零件類型
gid://shopify/TaxonomyAttribute/6537  : 橡膠鴨角色/主題
gid://shopify/TaxonomyAttribute/6538  : 橡皮鴨功能
gid://shopify/TaxonomyAttribute/6539  : 橡皮鴨尺寸等級
gid://shopify/TaxonomyAttribute/10183 : 荷葉邊樣式
gid://shopify/TaxonomyAttribute/3136  : 地毯/墊子特點
gid://shopify/TaxonomyAttribute/2787  : 地毯/墊子材料
gid://shopify/TaxonomyAttribute/10911 : 橄欖球頭盔安全認證
gid://shopify/TaxonomyAttribute/10912 : 橄欖球尺寸
gid://shopify/TaxonomyAttribute/10913 : 橄欖球子類
gid://shopify/TaxonomyAttribute/10184 : 尺邊緣類型
gid://shopify/TaxonomyAttribute/10185 : 尺標記樣式
gid://shopify/TaxonomyAttribute/1465  : 蘭姆酒等級
gid://shopify/TaxonomyAttribute/10914 : 跑壘配置
gid://shopify/TaxonomyAttribute/10915 : 滑板材質
gid://shopify/TaxonomyAttribute/2523  : SFX 控制技術
gid://shopify/TaxonomyAttribute/1861  : SIM卡性能
gid://shopify/TaxonomyAttribute/1855  : SIM卡類型
gid://shopify/TaxonomyAttribute/1713  : 防曬係數等級
gid://shopify/TaxonomyAttribute/10916 : 座墊套樣式
gid://shopify/TaxonomyAttribute/10917 : 座墊設計
gid://shopify/TaxonomyAttribute/10918 : 座墊騎乘項目
gid://shopify/TaxonomyAttribute/2968  : 座墊材質
gid://shopify/TaxonomyAttribute/10919 : 座墊安裝類型
gid://shopify/TaxonomyAttribute/10920 : 座墊套形狀
gid://shopify/TaxonomyAttribute/10921 : 鞍墊樣式
gid://shopify/TaxonomyAttribute/10922 : 座墊襯墊材質
gid://shopify/TaxonomyAttribute/10923 : 座墊導軌材質
gid://shopify/TaxonomyAttribute/10924 : 座墊樹架材質
gid://shopify/TaxonomyAttribute/10925 : 鞍架寬度
gid://shopify/TaxonomyAttribute/1716  : 安規驗證
gid://shopify/TaxonomyAttribute/1725  : 安全裝置安裝
gid://shopify/TaxonomyAttribute/10186 : 提供的安全文件
gid://shopify/TaxonomyAttribute/8678  : 包含安全裝備
gid://shopify/TaxonomyAttribute/2949  : 安全設備材質
gid://shopify/TaxonomyAttribute/10187 : 安全特性
gid://shopify/TaxonomyAttribute/10926 : 安全帶類型
gid://shopify/TaxonomyAttribute/10927 : 安全機制類型
gid://shopify/TaxonomyAttribute/6125  : 安全鏡功能
gid://shopify/TaxonomyAttribute/1732  : 安全護欄安裝
gid://shopify/TaxonomyAttribute/6540  : 安全束帶類型
gid://shopify/TaxonomyAttribute/6541  : 安全警告
gid://shopify/TaxonomyAttribute/10928 : 帆形狀
gid://shopify/TaxonomyAttribute/2756  : 帆船類型
gid://shopify/TaxonomyAttribute/7920  : 沙拉醬類型
gid://shopify/TaxonomyAttribute/6126  : 沙拉脫水機機制
gid://shopify/TaxonomyAttribute/7921  : 沙拉配料基底成分
gid://shopify/TaxonomyAttribute/7922  : 鹽度
gid://shopify/TaxonomyAttribute/6545  : 包含沙/水車品項
gid://shopify/TaxonomyAttribute/6127  : 沙子顏色
gid://shopify/TaxonomyAttribute/6542  : 沙杯功能
gid://shopify/TaxonomyAttribute/6543  : 沙鏟手柄樣式
gid://shopify/TaxonomyAttribute/6544  : 包含沙灘玩具組件數
gid://shopify/TaxonomyAttribute/6310  : 沙子類型
gid://shopify/TaxonomyAttribute/3264  : 涼鞋款式
gid://shopify/TaxonomyAttribute/10929 : 沙袋樣式
gid://shopify/TaxonomyAttribute/2181  : 噴砂機應用
gid://shopify/TaxonomyAttribute/6546  : 沙箱底部類型
gid://shopify/TaxonomyAttribute/6547  : 沙箱排水類型
gid://shopify/TaxonomyAttribute/6548  : 沙箱座位類型
gid://shopify/TaxonomyAttribute/2182  : 磨砂機類型
gid://shopify/TaxonomyAttribute/2187  : 研磨應用
gid://shopify/TaxonomyAttribute/7923  : 人心果品種
gid://shopify/TaxonomyAttribute/7924  : 白柿品種
gid://shopify/TaxonomyAttribute/1865  : 衛星覆蓋區域
gid://shopify/TaxonomyAttribute/5508  : 衛星傳訊功能
gid://shopify/TaxonomyAttribute/5023  : 支援衛星導航系統
gid://shopify/TaxonomyAttribute/1866  : 衛星網路類型
gid://shopify/TaxonomyAttribute/10188 : 緞面緞帶正面類型
gid://shopify/TaxonomyAttribute/7925  : 醬汁濃稠度
gid://shopify/TaxonomyAttribute/7926  : 醬料商品形式
gid://shopify/TaxonomyAttribute/7927  : 醬料種類
gid://shopify/TaxonomyAttribute/6128  : 底盤功能
gid://shopify/TaxonomyAttribute/3363  : 包括桑拿配件
gid://shopify/TaxonomyAttribute/6129  : 桑拿形式
gid://shopify/TaxonomyAttribute/6130  : 桑拿加熱器類型
gid://shopify/TaxonomyAttribute/10189 : 薩克斯風管身表面處理
gid://shopify/TaxonomyAttribute/10190 : 薩克斯風管身類型
gid://shopify/TaxonomyAttribute/10191 : 薩克斯風結構樣式
gid://shopify/TaxonomyAttribute/10192 : 薩克斯風包含配件
gid://shopify/TaxonomyAttribute/10193 : 薩克斯風按鍵系統
gid://shopify/TaxonomyAttribute/10194 : 薩克斯風按鍵觸感材質
gid://shopify/TaxonomyAttribute/10195 : 薩克斯風吹嘴導流板類型
gid://shopify/TaxonomyAttribute/10196 : 薩克斯風彎管類型
gid://shopify/TaxonomyAttribute/10197 : 薩克斯風包裝內容
gid://shopify/TaxonomyAttribute/10198 : 薩克斯風簧片裁切方式
gid://shopify/TaxonomyAttribute/10199 : 薩克斯風簧片材質類型
gid://shopify/TaxonomyAttribute/10200 : 薩克斯簧片硬度等級
gid://shopify/TaxonomyAttribute/10201 : 薩克斯風小零件螺紋尺寸
gid://shopify/TaxonomyAttribute/10202 : 薩克斯風通條布應用區域
gid://shopify/TaxonomyAttribute/10203 : 刀鞘材質
gid://shopify/TaxonomyAttribute/2195  : 鷹架安裝型式
gid://shopify/TaxonomyAttribute/2381  : 等比例模型配件類型
gid://shopify/TaxonomyAttribute/10204 : 比例模型組裝狀態
gid://shopify/TaxonomyAttribute/10205 : 比例模型汽車功能
gid://shopify/TaxonomyAttribute/10206 : 比例模型套件組裝要求
gid://shopify/TaxonomyAttribute/10207 : 包含比例模型套件組件
gid://shopify/TaxonomyAttribute/3284  : 等比例模型製作工具組類型
gid://shopify/TaxonomyAttribute/2932  : 等比例模型製作材質
gid://shopify/TaxonomyAttribute/10208 : 比例模型塗裝狀態
gid://shopify/TaxonomyAttribute/10209 : 等比例模型姿勢
gid://shopify/TaxonomyAttribute/10210 : 比例模型旋翼配置
gid://shopify/TaxonomyAttribute/2382  : 等比例模型主題
gid://shopify/TaxonomyAttribute/10211 : 比例模型卡車年代
gid://shopify/TaxonomyAttribute/10212 : 比例模型卡車推進類型
gid://shopify/TaxonomyAttribute/10213 : 比例單位
gid://shopify/TaxonomyAttribute/5166  : 頭皮問題
gid://shopify/TaxonomyAttribute/2599  : 手術刀片數量
gid://shopify/TaxonomyAttribute/3053  : 手術刀片形狀
gid://shopify/TaxonomyAttribute/2600  : 手術刀手柄數量
gid://shopify/TaxonomyAttribute/3092  : 掃描器功能
gid://shopify/TaxonomyAttribute/5384  : 掃描器握把相容性
gid://shopify/TaxonomyAttribute/5385  : 掃描器維護套件類型
gid://shopify/TaxonomyAttribute/1904  : 掃描器感應器類型
gid://shopify/TaxonomyAttribute/3256  : 圍巾/披肩款式
gid://shopify/TaxonomyAttribute/2024  : 場景模式
gid://shopify/TaxonomyAttribute/10930 : 氣味功能
gid://shopify/TaxonomyAttribute/10931 : 氣味來源
gid://shopify/TaxonomyAttribute/8679  : 校車車身類型
gid://shopify/TaxonomyAttribute/8680  : 校車安全功能
gid://shopify/TaxonomyAttribute/10214 : 學校用膠水可洗性
gid://shopify/TaxonomyAttribute/2344  : 剪刀刀片類型
gid://shopify/TaxonomyAttribute/10215 : 剪刀應用
gid://shopify/TaxonomyAttribute/6131  : 杓子釋放機制
gid://shopify/TaxonomyAttribute/6311  : 杓面設計
gid://shopify/TaxonomyAttribute/6132  : 杓壁設計
gid://shopify/TaxonomyAttribute/10932 : 滑板車煞車片材質
gid://shopify/TaxonomyAttribute/4994  : 速克達剎車類型
gid://shopify/TaxonomyAttribute/3304  : 瞄準鏡設計
gid://shopify/TaxonomyAttribute/3305  : 瞄準鏡鏡頭類型
gid://shopify/TaxonomyAttribute/2037  : 範圍/視線設計
gid://shopify/TaxonomyAttribute/3063  : 瞄準鏡/瞄準器特點
gid://shopify/TaxonomyAttribute/3170  : 記分板特點
gid://shopify/TaxonomyAttribute/10933 : 計分方法
gid://shopify/TaxonomyAttribute/10934 : 計分模式
gid://shopify/TaxonomyAttribute/10935 : 計分系統類型
gid://shopify/TaxonomyAttribute/10216 : 蘇格蘭室樂風笛氣袋材質
gid://shopify/TaxonomyAttribute/10217 : 蘇格蘭室樂風笛持續音管調音配置
gid://shopify/TaxonomyAttribute/10218 : 蘇格蘭室樂風笛簧片類型
gid://shopify/TaxonomyAttribute/2289  : 剪貼簿紙張類型
gid://shopify/TaxonomyAttribute/10219 : 刮擦表面類型
gid://shopify/TaxonomyAttribute/5533  : 包含的螢幕組裝元件
gid://shopify/TaxonomyAttribute/5389  : 螢幕曲率評級
gid://shopify/TaxonomyAttribute/1424  : 濾網材料
gid://shopify/TaxonomyAttribute/5403  : 螢幕操作類型
gid://shopify/TaxonomyAttribute/5526  : 螢幕保護功能
gid://shopify/TaxonomyAttribute/5524  : 螢幕保護貼黏附類型
gid://shopify/TaxonomyAttribute/5566  : 螢幕保護貼覆蓋樣式
gid://shopify/TaxonomyAttribute/5565  : 螢幕保護貼功能
gid://shopify/TaxonomyAttribute/5419  : 螢幕保護貼表面處理
gid://shopify/TaxonomyAttribute/5673  : 螢幕表面處理
gid://shopify/TaxonomyAttribute/2003  : 螢幕/顯示器設計
gid://shopify/TaxonomyAttribute/10936 : 螺絲驅動類型
gid://shopify/TaxonomyAttribute/10937 : 螺紋螺絲尺寸
gid://shopify/TaxonomyAttribute/6133  : 刷頭類型
gid://shopify/TaxonomyAttribute/6134  : 刷洗強度
gid://shopify/TaxonomyAttribute/10220 : 雕塑黏土基底類型
gid://shopify/TaxonomyAttribute/7928  : 海鮮切割方式
gid://shopify/TaxonomyAttribute/7929  : 海鮮加工方式
gid://shopify/TaxonomyAttribute/7930  : 海鮮來源
gid://shopify/TaxonomyAttribute/1497  : 海鮮類型
gid://shopify/TaxonomyAttribute/6135  : 包含海鮮餐具項目
gid://shopify/TaxonomyAttribute/10938 : 密封材質
gid://shopify/TaxonomyAttribute/2384  : 封蠟章設計
gid://shopify/TaxonomyAttribute/8681  : 密封類型
gid://shopify/TaxonomyAttribute/10939 : 密封劑配方
gid://shopify/TaxonomyAttribute/6136  : 密封模式
gid://shopify/TaxonomyAttribute/8682  : 密封洩漏類型
gid://shopify/TaxonomyAttribute/10940 : 接縫結構
gid://shopify/TaxonomyAttribute/6802  : 接縫設計
gid://shopify/TaxonomyAttribute/10221 : 縫份量尺刻度類型
gid://shopify/TaxonomyAttribute/10222 : 縫份尺滑塊材質
gid://shopify/TaxonomyAttribute/10223 : 拆線刀尖樣式
gid://shopify/TaxonomyAttribute/6803  : 接縫密封類型
gid://shopify/TaxonomyAttribute/10941 : 接縫類型
gid://shopify/TaxonomyAttribute/1628  : 季節
gid://shopify/TaxonomyAttribute/10942 : 季節評級
gid://shopify/TaxonomyAttribute/8683  : 季節/狀況保護
gid://shopify/TaxonomyAttribute/7931  : 調味料種類
gid://shopify/TaxonomyAttribute/8684  : 座椅調整動力類型
gid://shopify/TaxonomyAttribute/8685  : 安全帶固定類型
gid://shopify/TaxonomyAttribute/8686  : 安全帶扣電氣接頭類型
gid://shopify/TaxonomyAttribute/8687  : 安全帶扣安裝類型
gid://shopify/TaxonomyAttribute/8688  : 安全帶扣釋放按鈕顏色
gid://shopify/TaxonomyAttribute/8689  : 安全帶護套放置
gid://shopify/TaxonomyAttribute/8690  : 安全帶整合
gid://shopify/TaxonomyAttribute/8691  : 安全帶配備
gid://shopify/TaxonomyAttribute/8692  : 安全帶綁帶安裝位置
gid://shopify/TaxonomyAttribute/8693  : 座椅套放置
gid://shopify/TaxonomyAttribute/8694  : 座椅套固定方法
gid://shopify/TaxonomyAttribute/8695  : 座椅套組內容
gid://shopify/TaxonomyAttribute/2405  : 座椅緩衝
gid://shopify/TaxonomyAttribute/6953  : 座椅布料
gid://shopify/TaxonomyAttribute/6954  : 座椅高度類別
gid://shopify/TaxonomyAttribute/6955  : 座椅材質
gid://shopify/TaxonomyAttribute/8696  : 座椅安裝類型
gid://shopify/TaxonomyAttribute/5035  : 座位預訂
gid://shopify/TaxonomyAttribute/5066  : 座椅旋轉
gid://shopify/TaxonomyAttribute/2406  : 座椅形狀
gid://shopify/TaxonomyAttribute/1537  : 座椅結構
gid://shopify/TaxonomyAttribute/5062  : 座椅旋轉機制
gid://shopify/TaxonomyAttribute/1518  : 座椅類型
gid://shopify/TaxonomyAttribute/6956  : 座椅表面材質
gid://shopify/TaxonomyAttribute/10943 : 座管夾緊機制
gid://shopify/TaxonomyAttribute/6957  : 截面方向相容性
gid://shopify/TaxonomyAttribute/6958  : 組合沙發配置
gid://shopify/TaxonomyAttribute/6959  : 組合沙發形狀
gid://shopify/TaxonomyAttribute/10944 : 固定組件
gid://shopify/TaxonomyAttribute/1939  : 安全演算法
gid://shopify/TaxonomyAttribute/2139  : 安全等級
gid://shopify/TaxonomyAttribute/6137  : 安全感測器子類型
gid://shopify/TaxonomyAttribute/7932  : 種子含量
gid://shopify/TaxonomyAttribute/7933  : 種子尺寸分類
gid://shopify/TaxonomyAttribute/6138  : 種子處理
gid://shopify/TaxonomyAttribute/10224 : 自黏式背膠格式
gid://shopify/TaxonomyAttribute/10225 : 自黏魔鬼氈背膠類型
gid://shopify/TaxonomyAttribute/10226 : 自黏魔鬼氈形狀
gid://shopify/TaxonomyAttribute/6139  : 自動清潔方式
gid://shopify/TaxonomyAttribute/10227 : 自硬性黏土表面處理
gid://shopify/TaxonomyAttribute/10228 : 自硬化黏土固化後防水性
gid://shopify/TaxonomyAttribute/5024  : 自拍棒功能類型
gid://shopify/TaxonomyAttribute/5504  : 半導體材料
gid://shopify/TaxonomyAttribute/5195  : 感覺效果
gid://shopify/TaxonomyAttribute/10945 : 感測器功能
gid://shopify/TaxonomyAttribute/10946 : 感測器測量模式
gid://shopify/TaxonomyAttribute/10947 : 感測器安裝位置
gid://shopify/TaxonomyAttribute/8697  : 感測器安裝類型
gid://shopify/TaxonomyAttribute/8698  : 感測器或儀表安裝位置
gid://shopify/TaxonomyAttribute/1332  : 感測器類型
gid://shopify/TaxonomyAttribute/2988  : 感測器/測量工具特點
gid://shopify/TaxonomyAttribute/5168  : 感官效果
gid://shopify/TaxonomyAttribute/6549  : 感官模式
gid://shopify/TaxonomyAttribute/6550  : 感官玩具舒壓機制
gid://shopify/TaxonomyAttribute/6551  : 感官玩具燈光功能
gid://shopify/TaxonomyAttribute/6552  : 感官玩具紋理類型
gid://shopify/TaxonomyAttribute/10229 : 亮片應用方式
gid://shopify/TaxonomyAttribute/10230 : 亮片表面處理
gid://shopify/TaxonomyAttribute/2323  : 亮片/閃光片形狀
gid://shopify/TaxonomyAttribute/10231 : 拷克機縫紉功能
gid://shopify/TaxonomyAttribute/10232 : 拷克機線數
gid://shopify/TaxonomyAttribute/6140  : 包含上菜用具件數
gid://shopify/TaxonomyAttribute/8699  : 保養間隔
gid://shopify/TaxonomyAttribute/2645  : 服務類型
gid://shopify/TaxonomyAttribute/7934  : 食用溫度
gid://shopify/TaxonomyAttribute/7935  : 芝麻籽殼狀態
gid://shopify/TaxonomyAttribute/7936  : 芝麻烘焙程度
gid://shopify/TaxonomyAttribute/7937  : 芝麻品種
gid://shopify/TaxonomyAttribute/10948 : 套組分類
gid://shopify/TaxonomyAttribute/10233 : 套組組件
gid://shopify/TaxonomyAttribute/6804  : 包含套組品項
gid://shopify/TaxonomyAttribute/10949 : 搭建機制
gid://shopify/TaxonomyAttribute/6553  : 搭建類型
gid://shopify/TaxonomyAttribute/10234 : 車縫布襯彈性
gid://shopify/TaxonomyAttribute/10235 : 縫襯布標
gid://shopify/TaxonomyAttribute/10236 : 車縫邊緣處理
gid://shopify/TaxonomyAttribute/10237 : 車縫水鑽孔方向
gid://shopify/TaxonomyAttribute/2339  : 縫紉壓腳類型
gid://shopify/TaxonomyAttribute/10238 : 包含縫紉套件組件
gid://shopify/TaxonomyAttribute/10239 : 縫紉機梭子類別
gid://shopify/TaxonomyAttribute/10240 : 縫紉機扣眼類型
gid://shopify/TaxonomyAttribute/10241 : 縫紉機顯示類型
gid://shopify/TaxonomyAttribute/10242 : 縫紉機針尖類型
gid://shopify/TaxonomyAttribute/10243 : 縫紉機用針系統
gid://shopify/TaxonomyAttribute/10244 : 縫紉機用針類型
gid://shopify/TaxonomyAttribute/2340  : 縫紉機零件類別
gid://shopify/TaxonomyAttribute/10245 : 縫紉機柄部類型
gid://shopify/TaxonomyAttribute/10246 : 縫紉樣板配件類型
gid://shopify/TaxonomyAttribute/10247 : 縫紉樣板所需配件
gid://shopify/TaxonomyAttribute/10248 : 縫紉樣板建議布料
gid://shopify/TaxonomyAttribute/10249 : 縫紉樣板尺寸範圍
gid://shopify/TaxonomyAttribute/10250 : 縫紉線尺寸系統
gid://shopify/TaxonomyAttribute/10950 : 桿身彎曲度
gid://shopify/TaxonomyAttribute/1300  : 球桿身軟硬度
gid://shopify/TaxonomyAttribute/10951 : 桿身彎曲點
gid://shopify/TaxonomyAttribute/10952 : 桿身長度類型
gid://shopify/TaxonomyAttribute/2178  : 軸方向
gid://shopify/TaxonomyAttribute/10953 : 桿身形狀
gid://shopify/TaxonomyAttribute/10251 : 搖杯填充材質
gid://shopify/TaxonomyAttribute/6141  : 包含調味罐組件數
gid://shopify/TaxonomyAttribute/10252 : 搖杯外殼材質
gid://shopify/TaxonomyAttribute/7938  : 紅蔥頭品種
gid://shopify/TaxonomyAttribute/1653  : 洗髮乳類型
gid://shopify/TaxonomyAttribute/10954 : 柄身類型
gid://shopify/TaxonomyAttribute/73    : 形狀
gid://shopify/TaxonomyAttribute/6805  : 塑身衣增強功能
gid://shopify/TaxonomyAttribute/1197  : 塑身衣支撐程度
gid://shopify/TaxonomyAttribute/1684  : 刮鬍膏配方
gid://shopify/TaxonomyAttribute/1687  : 刮鬍組套件零組件
gid://shopify/TaxonomyAttribute/6142  : 護套材質
gid://shopify/TaxonomyAttribute/10253 : 刀鞘類型
gid://shopify/TaxonomyAttribute/2066  : 光澤度/亮光度
gid://shopify/TaxonomyAttribute/5285  : 面膜材質
gid://shopify/TaxonomyAttribute/10254 : 樂譜夾墊材質
gid://shopify/TaxonomyAttribute/10255 : 樂譜夾彈簧張力等級
gid://shopify/TaxonomyAttribute/10256 : 樂譜夾使用環境
gid://shopify/TaxonomyAttribute/6143  : 設備中的層架位置
gid://shopify/TaxonomyAttribute/2567  : 架子材質
gid://shopify/TaxonomyAttribute/10257 : 鼓身結構
gid://shopify/TaxonomyAttribute/10258 : 鼓身表面處理
gid://shopify/TaxonomyAttribute/2890  : 架子/框架材質
gid://shopify/TaxonomyAttribute/7939  : 果殼/外殼狀態
gid://shopify/TaxonomyAttribute/8700  : 排檔套固定方式
gid://shopify/TaxonomyAttribute/8701  : 包含排檔套安裝五金配件
gid://shopify/TaxonomyAttribute/8702  : 排檔頭照明
gid://shopify/TaxonomyAttribute/8703  : 排檔頭安裝方式
gid://shopify/TaxonomyAttribute/8704  : 排檔頭形狀
gid://shopify/TaxonomyAttribute/8705  : 排檔圖案類型
gid://shopify/TaxonomyAttribute/10955 : 變速器相容性
gid://shopify/TaxonomyAttribute/10956 : 變速器安裝介面
gid://shopify/TaxonomyAttribute/10957 : 變速驅動類型
gid://shopify/TaxonomyAttribute/10958 : 變速機制
gid://shopify/TaxonomyAttribute/10959 : 墊片用途
gid://shopify/TaxonomyAttribute/10960 : 護脛固定方式
gid://shopify/TaxonomyAttribute/2916  : 木瓦/瓷磚材質
gid://shopify/TaxonomyAttribute/6806  : 襯衫袖口樣式
gid://shopify/TaxonomyAttribute/7941  : 日式燒酒品種
gid://shopify/TaxonomyAttribute/7940  : 日本燒酒基底成分
gid://shopify/TaxonomyAttribute/8706  : 避震器襯套材質
gid://shopify/TaxonomyAttribute/8707  : 避震器充填類型
gid://shopify/TaxonomyAttribute/8708  : 避震器安裝類型 (下方)
gid://shopify/TaxonomyAttribute/8709  : 避震器安裝類型 (上方)
gid://shopify/TaxonomyAttribute/8710  : 避震器位置
gid://shopify/TaxonomyAttribute/10961 : 避震系統
gid://shopify/TaxonomyAttribute/1321  : 鞋固定器類型
gid://shopify/TaxonomyAttribute/6144  : 鞋刷類型
gid://shopify/TaxonomyAttribute/10962 : 鞋領高度
gid://shopify/TaxonomyAttribute/10963 : 鞋罩高度
gid://shopify/TaxonomyAttribute/6145  : 烘鞋機技術
gid://shopify/TaxonomyAttribute/3009  : 鞋子特色
gid://shopify/TaxonomyAttribute/846   : 鞋型適合
gid://shopify/TaxonomyAttribute/6146  : 鞋類收納設計
gid://shopify/TaxonomyAttribute/6147  : 鞋油形態
gid://shopify/TaxonomyAttribute/87    : 鞋款尺碼
gid://shopify/TaxonomyAttribute/10964 : 鞋子尺寸系統
gid://shopify/TaxonomyAttribute/6148  : 鞋類護理目的
gid://shopify/TaxonomyAttribute/6149  : 鞋撐設計
gid://shopify/TaxonomyAttribute/6807  : 鞋帶頭材質
gid://shopify/TaxonomyAttribute/2025  : 拍攝模式
gid://shopify/TaxonomyAttribute/10965 : 射擊架設計
gid://shopify/TaxonomyAttribute/10966 : 射擊支架軛架設計
gid://shopify/TaxonomyAttribute/10967 : 標靶樣式
gid://shopify/TaxonomyAttribute/10968 : 箭靶類型
gid://shopify/TaxonomyAttribute/8711  : 中缸組件平衡類型
gid://shopify/TaxonomyAttribute/8712  : 中缸預期用途
gid://shopify/TaxonomyAttribute/8713  : 包含中缸旋轉組件
gid://shopify/TaxonomyAttribute/6312  : 烈酒杯樣式
gid://shopify/TaxonomyAttribute/10969 : 鉛彈尺寸
gid://shopify/TaxonomyAttribute/10259 : 散彈槍運作類型
gid://shopify/TaxonomyAttribute/10260 : 散彈槍收束器類型
gid://shopify/TaxonomyAttribute/10261 : 散彈槍口徑
gid://shopify/TaxonomyAttribute/10262 : 散彈槍槍托材質
gid://shopify/TaxonomyAttribute/6150  : 鏟柄握把類型
gid://shopify/TaxonomyAttribute/6151  : 鏟頭類型
gid://shopify/TaxonomyAttribute/2147  : 淋浴底座設計
gid://shopify/TaxonomyAttribute/5237  : 浴帽內襯材料
gid://shopify/TaxonomyAttribute/2791  : 浴簾安裝類型
gid://shopify/TaxonomyAttribute/6152  : 浴簾環類型
gid://shopify/TaxonomyAttribute/2152  : 淋浴設計
gid://shopify/TaxonomyAttribute/3118  : 浴簾特點
gid://shopify/TaxonomyAttribute/3327  : 浴簾開口類型
gid://shopify/TaxonomyAttribute/2167  : 收縮率
gid://shopify/TaxonomyAttribute/6153  : 灌木形狀
gid://shopify/TaxonomyAttribute/10970 : 沙狐球速度評級
gid://shopify/TaxonomyAttribute/10971 : 沙狐球桌長度相容性
gid://shopify/TaxonomyAttribute/2099  : 活動遮板飾面
gid://shopify/TaxonomyAttribute/10972 : 羽毛球底材質
