# Shopify Product Taxonomy - Categories: 9999-13-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Ζώα και προμήθειες για κατοικίδια ζώα
gid://shopify/TaxonomyCategory/sg-4-4-2-1        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ανταλλακτικά φρένων ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-1-1      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ανταλλακτικά φρένων ποδηλάτου > Δαγκάνες φρένων ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-1-2      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ανταλλακτικά φρένων ποδηλάτου > Μοχλοί φρένων ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-1-3      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ανταλλακτικά φρένων ποδηλάτου > Δίσκοι φρένων ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-1-4      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ανταλλακτικά φρένων ποδηλάτου > Σετ φρένων ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-2        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Επενδύσεις καλωδίων ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-3        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Καλώδια ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-4        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ανταλλακτικά μετάδοσης ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-4-1      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ανταλλακτικά μετάδοσης ποδηλάτου > Κάτω βραχίονες ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-4-2      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ανταλλακτικά μετάδοσης ποδηλάτου > Κασέτες & ελεύθεροι τροχοί ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-4-2-1    : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ανταλλακτικά μετάδοσης ποδηλάτου > Κασέτες & ελεύθεροι τροχοί ποδηλάτου > Κασέτες ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-4-2-2    : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ανταλλακτικά μετάδοσης ποδηλάτου > Κασέτες & ελεύθεροι τροχοί ποδηλάτου > Ελεύθεροι τροχοί ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-4-3      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ανταλλακτικά μετάδοσης ποδηλάτου > Δισκοπλαίσια ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-4-4      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ανταλλακτικά μετάδοσης ποδηλάτου > Αλυσίδες ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-4-5      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ανταλλακτικά μετάδοσης ποδηλάτου > Διπλοδίσκοι ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-4-6      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ανταλλακτικά μετάδοσης ποδηλάτου > Σασμάν ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-4-7      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ανταλλακτικά μετάδοσης ποδηλάτου > Πετάλια ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-4-8      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ανταλλακτικά μετάδοσης ποδηλάτου > Μανέτες ταχυτήτων ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-5        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Πιρούνια ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-6        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Σκελετοί ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-7        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ομαδοσυστήματα ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-8        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Επεκτάσεις τιμονιού ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-9        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Τιμόνια ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-10       : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ανταλλακτικά των σετ δακτυλίων για την περιστροφή των τροχών ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-10-1     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ανταλλακτικά των σετ δακτυλίων για την περιστροφή των τροχών ποδηλάτου > Ρουλεμάν των σετ δακτυλίων για την περιστροφή των τροχών ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-10-2     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ανταλλακτικά των σετ δακτυλίων για την περιστροφή των τροχών ποδηλάτου > Αποστάτες των σετ δακτυλίων για την περιστροφή των τροχών ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-11       : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ποδηλατικά ακουστικά
gid://shopify/TaxonomyCategory/sg-4-4-2-12       : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Σταντ ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-13       : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Σέλες ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-14       : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Σφιγκτήρες σωλήνα σέλας ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-15       : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Σωλήνες σέλας ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-16       : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Μικρά εξαρτήματα ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-16-1     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Μικρά εξαρτήματα ποδηλάτου > Άκρα καλωδίων ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-16-2     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Μικρά εξαρτήματα ποδηλάτου > Κρίκοι αλυσίδας ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-16-3     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Μικρά εξαρτήματα ποδηλάτου > Σπειρωτά εξαρτήματα σύνδεσης των ακτίνων με τη ζάντα ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-17       : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Λαιμοί ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-18       : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Προσαρμογείς βαλβίδων ελαστικών ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-19       : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Καπάκια βαλβίδων ελαστικών ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-20       : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Βαλβίδες ελαστικών ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-21       : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ελαστικά ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-21-1     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ελαστικά ποδηλάτου > Ελαστικά με σύρμα
gid://shopify/TaxonomyCategory/sg-4-4-2-21-2     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ελαστικά ποδηλάτου > Ελαστικά χωρίς σαμπρέλα Tubeless Ready
gid://shopify/TaxonomyCategory/sg-4-4-2-21-3     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ελαστικά ποδηλάτου > Ελαστικά χωρίς σαμπρέλα
gid://shopify/TaxonomyCategory/sg-4-4-2-21-4     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Ελαστικά ποδηλάτου > Ελαστικά σωληνωτού τύπου
gid://shopify/TaxonomyCategory/sg-4-4-2-22       : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Σαμπρέλες ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-23       : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Μέρη τροχών ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-23-1     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Μέρη τροχών ποδηλάτου > Μαρκούτσια ποδιών ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-23-2     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Μέρη τροχών ποδηλάτου > Μέρη πλήμνης ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-23-2-1   : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Μέρη τροχών ποδηλάτου > Μέρη πλήμνης ποδηλάτου > Ρουλεμάν κέντρων
gid://shopify/TaxonomyCategory/sg-4-4-2-23-2-2   : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Μέρη τροχών ποδηλάτου > Μέρη πλήμνης ποδηλάτου > Κώνοι κέντρων
gid://shopify/TaxonomyCategory/sg-4-4-2-23-2-3   : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Μέρη τροχών ποδηλάτου > Μέρη πλήμνης ποδηλάτου > Γρήγορες αποσυνδέσεις
gid://shopify/TaxonomyCategory/sg-4-4-2-23-3     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Μέρη τροχών ποδηλάτου > Πλήμνες ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-23-4     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Μέρη τροχών ποδηλάτου > Ταινίες ζάντας ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-23-5     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Μέρη τροχών ποδηλάτου > Ακτίνες ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-23-6     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Μέρη τροχών ποδηλάτου > Άξονες & καλαμάκια τροχών ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-23-7     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Μέρη τροχών ποδηλάτου > Εξαρτήματα ζάντας ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-23-8     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Μέρη τροχών ποδηλάτου > Ζάντες ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-24       : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Τροχοί ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-24-1     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Τροχοί ποδηλάτου > Μπροστινοί τροχοί ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-24-2     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Τροχοί ποδηλάτου > Μηχανοκίνητοι πίσω τροχοί ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-24-3     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Τροχοί ποδηλάτου > Πίσω τροχοί ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-2-24-4     : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ανταλλακτικά ποδηλάτου > Τροχοί ποδηλάτου > Σετ τροχών ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-3          : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ποδήλατα
gid://shopify/TaxonomyCategory/sg-4-4-3-1        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ποδήλατα > Ποδήλατα BMX
gid://shopify/TaxonomyCategory/sg-4-4-3-2        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ποδήλατα > Ποδήλατα πόλης
gid://shopify/TaxonomyCategory/sg-4-4-3-3        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ποδήλατα > Ποδήλατα Cross Country
gid://shopify/TaxonomyCategory/sg-4-4-3-4        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ποδήλατα > Ποδήλατα Cruiser
gid://shopify/TaxonomyCategory/sg-4-4-3-5        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ποδήλατα > Ηλεκτρικά ποδήλατα
gid://shopify/TaxonomyCategory/sg-4-4-3-6        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ποδήλατα > Ποδήλατα με χοντρά ελαστικά
gid://shopify/TaxonomyCategory/sg-4-4-3-7        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ποδήλατα > Αναδιπλούμενα ποδήλατα
gid://shopify/TaxonomyCategory/sg-4-4-3-8        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ποδήλατα > Ποδήλατα φορτίου
gid://shopify/TaxonomyCategory/sg-4-4-3-9        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ποδήλατα > Υβριδικά ποδήλατα
gid://shopify/TaxonomyCategory/sg-4-4-3-10       : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ποδήλατα > Ποδήλατα βουνού
gid://shopify/TaxonomyCategory/sg-4-4-3-11       : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ποδήλατα > Ποδήλατα δρόμου
gid://shopify/TaxonomyCategory/sg-4-4-3-12       : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ποδήλατα > Διπλά ποδήλατα
gid://shopify/TaxonomyCategory/sg-4-4-3-13       : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ποδήλατα > Ποδήλατα πίστας
gid://shopify/TaxonomyCategory/sg-4-4-4          : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ένδυση & αξεσουάρ ποδηλασίας
gid://shopify/TaxonomyCategory/sg-4-4-4-1        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ένδυση & αξεσουάρ ποδηλασίας > Αξεσουάρ σφήνας ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-4-1-1      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ένδυση & αξεσουάρ ποδηλασίας > Αξεσουάρ σφήνας ποδηλάτου > Βίδες σφήνας ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-4-1-2      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ένδυση & αξεσουάρ ποδηλασίας > Αξεσουάρ σφήνας ποδηλάτου > Καλύμματα σφήνας ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-4-1-3      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ένδυση & αξεσουάρ ποδηλασίας > Αξεσουάρ σφήνας ποδηλάτου > Σφήνες & προσθήκες κουμπωμάτων ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-4-2        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ένδυση & αξεσουάρ ποδηλασίας > Σφήνες ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-4-3        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ένδυση & αξεσουάρ ποδηλασίας > Γάντια ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-4-4        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ένδυση & αξεσουάρ ποδηλασίας > Ανταλλακτικά & αξεσουάρ κράνους ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-4-5        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ένδυση & αξεσουάρ ποδηλασίας > Κράνη ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-4-6        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ένδυση & αξεσουάρ ποδηλασίας > Προστατευτικά επιθέματα ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-4-7        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ένδυση & αξεσουάρ ποδηλασίας > Καλύμματα παπουτσιών ποδηλάτου
gid://shopify/TaxonomyCategory/sg-4-4-4-8        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Ένδυση & αξεσουάρ ποδηλασίας > Παπούτσια ποδηλασίας
gid://shopify/TaxonomyCategory/sg-4-4-5          : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Αξεσουάρ τρίκυκλων
gid://shopify/TaxonomyCategory/sg-4-4-5-1        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Αξεσουάρ τρίκυκλων > Καλάθια τρίκυκλων
gid://shopify/TaxonomyCategory/sg-4-4-5-2        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Αξεσουάρ τρίκυκλων > Καμπανάκια τρίκυκλων
gid://shopify/TaxonomyCategory/sg-4-4-5-3        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Αξεσουάρ τρίκυκλων > Σημαίες τρίκυκλων
gid://shopify/TaxonomyCategory/sg-4-4-6          : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Τρίκυκλα
gid://shopify/TaxonomyCategory/sg-4-4-7          : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Αξεσουάρ για μονόκυκλα
gid://shopify/TaxonomyCategory/sg-4-4-7-1        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Αξεσουάρ για μονόκυκλα > Πεντάλ για μονόκυκλα
gid://shopify/TaxonomyCategory/sg-4-4-7-2        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Αξεσουάρ για μονόκυκλα > Ελαστικά για μονόκυκλα
gid://shopify/TaxonomyCategory/sg-4-4-8          : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ποδηλασία > Μονόκυκλα
gid://shopify/TaxonomyCategory/sg-4-5            : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία
gid://shopify/TaxonomyCategory/sg-4-5-1          : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Φροντίδα αλόγων
gid://shopify/TaxonomyCategory/sg-4-5-1-1        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Φροντίδα αλόγων > Κουβέρτες και σεντόνια για άλογα
gid://shopify/TaxonomyCategory/sg-4-5-1-2        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Φροντίδα αλόγων > Μπότες και περιτυλίγματα ποδιών για άλογα
gid://shopify/TaxonomyCategory/sg-4-5-1-3        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Φροντίδα αλόγων > Τροφή για άλογα
gid://shopify/TaxonomyCategory/sg-4-5-1-3-1      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Φροντίδα αλόγων > Τροφή για άλογα > Συμπληρώματα τροφής για άλογα
gid://shopify/TaxonomyCategory/sg-4-5-1-4        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Φροντίδα αλόγων > Μάσκες για μύγες για άλογα
gid://shopify/TaxonomyCategory/sg-4-5-1-5        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Φροντίδα αλόγων > Καλλωπισμός αλόγων
gid://shopify/TaxonomyCategory/sg-4-5-1-5-1      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Φροντίδα αλόγων > Καλλωπισμός αλόγων > Κουρευτικές μηχανές για άλογα
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Φροντίδα αλόγων > Καλλωπισμός αλόγων > Χτένες, βούρτσες & γάντια καλλωπισμού για άλογα
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-1    : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Φροντίδα αλόγων > Καλλωπισμός αλόγων > Χτένες, βούρτσες & γάντια καλλωπισμού για άλογα > Βούρτσες καλλωπισμού αλόγων
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-2    : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Φροντίδα αλόγων > Καλλωπισμός αλόγων > Χτένες, βούρτσες & γάντια καλλωπισμού για άλογα > Χτένες καλλωπισμού αλόγων
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-3    : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Φροντίδα αλόγων > Καλλωπισμός αλόγων > Χτένες, βούρτσες & γάντια καλλωπισμού για άλογα > Χτένες αποτρίχωσης για άλογα
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-4    : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Φροντίδα αλόγων > Καλλωπισμός αλόγων > Χτένες, βούρτσες & γάντια καλλωπισμού για άλογα > Γάντια καλλωπισμού αλόγων
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-5    : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Φροντίδα αλόγων > Καλλωπισμός αλόγων > Χτένες, βούρτσες & γάντια καλλωπισμού για άλογα > Εργαλεία καλλωπισμού για άλογα
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-6    : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Φροντίδα αλόγων > Καλλωπισμός αλόγων > Χτένες, βούρτσες & γάντια καλλωπισμού για άλογα > Μαχαίρια κουρέματος καλλωπισμού για άλογα
gid://shopify/TaxonomyCategory/sg-4-5-1-6        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Φροντίδα αλόγων > Λιχουδιές για άλογα
gid://shopify/TaxonomyCategory/sg-4-5-1-7        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Φροντίδα αλόγων > Βιταμίνες & συμπληρώματα για άλογα
gid://shopify/TaxonomyCategory/sg-4-5-1-8        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Φροντίδα αλόγων > Αντιπαρασιτικά αλόγων
