# Shopify Product Taxonomy - Categories: 2099-01
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Artigos para animais e animais estimação
gid://shopify/TaxonomyCategory/sg-4-6-11-11      : Artigos de desporto > Atividades recreativas no exterior > Pesca > Canas de pesca > Canas de pesca de corrico
gid://shopify/TaxonomyCategory/sg-4-6-11-12      : Artigos de desporto > Atividades recreativas no exterior > Pesca > Canas de pesca > Canas de pesca ultraleves
gid://shopify/TaxonomyCategory/sg-4-6-12         : Artigos de desporto > Atividades recreativas no exterior > Pesca > Lanças de pesca
gid://shopify/TaxonomyCategory/sg-4-6-13         : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-1       : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Engodos e iscos de pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-1-1     : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Engodos e iscos de pesca > Engodos de peixe artificial
gid://shopify/TaxonomyCategory/sg-4-6-13-1-2     : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Engodos e iscos de pesca > Moscas de pesca artificiais
gid://shopify/TaxonomyCategory/sg-4-6-13-1-3     : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Engodos e iscos de pesca > Jigs de pesca artificiais
gid://shopify/TaxonomyCategory/sg-4-6-13-1-4     : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Engodos e iscos de pesca > Toneiras de pesca artificiais
gid://shopify/TaxonomyCategory/sg-4-6-13-1-5     : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Engodos e iscos de pesca > Poppers de pesca artificiais
gid://shopify/TaxonomyCategory/sg-4-6-13-1-6     : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Engodos e iscos de pesca > Spinners de pesca artificiais
gid://shopify/TaxonomyCategory/sg-4-6-13-1-7     : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Engodos e iscos de pesca > Colheres de pesca artificiais
gid://shopify/TaxonomyCategory/sg-4-6-13-1-8     : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Engodos e iscos de pesca > Engodos articulados de pesca artificiais
gid://shopify/TaxonomyCategory/sg-4-6-13-1-9     : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Engodos e iscos de pesca > Engodos oscilantes de pesca artificiais
gid://shopify/TaxonomyCategory/sg-4-6-13-1-10    : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Engodos e iscos de pesca > Iscos artificiais de plástico macio
gid://shopify/TaxonomyCategory/sg-4-6-13-1-11    : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Engodos e iscos de pesca > Kits de equipamento de pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-2       : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Flutuadores de pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-3       : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Anzóis de pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-3-1     : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Anzóis de pesca > Anzóis de pesca duplos e triplos
gid://shopify/TaxonomyCategory/sg-4-6-13-3-2     : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Anzóis de pesca > Anzóis de pesca individuais
gid://shopify/TaxonomyCategory/sg-4-6-13-4       : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Chumbos de pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-4-1     : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Chumbos de pesca > Bancos de pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-4-2     : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Chumbos de pesca > Barris de pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-4-3     : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Chumbos de pesca > Balas de pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-4-4     : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Chumbos de pesca > Dipseys de pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-4-5     : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Chumbos de pesca > Pirâmides de pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-4-6     : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Chumbos de pesca > Pesos com divisão para pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-5       : Artigos de desporto > Atividades recreativas no exterior > Pesca > Equipamento de pesca > Destorcedores de pesca
gid://shopify/TaxonomyCategory/sg-4-6-14         : Artigos de desporto > Atividades recreativas no exterior > Pesca > Armadilhas de pesca
gid://shopify/TaxonomyCategory/sg-4-6-15         : Artigos de desporto > Atividades recreativas no exterior > Pesca > Materiais de fixação de mosca
gid://shopify/TaxonomyCategory/sg-4-6-15-1       : Artigos de desporto > Atividades recreativas no exterior > Pesca > Materiais de fixação de mosca > Esferas para pesca
gid://shopify/TaxonomyCategory/sg-4-6-15-2       : Artigos de desporto > Atividades recreativas no exterior > Pesca > Materiais de fixação de mosca > Fio de pesca
gid://shopify/TaxonomyCategory/sg-4-6-16         : Artigos de desporto > Atividades recreativas no exterior > Pesca > Isco vivo
gid://shopify/TaxonomyCategory/sg-4-6-17         : Artigos de desporto > Atividades recreativas no exterior > Pesca > Caixas e sacos para equipamento de pesca
gid://shopify/TaxonomyCategory/sg-4-7            : Artigos de desporto > Atividades recreativas no exterior > Golfe
gid://shopify/TaxonomyCategory/sg-4-7-1          : Artigos de desporto > Atividades recreativas no exterior > Golfe > Ferramentas para divots
gid://shopify/TaxonomyCategory/sg-4-7-2          : Artigos de desporto > Atividades recreativas no exterior > Golfe > Conjuntos de acessórios para golfe
gid://shopify/TaxonomyCategory/sg-4-7-3          : Artigos de desporto > Atividades recreativas no exterior > Golfe > Acessórios para sacos de golfe
gid://shopify/TaxonomyCategory/sg-4-7-3-1        : Artigos de desporto > Atividades recreativas no exterior > Golfe > Acessórios para sacos de golfe > Carrinhos para sacos de golfe
gid://shopify/TaxonomyCategory/sg-4-7-3-2        : Artigos de desporto > Atividades recreativas no exterior > Golfe > Acessórios para sacos de golfe > Estojos e proteções de saco de golfe
gid://shopify/TaxonomyCategory/sg-4-7-4          : Artigos de desporto > Atividades recreativas no exterior > Golfe > Sacos de golfe
gid://shopify/TaxonomyCategory/sg-4-7-5          : Artigos de desporto > Atividades recreativas no exterior > Golfe > Marcadores de bolas de golfe
gid://shopify/TaxonomyCategory/sg-4-7-6          : Artigos de desporto > Atividades recreativas no exterior > Golfe > Bolas de golfe
gid://shopify/TaxonomyCategory/sg-4-7-7          : Artigos de desporto > Atividades recreativas no exterior > Golfe > Acessórios e peças para tacos de golfe
gid://shopify/TaxonomyCategory/sg-4-7-7-1        : Artigos de desporto > Atividades recreativas no exterior > Golfe > Acessórios e peças para tacos de golfe > Punhos para tacos de golfe
gid://shopify/TaxonomyCategory/sg-4-7-7-2        : Artigos de desporto > Atividades recreativas no exterior > Golfe > Acessórios e peças para tacos de golfe > Coberturas de cabeça para tacos de golfe
gid://shopify/TaxonomyCategory/sg-4-7-7-3        : Artigos de desporto > Atividades recreativas no exterior > Golfe > Acessórios e peças para tacos de golfe > Hastes para tacos de golfe
gid://shopify/TaxonomyCategory/sg-4-7-8          : Artigos de desporto > Atividades recreativas no exterior > Golfe > Conjuntos de tacos de golfe
gid://shopify/TaxonomyCategory/sg-4-7-9          : Artigos de desporto > Atividades recreativas no exterior > Golfe > Tacos de golfe
gid://shopify/TaxonomyCategory/sg-4-7-10         : Artigos de desporto > Atividades recreativas no exterior > Golfe > Bandeiras de golfe
gid://shopify/TaxonomyCategory/sg-4-7-11         : Artigos de desporto > Atividades recreativas no exterior > Golfe > Luvas de golfe
gid://shopify/TaxonomyCategory/sg-4-7-15         : Artigos de desporto > Atividades recreativas no exterior > Golfe > Calçado de golfe
gid://shopify/TaxonomyCategory/sg-4-7-12         : Artigos de desporto > Atividades recreativas no exterior > Golfe > Tees de golfe
gid://shopify/TaxonomyCategory/sg-4-7-13         : Artigos de desporto > Atividades recreativas no exterior > Golfe > Toalhas de golfe
gid://shopify/TaxonomyCategory/sg-4-7-14         : Artigos de desporto > Atividades recreativas no exterior > Golfe > Equipamentos de treino para golfe
gid://shopify/TaxonomyCategory/sg-4-7-14-1       : Artigos de desporto > Atividades recreativas no exterior > Golfe > Equipamentos de treino para golfe > Checkers de prática para golfe
gid://shopify/TaxonomyCategory/sg-4-7-14-2       : Artigos de desporto > Atividades recreativas no exterior > Golfe > Equipamentos de treino para golfe > Tapetes de prática para golfe
gid://shopify/TaxonomyCategory/sg-4-7-14-3       : Artigos de desporto > Atividades recreativas no exterior > Golfe > Equipamentos de treino para golfe > Parceiros de prática para golfe
gid://shopify/TaxonomyCategory/sg-4-7-14-4       : Artigos de desporto > Atividades recreativas no exterior > Golfe > Equipamentos de treino para golfe > Artigos de treino de tacada para golfe
gid://shopify/TaxonomyCategory/sg-4-8            : Artigos de desporto > Atividades recreativas no exterior > Asa-delta e paraquedismo
gid://shopify/TaxonomyCategory/sg-4-8-1          : Artigos de desporto > Atividades recreativas no exterior > Asa-delta e paraquedismo > Fatos de queda-livre
gid://shopify/TaxonomyCategory/sg-4-8-2          : Artigos de desporto > Atividades recreativas no exterior > Asa-delta e paraquedismo > Asas-delta
gid://shopify/TaxonomyCategory/sg-4-8-3          : Artigos de desporto > Atividades recreativas no exterior > Asa-delta e paraquedismo > Paraquedas
gid://shopify/TaxonomyCategory/sg-4-9            : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro
gid://shopify/TaxonomyCategory/sg-4-9-7          : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Airsoft
gid://shopify/TaxonomyCategory/sg-4-9-7-1        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Airsoft > Acessórios e peças para réplicas de airsoft
gid://shopify/TaxonomyCategory/sg-4-9-7-1-1      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Airsoft > Acessórios e peças para réplicas de airsoft > Baterias para réplicas de airsoft
gid://shopify/TaxonomyCategory/sg-4-9-7-2        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Airsoft > Réplicas de airsoft
gid://shopify/TaxonomyCategory/sg-4-9-7-3        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Airsoft > BBs para airsoft
gid://shopify/TaxonomyCategory/sg-4-9-7-4        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Airsoft > Equipamento de proteção para airsoft
gid://shopify/TaxonomyCategory/sg-4-9-7-4-1      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Airsoft > Equipamento de proteção para airsoft > Luvas para airsoft
gid://shopify/TaxonomyCategory/sg-4-9-7-4-2      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Airsoft > Equipamento de proteção para airsoft > Máscaras e óculos para airsoft
gid://shopify/TaxonomyCategory/sg-4-9-7-4-3      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Airsoft > Equipamento de proteção para airsoft > Almofadas para airsoft
gid://shopify/TaxonomyCategory/sg-4-9-7-4-4      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Airsoft > Equipamento de proteção para airsoft > Coletes para airsoft
gid://shopify/TaxonomyCategory/sg-4-9-1          : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco
gid://shopify/TaxonomyCategory/sg-4-9-1-11       : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios para tiro com arco
gid://shopify/TaxonomyCategory/sg-4-9-1-11-1     : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios para tiro com arco > Proteções de braço para tiro com arco
gid://shopify/TaxonomyCategory/sg-4-9-1-11-2     : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios para tiro com arco > Luvas e sistemas de libertação para tiro com arco
gid://shopify/TaxonomyCategory/sg-4-9-1-11-5     : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios para tiro com arco > Acessórios de alcance para tiro com arco
gid://shopify/TaxonomyCategory/sg-4-9-1-11-3     : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios para tiro com arco > Alvos para tiro com arco
gid://shopify/TaxonomyCategory/sg-4-9-1-11-4     : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios para tiro com arco > Aljavas
gid://shopify/TaxonomyCategory/sg-4-9-1-10       : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Ferramentas e equipamentos de tiro com arco
gid://shopify/TaxonomyCategory/sg-4-9-1-10-1     : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Ferramentas e equipamentos de tiro com arco > Acessórios para ferramentas de tiro com arco
gid://shopify/TaxonomyCategory/sg-4-9-1-10-2     : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Ferramentas e equipamentos de tiro com arco > Ferramentas de tiro com arco
gid://shopify/TaxonomyCategory/sg-4-9-1-10-3     : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Ferramentas e equipamentos de tiro com arco > Prensas de arco
gid://shopify/TaxonomyCategory/sg-4-9-1-4        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios e peças para flechas
gid://shopify/TaxonomyCategory/sg-4-9-1-4-1      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios e peças para flechas > Aletas para flecha
gid://shopify/TaxonomyCategory/sg-4-9-1-4-2      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios e peças para flechas > Nocks para flecha
gid://shopify/TaxonomyCategory/sg-4-9-1-4-2-1    : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios e peças para flechas > Nocks para flecha > Nocks para flecha ajustados
gid://shopify/TaxonomyCategory/sg-4-9-1-4-2-2    : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios e peças para flechas > Nocks para flecha > Nocks para flecha iluminados
gid://shopify/TaxonomyCategory/sg-4-9-1-4-2-3    : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios e peças para flechas > Nocks para flecha > Nocks de pino para flecha
gid://shopify/TaxonomyCategory/sg-4-9-1-4-2-4    : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios e peças para flechas > Nocks para flecha > Nocks de encaixe para flecha
gid://shopify/TaxonomyCategory/sg-4-9-1-4-2-5    : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios e peças para flechas > Nocks para flecha > Nocks de flecha com ajuste cónico
gid://shopify/TaxonomyCategory/sg-4-9-1-4-3      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios e peças para flechas > Pontas de treino e broadheads
gid://shopify/TaxonomyCategory/sg-4-9-1-4-3-1    : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios e peças para flechas > Pontas de treino e broadheads > Broadheads
gid://shopify/TaxonomyCategory/sg-4-9-1-4-3-2    : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios e peças para flechas > Pontas de treino e broadheads > Pontas de treino
gid://shopify/TaxonomyCategory/sg-4-9-1-5        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Flechas e virotes
gid://shopify/TaxonomyCategory/sg-4-9-1-5-3      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Flechas e virotes > Hastes de flecha
gid://shopify/TaxonomyCategory/sg-4-9-1-5-1      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Flechas e virotes > Flechas
gid://shopify/TaxonomyCategory/sg-4-9-1-5-2      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Flechas e virotes > Virotes
gid://shopify/TaxonomyCategory/sg-4-9-1-6        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios para arco e besta
gid://shopify/TaxonomyCategory/sg-4-9-1-6-2      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios para arco e besta > Estabilizadores de flecha
gid://shopify/TaxonomyCategory/sg-4-9-1-6-3      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios para arco e besta > Estojos e coberturas para arco e besta
gid://shopify/TaxonomyCategory/sg-4-9-1-6-4      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios para arco e besta > Equipamento e peças para arco e besta
gid://shopify/TaxonomyCategory/sg-4-9-1-6-5      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios para arco e besta > Miras e visores para arco e besta
gid://shopify/TaxonomyCategory/sg-4-9-1-6-6      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios para arco e besta > Estabilizadores para arco e besta
gid://shopify/TaxonomyCategory/sg-4-9-1-6-1      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Acessórios para arco e besta > Alvos para arco e besta
gid://shopify/TaxonomyCategory/sg-4-9-1-7        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Arcos e bestas
gid://shopify/TaxonomyCategory/sg-4-9-1-7-1      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Arcos e bestas > Arcos compostos
gid://shopify/TaxonomyCategory/sg-4-9-1-7-2      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Arcos e bestas > Bestas
gid://shopify/TaxonomyCategory/sg-4-9-1-7-3      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Arcos e bestas > Arcos recurvos e longos
gid://shopify/TaxonomyCategory/sg-4-9-1-7-3-1    : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Arcos e bestas > Arcos recurvos e longos > Arcos longos
gid://shopify/TaxonomyCategory/sg-4-9-1-7-3-2    : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Arcos e bestas > Arcos recurvos e longos > Arcos recurvos
gid://shopify/TaxonomyCategory/sg-4-9-1-7-4      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro com arco > Arcos e bestas > Arcos juvenis
gid://shopify/TaxonomyCategory/sg-4-9-8          : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Armas e acessórios BB
gid://shopify/TaxonomyCategory/sg-4-9-8-2        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Armas e acessórios BB > Acessórios e peças para armas BB
gid://shopify/TaxonomyCategory/sg-4-9-8-3        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Armas e acessórios BB > Armas BB
gid://shopify/TaxonomyCategory/sg-4-9-8-1        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Armas e acessórios BB > BB
gid://shopify/TaxonomyCategory/sg-4-9-2          : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro ao prato
gid://shopify/TaxonomyCategory/sg-4-9-2-1        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro ao prato > Lançadores para tiro ao prato
gid://shopify/TaxonomyCategory/sg-4-9-2-2        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Tiro ao prato > Pratos para tiro ao prato
gid://shopify/TaxonomyCategory/sg-4-9-9          : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Blasters e acessórios de gel
gid://shopify/TaxonomyCategory/sg-4-9-9-1        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Blasters e acessórios de gel > Bolas de gel
gid://shopify/TaxonomyCategory/sg-4-9-9-2        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Blasters e acessórios de gel > Peças e acessórios para blaster de gel
gid://shopify/TaxonomyCategory/sg-4-9-9-3        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Blasters e acessórios de gel > Blasters de gel
gid://shopify/TaxonomyCategory/sg-4-9-3          : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Caça
gid://shopify/TaxonomyCategory/sg-4-9-3-1        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Caça > Armadilhas para animais
gid://shopify/TaxonomyCategory/sg-4-9-3-2        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Caça > Intensificador de audição
gid://shopify/TaxonomyCategory/sg-4-9-3-3        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Caça > Abrigos e esconderijos para caça
gid://shopify/TaxonomyCategory/sg-4-9-3-3-1      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Caça > Abrigos e esconderijos para caça > Tecido de esconderijo para caça
gid://shopify/TaxonomyCategory/sg-4-9-3-4        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Caça > Equipamento para cães de caça
gid://shopify/TaxonomyCategory/sg-4-9-3-4-1      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Caça > Equipamento para cães de caça > Coleiras para cães de caça
gid://shopify/TaxonomyCategory/sg-4-9-3-4-2      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Caça > Equipamento para cães de caça > Trelas para cães de caça
gid://shopify/TaxonomyCategory/sg-4-9-3-4-3      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Caça > Equipamento para cães de caça > Bonecos para treino de cães de caça
gid://shopify/TaxonomyCategory/sg-4-9-3-5        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Caça > Cadeira para árvore
gid://shopify/TaxonomyCategory/sg-4-9-3-6        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Caça > Alimentadores para animais selvagens
gid://shopify/TaxonomyCategory/sg-4-9-3-7        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Caça > Atrator para animais selvagens
gid://shopify/TaxonomyCategory/sg-4-9-3-7-1      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Caça > Atrator para animais selvagens > Atratores e atenuadores de odor
gid://shopify/TaxonomyCategory/sg-4-9-3-7-2      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Caça > Atrator para animais selvagens > Chamarizes para animais selvagens e caça
gid://shopify/TaxonomyCategory/sg-4-9-3-7-3      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Caça > Atrator para animais selvagens > Engodos para animais selvagens e caça
gid://shopify/TaxonomyCategory/sg-4-9-3-7-4      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Caça > Atrator para animais selvagens > Minerais, alimentos e iscos para animais selvagens
gid://shopify/TaxonomyCategory/sg-4-9-3-7-4-1    : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Caça > Atrator para animais selvagens > Minerais, alimentos e iscos para animais selvagens > Iscos para vida selvagem
gid://shopify/TaxonomyCategory/sg-4-9-3-7-4-2    : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Caça > Atrator para animais selvagens > Minerais, alimentos e iscos para animais selvagens > Alimentos para vida selvagem
gid://shopify/TaxonomyCategory/sg-4-9-3-7-4-3    : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Caça > Atrator para animais selvagens > Minerais, alimentos e iscos para animais selvagens > Minerais para vida selvagem
gid://shopify/TaxonomyCategory/sg-4-9-4          : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Equipamento de proteção para caça e tiro
gid://shopify/TaxonomyCategory/sg-4-9-4-1        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Equipamento de proteção para caça e tiro > Luvas para caça e tiro
gid://shopify/TaxonomyCategory/sg-4-9-4-2        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Equipamento de proteção para caça e tiro > Casacos para caça e tiro
gid://shopify/TaxonomyCategory/sg-4-9-10         : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Paintball
gid://shopify/TaxonomyCategory/sg-4-9-10-1       : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Paintball > Lança-granadas para paintball
gid://shopify/TaxonomyCategory/sg-4-9-10-2       : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Paintball > Granadas para paintball
gid://shopify/TaxonomyCategory/sg-4-9-10-3       : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Paintball > Acessórios e peças para réplicas de paintball
gid://shopify/TaxonomyCategory/sg-4-9-10-3-1     : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Paintball > Acessórios e peças para réplicas de paintball > Botijas de ar para paintball
gid://shopify/TaxonomyCategory/sg-4-9-10-3-2     : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Paintball > Acessórios e peças para réplicas de paintball > Canos para réplicas de paintball
gid://shopify/TaxonomyCategory/sg-4-9-10-3-3     : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Paintball > Acessórios e peças para réplicas de paintball > Aproximadores de botijas para réplicas de paintball
gid://shopify/TaxonomyCategory/sg-4-9-10-3-4     : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Paintball > Acessórios e peças para réplicas de paintball > Loaders para paintball
gid://shopify/TaxonomyCategory/sg-4-9-10-4       : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Paintball > Réplicas para paintball
gid://shopify/TaxonomyCategory/sg-4-9-10-5       : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Paintball > Conjuntos e arneses para paintball
gid://shopify/TaxonomyCategory/sg-4-9-10-7       : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Paintball > Equipamento de proteção para paintball
gid://shopify/TaxonomyCategory/sg-4-9-10-7-1     : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Paintball > Equipamento de proteção para paintball > Luvas para paintball
gid://shopify/TaxonomyCategory/sg-4-9-10-7-2     : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Paintball > Equipamento de proteção para paintball > Óculos e máscaras para paintball
gid://shopify/TaxonomyCategory/sg-4-9-10-7-3     : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Paintball > Equipamento de proteção para paintball > Almofadas para paintball
gid://shopify/TaxonomyCategory/sg-4-9-10-7-4     : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Paintball > Equipamento de proteção para paintball > Coletes para paintball
gid://shopify/TaxonomyCategory/sg-4-9-10-6       : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Paintball > Bolas de paintball
gid://shopify/TaxonomyCategory/sg-4-9-6          : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Acessórios de tiro e carreira de tiro
gid://shopify/TaxonomyCategory/sg-4-9-6-1        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Acessórios de tiro e carreira de tiro > Apoios para tiro
gid://shopify/TaxonomyCategory/sg-4-9-6-2        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Acessórios de tiro e carreira de tiro > Bipés e monopés para tiro
