# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-briller passformdesign
gid://shopify/TaxonomyAttribute/1297  : Tupptype
gid://shopify/TaxonomyAttribute/11130 : Tippet-vurdering
gid://shopify/TaxonomyAttribute/1281  : Dekkvulsttype
gid://shopify/TaxonomyAttribute/8780  : Operasjonstype for dekkskifte
gid://shopify/TaxonomyAttribute/8781  : Dekkskiftertype
gid://shopify/TaxonomyAttribute/11131 : Type dekkmateriale
gid://shopify/TaxonomyAttribute/6217  : Dekkkonstruksjon
gid://shopify/TaxonomyAttribute/6218  : Dekkkonstruksjonstype
gid://shopify/TaxonomyAttribute/8782  : Dekkets belastningsklasse
gid://shopify/TaxonomyAttribute/8783  : Dekkposisjon
gid://shopify/TaxonomyAttribute/11132 : Komponenter i dekkreparasjonssett
gid://shopify/TaxonomyAttribute/8784  : Dekksideveggtype
gid://shopify/TaxonomyAttribute/8785  : Hastighetsrangering for dekk
gid://shopify/TaxonomyAttribute/8786  : Type dekkspak
gid://shopify/TaxonomyAttribute/11133 : Kompatibilitet med dekksystemer
gid://shopify/TaxonomyAttribute/8787  : Dekktemperaturklassifisering (UTQG)
gid://shopify/TaxonomyAttribute/8788  : Dekkgrepsvurdering (UTQG)
gid://shopify/TaxonomyAttribute/6219  : Dekkmønster
gid://shopify/TaxonomyAttribute/11134 : Mønsterstil for dekk
gid://shopify/TaxonomyAttribute/8789  : Dekkslangetype
gid://shopify/TaxonomyAttribute/6220  : Kreminnhold i papirlommetørkle
gid://shopify/TaxonomyAttribute/8790  : Status for eierskap
gid://shopify/TaxonomyAttribute/6221  : Brødristerfunksjoner
gid://shopify/TaxonomyAttribute/7982  : Tobakksbruk
gid://shopify/TaxonomyAttribute/7983  : Type snitt for tobakk
gid://shopify/TaxonomyAttribute/7984  : Tobakksstyrke
gid://shopify/TaxonomyAttribute/1501  : Tobakktype
gid://shopify/TaxonomyAttribute/11135 : Tåkonstruksjon
gid://shopify/TaxonomyAttribute/6836  : Tådekning
gid://shopify/TaxonomyAttribute/11136 : Tåpiggstil
gid://shopify/TaxonomyAttribute/6837  : Beskyttelsestype for tå
gid://shopify/TaxonomyAttribute/6838  : Forsterkningstype for tå
gid://shopify/TaxonomyAttribute/1607  : Utforming av tåavstandsstykke
gid://shopify/TaxonomyAttribute/11137 : Gjengestørrelse på tåstoppstamme
gid://shopify/TaxonomyAttribute/1322  : Tåreimtype
gid://shopify/TaxonomyAttribute/847   : Tåstil
gid://shopify/TaxonomyAttribute/7985  : Forberedelsesstil for tofu
gid://shopify/TaxonomyAttribute/2149  : Design av toalettlokk
gid://shopify/TaxonomyAttribute/3116  : Toalettlokkfunksjoner
gid://shopify/TaxonomyAttribute/2159  : Toalettfasong
gid://shopify/TaxonomyAttribute/2961  : Monteringstype for toalett/bidet
gid://shopify/TaxonomyAttribute/10445 : Justeringsfunksjoner for tomfeste
gid://shopify/TaxonomyAttribute/10446 : Inkluderte komponenter i tomstativ
gid://shopify/TaxonomyAttribute/10447 : Monteringsposisjon for tomfeste
gid://shopify/TaxonomyAttribute/2472  : Tom-tomdesign
gid://shopify/TaxonomyAttribute/5462  : Tonearm type
gid://shopify/TaxonomyAttribute/6222  : Tang-type
gid://shopify/TaxonomyAttribute/8791  : Monteringsstil for tonneau-deksel
gid://shopify/TaxonomyAttribute/8792  : Formfaktor for verktøykasse
gid://shopify/TaxonomyAttribute/11138 : Verktøysfunksjoner inkludert
gid://shopify/TaxonomyAttribute/2216  : Verktøynøkkeltips
gid://shopify/TaxonomyAttribute/3280  : Verktøymobilitet
gid://shopify/TaxonomyAttribute/2215  : Verktøyoperasjon
gid://shopify/TaxonomyAttribute/2817  : Verktøy-/redskapsmateriale
gid://shopify/TaxonomyAttribute/5182  : Tannbørstehodestørrelse
gid://shopify/TaxonomyAttribute/5180  : Tannbørstehodetype
gid://shopify/TaxonomyAttribute/6223  : Funksjoner på tannbørsteholderen
gid://shopify/TaxonomyAttribute/1674  : Tannpastatype
gid://shopify/TaxonomyAttribute/1675  : Utforming på tannpirker
gid://shopify/TaxonomyAttribute/6224  : Tannpirker-dispensermekanisme
gid://shopify/TaxonomyAttribute/10448 : Toppmateriale (lydplate)
gid://shopify/TaxonomyAttribute/6968  : Tilgangsmetode for øverste køyeseng
gid://shopify/TaxonomyAttribute/6839  : Topp-passform
gid://shopify/TaxonomyAttribute/6840  : Topphatt-stil
gid://shopify/TaxonomyAttribute/1193  : Type topplengde
gid://shopify/TaxonomyAttribute/1400  : Øvre overflatemateriale
gid://shopify/TaxonomyAttribute/5026  : Påfyllingsmetode
gid://shopify/TaxonomyAttribute/6225  : Topografisk relieff
gid://shopify/TaxonomyAttribute/7986  : Toppingform
gid://shopify/TaxonomyAttribute/7987  : Toppingtype
gid://shopify/TaxonomyAttribute/2223  : Håndtakstype for bæreveske
gid://shopify/TaxonomyAttribute/2549  : Totemdesign
gid://shopify/TaxonomyAttribute/1881  : Berøringsfunksjoner
gid://shopify/TaxonomyAttribute/5636  : Styreplateformfaktor
gid://shopify/TaxonomyAttribute/1882  : Berøringsskjermteknologi
gid://shopify/TaxonomyAttribute/5652  : Berøringsskjermtråd-konfigurasjon
gid://shopify/TaxonomyAttribute/11139 : Type slepekrok
gid://shopify/TaxonomyAttribute/11140 : Konfigurasjon av slepepunkt
gid://shopify/TaxonomyAttribute/8793  : Beskyttende funksjoner for slepestropp
gid://shopify/TaxonomyAttribute/8794  : Type slepetau
gid://shopify/TaxonomyAttribute/11141 : Slepbart rør-stil
gid://shopify/TaxonomyAttribute/11142 : Trukket vannsportsdisiplin
gid://shopify/TaxonomyAttribute/11143 : Håndklefunksjoner
gid://shopify/TaxonomyAttribute/6226  : Håndkleholderdesign
gid://shopify/TaxonomyAttribute/11144 : Håndklestil
gid://shopify/TaxonomyAttribute/6227  : Håndklevev
gid://shopify/TaxonomyAttribute/6572  : Kontrolltype for lekefly
gid://shopify/TaxonomyAttribute/6573  : Lekefly-funksjoner
gid://shopify/TaxonomyAttribute/6574  : Flyfunksjonalitet for lekefly
gid://shopify/TaxonomyAttribute/6575  : Funksjoner for lekelyd
gid://shopify/TaxonomyAttribute/6576  : Funksjoner for lekebåt
gid://shopify/TaxonomyAttribute/6577  : Anbefalt lekemiljø for lekebåter
gid://shopify/TaxonomyAttribute/6578  : Lekebowlingutstyr inkludert
gid://shopify/TaxonomyAttribute/6579  : Funksjoner til lekebil
gid://shopify/TaxonomyAttribute/6580  : Inkludert tilbehør i tegnebrett til lek
gid://shopify/TaxonomyAttribute/6581  : Slettemetode for leketegnebrett
gid://shopify/TaxonomyAttribute/6582  : Skjermtype for leketegnebrett
gid://shopify/TaxonomyAttribute/6583  : Leketegnebrett – skrive-/tegneinstrument
gid://shopify/TaxonomyAttribute/6584  : Lydfunksjon for lekefigur
gid://shopify/TaxonomyAttribute/3398  : Lekefigurtema
gid://shopify/TaxonomyAttribute/6586  : Inkluderte elementer i lekegavekurv
gid://shopify/TaxonomyAttribute/6587  : Utsendingsmetode for lekefly
gid://shopify/TaxonomyAttribute/6588  : Kontrolltype for lekehelikopter
gid://shopify/TaxonomyAttribute/6589  : Funksjoner til lekehelikopter
gid://shopify/TaxonomyAttribute/6590  : Sett med lekejacks inkludert
gid://shopify/TaxonomyAttribute/6591  : Læringsmodus for lekekeyboard
gid://shopify/TaxonomyAttribute/6592  : Lydtema for lekekeyboard
gid://shopify/TaxonomyAttribute/6593  : Lekekjøkkenapparater inkludert
gid://shopify/TaxonomyAttribute/6594  : Krav til montering av lekekjøkken
gid://shopify/TaxonomyAttribute/6595  : Interaktive funksjoner for lekekjøkken
gid://shopify/TaxonomyAttribute/6596  : Funksjonssett for lekemotorsykkel
gid://shopify/TaxonomyAttribute/6597  : Skala for lekemotorsykkel
gid://shopify/TaxonomyAttribute/6598  : Lanseringsmetode for lekefallskjerm
gid://shopify/TaxonomyAttribute/6599  : Tilbehør til lekepiano og keyboard inkludert
gid://shopify/TaxonomyAttribute/6600  : Krever montering av lekesett
gid://shopify/TaxonomyAttribute/6601  : Inkluderte deler i lekesett
gid://shopify/TaxonomyAttribute/6602  : Sikkerhetssertifisering for leke
gid://shopify/TaxonomyAttribute/6603  : Funksjoner for leketøysromskip
gid://shopify/TaxonomyAttribute/6604  : Størrelsesklasse for lekeromskip
gid://shopify/TaxonomyAttribute/6605  : Inkluderte deler i lekeservise
gid://shopify/TaxonomyAttribute/6606  : Elektroniske funksjoner for lekeverktøy
gid://shopify/TaxonomyAttribute/6607  : Inkluderte deler i lekeverktøysett
gid://shopify/TaxonomyAttribute/3405  : Lekeverktøytype
gid://shopify/TaxonomyAttribute/6608  : Skala for leketog
gid://shopify/TaxonomyAttribute/6609  : Layouttype for leketogspor
gid://shopify/TaxonomyAttribute/6610  : Lekevåpen og dingsfunksjoner
gid://shopify/TaxonomyAttribute/6585  : Funksjoner i leke/spill
gid://shopify/TaxonomyAttribute/2896  : Leke/spillmateriale
gid://shopify/TaxonomyAttribute/11147 : Egnethet for friidrett
gid://shopify/TaxonomyAttribute/11145 : Bane- og feltdisiplin
gid://shopify/TaxonomyAttribute/5474  : Sporkonfigurasjon
gid://shopify/TaxonomyAttribute/11146 : Spesialisering i baneøvelse
gid://shopify/TaxonomyAttribute/6228  : Skinnetype for lysskinne
gid://shopify/TaxonomyAttribute/6229  : Kompatibilitet med lysskinnesystemer
gid://shopify/TaxonomyAttribute/6230  : Kretskonfigurasjon for lysskinne
gid://shopify/TaxonomyAttribute/6611  : Spesielle funksjoner for sporsett
gid://shopify/TaxonomyAttribute/11148 : Overflatekompatibilitet for bane
gid://shopify/TaxonomyAttribute/6231  : Standard for skinnesystem
gid://shopify/TaxonomyAttribute/5344  : Sporingsformfaktor
gid://shopify/TaxonomyAttribute/11149 : Type sporingshjelp
gid://shopify/TaxonomyAttribute/1549  : Sporingsmål
gid://shopify/TaxonomyAttribute/1934  : Sporingsformål
gid://shopify/TaxonomyAttribute/11150 : Trekkmønstertype
gid://shopify/TaxonomyAttribute/3362  : Inkludert traktortilbehør
gid://shopify/TaxonomyAttribute/6232  : Bruksområde for traktordekk
gid://shopify/TaxonomyAttribute/6233  : Klassifisering for traktordekks slitebane
gid://shopify/TaxonomyAttribute/3046  : Varemessedisplayfunksjoner
gid://shopify/TaxonomyAttribute/10449 : Samlekortliga
gid://shopify/TaxonomyAttribute/2369  : Samlekortemballasje
gid://shopify/TaxonomyAttribute/3047  : Trafikkkontrollenhetsfunksjoner
gid://shopify/TaxonomyAttribute/2032  : Viltkameradesign
gid://shopify/TaxonomyAttribute/8796  : Tilhengerkonstruksjon
gid://shopify/TaxonomyAttribute/8797  : Størrelse på tilhengerkobling
gid://shopify/TaxonomyAttribute/8798  : Monteringssted/-metode for tilhengerfeste
gid://shopify/TaxonomyAttribute/8799  : Tilhengerlys-funksjon
gid://shopify/TaxonomyAttribute/11151 : Fjæringstype for tilhenger
gid://shopify/TaxonomyAttribute/2724  : Trailertype
gid://shopify/TaxonomyAttribute/8800  : Tilhengers ledningskrets
gid://shopify/TaxonomyAttribute/8801  : Ledningstilkoblingstype for tilhenger
gid://shopify/TaxonomyAttribute/10450 : Tiltenkt bruk av togfløyte
gid://shopify/TaxonomyAttribute/10451 : Lydkarakter for togfløyte
gid://shopify/TaxonomyAttribute/11152 : Monteringstype for treningsprodukt
gid://shopify/TaxonomyAttribute/2653  : Krav til opplæringsdata
gid://shopify/TaxonomyAttribute/11153 : Treningsdukkeform
gid://shopify/TaxonomyAttribute/11154 : Treningsfokus
gid://shopify/TaxonomyAttribute/11155 : Fokusområde for opplæring
gid://shopify/TaxonomyAttribute/11156 : Treningsmål
gid://shopify/TaxonomyAttribute/11157 : Egnethet for treningsoverflate
gid://shopify/TaxonomyAttribute/11158 : Bruk av treningsflate
gid://shopify/TaxonomyAttribute/6841  : Treningsbrukstype
gid://shopify/TaxonomyAttribute/2766  : Trampolinedesign
gid://shopify/TaxonomyAttribute/6612  : Trampolineinnhegningstype
gid://shopify/TaxonomyAttribute/6613  : Sikkerhetssertifiseringer for trampoline
gid://shopify/TaxonomyAttribute/5354  : Transceiverformfaktor
gid://shopify/TaxonomyAttribute/5063  : Overføringshjelpemiddeltype
gid://shopify/TaxonomyAttribute/10452 : Applikasjonsmetode for overførbar design
gid://shopify/TaxonomyAttribute/5064  : Overføringsbrettform
gid://shopify/TaxonomyAttribute/1586  : Overflatetype for overføringskort
gid://shopify/TaxonomyAttribute/10453 : Overføringsmetode
gid://shopify/TaxonomyAttribute/3272  : Overføringspapirteknikk
gid://shopify/TaxonomyAttribute/10454 : Temperatur for avtrekking ved overføring
gid://shopify/TaxonomyAttribute/8802  : Konstruksjon av girkjøler
gid://shopify/TaxonomyAttribute/8803  : Spesifikasjon for girolje
gid://shopify/TaxonomyAttribute/8804  : Børstemateriale for girkassefeste
gid://shopify/TaxonomyAttribute/8805  : Festetype for girkasse
gid://shopify/TaxonomyAttribute/2699  : Transmisjonstype
gid://shopify/TaxonomyAttribute/5478  : Sender formfaktor
gid://shopify/TaxonomyAttribute/6969  : Gjennomsiktighetsnivå
gid://shopify/TaxonomyAttribute/11159 : Transportkassetype
gid://shopify/TaxonomyAttribute/5037  : Transporttype
gid://shopify/TaxonomyAttribute/10455 : Transposisjonsmoduser
gid://shopify/TaxonomyAttribute/11160 : Felledesign
gid://shopify/TaxonomyAttribute/11161 : Konfigurasjon av fellefjær
gid://shopify/TaxonomyAttribute/3039  : Søppelbøttefunksjoner
gid://shopify/TaxonomyAttribute/6970  : Reisesengtilbehør inkludert
gid://shopify/TaxonomyAttribute/5212  : Reiseputefunksjoner
gid://shopify/TaxonomyAttribute/1689  : Form på reisepute
gid://shopify/TaxonomyAttribute/10456 : Reisehjulmontering kreves
gid://shopify/TaxonomyAttribute/10457 : Portabilitetsegenskaper for reisespinnehjul
gid://shopify/TaxonomyAttribute/8806  : Drivstofftype for apparater til campingvogn
gid://shopify/TaxonomyAttribute/8807  : Type oppsamlingstank for campingvogn
gid://shopify/TaxonomyAttribute/8808  : Strømtilkobling for campingvogn (landstrøm)
gid://shopify/TaxonomyAttribute/5176  : Kompatibilitet med blekeskinne
gid://shopify/TaxonomyAttribute/11162 : Type mønster
gid://shopify/TaxonomyAttribute/11163 : Tredemølle-nøkkeltype
gid://shopify/TaxonomyAttribute/11164 : Type tredemølledel
gid://shopify/TaxonomyAttribute/11165 : Tredemølleposisjon
gid://shopify/TaxonomyAttribute/5291  : Behandlingsmetode
gid://shopify/TaxonomyAttribute/5203  : Behandlingsmoduser
gid://shopify/TaxonomyAttribute/1564  : Behandlingsmål
gid://shopify/TaxonomyAttribute/5268  : Behandlingsmålområde
gid://shopify/TaxonomyAttribute/1756  : Behandlingstekstur
gid://shopify/TaxonomyAttribute/1644  : Behandlingstype
gid://shopify/TaxonomyAttribute/6234  : Treets form
gid://shopify/TaxonomyAttribute/2805  : Trestativmateriale
gid://shopify/TaxonomyAttribute/2108  : Trellisdesign
gid://shopify/TaxonomyAttribute/10458 : Materiale i triangelstikker
gid://shopify/TaxonomyAttribute/2877  : Trehjulssykkeldesign
gid://shopify/TaxonomyAttribute/2878  : Trehjulssykkelfremdriftstype
gid://shopify/TaxonomyAttribute/10459 : Inngangskobling for utløser
gid://shopify/TaxonomyAttribute/10460 : Type input-kontakt for trigger
gid://shopify/TaxonomyAttribute/10461 : Støtte for utløserinngangssone
gid://shopify/TaxonomyAttribute/6318  : Utløsertype
gid://shopify/TaxonomyAttribute/8809  : Trim- og tilttype
gid://shopify/TaxonomyAttribute/10462 : Applikasjonsmetode for listverk
gid://shopify/TaxonomyAttribute/6842  : Triminformasjon
gid://shopify/TaxonomyAttribute/10463 : Trim-elastisitet
gid://shopify/TaxonomyAttribute/10464 : Trimfinish
gid://shopify/TaxonomyAttribute/6235  : Trimmertråd-matesystem
gid://shopify/TaxonomyAttribute/6236  : Trimmertrådens form
gid://shopify/TaxonomyAttribute/2166  : Turtype
gid://shopify/TaxonomyAttribute/3061  : Trefothåndtakstype
gid://shopify/TaxonomyAttribute/3060  : Festetype til trefot/monopod
gid://shopify/TaxonomyAttribute/2009  : Hoder til trefot/monopod
gid://shopify/TaxonomyAttribute/8810  : Strømforsyningstype for trolleybuss
gid://shopify/TaxonomyAttribute/2528  : Trofédesign
gid://shopify/TaxonomyAttribute/8812  : Lengdeklasse for lasteplan
gid://shopify/TaxonomyAttribute/8811  : Lastebilplan/karosseritype
gid://shopify/TaxonomyAttribute/11166 : Hullmønster for lastebilmontering
gid://shopify/TaxonomyAttribute/11167 : Monteringsstil for truck
gid://shopify/TaxonomyAttribute/11168 : Lastebilprofil
gid://shopify/TaxonomyAttribute/2747  : Truck-type
gid://shopify/TaxonomyAttribute/10465 : Materiale til trompetklokke
gid://shopify/TaxonomyAttribute/10466 : Materiale i trompetens munnrør
gid://shopify/TaxonomyAttribute/6971  : Trinnsengmekanisme
gid://shopify/TaxonomyAttribute/8813  : Bagasjeromsdeltype
gid://shopify/TaxonomyAttribute/10467 : Materiale i tubaens munnrør
gid://shopify/TaxonomyAttribute/10468 : Basetype for rør
gid://shopify/TaxonomyAttribute/2417  : Rørkomponent
gid://shopify/TaxonomyAttribute/2418  : Rørkonfigurasjon
gid://shopify/TaxonomyAttribute/10469 : Rørmatching-grad
gid://shopify/TaxonomyAttribute/11169 : Vektkategori for slange
gid://shopify/TaxonomyAttribute/11170 : Kompatibel med slangeløs
gid://shopify/TaxonomyAttribute/10470 : Rørform
gid://shopify/TaxonomyAttribute/11171 : Rørformet konstruksjonstype
gid://shopify/TaxonomyAttribute/10471 : Tulipantype (blomsterform)
gid://shopify/TaxonomyAttribute/3286  : Tunerdesign
gid://shopify/TaxonomyAttribute/10472 : Inndatametode for stemmer
gid://shopify/TaxonomyAttribute/1812  : Stemmertype
gid://shopify/TaxonomyAttribute/2588  : Stemmegaffeldesign
gid://shopify/TaxonomyAttribute/2589  : Stemmegaffelfrekvens
gid://shopify/TaxonomyAttribute/10473 : Stemmemekanisme
gid://shopify/TaxonomyAttribute/2399  : Stemmingsmodi
gid://shopify/TaxonomyAttribute/2465  : Stemmefrekvens
gid://shopify/TaxonomyAttribute/2400  : Stemmingsområde
gid://shopify/TaxonomyAttribute/10474 : Stemmesystem
gid://shopify/TaxonomyAttribute/8814  : Farge på blinklysglass
gid://shopify/TaxonomyAttribute/8815  : Stil for blinklys
gid://shopify/TaxonomyAttribute/7988  : Kålrotvarianter
gid://shopify/TaxonomyAttribute/6237  : Platespillertype
gid://shopify/TaxonomyAttribute/8816  : Type delefilter for diskant
gid://shopify/TaxonomyAttribute/8817  : Diskantmateriale
gid://shopify/TaxonomyAttribute/8818  : Diskantmonteringstype
gid://shopify/TaxonomyAttribute/10475 : Twill-retning
gid://shopify/TaxonomyAttribute/10476 : Vriretning
gid://shopify/TaxonomyAttribute/8819  : U-ledd – serie/størrelse
gid://shopify/TaxonomyAttribute/5027  : UC-plattformsertifisering
gid://shopify/TaxonomyAttribute/6325  : Britiske skostørrelser for barn
gid://shopify/TaxonomyAttribute/6326  : Britisk klesstørrelse
gid://shopify/TaxonomyAttribute/6327  : Britisk koppstørrelse
gid://shopify/TaxonomyAttribute/6328  : Britisk størrelse for herresko
gid://shopify/TaxonomyAttribute/6329  : Britisk skostørrelse for kvinner
gid://shopify/TaxonomyAttribute/6242  : UPF-vurdering
gid://shopify/TaxonomyAttribute/5576  : UPS-topologi
gid://shopify/TaxonomyAttribute/6330  : Amerikansk størrelse for barnesko
gid://shopify/TaxonomyAttribute/6331  : Amerikansk klesstørrelse
gid://shopify/TaxonomyAttribute/6332  : Amerikansk koppstørrelse
gid://shopify/TaxonomyAttribute/6333  : Amerikansk størrelse for herresko
gid://shopify/TaxonomyAttribute/6334  : Amerikansk ringstørrelse
gid://shopify/TaxonomyAttribute/6335  : Amerikansk skostørrelse for kvinner
gid://shopify/TaxonomyAttribute/5028  : USB-kontakttype
gid://shopify/TaxonomyAttribute/1792  : Usb-standard
gid://shopify/TaxonomyAttribute/7989  : USDA-honningskvalitet
gid://shopify/TaxonomyAttribute/5222  : UV-beskyttelsesklasse
gid://shopify/TaxonomyAttribute/1696  : UV-beskyttelse
gid://shopify/TaxonomyAttribute/5284  : UVA-beskyttelsesgrad
gid://shopify/TaxonomyAttribute/10477 : Posemateriale for uilleann-pipe
gid://shopify/TaxonomyAttribute/10478 : Venstre-/høyrehendthet for uilleann-sekkepipe
gid://shopify/TaxonomyAttribute/10479 : Konfigurasjon av uilleann-pipesett
gid://shopify/TaxonomyAttribute/10480 : Ukulelebunn og -sider av tre
gid://shopify/TaxonomyAttribute/10481 : Utskjæring i ukulelekropp
gid://shopify/TaxonomyAttribute/10482 : Ukulele-kroppsformer
gid://shopify/TaxonomyAttribute/10483 : Ukulele-bromateriale
gid://shopify/TaxonomyAttribute/10484 : Konstruksjonstype for ukulele
gid://shopify/TaxonomyAttribute/10485 : Elektronisk ukulele-konfigurasjon
gid://shopify/TaxonomyAttribute/10486 : Ukulele-streng re-entrant-stemming
gid://shopify/TaxonomyAttribute/10487 : Ukuleletopp av tre
gid://shopify/TaxonomyAttribute/10488 : Ukulele-stemmermekanisme
gid://shopify/TaxonomyAttribute/10489 : Ukulele-stemmertype
gid://shopify/TaxonomyAttribute/10490 : Ukulele-stemming
gid://shopify/TaxonomyAttribute/8820  : Ultralett flyvingekonfigurasjon
gid://shopify/TaxonomyAttribute/6238  : Inkludert tilbehør til ultralydrensere
gid://shopify/TaxonomyAttribute/5107  : Ultralydprobetype
gid://shopify/TaxonomyAttribute/6239  : Paraplyfottype
gid://shopify/TaxonomyAttribute/6240  : Mekanisme for åpning av paraply
gid://shopify/TaxonomyAttribute/6241  : Paraplytype
gid://shopify/TaxonomyAttribute/6972  : Funksjoner for underseng
gid://shopify/TaxonomyAttribute/6843  : Stropptype under føttene
gid://shopify/TaxonomyAttribute/3249  : Underskjortestil
gid://shopify/TaxonomyAttribute/6844  : Passform på undertøy
gid://shopify/TaxonomyAttribute/6845  : Inkluderte undertøyselementer
gid://shopify/TaxonomyAttribute/1194  : Undertøysstil
gid://shopify/TaxonomyAttribute/6846  : Uniformdeler inkludert
gid://shopify/TaxonomyAttribute/6847  : Uniformrolle
gid://shopify/TaxonomyAttribute/1348  : Måleenheter
gid://shopify/TaxonomyAttribute/2661  : Oppdateringsfrekvens
gid://shopify/TaxonomyAttribute/8821  : Oppdateringsmetode
gid://shopify/TaxonomyAttribute/8822  : Bakside av møbeltrekk
gid://shopify/TaxonomyAttribute/8823  : Vannmotstand i møbeltrekk
gid://shopify/TaxonomyAttribute/2797  : Trekkmateriale
gid://shopify/TaxonomyAttribute/5357  : Opplinkporttype
gid://shopify/TaxonomyAttribute/6848  : Overmateriale
gid://shopify/TaxonomyAttribute/10491 : Kontrabass-pickupsystem
gid://shopify/TaxonomyAttribute/10492 : Strømkilde for oppreist piano
gid://shopify/TaxonomyAttribute/11172 : Funksjoner ved vannlatingsenhet
gid://shopify/TaxonomyAttribute/8824  : Bruk
gid://shopify/TaxonomyAttribute/1681  : Bruksbetingelser
gid://shopify/TaxonomyAttribute/5288  : Bruksmiljø
gid://shopify/TaxonomyAttribute/1672  : Bruksfrekvens
gid://shopify/TaxonomyAttribute/843   : Brukstype
gid://shopify/TaxonomyAttribute/11173 : Kontrollmetode for bruker
gid://shopify/TaxonomyAttribute/2648  : Brukertype
gid://shopify/TaxonomyAttribute/6243  : Redskapets fleksibilitet
gid://shopify/TaxonomyAttribute/6244  : Funksjoner på bestikkholderen
gid://shopify/TaxonomyAttribute/6245  : Funksjoner på bestikkbrett
gid://shopify/TaxonomyAttribute/2656  : Oppgavetype for verktøy/vedlikehold
gid://shopify/TaxonomyAttribute/5414  : VCR-konfigurasjon
gid://shopify/TaxonomyAttribute/1880  : Vdi-protokollstøtte
gid://shopify/TaxonomyAttribute/5390  : VESA-monteringsmønster
gid://shopify/TaxonomyAttribute/1512  : VG/PG-forhold
gid://shopify/TaxonomyAttribute/8880  : VOC-samsvarsstandard
gid://shopify/TaxonomyAttribute/8881  : VOC-reguleringsklasse
gid://shopify/TaxonomyAttribute/1382  : Luftfiltreringsteknologi for støvsuger
gid://shopify/TaxonomyAttribute/6246  : Koblingstype for vakuumslange
gid://shopify/TaxonomyAttribute/8825  : Vakuum-/ladetrykksreferanseport
gid://shopify/TaxonomyAttribute/6247  : Stil for pyntegardin
gid://shopify/TaxonomyAttribute/6248  : Skuffeorganisator-funksjoner
gid://shopify/TaxonomyAttribute/11174 : Ventilbaseform
gid://shopify/TaxonomyAttribute/6319  : Ventilkonfigurasjon
gid://shopify/TaxonomyAttribute/11175 : Kjernetype for ventil
gid://shopify/TaxonomyAttribute/8826  : Pakningsmateriale for ventildeksel
gid://shopify/TaxonomyAttribute/8827  : Dekselmateriale for ventil
gid://shopify/TaxonomyAttribute/8828  : Ventildesign
gid://shopify/TaxonomyAttribute/10493 : Dekningsområde for ventilvern
gid://shopify/TaxonomyAttribute/6249  : Ventilstangvinkel
gid://shopify/TaxonomyAttribute/1280  : Ventiltype
gid://shopify/TaxonomyAttribute/8829  : Ventiltogkonfigurasjon
gid://shopify/TaxonomyAttribute/2748  : Varebiltype
gid://shopify/TaxonomyAttribute/1511  : Damperstil
gid://shopify/TaxonomyAttribute/10494 : Lakkformuleringsbase
gid://shopify/TaxonomyAttribute/10495 : Lakktransparens/fargetone
gid://shopify/TaxonomyAttribute/2067  : Påføring av lakk/finish
gid://shopify/TaxonomyAttribute/6250  : Vasefylltype
gid://shopify/TaxonomyAttribute/1355  : Vaseform
gid://shopify/TaxonomyAttribute/10496 : Innhold i vegetabilsk materiale (VM)
gid://shopify/TaxonomyAttribute/7990  : Type grønnsakstilberedning
gid://shopify/TaxonomyAttribute/3214  : Alarm-/låsfunksjoner for kjøretøy
gid://shopify/TaxonomyAttribute/2706  : Bruksområde for kjøretøy
gid://shopify/TaxonomyAttribute/8830  : DSP-formfaktor for billyd
gid://shopify/TaxonomyAttribute/3199  : Lydsystemfunksjoner for kjøretøy
gid://shopify/TaxonomyAttribute/8831  : Funksjoner for bilbatterilader
gid://shopify/TaxonomyAttribute/8832  : Form på bilsparkel
gid://shopify/TaxonomyAttribute/3201  : Bremsefunksjoner til kjøretøy
gid://shopify/TaxonomyAttribute/3211  : Funksjoner for rengjøring av kjøretøy
gid://shopify/TaxonomyAttribute/8833  : Nominell størrelse på koaksialhøyttaler i kjøretøy
gid://shopify/TaxonomyAttribute/8834  : Størrelsesklasse for kjøretøysdekke
gid://shopify/TaxonomyAttribute/3212  : Dekorfunksjoner for kjøretøy
gid://shopify/TaxonomyAttribute/8835  : Bil-dekorsett inkludert
gid://shopify/TaxonomyAttribute/8836  : Metode for aktivering av dørlåsen til kjøretøyet
gid://shopify/TaxonomyAttribute/8837  : Settinnhold for bildørlåsaktuator
gid://shopify/TaxonomyAttribute/8838  : Konfigurasjon av aktuatorledninger for dørlås i kjøretøy
gid://shopify/TaxonomyAttribute/8839  : Komponenter inkludert i bilens dørlås
gid://shopify/TaxonomyAttribute/3210  : Kjøre-/håndteringsfunksjoner for kjøretøy
gid://shopify/TaxonomyAttribute/8840  : Type elektrisk tilkobling for kjøretøy
gid://shopify/TaxonomyAttribute/3204  : Dele-/motorfunksjoner for kjøretøy
gid://shopify/TaxonomyAttribute/8841  : Innredningsnivå for kjøretøyutstyr
gid://shopify/TaxonomyAttribute/3407  : Kjøretøyeksostype
gid://shopify/TaxonomyAttribute/3215  : Kjøretøysfunksjoner
gid://shopify/TaxonomyAttribute/4681  : Gulvkonfigurasjon for kjøretøy
gid://shopify/TaxonomyAttribute/3213  : Kjøretøysvæskefunksjoner
