# Shopify Product Taxonomy - Categories: 2025-09
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Produkter til dyr og husdyr
gid://shopify/TaxonomyCategory/os-11-11-6-5      : Kontormateriell > Kontorinstrumenter > Skrive- og tegneinstrumenter > Pasteller > Pastellblyanter
gid://shopify/TaxonomyCategory/os-11-11-6-6      : Kontormateriell > Kontorinstrumenter > Skrive- og tegneinstrumenter > Pasteller > Myke pasteller
gid://shopify/TaxonomyCategory/os-11-11-7        : Kontormateriell > Kontorinstrumenter > Skrive- og tegneinstrumenter > Penner og blyanter
gid://shopify/TaxonomyCategory/os-11-11-7-1      : Kontormateriell > Kontorinstrumenter > Skrive- og tegneinstrumenter > Penner og blyanter > Penne- og blyantsett
gid://shopify/TaxonomyCategory/os-11-11-7-2      : Kontormateriell > Kontorinstrumenter > Skrive- og tegneinstrumenter > Penner og blyanter > Blyanter
gid://shopify/TaxonomyCategory/os-11-11-7-2-1    : Kontormateriell > Kontorinstrumenter > Skrive- og tegneinstrumenter > Penner og blyanter > Blyanter > Kunstblyanter
gid://shopify/TaxonomyCategory/os-11-11-7-2-2    : Kontormateriell > Kontorinstrumenter > Skrive- og tegneinstrumenter > Penner og blyanter > Blyanter > Skriveblyanter
gid://shopify/TaxonomyCategory/os-11-11-7-2-2-1  : Kontormateriell > Kontorinstrumenter > Skrive- og tegneinstrumenter > Penner og blyanter > Blyanter > Skriveblyanter > Mekaniske blyanter
gid://shopify/TaxonomyCategory/os-11-11-7-2-2-2  : Kontormateriell > Kontorinstrumenter > Skrive- og tegneinstrumenter > Penner og blyanter > Blyanter > Skriveblyanter > Treblyanter
gid://shopify/TaxonomyCategory/os-11-11-7-3      : Kontormateriell > Kontorinstrumenter > Skrive- og tegneinstrumenter > Penner og blyanter > Penner
gid://shopify/TaxonomyCategory/os-11-11-7-3-1    : Kontormateriell > Kontorinstrumenter > Skrive- og tegneinstrumenter > Penner og blyanter > Penner > Kulepenner
gid://shopify/TaxonomyCategory/os-11-11-7-3-2    : Kontormateriell > Kontorinstrumenter > Skrive- og tegneinstrumenter > Penner og blyanter > Penner > Filttupper
gid://shopify/TaxonomyCategory/os-11-11-7-3-3    : Kontormateriell > Kontorinstrumenter > Skrive- og tegneinstrumenter > Penner og blyanter > Penner > Fyllepenner
gid://shopify/TaxonomyCategory/os-11-11-7-3-4    : Kontormateriell > Kontorinstrumenter > Skrive- og tegneinstrumenter > Penner og blyanter > Penner > Gelpenner
gid://shopify/TaxonomyCategory/os-11-11-7-3-5    : Kontormateriell > Kontorinstrumenter > Skrive- og tegneinstrumenter > Penner og blyanter > Penner > Rollerball-penner
gid://shopify/TaxonomyCategory/os-12             : Kontormateriell > Papirhåndtering
gid://shopify/TaxonomyCategory/os-12-1           : Kontormateriell > Papirhåndtering > Fingergrep
gid://shopify/TaxonomyCategory/os-12-2           : Kontormateriell > Papirhåndtering > Hullmaskiner
gid://shopify/TaxonomyCategory/os-12-3           : Kontormateriell > Papirhåndtering > Papirbrettemaskiner
gid://shopify/TaxonomyCategory/os-12-4           : Kontormateriell > Papirhåndtering > Papirstablere
gid://shopify/TaxonomyCategory/os-12-5           : Kontormateriell > Papirhåndtering > Brevvekter
gid://shopify/TaxonomyCategory/os-12-6           : Kontormateriell > Papirhåndtering > Blyantbrett
gid://shopify/TaxonomyCategory/os-13             : Kontormateriell > Presentasjonsutstyr
gid://shopify/TaxonomyCategory/os-13-1           : Kontormateriell > Presentasjonsutstyr > Krittavler
gid://shopify/TaxonomyCategory/os-13-2           : Kontormateriell > Presentasjonsutstyr > Presentasjonstavler
gid://shopify/TaxonomyCategory/os-13-2-1         : Kontormateriell > Presentasjonsutstyr > Presentasjonstavler > Tilbehør til oppslagstavler
gid://shopify/TaxonomyCategory/os-13-2-1-1       : Kontormateriell > Presentasjonsutstyr > Presentasjonstavler > Tilbehør til oppslagstavler > Dekor til oppslagstavler
gid://shopify/TaxonomyCategory/os-13-2-1-2       : Kontormateriell > Presentasjonsutstyr > Presentasjonstavler > Tilbehør til oppslagstavler > Dekorsett til oppslagstavler
gid://shopify/TaxonomyCategory/os-13-2-2         : Kontormateriell > Presentasjonsutstyr > Presentasjonstavler > Oppslagstavler
gid://shopify/TaxonomyCategory/os-13-2-3         : Kontormateriell > Presentasjonsutstyr > Presentasjonstavler > Skumtavler
gid://shopify/TaxonomyCategory/os-13-2-4         : Kontormateriell > Presentasjonsutstyr > Presentasjonstavler > Monteringstavler
gid://shopify/TaxonomyCategory/os-13-2-5         : Kontormateriell > Presentasjonsutstyr > Presentasjonstavler > Plakattavler
gid://shopify/TaxonomyCategory/os-13-3           : Kontormateriell > Presentasjonsutstyr > Dokumentkameraer
gid://shopify/TaxonomyCategory/os-13-4           : Kontormateriell > Presentasjonsutstyr > Whiteboards
gid://shopify/TaxonomyCategory/os-13-5           : Kontormateriell > Presentasjonsutstyr > Flippoverblokker
gid://shopify/TaxonomyCategory/os-13-6           : Kontormateriell > Presentasjonsutstyr > Flippovere
gid://shopify/TaxonomyCategory/os-13-7           : Kontormateriell > Presentasjonsutstyr > Laserpekere
gid://shopify/TaxonomyCategory/os-13-8           : Kontormateriell > Presentasjonsutstyr > Talerstoler
gid://shopify/TaxonomyCategory/os-13-9           : Kontormateriell > Presentasjonsutstyr > Transparenter
gid://shopify/TaxonomyCategory/os-13-10          : Kontormateriell > Presentasjonsutstyr > Trådløse presentatorer
gid://shopify/TaxonomyCategory/os-14             : Kontormateriell > Fraktutstyr
gid://shopify/TaxonomyCategory/os-14-1           : Kontormateriell > Fraktutstyr > Flytte- og fraktesker
gid://shopify/TaxonomyCategory/os-14-2           : Kontormateriell > Fraktutstyr > Pakkemateriell
gid://shopify/TaxonomyCategory/os-14-3           : Kontormateriell > Fraktutstyr > Pakketape
gid://shopify/TaxonomyCategory/pa                : Tillegg til produkter
gid://shopify/TaxonomyCategory/pa-1              : Tillegg til produkter > Utvidede garantier
gid://shopify/TaxonomyCategory/pa-2              : Tillegg til produkter > Installasjonstjenester
gid://shopify/TaxonomyCategory/pa-3              : Tillegg til produkter > Vedlikeholdsprogrammer
gid://shopify/TaxonomyCategory/pa-4              : Tillegg til produkter > Tilpasning av produkter
gid://shopify/TaxonomyCategory/pa-5              : Tillegg til produkter > Produktoppgraderinger
gid://shopify/TaxonomyCategory/pa-6              : Tillegg til produkter > Fraktforsikring
gid://shopify/TaxonomyCategory/pa-7              : Tillegg til produkter > Abonnementstjenester
gid://shopify/TaxonomyCategory/rc                : Religiøst og seremonielt
gid://shopify/TaxonomyCategory/rc-1              : Religiøst og seremonielt > Utstyr for minneseremonier
gid://shopify/TaxonomyCategory/rc-1-1            : Religiøst og seremonielt > Utstyr for minneseremonier > Minneurner
gid://shopify/TaxonomyCategory/rc-2              : Religiøst og seremonielt > Religiøse varer
gid://shopify/TaxonomyCategory/rc-2-1            : Religiøst og seremonielt > Religiøse varer > Bønneperler
gid://shopify/TaxonomyCategory/rc-2-2            : Religiøst og seremonielt > Religiøse varer > Bønnekort
gid://shopify/TaxonomyCategory/rc-2-3            : Religiøst og seremonielt > Religiøse varer > Religiøse altre
gid://shopify/TaxonomyCategory/rc-2-4            : Religiøst og seremonielt > Religiøse varer > Religiøse slør
gid://shopify/TaxonomyCategory/rc-2-5            : Religiøst og seremonielt > Religiøse varer > Tarotkort
gid://shopify/TaxonomyCategory/rc-3              : Religiøst og seremonielt > Utstyr til bryllupsseremonier
gid://shopify/TaxonomyCategory/rc-3-1            : Religiøst og seremonielt > Utstyr til bryllupsseremonier > Midtgangsløpere
gid://shopify/TaxonomyCategory/rc-3-2            : Religiøst og seremonielt > Utstyr til bryllupsseremonier > Blomsterpikekurver
gid://shopify/TaxonomyCategory/rc-3-3            : Religiøst og seremonielt > Utstyr til bryllupsseremonier > Ringputer og -holdere
gid://shopify/TaxonomyCategory/se                : Tjenester
gid://shopify/TaxonomyCategory/se-1              : Tjenester > Bilrelaterte tjenester
gid://shopify/TaxonomyCategory/se-1-1            : Tjenester > Bilrelaterte tjenester > Tjenester knyttet til bilelektronikk
gid://shopify/TaxonomyCategory/se-1-3            : Tjenester > Bilrelaterte tjenester > Bilreparasjon og vedlikehold
gid://shopify/TaxonomyCategory/se-1-4            : Tjenester > Bilrelaterte tjenester > Bilsikkerhet
gid://shopify/TaxonomyCategory/se-1-2            : Tjenester > Bilrelaterte tjenester > Bilbetjening og detaljering
gid://shopify/TaxonomyCategory/se-1-5            : Tjenester > Bilrelaterte tjenester > Dekk- og hjultjenester
gid://shopify/TaxonomyCategory/se-1-6            : Tjenester > Bilrelaterte tjenester > Kjøretøyskontroll
gid://shopify/TaxonomyCategory/se-2              : Tjenester > Bygg- og anleggstjenester
gid://shopify/TaxonomyCategory/se-2-1            : Tjenester > Bygg- og anleggstjenester > Kommersielle byggtjenester
gid://shopify/TaxonomyCategory/se-2-2            : Tjenester > Bygg- og anleggstjenester > Utendørsbygging
gid://shopify/TaxonomyCategory/se-2-3            : Tjenester > Bygg- og anleggstjenester > Boligbygging og renovering
gid://shopify/TaxonomyCategory/se-2-4            : Tjenester > Bygg- og anleggstjenester > Spesialiserte byggetjenester
gid://shopify/TaxonomyCategory/se-2-4-1          : Tjenester > Bygg- og anleggstjenester > Spesialiserte byggetjenester > Tømrerarbeid
gid://shopify/TaxonomyCategory/se-2-4-2          : Tjenester > Bygg- og anleggstjenester > Spesialiserte byggetjenester > Betong og fundamenter
gid://shopify/TaxonomyCategory/se-2-4-3          : Tjenester > Bygg- og anleggstjenester > Spesialiserte byggetjenester > Taktekking og takrenner
gid://shopify/TaxonomyCategory/se-3              : Tjenester > Forretningstjenester
gid://shopify/TaxonomyCategory/se-3-1            : Tjenester > Forretningstjenester > Menneskelige ressurser og lønn
gid://shopify/TaxonomyCategory/se-3-2            : Tjenester > Forretningstjenester > Logistikk og flytting
gid://shopify/TaxonomyCategory/se-3-3            : Tjenester > Forretningstjenester > Kontortjenester
gid://shopify/TaxonomyCategory/se-3-4            : Tjenester > Forretningstjenester > Sikkerhetstjenester
gid://shopify/TaxonomyCategory/se-4              : Tjenester > Underholdnings- og rekreasjonstjenester
gid://shopify/TaxonomyCategory/se-4-5            : Tjenester > Underholdnings- og rekreasjonstjenester > Barneaktiviteter
gid://shopify/TaxonomyCategory/se-4-1            : Tjenester > Underholdnings- og rekreasjonstjenester > Konsert- og underholdningsarrangementer
gid://shopify/TaxonomyCategory/se-4-3            : Tjenester > Underholdnings- og rekreasjonstjenester > Eventplanlegging
gid://shopify/TaxonomyCategory/se-4-6            : Tjenester > Underholdnings- og rekreasjonstjenester > Innendørsaktiviteter
gid://shopify/TaxonomyCategory/se-4-7            : Tjenester > Underholdnings- og rekreasjonstjenester > Utendørsaktiviteter
gid://shopify/TaxonomyCategory/se-4-4            : Tjenester > Underholdnings- og rekreasjonstjenester > Reise- og fritid
gid://shopify/TaxonomyCategory/se-8              : Tjenester > Miljøtjenester
gid://shopify/TaxonomyCategory/se-8-1            : Tjenester > Miljøtjenester > Avfallshåndteringstjenester
gid://shopify/TaxonomyCategory/se-5              : Tjenester > Oppussingstjenester
gid://shopify/TaxonomyCategory/se-5-1            : Tjenester > Oppussingstjenester > Elektrikertjenester
gid://shopify/TaxonomyCategory/se-5-2            : Tjenester > Oppussingstjenester > Utendørstjenester
gid://shopify/TaxonomyCategory/se-5-3            : Tjenester > Oppussingstjenester > Rørlegging
gid://shopify/TaxonomyCategory/se-5-4            : Tjenester > Oppussingstjenester > Spesialiserte hjemmetjenester
gid://shopify/TaxonomyCategory/se-6              : Tjenester > Personlige tjenester
gid://shopify/TaxonomyCategory/se-6-1            : Tjenester > Personlige tjenester > Skjønnhet og personlig pleie
gid://shopify/TaxonomyCategory/se-6-2            : Tjenester > Personlige tjenester > Utdanningstjenester
gid://shopify/TaxonomyCategory/se-6-6            : Tjenester > Personlige tjenester > Trening og velvære
gid://shopify/TaxonomyCategory/se-6-3            : Tjenester > Personlige tjenester > Helsetjenester
gid://shopify/TaxonomyCategory/se-6-4            : Tjenester > Personlige tjenester > Livsstilstjenester
gid://shopify/TaxonomyCategory/se-7              : Tjenester > Profesjonelle tjenester
gid://shopify/TaxonomyCategory/se-7-1            : Tjenester > Profesjonelle tjenester > Konsulenttjenester
gid://shopify/TaxonomyCategory/se-7-2            : Tjenester > Profesjonelle tjenester > Finans og forsikring
gid://shopify/TaxonomyCategory/se-7-3            : Tjenester > Profesjonelle tjenester > IT og teknologi
gid://shopify/TaxonomyCategory/se-7-4            : Tjenester > Profesjonelle tjenester > Juridiske tjenester
gid://shopify/TaxonomyCategory/se-7-5            : Tjenester > Profesjonelle tjenester > Markedsføring- og reklame
gid://shopify/TaxonomyCategory/se-7-8            : Tjenester > Profesjonelle tjenester > Eiendomsdrift
gid://shopify/TaxonomyCategory/se-7-6            : Tjenester > Profesjonelle tjenester > Eiendom
gid://shopify/TaxonomyCategory/se-7-9            : Tjenester > Profesjonelle tjenester > Skattetjenester
gid://shopify/TaxonomyCategory/so                : Programvare
gid://shopify/TaxonomyCategory/so-4              : Programvare > Skytjenester
gid://shopify/TaxonomyCategory/so-1              : Programvare > Dataprogramvare
gid://shopify/TaxonomyCategory/so-1-1            : Programvare > Dataprogramvare > Antivirus- og sikkerhetsprogramvare
gid://shopify/TaxonomyCategory/so-1-15           : Programvare > Dataprogramvare > Programvare for kunstig intelligens (KI).
gid://shopify/TaxonomyCategory/so-1-15-1         : Programvare > Dataprogramvare > Programvare for kunstig intelligens (KI). > Programvare for maskinlæring
gid://shopify/TaxonomyCategory/so-1-2            : Programvare > Dataprogramvare > Forretnings- og produktivitetsprogramvare
gid://shopify/TaxonomyCategory/so-1-2-11         : Programvare > Dataprogramvare > Forretnings- og produktivitetsprogramvare > Programvare for kommunikasjon og samarbeid
gid://shopify/TaxonomyCategory/so-1-2-12         : Programvare > Dataprogramvare > Forretnings- og produktivitetsprogramvare > Programvare for kunderelasjonsstyring (CRM)
gid://shopify/TaxonomyCategory/so-1-2-13         : Programvare > Dataprogramvare > Forretnings- og produktivitetsprogramvare > Programvare for dataanalyse og visualisering
gid://shopify/TaxonomyCategory/so-1-2-1          : Programvare > Dataprogramvare > Forretnings- og produktivitetsprogramvare > Programvare for databasehåndtering
gid://shopify/TaxonomyCategory/so-1-2-14         : Programvare > Dataprogramvare > Forretnings- og produktivitetsprogramvare > Programvare for forretningsressursplanlegging (ERP)
gid://shopify/TaxonomyCategory/so-1-2-8          : Programvare > Dataprogramvare > Forretnings- og produktivitetsprogramvare > Programvare for prosjektledelse
gid://shopify/TaxonomyCategory/so-1-3            : Programvare > Dataprogramvare > Compilere og programmeringsverktøy
gid://shopify/TaxonomyCategory/so-1-3-1          : Programvare > Dataprogramvare > Compilere og programmeringsverktøy > Programvareutviklingsverktøy
gid://shopify/TaxonomyCategory/so-1-4            : Programvare > Dataprogramvare > Dataverktøy og vedlikeholdsprogrammer
gid://shopify/TaxonomyCategory/so-1-5            : Programvare > Dataprogramvare > Ordbøker og oversettelsesprogrammer
gid://shopify/TaxonomyCategory/so-1-6            : Programvare > Dataprogramvare > Utdanningsprogrammer
gid://shopify/TaxonomyCategory/so-1-7            : Programvare > Dataprogramvare > Finans-, skatt- og regnskapsprogramvare
gid://shopify/TaxonomyCategory/so-1-8            : Programvare > Dataprogramvare > GPS-kartdata og -programvare
gid://shopify/TaxonomyCategory/so-1-9            : Programvare > Dataprogramvare > Programvare for håndholdte enheter og PDA-er
gid://shopify/TaxonomyCategory/so-1-10           : Programvare > Dataprogramvare > Multimedia- og designprogramvare
gid://shopify/TaxonomyCategory/so-1-10-1         : Programvare > Dataprogramvare > Multimedia- og designprogramvare > Programvare for 3D-modellering
gid://shopify/TaxonomyCategory/so-1-10-2         : Programvare > Dataprogramvare > Multimedia- og designprogramvare > Programvare for animasjonsredigering
gid://shopify/TaxonomyCategory/so-1-10-3         : Programvare > Dataprogramvare > Multimedia- og designprogramvare > Programvare for grafisk design og illustrasjon
gid://shopify/TaxonomyCategory/so-1-10-4         : Programvare > Dataprogramvare > Multimedia- og designprogramvare > Programvare for hjem- og interiørdesign
gid://shopify/TaxonomyCategory/so-1-10-5         : Programvare > Dataprogramvare > Multimedia- og designprogramvare > Programvare for hjemmepublisering
gid://shopify/TaxonomyCategory/so-1-10-6         : Programvare > Dataprogramvare > Multimedia- og designprogramvare > Programvare for medievisning
gid://shopify/TaxonomyCategory/so-1-10-7         : Programvare > Dataprogramvare > Multimedia- og designprogramvare > Programvare for musikkomposisjon
gid://shopify/TaxonomyCategory/so-1-10-8         : Programvare > Dataprogramvare > Multimedia- og designprogramvare > Programvare for lydredigering
gid://shopify/TaxonomyCategory/so-1-10-9         : Programvare > Dataprogramvare > Multimedia- og designprogramvare > Programvare for videoredigering
gid://shopify/TaxonomyCategory/so-1-10-10        : Programvare > Dataprogramvare > Multimedia- og designprogramvare > Programvare for webdesign
gid://shopify/TaxonomyCategory/so-1-11           : Programvare > Dataprogramvare > Nettverksprogramvare
gid://shopify/TaxonomyCategory/so-1-12           : Programvare > Dataprogramvare > Kontorprogramvare
gid://shopify/TaxonomyCategory/so-1-13           : Programvare > Dataprogramvare > Operativsystemer
gid://shopify/TaxonomyCategory/so-1-14           : Programvare > Dataprogramvare > Gjenoppretting av disker
gid://shopify/TaxonomyCategory/so-2              : Programvare > Digitale varer og valutaer
gid://shopify/TaxonomyCategory/so-2-1            : Programvare > Digitale varer og valutaer > Datamaskinikoner
gid://shopify/TaxonomyCategory/so-2-2            : Programvare > Digitale varer og valutaer > Skrivebordsbakgrunner
gid://shopify/TaxonomyCategory/so-2-3            : Programvare > Digitale varer og valutaer > Digitale kunstverk
gid://shopify/TaxonomyCategory/so-2-4            : Programvare > Digitale varer og valutaer > Dokumentmaler
gid://shopify/TaxonomyCategory/so-2-5            : Programvare > Digitale varer og valutaer > Skrifttyper
gid://shopify/TaxonomyCategory/so-2-6            : Programvare > Digitale varer og valutaer > Arkivfotografier og -video
gid://shopify/TaxonomyCategory/so-2-7            : Programvare > Digitale varer og valutaer > Virtuelle valutaer
gid://shopify/TaxonomyCategory/so-3              : Programvare > Videospillprogramvare
gid://shopify/TaxonomyCategory/sg                : Sportsutstyr
gid://shopify/TaxonomyCategory/sg-1              : Sportsutstyr > Friidrett
gid://shopify/TaxonomyCategory/sg-1-1            : Sportsutstyr > Friidrett > Amerikansk fotball
gid://shopify/TaxonomyCategory/sg-1-1-1          : Sportsutstyr > Friidrett > Amerikansk fotball > Hansker for amerikansk fotball
gid://shopify/TaxonomyCategory/sg-1-1-2          : Sportsutstyr > Friidrett > Amerikansk fotball > Målstenger for amerikansk fotball
gid://shopify/TaxonomyCategory/sg-1-1-3          : Sportsutstyr > Friidrett > Amerikansk fotball > Sparke-tees og holdere for amerikansk fotball
gid://shopify/TaxonomyCategory/sg-1-1-4          : Sportsutstyr > Friidrett > Amerikansk fotball > Beskyttelsesutstyr for amerikansk fotball
gid://shopify/TaxonomyCategory/sg-1-1-4-1        : Sportsutstyr > Friidrett > Amerikansk fotball > Beskyttelsesutstyr for amerikansk fotball > Belter for amerikansk fotball
gid://shopify/TaxonomyCategory/sg-1-1-4-2        : Sportsutstyr > Friidrett > Amerikansk fotball > Beskyttelsesutstyr for amerikansk fotball > Hjelmtilbehør for amerikansk fotball
gid://shopify/TaxonomyCategory/sg-1-1-4-2-1      : Sportsutstyr > Friidrett > Amerikansk fotball > Beskyttelsesutstyr for amerikansk fotball > Hjelmtilbehør for amerikansk fotball > Hakestropper for amerikansk fotball
gid://shopify/TaxonomyCategory/sg-1-1-4-2-2      : Sportsutstyr > Friidrett > Amerikansk fotball > Beskyttelsesutstyr for amerikansk fotball > Hjelmtilbehør for amerikansk fotball > Ansiktsmasker for amerikansk fotball
gid://shopify/TaxonomyCategory/sg-1-1-4-2-3      : Sportsutstyr > Friidrett > Amerikansk fotball > Beskyttelsesutstyr for amerikansk fotball > Hjelmtilbehør for amerikansk fotball > Hjelmpolstring for amerikansk fotball
gid://shopify/TaxonomyCategory/sg-1-1-4-2-4      : Sportsutstyr > Friidrett > Amerikansk fotball > Beskyttelsesutstyr for amerikansk fotball > Hjelmtilbehør for amerikansk fotball > Hjelmvisirer for amerikansk fotball
gid://shopify/TaxonomyCategory/sg-1-1-4-3        : Sportsutstyr > Friidrett > Amerikansk fotball > Beskyttelsesutstyr for amerikansk fotball > Hjelmer for amerikansk fotball
gid://shopify/TaxonomyCategory/sg-1-1-4-4        : Sportsutstyr > Friidrett > Amerikansk fotball > Beskyttelsesutstyr for amerikansk fotball > Nakkeputer for amerikansk fotball
gid://shopify/TaxonomyCategory/sg-1-1-4-5        : Sportsutstyr > Friidrett > Amerikansk fotball > Beskyttelsesutstyr for amerikansk fotball > Skjorter og vester for brystbeskyttelse for amerikansk fotball
gid://shopify/TaxonomyCategory/sg-1-1-4-6        : Sportsutstyr > Friidrett > Amerikansk fotball > Beskyttelsesutstyr for amerikansk fotball > Skulderputer for amerikansk fotball
gid://shopify/TaxonomyCategory/sg-1-1-7          : Sportsutstyr > Friidrett > Amerikansk fotball > Sko til amerikansk fotball
gid://shopify/TaxonomyCategory/sg-1-1-5          : Sportsutstyr > Friidrett > Amerikansk fotball > Treningsutstyr for amerikansk fotball
gid://shopify/TaxonomyCategory/sg-1-1-5-1        : Sportsutstyr > Friidrett > Amerikansk fotball > Treningsutstyr for amerikansk fotball > Dukker og sleder for amerikansk fotball
gid://shopify/TaxonomyCategory/sg-1-1-5-1-1      : Sportsutstyr > Friidrett > Amerikansk fotball > Treningsutstyr for amerikansk fotball > Dukker og sleder for amerikansk fotball > Dukker for amerikansk fotball
gid://shopify/TaxonomyCategory/sg-1-1-5-1-2      : Sportsutstyr > Friidrett > Amerikansk fotball > Treningsutstyr for amerikansk fotball > Dukker og sleder for amerikansk fotball > Sleder for amerikansk fotball
gid://shopify/TaxonomyCategory/sg-1-1-6          : Sportsutstyr > Friidrett > Amerikansk fotball > Amerikanske fotballer
gid://shopify/TaxonomyCategory/sg-1-2            : Sportsutstyr > Friidrett > Baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-1          : Sportsutstyr > Friidrett > Baseball og softball > Baser og plater for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-1-1        : Sportsutstyr > Friidrett > Baseball og softball > Baser og plater for baseball og softball > Baser for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-1-2        : Sportsutstyr > Friidrett > Baseball og softball > Baser og plater for baseball og softball > Plater for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-2          : Sportsutstyr > Friidrett > Baseball og softball > Kastehansker for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-3          : Sportsutstyr > Friidrett > Baseball og softball > Hansker og votter for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-3-1        : Sportsutstyr > Friidrett > Baseball og softball > Hansker og votter for baseball og softball > Fanghansker for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-4          : Sportsutstyr > Friidrett > Baseball og softball > Kastegrep for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-5          : Sportsutstyr > Friidrett > Baseball og softball > Kastematter for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-6          : Sportsutstyr > Friidrett > Baseball og softball > Kastehauger for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-7          : Sportsutstyr > Friidrett > Baseball og softball > Kastegummi for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-8          : Sportsutstyr > Friidrett > Baseball og softball > Beskyttelsesutstyr for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-8-1        : Sportsutstyr > Friidrett > Baseball og softball > Beskyttelsesutstyr for baseball og softball > Hjelmer for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-8-2        : Sportsutstyr > Friidrett > Baseball og softball > Beskyttelsesutstyr for baseball og softball > Brystbeskyttere for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-8-3        : Sportsutstyr > Friidrett > Baseball og softball > Beskyttelsesutstyr for baseball og softball > Benbeskyttere for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-8-4        : Sportsutstyr > Friidrett > Baseball og softball > Beskyttelsesutstyr for baseball og softball > Utstyrssett for stoppere
gid://shopify/TaxonomyCategory/sg-1-2-8-5        : Sportsutstyr > Friidrett > Baseball og softball > Beskyttelsesutstyr for baseball og softball > Hjelmer og masker for stoppere
gid://shopify/TaxonomyCategory/sg-1-2-9          : Sportsutstyr > Friidrett > Baseball og softball > Treningshjelpemidler for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-9-1        : Sportsutstyr > Friidrett > Baseball og softball > Treningshjelpemidler for baseball og softball > Slåbur for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-9-2        : Sportsutstyr > Friidrett > Baseball og softball > Treningshjelpemidler for baseball og softball > Slåpinner for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-9-3        : Sportsutstyr > Friidrett > Baseball og softball > Treningshjelpemidler for baseball og softball > Kastenett for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-9-4        : Sportsutstyr > Friidrett > Baseball og softball > Treningshjelpemidler for baseball og softball > Kasteskjermer for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-9-5        : Sportsutstyr > Friidrett > Baseball og softball > Treningshjelpemidler for baseball og softball > Kastemål for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-9-6        : Sportsutstyr > Friidrett > Baseball og softball > Treningshjelpemidler for baseball og softball > Radarpistoler for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-9-7        : Sportsutstyr > Friidrett > Baseball og softball > Treningshjelpemidler for baseball og softball > Slåtreningshjelpemidler for baseball og softball
gid://shopify/TaxonomyCategory/sg-1-2-10         : Sportsutstyr > Friidrett > Baseball og softball > Baseballtrær
gid://shopify/TaxonomyCategory/sg-1-2-11         : Sportsutstyr > Friidrett > Baseball og softball > Baseballer
gid://shopify/TaxonomyCategory/sg-1-2-12         : Sportsutstyr > Friidrett > Baseball og softball > Kastemaskiner
gid://shopify/TaxonomyCategory/sg-1-2-13         : Sportsutstyr > Friidrett > Baseball og softball > Softballtrær
gid://shopify/TaxonomyCategory/sg-1-2-14         : Sportsutstyr > Friidrett > Baseball og softball > Softballer
gid://shopify/TaxonomyCategory/sg-1-3            : Sportsutstyr > Friidrett > Basketball
gid://shopify/TaxonomyCategory/sg-1-3-1          : Sportsutstyr > Friidrett > Basketball > Kurvdeler og -tilbehør for basketball
gid://shopify/TaxonomyCategory/sg-1-3-1-1        : Sportsutstyr > Friidrett > Basketball > Kurvdeler og -tilbehør for basketball > Bakplater for basketball
gid://shopify/TaxonomyCategory/sg-1-3-1-2        : Sportsutstyr > Friidrett > Basketball > Kurvdeler og -tilbehør for basketball > Kurvtrekk for basketball
gid://shopify/TaxonomyCategory/sg-1-3-1-3        : Sportsutstyr > Friidrett > Basketball > Kurvdeler og -tilbehør for basketball > Kurvstativer for basketball
gid://shopify/TaxonomyCategory/sg-1-3-1-4        : Sportsutstyr > Friidrett > Basketball > Kurvdeler og -tilbehør for basketball > Basketballnett
gid://shopify/TaxonomyCategory/sg-1-3-1-5        : Sportsutstyr > Friidrett > Basketball > Kurvdeler og -tilbehør for basketball > Basketballringer
gid://shopify/TaxonomyCategory/sg-1-3-2          : Sportsutstyr > Friidrett > Basketball > Basketballkurver
gid://shopify/TaxonomyCategory/sg-1-3-5          : Sportsutstyr > Friidrett > Basketball > Basketballsko
gid://shopify/TaxonomyCategory/sg-1-3-3          : Sportsutstyr > Friidrett > Basketball > Opplæringshjelp for basketball
