# Shopify Product Taxonomy - Categories: 2024-10-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Đồ dùng cho động vật & thú cưng
gid://shopify/TaxonomyCategory/sg-4-1-7          : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo
gid://shopify/TaxonomyCategory/sg-4-1-7-1        : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Lướt ván quỳ
gid://shopify/TaxonomyCategory/sg-4-1-7-1-1      : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Lướt ván quỳ > Ván lướt quỳ
gid://shopify/TaxonomyCategory/sg-4-1-7-2        : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Phao chuối và bè kéo
gid://shopify/TaxonomyCategory/sg-4-1-7-3        : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Găng tay kéo ván nước
gid://shopify/TaxonomyCategory/sg-4-1-7-4        : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Lướt ván sóng
gid://shopify/TaxonomyCategory/sg-4-1-7-4-1      : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Lướt ván sóng > Bộ phận gắn vào ván dù và ván trượt nước
gid://shopify/TaxonomyCategory/sg-4-1-7-4-2      : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Lướt ván sóng > Ván lướt sóng trên cao
gid://shopify/TaxonomyCategory/sg-4-1-7-4-2-1    : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Lướt ván sóng > Ván lướt sóng trên cao > Bộ phận gắn ván trượt nước
gid://shopify/TaxonomyCategory/sg-4-1-7-4-2-2    : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Lướt ván sóng > Ván lướt sóng trên cao > Vây ván trượt nước
gid://shopify/TaxonomyCategory/sg-4-1-7-4-2-3    : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Lướt ván sóng > Ván lướt sóng trên cao > Tay cầm ván trượt nước
gid://shopify/TaxonomyCategory/sg-4-1-7-4-2-4    : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Lướt ván sóng > Ván lướt sóng trên cao > Dây ván trượt nước
gid://shopify/TaxonomyCategory/sg-4-1-7-4-3      : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Lướt ván sóng > Ván trượt nước
gid://shopify/TaxonomyCategory/sg-4-1-7-5        : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Lướt ván nước
gid://shopify/TaxonomyCategory/sg-4-1-7-5-1      : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Lướt ván nước > Lướt ván cánh ngầm
gid://shopify/TaxonomyCategory/sg-4-1-7-5-2      : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Lướt ván nước > Chốt giữ chân cho ván lướt nước
gid://shopify/TaxonomyCategory/sg-4-1-7-5-3      : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Lướt ván nước > Hộp và túi đựng ván lướt nước
gid://shopify/TaxonomyCategory/sg-4-1-7-5-4      : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Lướt ván nước > Ván đôi trượt nước
gid://shopify/TaxonomyCategory/sg-4-1-7-5-4-1    : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Lướt ván nước > Ván đôi trượt nước > Combo ván đôi trượt nước
gid://shopify/TaxonomyCategory/sg-4-1-7-5-4-2    : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Lướt ván nước > Ván đôi trượt nước > Ván đôi trượt nước vượt chướng ngại vật
gid://shopify/TaxonomyCategory/sg-4-1-7-5-4-3    : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Lướt ván nước > Ván đôi trượt nước > Ván đôi trượt nước kỹ thuật
gid://shopify/TaxonomyCategory/sg-4-1-7-6        : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván có thuyền kéo > Cáp kéo thể thao dưới nước
gid://shopify/TaxonomyCategory/sg-4-1-8          : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Giá cất tàu thuyền
gid://shopify/TaxonomyCategory/sg-4-1-8-1        : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Giá cất tàu thuyền > Giá cất giữ thuyền
gid://shopify/TaxonomyCategory/sg-4-1-8-2        : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Giá cất tàu thuyền > Giá lưu giữ ván chơi thể thao dưới nước
gid://shopify/TaxonomyCategory/sg-4-1-9          : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván buồm
gid://shopify/TaxonomyCategory/sg-4-1-9-1        : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván buồm > Phụ tùng ván buồm
gid://shopify/TaxonomyCategory/sg-4-1-9-1-1      : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván buồm > Phụ tùng ván buồm > Cánh tấm lướt ván buồm
gid://shopify/TaxonomyCategory/sg-4-1-9-1-2      : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván buồm > Phụ tùng ván buồm > Cột ván buồm
gid://shopify/TaxonomyCategory/sg-4-1-9-2        : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván buồm > Ván lướt ván buồm
gid://shopify/TaxonomyCategory/sg-4-1-9-3        : Dụng cụ thể thao > Giải trí ngoài trời > Chèo thuyền và thể thao dưới nước > Lướt ván buồm > Buồm lướt sóng
gid://shopify/TaxonomyCategory/sg-4-2            : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài
gid://shopify/TaxonomyCategory/sg-4-2-1          : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Đồ cắm trại
gid://shopify/TaxonomyCategory/sg-4-2-1-1        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Đồ cắm trại > Phụ kiện đệm hơi và đệm ngủ
gid://shopify/TaxonomyCategory/sg-4-2-1-1-1      : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Đồ cắm trại > Phụ kiện đệm hơi và đệm ngủ > Bơm đệm hơi và đệm ngủ
gid://shopify/TaxonomyCategory/sg-4-2-1-1-2      : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Đồ cắm trại > Phụ kiện đệm hơi và đệm ngủ > Bộ sản phẩm sửa chữa đệm hơi và đệm ngủ
gid://shopify/TaxonomyCategory/sg-4-2-1-2        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Đồ cắm trại > Nệm không khí
gid://shopify/TaxonomyCategory/sg-4-2-1-3        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Đồ cắm trại > Giường xếp
gid://shopify/TaxonomyCategory/sg-4-2-2          : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Dụng cụ nấu nướng & Bộ đồ ăn cắm trại
gid://shopify/TaxonomyCategory/sg-4-2-2-1        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Dụng cụ nấu nướng & Bộ đồ ăn cắm trại > Cốc cắm trại
gid://shopify/TaxonomyCategory/sg-4-2-2-2        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Dụng cụ nấu nướng & Bộ đồ ăn cắm trại > Đĩa cắm trại
gid://shopify/TaxonomyCategory/sg-4-2-2-3        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Dụng cụ nấu nướng & Bộ đồ ăn cắm trại > Nồi cắm trại
gid://shopify/TaxonomyCategory/sg-4-2-2-4        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Dụng cụ nấu nướng & Bộ đồ ăn cắm trại > Vật dụng cắm trại
gid://shopify/TaxonomyCategory/sg-4-2-19         : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Phụ kiện võng cắm trại
gid://shopify/TaxonomyCategory/sg-4-2-20         : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Võng cắm trại
gid://shopify/TaxonomyCategory/sg-4-2-3          : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Đèn chiếu sáng & đèn mini cắm trại
gid://shopify/TaxonomyCategory/sg-4-2-4          : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Dụng cụ cắm trại
gid://shopify/TaxonomyCategory/sg-4-2-4-1        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Dụng cụ cắm trại > Kẹp cắm trại
gid://shopify/TaxonomyCategory/sg-4-2-4-2        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Dụng cụ cắm trại > Dầu cắm trại
gid://shopify/TaxonomyCategory/sg-4-2-4-3        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Dụng cụ cắm trại > Bút cắm trại
gid://shopify/TaxonomyCategory/sg-4-2-4-4        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Dụng cụ cắm trại > Bao cát cắm trại
gid://shopify/TaxonomyCategory/sg-4-2-4-5        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Dụng cụ cắm trại > Tăm cắm trại
gid://shopify/TaxonomyCategory/sg-4-2-4-6        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Dụng cụ cắm trại > Nhíp cắm trại
gid://shopify/TaxonomyCategory/sg-4-2-4-7        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Dụng cụ cắm trại > Dao cắm trại
gid://shopify/TaxonomyCategory/sg-4-2-4-7-1      : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Dụng cụ cắm trại > Dao cắm trại > Dao có lưỡi khóa
gid://shopify/TaxonomyCategory/sg-4-2-4-7-2      : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Dụng cụ cắm trại > Dao cắm trại > Dao nông dân
gid://shopify/TaxonomyCategory/sg-4-2-4-7-3      : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Dụng cụ cắm trại > Dao cắm trại > Dao gấp
gid://shopify/TaxonomyCategory/sg-4-2-4-8        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Dụng cụ cắm trại > Dao đa năng
gid://shopify/TaxonomyCategory/sg-4-2-5          : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Miếng, túi giữ nhiệt
gid://shopify/TaxonomyCategory/sg-4-2-6          : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Túi nén đựng đồ
gid://shopify/TaxonomyCategory/sg-4-2-7          : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Phụ kiện gậy leo núi
gid://shopify/TaxonomyCategory/sg-4-2-7-1        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Phụ kiện gậy leo núi > Giỏ đựng gậy leo núi
gid://shopify/TaxonomyCategory/sg-4-2-7-2        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Phụ kiện gậy leo núi > Bộ sản phẩm bảo vệ gậy leo núi
gid://shopify/TaxonomyCategory/sg-4-2-7-3        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Phụ kiện gậy leo núi > Bảo vệ tay cầm gậy leo núi
gid://shopify/TaxonomyCategory/sg-4-2-7-4        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Phụ kiện gậy leo núi > Bảo vệ ngon cái cầm gậy leo núi
gid://shopify/TaxonomyCategory/sg-4-2-7-5        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Phụ kiện gậy leo núi > Dây đeo ngón cái cầm gậy leo núi
gid://shopify/TaxonomyCategory/sg-4-2-7-6        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Phụ kiện gậy leo núi > Mũi gậy leo núi
gid://shopify/TaxonomyCategory/sg-4-2-7-7        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Phụ kiện gậy leo núi > Dây đeo cổ tay gậy leo núi
gid://shopify/TaxonomyCategory/sg-4-2-8          : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Gậy đi bộ đường dài
gid://shopify/TaxonomyCategory/sg-4-2-9          : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Mùng màn & khung rào chống côn trùng
gid://shopify/TaxonomyCategory/sg-4-2-9-1        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Mùng màn & khung rào chống côn trùng > Màn chống muỗi hình hộp
gid://shopify/TaxonomyCategory/sg-4-2-9-2        : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Mùng màn & khung rào chống côn trùng > Màn chống muỗi hình kim tự tháp
gid://shopify/TaxonomyCategory/sg-4-2-10         : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > La bàn
gid://shopify/TaxonomyCategory/sg-4-2-10-1       : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > La bàn > La bàn điện tử
gid://shopify/TaxonomyCategory/sg-4-2-10-2       : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > La bàn > La bàn con quay
gid://shopify/TaxonomyCategory/sg-4-2-10-3       : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > La bàn > La bàn từ tính
gid://shopify/TaxonomyCategory/sg-4-2-11         : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Nhà vệ sinh và phòng tắm di động
gid://shopify/TaxonomyCategory/sg-4-2-11-1       : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Nhà vệ sinh và phòng tắm di động > Phòng tắm di động và lều quây kín
gid://shopify/TaxonomyCategory/sg-4-2-11-1-1     : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Nhà vệ sinh và phòng tắm di động > Phòng tắm di động và lều quây kín > Vòi sen di động
gid://shopify/TaxonomyCategory/sg-4-2-11-1-2     : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Nhà vệ sinh và phòng tắm di động > Phòng tắm di động và lều quây kín > Tấm quây riêng tư
gid://shopify/TaxonomyCategory/sg-4-2-11-1-3     : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Nhà vệ sinh và phòng tắm di động > Phòng tắm di động và lều quây kín > Mành riêng tư
gid://shopify/TaxonomyCategory/sg-4-2-11-2       : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Nhà vệ sinh và phòng tắm di động > Thiết bị vệ sinh cá nhân cầm tay
gid://shopify/TaxonomyCategory/sg-4-2-11-2-1     : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Nhà vệ sinh và phòng tắm di động > Thiết bị vệ sinh cá nhân cầm tay > Thiết bị đi tiểu cho nữ
gid://shopify/TaxonomyCategory/sg-4-2-11-2-2     : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Nhà vệ sinh và phòng tắm di động > Thiết bị vệ sinh cá nhân cầm tay > Thiết bị đi tiểu cho nam
gid://shopify/TaxonomyCategory/sg-4-2-11-2-3     : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Nhà vệ sinh và phòng tắm di động > Thiết bị vệ sinh cá nhân cầm tay > Nhà vệ sinh cắm trại di động
gid://shopify/TaxonomyCategory/sg-4-2-12         : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Dụng cụ lọc nước du lịch
gid://shopify/TaxonomyCategory/sg-4-2-12-1       : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Dụng cụ lọc nước du lịch > Máy bơm lọc nước
gid://shopify/TaxonomyCategory/sg-4-2-12-2       : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Dụng cụ lọc nước du lịch > Viên lọc nước
gid://shopify/TaxonomyCategory/sg-4-2-13         : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Tấm lót túi ngủ
gid://shopify/TaxonomyCategory/sg-4-2-14         : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Túi ngủ
gid://shopify/TaxonomyCategory/sg-4-2-15         : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Đệm ngủ
gid://shopify/TaxonomyCategory/sg-4-2-16         : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Phụ kiện lều trại
gid://shopify/TaxonomyCategory/sg-4-2-16-1       : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Phụ kiện lều trại > Lều bên trong
gid://shopify/TaxonomyCategory/sg-4-2-16-2       : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Phụ kiện lều trại > Tấm/thảm lót lều trại
gid://shopify/TaxonomyCategory/sg-4-2-16-3       : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Phụ kiện lều trại > Cọc và khung lều trại
gid://shopify/TaxonomyCategory/sg-4-2-16-3-1     : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Phụ kiện lều trại > Cọc và khung lều trại > Cột lều
gid://shopify/TaxonomyCategory/sg-4-2-16-3-2     : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Phụ kiện lều trại > Cọc và khung lều trại > Ghim lều
gid://shopify/TaxonomyCategory/sg-4-2-16-4       : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Phụ kiện lều trại > Mái hiên lều trại
gid://shopify/TaxonomyCategory/sg-4-2-17         : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Lều
gid://shopify/TaxonomyCategory/sg-4-2-17-1       : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Lều > Nhà gỗ một tầng
gid://shopify/TaxonomyCategory/sg-4-2-17-2       : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Lều > Mái vòm
gid://shopify/TaxonomyCategory/sg-4-2-17-3       : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Lều > Lều nhóm
gid://shopify/TaxonomyCategory/sg-4-2-17-4       : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Lều > Lều tuyết
gid://shopify/TaxonomyCategory/sg-4-2-17-5       : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Lều > Lều tự bung
gid://shopify/TaxonomyCategory/sg-4-2-17-6       : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Lều > Lều kim tự tháp
gid://shopify/TaxonomyCategory/sg-4-2-17-7       : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Lều > Lều chữ A
gid://shopify/TaxonomyCategory/sg-4-2-17-8       : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Lều > Lều buồm
gid://shopify/TaxonomyCategory/sg-4-2-17-9       : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Lều > Lều dạng đường hầm
gid://shopify/TaxonomyCategory/sg-4-2-17-10      : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Lều > Lều đôi
gid://shopify/TaxonomyCategory/sg-4-2-18         : Dụng cụ thể thao > Giải trí ngoài trời > Cắm trại & Đi bộ đường dài > Tấm chắn gió
gid://shopify/TaxonomyCategory/sg-4-3            : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi
gid://shopify/TaxonomyCategory/sg-4-3-1          : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Thiết bị hãm
gid://shopify/TaxonomyCategory/sg-4-3-1-1        : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Thiết bị hãm > Thiết bị hình 8
gid://shopify/TaxonomyCategory/sg-4-3-1-2        : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Thiết bị hãm > Tấm đĩa
gid://shopify/TaxonomyCategory/sg-4-3-1-3        : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Thiết bị hãm > Thiết bị hãm hình ống
gid://shopify/TaxonomyCategory/sg-4-3-2          : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Móc leo núi
gid://shopify/TaxonomyCategory/sg-4-3-3          : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Trang phục leo núi và phụ kiện
gid://shopify/TaxonomyCategory/sg-4-3-3-1        : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Trang phục leo núi và phụ kiện > Găng tay leo núi
gid://shopify/TaxonomyCategory/sg-4-3-3-2        : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Trang phục leo núi và phụ kiện > Mũ leo núi
gid://shopify/TaxonomyCategory/sg-4-3-3-4        : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Trang phục leo núi và phụ kiện > Giày leo núi
gid://shopify/TaxonomyCategory/sg-4-3-3-3        : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Trang phục leo núi và phụ kiện > Móng sắt leo núi
gid://shopify/TaxonomyCategory/sg-4-3-4          : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Thiết bị kẹp dây
gid://shopify/TaxonomyCategory/sg-4-3-5          : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Túi đựng phấn leo núi
gid://shopify/TaxonomyCategory/sg-4-3-6          : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Đệm đỡ dùng cho leo núi
gid://shopify/TaxonomyCategory/sg-4-3-7          : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Dây buộc đôi leo núi
gid://shopify/TaxonomyCategory/sg-4-3-8          : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Đai bảo hộ leo núi
gid://shopify/TaxonomyCategory/sg-4-3-9          : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Thiết bị bảo hộ an toàn leo núi
gid://shopify/TaxonomyCategory/sg-4-3-10         : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Dây thừng leo núi
gid://shopify/TaxonomyCategory/sg-4-3-11         : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Túi đựng dây thừng leo núi
gid://shopify/TaxonomyCategory/sg-4-3-12         : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Dây đai leo núi
gid://shopify/TaxonomyCategory/sg-4-3-12-1       : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Dây đai leo núi > Dây chuỗi xích leo núi
gid://shopify/TaxonomyCategory/sg-4-3-12-2       : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Dây đai leo núi > Cáp leo núi
gid://shopify/TaxonomyCategory/sg-4-3-13         : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Dụng cụ leo núi tuyết
gid://shopify/TaxonomyCategory/sg-4-3-13-1       : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Dụng cụ leo núi tuyết > Rìu leo núi tuyết
gid://shopify/TaxonomyCategory/sg-4-3-13-2       : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Dụng cụ leo núi tuyết > Móng sắt leo núi tuyết
gid://shopify/TaxonomyCategory/sg-4-3-13-3       : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Dụng cụ leo núi tuyết > Tua vít leo núi tuyết
gid://shopify/TaxonomyCategory/sg-4-3-14         : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Ốc vít leo núi tuyết
gid://shopify/TaxonomyCategory/sg-4-3-15         : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Mấu bám leo núi
gid://shopify/TaxonomyCategory/sg-4-3-16         : Dụng cụ thể thao > Giải trí ngoài trời > Leo núi > Móc treo
gid://shopify/TaxonomyCategory/sg-4-4            : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe
gid://shopify/TaxonomyCategory/sg-4-4-1          : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-1        : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Giỏ và túi xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-1-1      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Giỏ và túi xe đạp > Túi gắn xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-1-2      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Giỏ và túi xe đạp > Giỏ gắn xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-1-3      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Giỏ và túi xe đạp > Hộp đựng phía trên xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-2        : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Giỏ xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-3        : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Chuông & Còi xe đạp
