# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-brilledesign
gid://shopify/TaxonomyAttribute/10290 : Medfølgende tilbehør til sopransaxofonmundstykke
gid://shopify/TaxonomyAttribute/10291 : Klangkarakter for sopransaxofonmundstykke
gid://shopify/TaxonomyAttribute/10292 : Klangkarakter
gid://shopify/TaxonomyAttribute/2420  : Lydkontrol
gid://shopify/TaxonomyAttribute/2431  : Lydeffekter
gid://shopify/TaxonomyAttribute/10293 : Metode til udvidelse af lydbibliotek
gid://shopify/TaxonomyAttribute/3323  : Lydisolering
gid://shopify/TaxonomyAttribute/10294 : Fokus for lydbibliotek i lydmodul
gid://shopify/TaxonomyAttribute/2402  : Lydindstillinger
gid://shopify/TaxonomyAttribute/10295 : Type af lydport
gid://shopify/TaxonomyAttribute/10296 : Justering af lydfølsomhed
gid://shopify/TaxonomyAttribute/10297 : Patchhukommelse for lydsynthesizer
gid://shopify/TaxonomyAttribute/6560  : Lydtype
gid://shopify/TaxonomyAttribute/10298 : Materiale i klangbund
gid://shopify/TaxonomyAttribute/7946  : Suppe- eller bouillontype
gid://shopify/TaxonomyAttribute/7947  : Cremefraiche-type
gid://shopify/TaxonomyAttribute/7948  : Variant af sojasauce
gid://shopify/TaxonomyAttribute/6165  : Spabads installationstype
gid://shopify/TaxonomyAttribute/6166  : Rumopvarmers sikkerhedsfunktioner
gid://shopify/TaxonomyAttribute/8723  : Elektrodemateriale i tændrør
gid://shopify/TaxonomyAttribute/8724  : Sædetype for tændrør
gid://shopify/TaxonomyAttribute/8725  : Terminaltype på tændrør
gid://shopify/TaxonomyAttribute/10299 : Stjernekasterform
gid://shopify/TaxonomyAttribute/8726  : Højttalerkeglemateriale
gid://shopify/TaxonomyAttribute/2411  : Højttalerkonfiguration
gid://shopify/TaxonomyAttribute/1819  : Højttalerdesign
gid://shopify/TaxonomyAttribute/5440  : Højttalerkabinettype
gid://shopify/TaxonomyAttribute/3065  : Højttalerfunktioner
gid://shopify/TaxonomyAttribute/5651  : Højttalerposition i laptop
gid://shopify/TaxonomyAttribute/8727  : Højttalerstørrelse
gid://shopify/TaxonomyAttribute/1820  : Højttalerteknologi
gid://shopify/TaxonomyAttribute/2693  : Højttalertelefontype
gid://shopify/TaxonomyAttribute/10300 : Udgangsgrænseflade for special effects
gid://shopify/TaxonomyAttribute/10301 : Stabilitetsfunktioner for special effects-stativ
gid://shopify/TaxonomyAttribute/10302 : Specialmaltnavn eller -type
gid://shopify/TaxonomyAttribute/10303 : Præsentation af samlerobjekt
gid://shopify/TaxonomyAttribute/11014 : Medfølgende tilbehør til speed bag
gid://shopify/TaxonomyAttribute/11015 : Hastighedsklassificering
gid://shopify/TaxonomyAttribute/1273  : Hastighedsindstillinger
gid://shopify/TaxonomyAttribute/8728  : Type af baggrundsbelysning for speedometer
gid://shopify/TaxonomyAttribute/8729  : Displaytype for speedometer
gid://shopify/TaxonomyAttribute/8730  : Måleenhed for speedometer
gid://shopify/TaxonomyAttribute/6167  : Krydderiholders funktioner
gid://shopify/TaxonomyAttribute/2121  : Spike-design
gid://shopify/TaxonomyAttribute/11016 : Udskiftelighed for pigge
gid://shopify/TaxonomyAttribute/11017 : Pigform
gid://shopify/TaxonomyAttribute/11018 : Gevindstørrelse på pigge
gid://shopify/TaxonomyAttribute/11019 : Spinklassificering
gid://shopify/TaxonomyAttribute/11020 : Spinprofil
gid://shopify/TaxonomyAttribute/11021 : Understøttede spintyper
gid://shopify/TaxonomyAttribute/7949  : Tilberedningsform for spinat
gid://shopify/TaxonomyAttribute/7950  : Spinatvariant
gid://shopify/TaxonomyAttribute/10304 : Materiale i spindlens lejeflade
gid://shopify/TaxonomyAttribute/10305 : Lejetype for spindel
gid://shopify/TaxonomyAttribute/10306 : Spindelfinish
gid://shopify/TaxonomyAttribute/10307 : Spindelkrogtype
gid://shopify/TaxonomyAttribute/10308 : Spindelstøttemetode
gid://shopify/TaxonomyAttribute/10309 : Spindelspidsstil
gid://shopify/TaxonomyAttribute/10310 : Placering af ten på spindel
gid://shopify/TaxonomyAttribute/11022 : Spinnerbladform
gid://shopify/TaxonomyAttribute/10311 : Design eller type af spinnerkontrolkort
gid://shopify/TaxonomyAttribute/11023 : Undertype for spinner
gid://shopify/TaxonomyAttribute/2224  : Spinner-type
gid://shopify/TaxonomyAttribute/10312 : Anvendelsesområde for spinderoksolie
gid://shopify/TaxonomyAttribute/10313 : Påføringsværktøj til spinderoksolie
gid://shopify/TaxonomyAttribute/10314 : Funktioner for spindeolie
gid://shopify/TaxonomyAttribute/6561  : Funktioner i snurretop
gid://shopify/TaxonomyAttribute/6562  : Startmekanisme for snurretop
gid://shopify/TaxonomyAttribute/10315 : Bremse-/spændingssystemtype for spinderok
gid://shopify/TaxonomyAttribute/10316 : Drivsystem for spinderok
gid://shopify/TaxonomyAttribute/10317 : Krogsystem for spinderok
gid://shopify/TaxonomyAttribute/10318 : Anvendelse af spinderoksdel
gid://shopify/TaxonomyAttribute/10319 : Bærbarhed eller sammenklappelighed for spinderok
gid://shopify/TaxonomyAttribute/10320 : Type af spændingsjustering på spinderok
gid://shopify/TaxonomyAttribute/1466  : Spiritusfortynding
gid://shopify/TaxonomyAttribute/8731  : Type af splejsning eller endeafslutning
gid://shopify/TaxonomyAttribute/5097  : Skinne/stiver-konfiguration
gid://shopify/TaxonomyAttribute/11024 : Snittype for klemmesynk
gid://shopify/TaxonomyAttribute/11025 : Form på klemmesynk
gid://shopify/TaxonomyAttribute/11026 : Størrelse på klemmesynk
gid://shopify/TaxonomyAttribute/1868  : Brug af splitter
gid://shopify/TaxonomyAttribute/3079  : Splitter-/switchfunktioner
gid://shopify/TaxonomyAttribute/8732  : Justerbarhed for spoiler
gid://shopify/TaxonomyAttribute/11027 : Funktion for egertilbehør
gid://shopify/TaxonomyAttribute/11028 : Butting-profil for eger
gid://shopify/TaxonomyAttribute/11029 : Egerdiameter
gid://shopify/TaxonomyAttribute/11030 : Type af egergrænseflade
gid://shopify/TaxonomyAttribute/11031 : Egerform
gid://shopify/TaxonomyAttribute/1604  : Svampeform
gid://shopify/TaxonomyAttribute/10321 : Spoleformfaktor
gid://shopify/TaxonomyAttribute/1291  : Spolemateriale
gid://shopify/TaxonomyAttribute/11032 : Skestil
gid://shopify/TaxonomyAttribute/6815  : Type af polstring i sports-bh
gid://shopify/TaxonomyAttribute/10322 : Stil for sportskasket
gid://shopify/TaxonomyAttribute/11033 : Certificering fra sportsforbund
gid://shopify/TaxonomyAttribute/3283  : Sportslogo
gid://shopify/TaxonomyAttribute/11034 : Kompatibilitet med sportsoverflader
gid://shopify/TaxonomyAttribute/2370  : Sportstema
gid://shopify/TaxonomyAttribute/6563  : Indhold i sportslegetøjssæt
gid://shopify/TaxonomyAttribute/1787  : Tudtype
gid://shopify/TaxonomyAttribute/6168  : Sprøjtemønster
gid://shopify/TaxonomyAttribute/5275  : Sprayformål
gid://shopify/TaxonomyAttribute/10323 : Metode til rengøring af sprayserpentiner
gid://shopify/TaxonomyAttribute/10324 : Finish eller effekt for sprayserpentiner
gid://shopify/TaxonomyAttribute/10325 : Formuleringstype for sprayserpentiner
gid://shopify/TaxonomyAttribute/10326 : Anbefalet overflade til sprayserpentiner
gid://shopify/TaxonomyAttribute/10327 : Duft af sprayserpentiner
gid://shopify/TaxonomyAttribute/10328 : Egnet aldersgruppe for sprayserpentiner
gid://shopify/TaxonomyAttribute/6169  : Sprøjtes betjeningsmekanisme
gid://shopify/TaxonomyAttribute/7951  : Konsistens for smørepålæg eller dip
gid://shopify/TaxonomyAttribute/7952  : Variant af smørepålæg
gid://shopify/TaxonomyAttribute/11035 : Sprederstangstype
gid://shopify/TaxonomyAttribute/2014  : Spredertype
gid://shopify/TaxonomyAttribute/6170  : Fjedertype
gid://shopify/TaxonomyAttribute/6171  : Drysseåbningstype
gid://shopify/TaxonomyAttribute/1434  : Sprinklerhovedtype
gid://shopify/TaxonomyAttribute/6172  : Sprinklerretning
gid://shopify/TaxonomyAttribute/6173  : Sprinklerresponstype
gid://shopify/TaxonomyAttribute/2767  : Sprinklerform
gid://shopify/TaxonomyAttribute/6174  : Sprinklertype
gid://shopify/TaxonomyAttribute/6175  : Sprinklerventiltype
gid://shopify/TaxonomyAttribute/11036 : Klasse for sprintkano
gid://shopify/TaxonomyAttribute/7953  : Præsentation af spirer
gid://shopify/TaxonomyAttribute/7954  : Variant af squash og græskar
gid://shopify/TaxonomyAttribute/2349  : Design af gummiskraberblad
gid://shopify/TaxonomyAttribute/6176  : Egernfodertype
gid://shopify/TaxonomyAttribute/6177  : Egernmodstand
gid://shopify/TaxonomyAttribute/11037 : Stabilitetsklasse
gid://shopify/TaxonomyAttribute/11038 : Gevindstørrelse til stabilisator
gid://shopify/TaxonomyAttribute/11039 : Stabilisatortype
gid://shopify/TaxonomyAttribute/1928  : Stakkonfiguration
gid://shopify/TaxonomyAttribute/6178  : Stabelbarhed
gid://shopify/TaxonomyAttribute/6179  : Stabelbart design
gid://shopify/TaxonomyAttribute/6180  : Stablefunktion
gid://shopify/TaxonomyAttribute/1766  : Scene
gid://shopify/TaxonomyAttribute/10329 : Understøttede stadier
gid://shopify/TaxonomyAttribute/8733  : Format for pletfjerner
gid://shopify/TaxonomyAttribute/6181  : Rengøringsmiddel til rustfrit stål
gid://shopify/TaxonomyAttribute/1583  : Trappeliftekontroltype
gid://shopify/TaxonomyAttribute/3113  : Trappefunktioner
gid://shopify/TaxonomyAttribute/1585  : Trappetype
gid://shopify/TaxonomyAttribute/11040 : Pløkform
gid://shopify/TaxonomyAttribute/10330 : Funktioner for stempelblok
gid://shopify/TaxonomyAttribute/10331 : Type af stempelblok
gid://shopify/TaxonomyAttribute/6564  : Medfølgende dele i stempelsæt
gid://shopify/TaxonomyAttribute/2373  : Frimærketema
gid://shopify/TaxonomyAttribute/2251  : Stempeltype
gid://shopify/TaxonomyAttribute/10332 : Polstringsmateriale på stativ
gid://shopify/TaxonomyAttribute/3282  : Stativ-/skærmtype
gid://shopify/TaxonomyAttribute/6182  : Hæfteklammebelægning
gid://shopify/TaxonomyAttribute/10333 : Animalsk fibertype for stapelfiber
gid://shopify/TaxonomyAttribute/10334 : Krølningsniveau for stapelfiber
gid://shopify/TaxonomyAttribute/10335 : Forberedelsestype for stapelfiber
gid://shopify/TaxonomyAttribute/10336 : Kildetype for stapelfiber
gid://shopify/TaxonomyAttribute/2243  : Hæftetrådmåler
gid://shopify/TaxonomyAttribute/6183  : Hæfteklamme-/stiftform
gid://shopify/TaxonomyAttribute/3161  : Hæftemaskinefunktioner
gid://shopify/TaxonomyAttribute/1401  : Stjernebedømmelse
gid://shopify/TaxonomyAttribute/7955  : Forarbejdningstype for stivelse
gid://shopify/TaxonomyAttribute/7956  : Stivelseskilde
gid://shopify/TaxonomyAttribute/7957  : Stjernefrugtvariant
gid://shopify/TaxonomyAttribute/2179  : Starttype
gid://shopify/TaxonomyAttribute/8734  : Type af startdrev
gid://shopify/TaxonomyAttribute/11041 : Låsetype for startpistol
gid://shopify/TaxonomyAttribute/11042 : Kaliber for startpistol
gid://shopify/TaxonomyAttribute/8735  : Terminaltype for starter
gid://shopify/TaxonomyAttribute/11043 : Forankringsmetode for startblok
gid://shopify/TaxonomyAttribute/2685  : Stationstype
gid://shopify/TaxonomyAttribute/1393  : Papirbindingstype
gid://shopify/TaxonomyAttribute/5087  : Dampinhalatordesign
gid://shopify/TaxonomyAttribute/6184  : Dampdysetype
gid://shopify/TaxonomyAttribute/6315  : Gastrobakkelågs funktioner
gid://shopify/TaxonomyAttribute/6185  : Gastrobakkestørrelse
gid://shopify/TaxonomyAttribute/6186  : Gastrobakkestørrelsekompatibilitet
gid://shopify/TaxonomyAttribute/6187  : Gastrobakketype
gid://shopify/TaxonomyAttribute/11044 : Design af styrerør
gid://shopify/TaxonomyAttribute/8736  : Type af endebeslag for styrekabel
gid://shopify/TaxonomyAttribute/8737  : Justeringsfunktioner for ratstamme
gid://shopify/TaxonomyAttribute/8738  : Tændingsforberedelse for ratstamme
gid://shopify/TaxonomyAttribute/8739  : Endegrænsefladetype for ratstammeaksel
gid://shopify/TaxonomyAttribute/8740  : Geartype for ratstamme
gid://shopify/TaxonomyAttribute/8741  : Drivtype for styrekomponent
gid://shopify/TaxonomyAttribute/8742  : Styreposition
gid://shopify/TaxonomyAttribute/8743  : Remskivetype for servostyringspumpe
gid://shopify/TaxonomyAttribute/8744  : Finish eller belægning for tandstang
gid://shopify/TaxonomyAttribute/8745  : Placering af tandstang
gid://shopify/TaxonomyAttribute/8746  : Installationstype for ratbetræk
gid://shopify/TaxonomyAttribute/8747  : Grebsmateriale for rat
gid://shopify/TaxonomyAttribute/8748  : Monteringsmønster for rat
gid://shopify/TaxonomyAttribute/8749  : Kantmateriale for rat (grebsoverflade)
gid://shopify/TaxonomyAttribute/2497  : Stammelængde
gid://shopify/TaxonomyAttribute/7958  : Stammemateriale
gid://shopify/TaxonomyAttribute/6188  : Glasdesign
gid://shopify/TaxonomyAttribute/10337 : Type af forbrugsvare for stencilmaskine
gid://shopify/TaxonomyAttribute/8750  : Overfladetekstur på trin
gid://shopify/TaxonomyAttribute/2734  : Trintype
gid://shopify/TaxonomyAttribute/11045 : Bevægelsestype for stepper
gid://shopify/TaxonomyAttribute/1775  : Steriliseringscyklustid
gid://shopify/TaxonomyAttribute/1777  : Steriliseringsinstruktioner
gid://shopify/TaxonomyAttribute/1776  : Steriliseringsmetode
gid://shopify/TaxonomyAttribute/2593  : Stetoskopdesign
gid://shopify/TaxonomyAttribute/2594  : Stetoskopteknologi
gid://shopify/TaxonomyAttribute/11046 : Bueprofil for fieldhockeystav
gid://shopify/TaxonomyAttribute/11047 : Konstruktion af stav
gid://shopify/TaxonomyAttribute/11048 : Krumningsprofil for kastestav
gid://shopify/TaxonomyAttribute/11049 : Hovedform for stav
gid://shopify/TaxonomyAttribute/2850  : Pindemateriale
gid://shopify/TaxonomyAttribute/11050 : Størrelseskompatibilitet for stav
gid://shopify/TaxonomyAttribute/6189  : Stavspidsstil
gid://shopify/TaxonomyAttribute/10338 : Finish på sticker
gid://shopify/TaxonomyAttribute/10339 : Stickerformat
gid://shopify/TaxonomyAttribute/10340 : Materialetype for sticker
gid://shopify/TaxonomyAttribute/6816  : Funktioner for stickers/decals
gid://shopify/TaxonomyAttribute/1324  : Stivhed
gid://shopify/TaxonomyAttribute/6565  : Fastgørelsestype for styltefod
gid://shopify/TaxonomyAttribute/5138  : Stimulansprofil
gid://shopify/TaxonomyAttribute/2840  : Stimulatorspidsform
gid://shopify/TaxonomyAttribute/11051 : Stigbøjlestil
gid://shopify/TaxonomyAttribute/11052 : Trædemateriale for stigbøjle
gid://shopify/TaxonomyAttribute/10341 : Stil for maskemarkør og omgangstæller
gid://shopify/TaxonomyAttribute/10342 : Stingtyper
gid://shopify/TaxonomyAttribute/11053 : Syningsmetode
gid://shopify/TaxonomyAttribute/6817  : Syningstilstand
gid://shopify/TaxonomyAttribute/8751  : Stockcar-løbsserie
gid://shopify/TaxonomyAttribute/6190  : Strømpes tåretning
gid://shopify/TaxonomyAttribute/7959  : Stenvedhæftning
gid://shopify/TaxonomyAttribute/6818  : Metode til fremstilling af sten
gid://shopify/TaxonomyAttribute/6819  : Stenslibningsgrad
gid://shopify/TaxonomyAttribute/10343 : Slibningsstil for sten
gid://shopify/TaxonomyAttribute/7960  : Stenfrugtkultivar
gid://shopify/TaxonomyAttribute/7961  : Stenfrugtvariant
gid://shopify/TaxonomyAttribute/2838  : Stenmateriale
gid://shopify/TaxonomyAttribute/1661  : Stennavn
gid://shopify/TaxonomyAttribute/6820  : Stenfatningstype
gid://shopify/TaxonomyAttribute/2322  : Stenform
gid://shopify/TaxonomyAttribute/10344 : Stengennemsigtighed
gid://shopify/TaxonomyAttribute/1662  : Stentype
gid://shopify/TaxonomyAttribute/1833  : Stopbånd
gid://shopify/TaxonomyAttribute/6191  : Stoptype
gid://shopify/TaxonomyAttribute/6566  : Type af opbevaringsetui
gid://shopify/TaxonomyAttribute/11054 : Type af opbevaringsrum
gid://shopify/TaxonomyAttribute/1920  : Lagerdrevgrænsefladetype
gid://shopify/TaxonomyAttribute/1846  : Understøttede lagerdrevgrænser
gid://shopify/TaxonomyAttribute/1922  : Lagerdrevtype installeret
gid://shopify/TaxonomyAttribute/10345 : Understøttede lagermedier og overførselsmetoder
gid://shopify/TaxonomyAttribute/1921  : Lagermedietype
gid://shopify/TaxonomyAttribute/7962  : Opbevaringskrav
gid://shopify/TaxonomyAttribute/2180  : Anvendelse af lagertank
gid://shopify/TaxonomyAttribute/1876  : Understøttede lagertyper
gid://shopify/TaxonomyAttribute/1364  : Brændeovnens luftstrøm
gid://shopify/TaxonomyAttribute/11055 : Kompatibilitet med stove jack
gid://shopify/TaxonomyAttribute/3151  : Type af komfurtop
gid://shopify/TaxonomyAttribute/10346 : Anvendelse for knappenål
gid://shopify/TaxonomyAttribute/10347 : Finish for knappenål
gid://shopify/TaxonomyAttribute/10348 : Hovedmateriale for knappenål
gid://shopify/TaxonomyAttribute/10349 : Hovedform for knappenål
gid://shopify/TaxonomyAttribute/6192  : Sitype
gid://shopify/TaxonomyAttribute/6193  : Sitype
gid://shopify/TaxonomyAttribute/6821  : Streng-/rækkekonfiguration
gid://shopify/TaxonomyAttribute/11056 : Materiale i tråde eller strimler
gid://shopify/TaxonomyAttribute/10350 : Fastgørelsesbeslag til rem
gid://shopify/TaxonomyAttribute/11057 : Remkonfiguration
gid://shopify/TaxonomyAttribute/2442  : Remdesign
gid://shopify/TaxonomyAttribute/6194  : Stropendes beslagtype
gid://shopify/TaxonomyAttribute/11058 : Remfunktion
gid://shopify/TaxonomyAttribute/10351 : Rempolstring
gid://shopify/TaxonomyAttribute/11059 : Remplacering
gid://shopify/TaxonomyAttribute/5527  : Stropbæremetode
gid://shopify/TaxonomyAttribute/6822  : Rembredde
gid://shopify/TaxonomyAttribute/6195  : Dispensermekanisme til sugerør
gid://shopify/TaxonomyAttribute/2513  : Sugerør/omrører-design
gid://shopify/TaxonomyAttribute/7963  : Styrkeklassificering
gid://shopify/TaxonomyAttribute/10352 : Styrkegrad
gid://shopify/TaxonomyAttribute/6823  : Strækniveau
gid://shopify/TaxonomyAttribute/8752  : Stræktype
gid://shopify/TaxonomyAttribute/10353 : Materiale til blindramme
gid://shopify/TaxonomyAttribute/2591  : Tiltænkt brug af båre
gid://shopify/TaxonomyAttribute/11060 : Form på slagpude
gid://shopify/TaxonomyAttribute/10354 : Strengkernens form
gid://shopify/TaxonomyAttribute/10355 : Dækkede strenge
gid://shopify/TaxonomyAttribute/10356 : Strengendestype
gid://shopify/TaxonomyAttribute/2477  : Strengeinstrumentstørrelse
gid://shopify/TaxonomyAttribute/1306  : Strengemateriale
gid://shopify/TaxonomyAttribute/10357 : Type af strengesæt
gid://shopify/TaxonomyAttribute/5300  : Strip/plaster-teknologi
gid://shopify/TaxonomyAttribute/2990  : Klapvognsfunktioner
gid://shopify/TaxonomyAttribute/1745  : Klapvognshjultype
gid://shopify/TaxonomyAttribute/11061 : Opstrengningsstatus
gid://shopify/TaxonomyAttribute/8753  : Placering af fjederben
gid://shopify/TaxonomyAttribute/11062 : Fastgørelsestype for knopper
gid://shopify/TaxonomyAttribute/11063 : Konfiguration af knopper
gid://shopify/TaxonomyAttribute/11064 : Materiale i knopper
gid://shopify/TaxonomyAttribute/6567  : Funktioner for tøjdyr
gid://shopify/TaxonomyAttribute/11065 : Basetype for cricketstump
gid://shopify/TaxonomyAttribute/11066 : Mekanisme for cricketstump
gid://shopify/TaxonomyAttribute/11067 : Cricketstumpstørrelse
gid://shopify/TaxonomyAttribute/1351  : Stil
gid://shopify/TaxonomyAttribute/5620  : Stylusholdertype
gid://shopify/TaxonomyAttribute/5555  : Stylusunderstøttelse
gid://shopify/TaxonomyAttribute/5559  : Stylusunderstøttelsestype
gid://shopify/TaxonomyAttribute/5643  : Stylusteknologi
gid://shopify/TaxonomyAttribute/1799  : Stylus-type
gid://shopify/TaxonomyAttribute/2533  : Fagområde
gid://shopify/TaxonomyAttribute/1864  : Abonnementstype
gid://shopify/TaxonomyAttribute/5460  : Subsonisk filter
gid://shopify/TaxonomyAttribute/2981  : Substratfunktioner
gid://shopify/TaxonomyAttribute/5466  : Subwoofer-konfiguration
gid://shopify/TaxonomyAttribute/8754  : Installationstype for subwoofer
gid://shopify/TaxonomyAttribute/1781  : Sugeniveauer
gid://shopify/TaxonomyAttribute/7964  : Sukkerrørsvariant
gid://shopify/TaxonomyAttribute/7965  : Sukkerindholdsniveau
gid://shopify/TaxonomyAttribute/6316  : Sukkerdispensermekanisme
gid://shopify/TaxonomyAttribute/7966  : Sukkerraffineringsniveau
gid://shopify/TaxonomyAttribute/7967  : Sukkerkilde
gid://shopify/TaxonomyAttribute/11068 : Jakkesætpasform
gid://shopify/TaxonomyAttribute/6824  : Jakkesættets dele
gid://shopify/TaxonomyAttribute/8755  : Egnet til forankringsbrug
gid://shopify/TaxonomyAttribute/1935  : Velegnet til lystfiskeritype
gid://shopify/TaxonomyAttribute/2554  : Velegnet til dyretype
gid://shopify/TaxonomyAttribute/2294  : Velegnet til kunstteknik
gid://shopify/TaxonomyAttribute/1697  : Velegnet til fugletype
gid://shopify/TaxonomyAttribute/3384  : Velegnet til bådtype
gid://shopify/TaxonomyAttribute/3355  : Velegnet til krops/ansigtshår
gid://shopify/TaxonomyAttribute/3227  : Velegnet til racestørrelse
gid://shopify/TaxonomyAttribute/1980  : Velegnet til kameratype
gid://shopify/TaxonomyAttribute/2005  : Velegnet til kamera- og optikenhed
gid://shopify/TaxonomyAttribute/1971  : Velegnet til campingaktivitet
gid://shopify/TaxonomyAttribute/1344  : Velegnet til stoletype
gid://shopify/TaxonomyAttribute/3150  : Velegnet til beholdertype
gid://shopify/TaxonomyAttribute/10358 : Egnet håndarbejdstype
gid://shopify/TaxonomyAttribute/2300  : Velegnet til håndværksmateriale
gid://shopify/TaxonomyAttribute/2083  : Velegnet til dørtype
gid://shopify/TaxonomyAttribute/3298  : Velegnet til ægtype
gid://shopify/TaxonomyAttribute/2281  : Velegnet til stoftype
gid://shopify/TaxonomyAttribute/1367  : Velegnet til brandklasse
gid://shopify/TaxonomyAttribute/1710  : Velegnet til fisketype
gid://shopify/TaxonomyAttribute/1397  : Velegnet til foodprocessortype
gid://shopify/TaxonomyAttribute/1354  : Velegnet til møbeltype
gid://shopify/TaxonomyAttribute/1641  : Velegnet til hårtype
gid://shopify/TaxonomyAttribute/2059  : Velegnet til materialetype
gid://shopify/TaxonomyAttribute/10359 : Egnet malingstype
gid://shopify/TaxonomyAttribute/1390  : Velegnet til skadedyrstype
gid://shopify/TaxonomyAttribute/2191  : Velegnet til rørtype
gid://shopify/TaxonomyAttribute/6317  : Passer til følgende poolform
gid://shopify/TaxonomyAttribute/1448  : Velegnet til pooltype
gid://shopify/TaxonomyAttribute/3152  : Velegnet til strømudstyrstype
gid://shopify/TaxonomyAttribute/2831  : Velegnet til ædle materialer
gid://shopify/TaxonomyAttribute/1948  : Velegnet til printertype
gid://shopify/TaxonomyAttribute/1559  : Velegnet til hudtype
gid://shopify/TaxonomyAttribute/1975  : Velegnet til snesko-aktivitet
gid://shopify/TaxonomyAttribute/1538  : Velegnet til opbevaringstype
gid://shopify/TaxonomyAttribute/11069 : Egnet til svømmetag
gid://shopify/TaxonomyAttribute/1673  : Velegnet til tandbørste
gid://shopify/TaxonomyAttribute/5179  : Egnet til brugerfølsomhedsniveau
gid://shopify/TaxonomyAttribute/2586  : Velegnet til køretøjstype
gid://shopify/TaxonomyAttribute/2133  : Velegnet til vandfunktionstype
gid://shopify/TaxonomyAttribute/1707  : Velegnet til vandtype
gid://shopify/TaxonomyAttribute/2038  : Velegnet til våbentype
gid://shopify/TaxonomyAttribute/3119  : Egnet installation
gid://shopify/TaxonomyAttribute/1539  : Velegnet placering
gid://shopify/TaxonomyAttribute/10360 : Egnet materiale til monteringsflade
gid://shopify/TaxonomyAttribute/6568  : Egnet legested
gid://shopify/TaxonomyAttribute/6196  : Egnet pooloverfladetype
gid://shopify/TaxonomyAttribute/11070 : Egnede køreforhold
gid://shopify/TaxonomyAttribute/11071 : Egnede sneforhold
gid://shopify/TaxonomyAttribute/1214  : Velegnet plads
gid://shopify/TaxonomyAttribute/6197  : Egnet spredemateriale
gid://shopify/TaxonomyAttribute/6825  : Egnet overfladetype
gid://shopify/TaxonomyAttribute/11072 : Egnet bordstørrelse
gid://shopify/TaxonomyAttribute/2225  : Kufferthåndtagstype
gid://shopify/TaxonomyAttribute/2111  : Svovlindhold
gid://shopify/TaxonomyAttribute/11073 : Solbeskyttelsesvurdering (UPF)
gid://shopify/TaxonomyAttribute/8756  : Fastgørelsesmetode til solskærm
gid://shopify/TaxonomyAttribute/8757  : Solskærmstil
gid://shopify/TaxonomyAttribute/7968  : Jordskokkevariant
gid://shopify/TaxonomyAttribute/6198  : Solur
gid://shopify/TaxonomyAttribute/7969  : Variant af solsikkeolie
gid://shopify/TaxonomyAttribute/10361 : Solsikkevariant
gid://shopify/TaxonomyAttribute/1446  : Sollys
gid://shopify/TaxonomyAttribute/5286  : Solcremefiltertype
gid://shopify/TaxonomyAttribute/6199  : Gødningsegenskaber
gid://shopify/TaxonomyAttribute/5125  : Sundhedsfokus for kosttilskud
gid://shopify/TaxonomyAttribute/11074 : Funktioner for håndledsstøtte
gid://shopify/TaxonomyAttribute/5148  : Støttepudefunktioner
gid://shopify/TaxonomyAttribute/11075 : Antal støtteben
gid://shopify/TaxonomyAttribute/5094  : Støtteniveau
gid://shopify/TaxonomyAttribute/10362 : Støttepolstring
gid://shopify/TaxonomyAttribute/5324  : Støttestivhedsniveau
gid://shopify/TaxonomyAttribute/11076 : Type af støttestruktur
gid://shopify/TaxonomyAttribute/2830  : Støtte-/bøjlemateriale
gid://shopify/TaxonomyAttribute/5589  : Understøttet DVI-linktype
gid://shopify/TaxonomyAttribute/5553  : Understøttede RAID-niveauer
gid://shopify/TaxonomyAttribute/5410  : Understøttede SDI-standarder
gid://shopify/TaxonomyAttribute/5656  : Understøttede USB-enhedstyper
gid://shopify/TaxonomyAttribute/5346  : Understøttede lydkilder
gid://shopify/TaxonomyAttribute/11077 : Understøttede bowlingtyper
gid://shopify/TaxonomyAttribute/5401  : Understøttede skærmteknologier
gid://shopify/TaxonomyAttribute/11078 : Understøttede dykketilstande
gid://shopify/TaxonomyAttribute/11079 : Understøttet udstyrstype
gid://shopify/TaxonomyAttribute/5655  : Understøttede slettetilstande
gid://shopify/TaxonomyAttribute/5446  : Understøttede indgangstyper
gid://shopify/TaxonomyAttribute/5477  : Understøttede mediekilder
gid://shopify/TaxonomyAttribute/5386  : Understøttet scanningsmedie-type
gid://shopify/TaxonomyAttribute/11080 : Understøttede spintyper
gid://shopify/TaxonomyAttribute/10363 : Understøttede spole- eller bobintyper
gid://shopify/TaxonomyAttribute/11081 : Temperaturvurdering for surfvoks
gid://shopify/TaxonomyAttribute/11082 : Overfladebelægning eller -finish
gid://shopify/TaxonomyAttribute/10364 : Overfladebelægning eller -omvikling
gid://shopify/TaxonomyAttribute/10365 : Overfladefinish
gid://shopify/TaxonomyAttribute/8758  : Overfladefinish eller -forberedelse
gid://shopify/TaxonomyAttribute/6200  : Overfladerefleksion
gid://shopify/TaxonomyAttribute/5369  : Overfladesider
gid://shopify/TaxonomyAttribute/2824  : Overfladetekstur
gid://shopify/TaxonomyAttribute/10366 : Inkluderede overfladetyper
gid://shopify/TaxonomyAttribute/11083 : Konstruktion af surfboard
gid://shopify/TaxonomyAttribute/3178  : Surfboardfunktioner
