# Shopify Product Taxonomy - Categories: 2099-02-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Dyr og tilbehør til kæledyr
gid://shopify/TaxonomyCategory/ma-2-2-9          : Voksne > Våben og våbentilbehør > Våben > Sværd
gid://shopify/TaxonomyCategory/ma-2-2-10         : Voksne > Våben og våbentilbehør > Våben > Kastestjerner
gid://shopify/TaxonomyCategory/ma-2-2-11         : Voksne > Våben og våbentilbehør > Våben > Piske
gid://shopify/TaxonomyCategory/me                : Medier
gid://shopify/TaxonomyCategory/me-8              : Medier > Akademiske artikler og undersøgelser
gid://shopify/TaxonomyCategory/me-1              : Medier > Bøger
gid://shopify/TaxonomyCategory/me-1-1            : Medier > Bøger > Lydbøger
gid://shopify/TaxonomyCategory/me-1-2            : Medier > Bøger > E-bøger
gid://shopify/TaxonomyCategory/me-1-3            : Medier > Bøger > Trykte bøger
gid://shopify/TaxonomyCategory/me-2              : Medier > Magasiner og aviser
gid://shopify/TaxonomyCategory/me-2-1            : Medier > Magasiner og aviser > Magasiner
gid://shopify/TaxonomyCategory/me-2-1-1          : Medier > Magasiner og aviser > Magasiner > Forbrugermagasiner
gid://shopify/TaxonomyCategory/me-2-1-2          : Medier > Magasiner og aviser > Magasiner > In-house-magasiner
gid://shopify/TaxonomyCategory/me-2-1-3          : Medier > Magasiner og aviser > Magasiner > Professionelle magasiner
gid://shopify/TaxonomyCategory/me-2-2            : Medier > Magasiner og aviser > Aviser
gid://shopify/TaxonomyCategory/me-2-2-1          : Medier > Magasiner og aviser > Aviser > Internationale aviser
gid://shopify/TaxonomyCategory/me-2-2-2          : Medier > Magasiner og aviser > Aviser > Lokale aviser
gid://shopify/TaxonomyCategory/me-2-2-3          : Medier > Magasiner og aviser > Aviser > Nationale aviser
gid://shopify/TaxonomyCategory/me-3              : Medier > Musik- og lydoptagelser
gid://shopify/TaxonomyCategory/me-3-1            : Medier > Musik- og lydoptagelser > Musik som digitalt download
gid://shopify/TaxonomyCategory/me-3-3            : Medier > Musik- og lydoptagelser > Musik på cd
gid://shopify/TaxonomyCategory/me-3-2            : Medier > Musik- og lydoptagelser > Musik på kassettebånd
gid://shopify/TaxonomyCategory/me-3-4            : Medier > Musik- og lydoptagelser > Plader og LP'er
gid://shopify/TaxonomyCategory/me-3-5            : Medier > Musik- og lydoptagelser > Feltoptagelser og tale
gid://shopify/TaxonomyCategory/me-3-6            : Medier > Musik- og lydoptagelser > Vinyl
gid://shopify/TaxonomyCategory/me-4              : Medier > Podcasts og livestreams
gid://shopify/TaxonomyCategory/me-4-1            : Medier > Podcasts og livestreams > Livestreams
gid://shopify/TaxonomyCategory/me-4-2            : Medier > Podcasts og livestreams > Podcasts
gid://shopify/TaxonomyCategory/me-4-3            : Medier > Podcasts og livestreams > Radioprogrammer
gid://shopify/TaxonomyCategory/me-5              : Medier > Produktmanualer
gid://shopify/TaxonomyCategory/me-6              : Medier > Nodeark
gid://shopify/TaxonomyCategory/me-7              : Medier > Videoer
gid://shopify/TaxonomyCategory/me-7-1            : Medier > Videoer > Blu-ray
gid://shopify/TaxonomyCategory/me-7-3            : Medier > Videoer > DVD'er
gid://shopify/TaxonomyCategory/me-7-2            : Medier > Videoer > Digitale downloads
gid://shopify/TaxonomyCategory/me-7-4            : Medier > Videoer > VHS-bånd
gid://shopify/TaxonomyCategory/os                : Kontorforsyning
gid://shopify/TaxonomyCategory/os-1              : Kontorforsyning > Bøger – tilbehør
gid://shopify/TaxonomyCategory/os-1-1            : Kontorforsyning > Bøger – tilbehør > Bogomslag
gid://shopify/TaxonomyCategory/os-1-2            : Kontorforsyning > Bøger – tilbehør > Bøger – læselamper
gid://shopify/TaxonomyCategory/os-1-3            : Kontorforsyning > Bøger – tilbehør > Bogholdere
gid://shopify/TaxonomyCategory/os-1-4            : Kontorforsyning > Bøger – tilbehør > Bogmærker
gid://shopify/TaxonomyCategory/os-2              : Kontorforsyning > Skriveunderlag
gid://shopify/TaxonomyCategory/os-3              : Kontorforsyning > Arkivering og organisering
gid://shopify/TaxonomyCategory/os-3-1            : Kontorforsyning > Arkivering og organisering > Adressebøger
gid://shopify/TaxonomyCategory/os-3-2            : Kontorforsyning > Arkivering og organisering > Indbinding – tilbehør
gid://shopify/TaxonomyCategory/os-3-2-1          : Kontorforsyning > Arkivering og organisering > Indbinding – tilbehør > Ringbind – tilbehør
gid://shopify/TaxonomyCategory/os-3-2-1-1        : Kontorforsyning > Arkivering og organisering > Indbinding – tilbehør > Ringbind – tilbehør > Ringbind – ringe
gid://shopify/TaxonomyCategory/os-3-2-1-2        : Kontorforsyning > Arkivering og organisering > Indbinding – tilbehør > Ringbind – tilbehør > Kartoteksinddelere
gid://shopify/TaxonomyCategory/os-3-2-1-3        : Kontorforsyning > Arkivering og organisering > Indbinding – tilbehør > Ringbind – tilbehør > Plastlommer
gid://shopify/TaxonomyCategory/os-3-2-2          : Kontorforsyning > Arkivering og organisering > Indbinding – tilbehør > Ringbind
gid://shopify/TaxonomyCategory/os-3-2-3          : Kontorforsyning > Arkivering og organisering > Indbinding – tilbehør > Indbinding – kam eller spiralryg
gid://shopify/TaxonomyCategory/os-3-2-4          : Kontorforsyning > Arkivering og organisering > Indbinding – tilbehør > Indbindingsmaskiner
gid://shopify/TaxonomyCategory/os-3-2-4-1        : Kontorforsyning > Arkivering og organisering > Indbinding – tilbehør > Indbindingsmaskiner > Elektriske indbindingsmaskiner
gid://shopify/TaxonomyCategory/os-3-2-4-2        : Kontorforsyning > Arkivering og organisering > Indbinding – tilbehør > Indbindingsmaskiner > Manuelle indbindingsmaskiner
gid://shopify/TaxonomyCategory/os-3-3            : Kontorforsyning > Arkivering og organisering > Visitkort – bøger
gid://shopify/TaxonomyCategory/os-3-4            : Kontorforsyning > Arkivering og organisering > Visitkort – holdere
gid://shopify/TaxonomyCategory/os-3-9            : Kontorforsyning > Arkivering og organisering > Cd/dvd – opbevaring
gid://shopify/TaxonomyCategory/os-3-5            : Kontorforsyning > Arkivering og organisering > Kalendere og planlæggere
gid://shopify/TaxonomyCategory/os-3-5-1          : Kontorforsyning > Arkivering og organisering > Kalendere og planlæggere > Skrivebordskalendere
gid://shopify/TaxonomyCategory/os-3-5-2          : Kontorforsyning > Arkivering og organisering > Kalendere og planlæggere > Organisatorer
gid://shopify/TaxonomyCategory/os-3-5-3          : Kontorforsyning > Arkivering og organisering > Kalendere og planlæggere > Planlæggere
gid://shopify/TaxonomyCategory/os-3-5-4          : Kontorforsyning > Arkivering og organisering > Kalendere og planlæggere > Vægkalendere
gid://shopify/TaxonomyCategory/os-3-6            : Kontorforsyning > Arkivering og organisering > Kartoteksarkiv
gid://shopify/TaxonomyCategory/os-3-7            : Kontorforsyning > Arkivering og organisering > Kartotekskortlommer
gid://shopify/TaxonomyCategory/os-3-8            : Kontorforsyning > Arkivering og organisering > Kartotekskortkasser
gid://shopify/TaxonomyCategory/os-3-10           : Kontorforsyning > Arkivering og organisering > Brevbakker
gid://shopify/TaxonomyCategory/os-3-10-1         : Kontorforsyning > Arkivering og organisering > Brevbakker > Skrivebordsorganisatorer
gid://shopify/TaxonomyCategory/os-3-10-2         : Kontorforsyning > Arkivering og organisering > Brevbakker > Skuffeorganisatorer
gid://shopify/TaxonomyCategory/os-3-10-3         : Kontorforsyning > Arkivering og organisering > Brevbakker > Filsortering
gid://shopify/TaxonomyCategory/os-3-10-4         : Kontorforsyning > Arkivering og organisering > Brevbakker > Penneholdere
gid://shopify/TaxonomyCategory/os-3-11           : Kontorforsyning > Arkivering og organisering > Arkivkasser
gid://shopify/TaxonomyCategory/os-3-12           : Kontorforsyning > Arkivering og organisering > Arkivmapper
gid://shopify/TaxonomyCategory/os-3-13           : Kontorforsyning > Arkivering og organisering > Mapper og rapportomslag
gid://shopify/TaxonomyCategory/os-3-13-1         : Kontorforsyning > Arkivering og organisering > Mapper og rapportomslag > Mapper i lommestørrelse
gid://shopify/TaxonomyCategory/os-3-13-2         : Kontorforsyning > Arkivering og organisering > Mapper og rapportomslag > Forsider til rapporter
gid://shopify/TaxonomyCategory/os-3-14           : Kontorforsyning > Arkivering og organisering > Lykønskningskortholdere
gid://shopify/TaxonomyCategory/os-3-15           : Kontorforsyning > Arkivering og organisering > Postsortering
gid://shopify/TaxonomyCategory/os-3-16           : Kontorforsyning > Arkivering og organisering > Blyantsholdere
gid://shopify/TaxonomyCategory/os-3-17           : Kontorforsyning > Arkivering og organisering > Præsentationsmapper
gid://shopify/TaxonomyCategory/os-3-17-1         : Kontorforsyning > Arkivering og organisering > Præsentationsmapper > Konferencemapper
gid://shopify/TaxonomyCategory/os-3-17-2         : Kontorforsyning > Arkivering og organisering > Præsentationsmapper > Porteføljer
gid://shopify/TaxonomyCategory/os-3-18           : Kontorforsyning > Arkivering og organisering > Opskriftskortkasser
gid://shopify/TaxonomyCategory/os-4              : Kontorforsyning > Generelle forbrugsvarer
gid://shopify/TaxonomyCategory/os-4-1            : Kontorforsyning > Generelle forbrugsvarer > Prøveposelukkere
gid://shopify/TaxonomyCategory/os-4-2            : Kontorforsyning > Generelle forbrugsvarer > Rettelak, penne og tape
gid://shopify/TaxonomyCategory/os-4-2-1          : Kontorforsyning > Generelle forbrugsvarer > Rettelak, penne og tape > Rettelak
gid://shopify/TaxonomyCategory/os-4-2-2          : Kontorforsyning > Generelle forbrugsvarer > Rettelak, penne og tape > Rettepen
gid://shopify/TaxonomyCategory/os-4-2-3          : Kontorforsyning > Generelle forbrugsvarer > Rettelak, penne og tape > Rettetape
gid://shopify/TaxonomyCategory/os-4-3            : Kontorforsyning > Generelle forbrugsvarer > Viskelædere
gid://shopify/TaxonomyCategory/os-4-3-1          : Kontorforsyning > Generelle forbrugsvarer > Viskelædere > Bløde viskelædere
gid://shopify/TaxonomyCategory/os-4-3-2          : Kontorforsyning > Generelle forbrugsvarer > Viskelædere > Mekaniske viskelædere
gid://shopify/TaxonomyCategory/os-4-3-3          : Kontorforsyning > Generelle forbrugsvarer > Viskelædere > Standardviskelædere
gid://shopify/TaxonomyCategory/os-4-4            : Kontorforsyning > Generelle forbrugsvarer > Etiketter og mærkater
gid://shopify/TaxonomyCategory/os-4-4-1          : Kontorforsyning > Generelle forbrugsvarer > Etiketter og mærkater > Adresseetiketter
gid://shopify/TaxonomyCategory/os-4-4-2          : Kontorforsyning > Generelle forbrugsvarer > Etiketter og mærkater > Faneblade
gid://shopify/TaxonomyCategory/os-4-4-3          : Kontorforsyning > Generelle forbrugsvarer > Etiketter og mærkater > Holdere til etiketter
gid://shopify/TaxonomyCategory/os-4-4-4          : Kontorforsyning > Generelle forbrugsvarer > Etiketter og mærkater > Tape til labelmaskiner
gid://shopify/TaxonomyCategory/os-4-4-5          : Kontorforsyning > Generelle forbrugsvarer > Etiketter og mærkater > Forsendelsesetiketter
gid://shopify/TaxonomyCategory/os-4-4-6          : Kontorforsyning > Generelle forbrugsvarer > Etiketter og mærkater > Forsendelsesmærker
gid://shopify/TaxonomyCategory/os-4-5            : Kontorforsyning > Generelle forbrugsvarer > Lamineringsfilm, lommer og ark
gid://shopify/TaxonomyCategory/os-4-5-1          : Kontorforsyning > Generelle forbrugsvarer > Lamineringsfilm, lommer og ark > Lamineringsfilmruller
gid://shopify/TaxonomyCategory/os-4-5-2          : Kontorforsyning > Generelle forbrugsvarer > Lamineringsfilm, lommer og ark > Lamineringslommer
gid://shopify/TaxonomyCategory/os-4-5-3          : Kontorforsyning > Generelle forbrugsvarer > Lamineringsfilm, lommer og ark > Lamineringsark
gid://shopify/TaxonomyCategory/os-4-6            : Kontorforsyning > Generelle forbrugsvarer > Hæftemasse
gid://shopify/TaxonomyCategory/os-4-7            : Kontorforsyning > Generelle forbrugsvarer > Kontortape
gid://shopify/TaxonomyCategory/os-4-7-1          : Kontorforsyning > Generelle forbrugsvarer > Kontortape > Usynlig tape
gid://shopify/TaxonomyCategory/os-4-7-2          : Kontorforsyning > Generelle forbrugsvarer > Kontortape > Gennemsigtig tape
gid://shopify/TaxonomyCategory/os-4-8            : Kontorforsyning > Generelle forbrugsvarer > Papirclips og -klemmer
gid://shopify/TaxonomyCategory/os-4-8-1          : Kontorforsyning > Generelle forbrugsvarer > Papirclips og -klemmer > Papirklemmer
gid://shopify/TaxonomyCategory/os-4-8-2          : Kontorforsyning > Generelle forbrugsvarer > Papirclips og -klemmer > Clips
gid://shopify/TaxonomyCategory/os-4-9            : Kontorforsyning > Generelle forbrugsvarer > Papirvarer
gid://shopify/TaxonomyCategory/os-4-9-1          : Kontorforsyning > Generelle forbrugsvarer > Papirvarer > Papir til ringbind
gid://shopify/TaxonomyCategory/os-4-9-2          : Kontorforsyning > Generelle forbrugsvarer > Papirvarer > Tomme id-kort
gid://shopify/TaxonomyCategory/os-4-9-3          : Kontorforsyning > Generelle forbrugsvarer > Papirvarer > Visitkort
gid://shopify/TaxonomyCategory/os-4-9-4          : Kontorforsyning > Generelle forbrugsvarer > Papirvarer > Virksomhedsformularer og kvitteringer
gid://shopify/TaxonomyCategory/os-4-9-5          : Kontorforsyning > Generelle forbrugsvarer > Papirvarer > Checkhæfter
gid://shopify/TaxonomyCategory/os-4-9-6          : Kontorforsyning > Generelle forbrugsvarer > Papirvarer > Omslagspapir
gid://shopify/TaxonomyCategory/os-4-9-7          : Kontorforsyning > Generelle forbrugsvarer > Papirvarer > Konvolutter
gid://shopify/TaxonomyCategory/os-4-9-8          : Kontorforsyning > Generelle forbrugsvarer > Papirvarer > Kartotekskort
gid://shopify/TaxonomyCategory/os-4-9-9          : Kontorforsyning > Generelle forbrugsvarer > Papirvarer > Notesbøger og notesblokke
gid://shopify/TaxonomyCategory/os-4-9-9-3        : Kontorforsyning > Generelle forbrugsvarer > Papirvarer > Notesbøger og notesblokke > Dagbøger
gid://shopify/TaxonomyCategory/os-4-9-9-4        : Kontorforsyning > Generelle forbrugsvarer > Papirvarer > Notesbøger og notesblokke > Memoblokke
gid://shopify/TaxonomyCategory/os-4-9-9-5        : Kontorforsyning > Generelle forbrugsvarer > Papirvarer > Notesbøger og notesblokke > Notesblokke
gid://shopify/TaxonomyCategory/os-4-9-9-6        : Kontorforsyning > Generelle forbrugsvarer > Papirvarer > Notesbøger og notesblokke > Lommenotesbøger
gid://shopify/TaxonomyCategory/os-4-9-10         : Kontorforsyning > Generelle forbrugsvarer > Papirvarer > Postkort
gid://shopify/TaxonomyCategory/os-4-9-11         : Kontorforsyning > Generelle forbrugsvarer > Papirvarer > Printer- og kopipapir
gid://shopify/TaxonomyCategory/os-4-9-12         : Kontorforsyning > Generelle forbrugsvarer > Papirvarer > Papirruller til kvitteringer
gid://shopify/TaxonomyCategory/os-4-9-13         : Kontorforsyning > Generelle forbrugsvarer > Papirvarer > Brevpapir
gid://shopify/TaxonomyCategory/os-4-9-14         : Kontorforsyning > Generelle forbrugsvarer > Papirvarer > Post-its
gid://shopify/TaxonomyCategory/os-4-10           : Kontorforsyning > Generelle forbrugsvarer > Elastikker
gid://shopify/TaxonomyCategory/os-4-11           : Kontorforsyning > Generelle forbrugsvarer > Hæfteklammer
gid://shopify/TaxonomyCategory/os-4-12           : Kontorforsyning > Generelle forbrugsvarer > Stifter og nipsenåle
gid://shopify/TaxonomyCategory/os-5              : Kontorforsyning > Forseglingsmaskiner
gid://shopify/TaxonomyCategory/os-5-1            : Kontorforsyning > Forseglingsmaskiner > Håndholdte forseglingsmaskiner
gid://shopify/TaxonomyCategory/os-5-2            : Kontorforsyning > Forseglingsmaskiner > Stationære forseglingsmaskiner
gid://shopify/TaxonomyCategory/os-6              : Kontorforsyning > Laptopbord
gid://shopify/TaxonomyCategory/os-7              : Kontorforsyning > Navneskilte
gid://shopify/TaxonomyCategory/os-7-1            : Kontorforsyning > Navneskilte > Navneskilte til skrivebord
gid://shopify/TaxonomyCategory/os-7-2            : Kontorforsyning > Navneskilte > Navneskilte til dør
gid://shopify/TaxonomyCategory/os-8              : Kontorforsyning > Kontormåtter og stoleunderlag
gid://shopify/TaxonomyCategory/os-8-1            : Kontorforsyning > Kontormåtter og stoleunderlag > Hvilemåtter
gid://shopify/TaxonomyCategory/os-8-2            : Kontorforsyning > Kontormåtter og stoleunderlag > Stoleunderlag
gid://shopify/TaxonomyCategory/os-8-3            : Kontorforsyning > Kontormåtter og stoleunderlag > Kontormåtter
gid://shopify/TaxonomyCategory/os-9              : Kontorforsyning > Kontorvogne
gid://shopify/TaxonomyCategory/os-9-1            : Kontorforsyning > Kontorvogne > Av-vogne
gid://shopify/TaxonomyCategory/os-9-2            : Kontorforsyning > Kontorvogne > Bogvogne
gid://shopify/TaxonomyCategory/os-9-3            : Kontorforsyning > Kontorvogne > Arkivvogne
gid://shopify/TaxonomyCategory/os-9-4            : Kontorforsyning > Kontorvogne > Postvogne
gid://shopify/TaxonomyCategory/os-9-5            : Kontorforsyning > Kontorvogne > Udstyrsvogne
gid://shopify/TaxonomyCategory/os-10             : Kontorforsyning > Kontorudstyr
gid://shopify/TaxonomyCategory/os-10-1           : Kontorforsyning > Kontorudstyr > Tilbehør til lommeregnere
gid://shopify/TaxonomyCategory/os-10-2           : Kontorforsyning > Kontorudstyr > Regnemaskiner
gid://shopify/TaxonomyCategory/os-10-2-1         : Kontorforsyning > Kontorudstyr > Regnemaskiner > Almindelige lommeregnere
gid://shopify/TaxonomyCategory/os-10-2-2         : Kontorforsyning > Kontorudstyr > Regnemaskiner > Lommeregnere til byggeri
gid://shopify/TaxonomyCategory/os-10-2-3         : Kontorforsyning > Kontorudstyr > Regnemaskiner > Lommeregnere til finans
gid://shopify/TaxonomyCategory/os-10-2-4         : Kontorforsyning > Kontorudstyr > Regnemaskiner > Lommeregnere til grafer
gid://shopify/TaxonomyCategory/os-10-2-5         : Kontorforsyning > Kontorudstyr > Regnemaskiner > Lommeregner til videnskab
gid://shopify/TaxonomyCategory/os-10-3           : Kontorforsyning > Kontorudstyr > Elektroniske ordbøger og oversættere
gid://shopify/TaxonomyCategory/os-10-4           : Kontorforsyning > Kontorudstyr > Labelmaskiner
gid://shopify/TaxonomyCategory/os-10-5           : Kontorforsyning > Kontorudstyr > Lamineringsmaskiner
gid://shopify/TaxonomyCategory/os-10-6           : Kontorforsyning > Kontorudstyr > Makuleringsmaskiner
gid://shopify/TaxonomyCategory/os-10-7           : Kontorforsyning > Kontorudstyr > Portomaskiner
gid://shopify/TaxonomyCategory/os-10-8           : Kontorforsyning > Kontorudstyr > Stempelure
gid://shopify/TaxonomyCategory/os-10-9           : Kontorforsyning > Kontorudstyr > Transskribering og diktafoner
gid://shopify/TaxonomyCategory/os-10-10          : Kontorforsyning > Kontorudstyr > Skrivemaskiner
gid://shopify/TaxonomyCategory/os-11             : Kontorforsyning > Kontorredskaber
gid://shopify/TaxonomyCategory/os-11-1           : Kontorforsyning > Kontorredskaber > Klokker
gid://shopify/TaxonomyCategory/os-11-2           : Kontorforsyning > Kontorredskaber > Skriveplader med klemme
gid://shopify/TaxonomyCategory/os-11-3           : Kontorforsyning > Kontorredskaber > Brevåbnere
gid://shopify/TaxonomyCategory/os-11-4           : Kontorforsyning > Kontorredskaber > Forstørrelsesglas
gid://shopify/TaxonomyCategory/os-11-5           : Kontorforsyning > Kontorredskaber > Kontorstempler
gid://shopify/TaxonomyCategory/os-11-5-1         : Kontorforsyning > Kontorredskaber > Kontorstempler > Adressestempler
gid://shopify/TaxonomyCategory/os-11-5-2         : Kontorforsyning > Kontorredskaber > Kontorstempler > Datostempler
gid://shopify/TaxonomyCategory/os-11-5-3         : Kontorforsyning > Kontorredskaber > Kontorstempler > Prægningsstempler
gid://shopify/TaxonomyCategory/os-11-5-4         : Kontorforsyning > Kontorredskaber > Kontorstempler > Notarstempler
gid://shopify/TaxonomyCategory/os-11-5-5         : Kontorforsyning > Kontorredskaber > Kontorstempler > Passtempler
gid://shopify/TaxonomyCategory/os-11-5-6         : Kontorforsyning > Kontorredskaber > Kontorstempler > Frimærker
gid://shopify/TaxonomyCategory/os-11-5-7         : Kontorforsyning > Kontorredskaber > Kontorstempler > Signaturstempler
gid://shopify/TaxonomyCategory/os-11-5-8         : Kontorforsyning > Kontorredskaber > Kontorstempler > Vintage-stempler
gid://shopify/TaxonomyCategory/os-11-6           : Kontorforsyning > Kontorredskaber > Blyantspidsere
gid://shopify/TaxonomyCategory/os-11-6-1         : Kontorforsyning > Kontorredskaber > Blyantspidsere > Bladløse skærpere
gid://shopify/TaxonomyCategory/os-11-6-2         : Kontorforsyning > Kontorredskaber > Blyantspidsere > Tømrerskærpere
gid://shopify/TaxonomyCategory/os-11-6-3         : Kontorforsyning > Kontorredskaber > Blyantspidsere > Dobbeltskærpere
gid://shopify/TaxonomyCategory/os-11-6-4         : Kontorforsyning > Kontorredskaber > Blyantspidsere > Elektriske blyantspidsere
gid://shopify/TaxonomyCategory/os-11-6-5         : Kontorforsyning > Kontorredskaber > Blyantspidsere > Mekaniske skærpere
gid://shopify/TaxonomyCategory/os-11-6-6         : Kontorforsyning > Kontorredskaber > Blyantspidsere > Standardskærpere
gid://shopify/TaxonomyCategory/os-11-7           : Kontorforsyning > Kontorredskaber > Hæfteklammefjernere
gid://shopify/TaxonomyCategory/os-11-8           : Kontorforsyning > Kontorredskaber > Hæftemaskiner
gid://shopify/TaxonomyCategory/os-11-8-1         : Kontorforsyning > Kontorredskaber > Hæftemaskiner > Bogbinderhæftemaskiner
gid://shopify/TaxonomyCategory/os-11-8-2         : Kontorforsyning > Kontorredskaber > Hæftemaskiner > Elektriske hæftemaskiner
gid://shopify/TaxonomyCategory/os-11-8-3         : Kontorforsyning > Kontorredskaber > Hæftemaskiner > Helstrimmelhæftemaskiner
gid://shopify/TaxonomyCategory/os-11-8-4         : Kontorforsyning > Kontorredskaber > Hæftemaskiner > Halvstrimmelhæftemaskiner
gid://shopify/TaxonomyCategory/os-11-8-5         : Kontorforsyning > Kontorredskaber > Hæftemaskiner > Kraftige hæftemaskiner
gid://shopify/TaxonomyCategory/os-11-8-6         : Kontorforsyning > Kontorredskaber > Hæftemaskiner > Lange hæftemaskiner
gid://shopify/TaxonomyCategory/os-11-8-7         : Kontorforsyning > Kontorredskaber > Hæftemaskiner > Minihæftemaskiner
gid://shopify/TaxonomyCategory/os-11-8-8         : Kontorforsyning > Kontorredskaber > Hæftemaskiner > Tanghæftemaskiner
gid://shopify/TaxonomyCategory/os-11-8-9         : Kontorforsyning > Kontorredskaber > Hæftemaskiner > Sadelhæftemaskiner
gid://shopify/TaxonomyCategory/os-11-9           : Kontorforsyning > Kontorredskaber > Tapedispensere
gid://shopify/TaxonomyCategory/os-11-10          : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber – tilbehør
gid://shopify/TaxonomyCategory/os-11-10-1        : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber – tilbehør > Fremhævningspenne og highlightere – genpåfyldningsblæk
gid://shopify/TaxonomyCategory/os-11-10-1-1      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber – tilbehør > Fremhævningspenne og highlightere – genpåfyldningsblæk > Genopfyldninger til overstregningstuscher
gid://shopify/TaxonomyCategory/os-11-10-1-2      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber – tilbehør > Fremhævningspenne og highlightere – genpåfyldningsblæk > Genopfyldninger til fremhævningspenne
gid://shopify/TaxonomyCategory/os-11-10-2        : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber – tilbehør > Kuglepen – blæk og genopfyldning
gid://shopify/TaxonomyCategory/os-11-10-3        : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber – tilbehør > Blyant – bly og genopfyldning
gid://shopify/TaxonomyCategory/os-11-11          : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber
gid://shopify/TaxonomyCategory/os-11-11-1        : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kulstifter
gid://shopify/TaxonomyCategory/os-11-11-1-1      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kulstifter > Kulblyanter
gid://shopify/TaxonomyCategory/os-11-11-1-2      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kulstifter > Komprimeret trækul
gid://shopify/TaxonomyCategory/os-11-11-1-3      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kulstifter > Conté-kulstifter
gid://shopify/TaxonomyCategory/os-11-11-1-4      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kulstifter > Grafitkulstifter
gid://shopify/TaxonomyCategory/os-11-11-1-5      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kulstifter > Nitramkulstifter
gid://shopify/TaxonomyCategory/os-11-11-1-6      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kulstifter > Pastelkulstifter
gid://shopify/TaxonomyCategory/os-11-11-1-7      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kulstifter > Trækul i pulverform
gid://shopify/TaxonomyCategory/os-11-11-1-8      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kulstifter > Liankulstifter
gid://shopify/TaxonomyCategory/os-11-11-1-9      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kulstifter > Pilekulstifter
gid://shopify/TaxonomyCategory/os-11-11-2        : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kridt
gid://shopify/TaxonomyCategory/os-11-11-3        : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Tegnekridt
gid://shopify/TaxonomyCategory/os-11-11-3-1      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Tegnekridt > Gelfarveblyanter
gid://shopify/TaxonomyCategory/os-11-11-3-2      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Tegnekridt > Jumbo farveblyanter
gid://shopify/TaxonomyCategory/os-11-11-3-3      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Tegnekridt > Metalliske farveblyanter
gid://shopify/TaxonomyCategory/os-11-11-3-4      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Tegnekridt > Neonfarveblyanter
gid://shopify/TaxonomyCategory/os-11-11-3-5      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Tegnekridt > Almindelige farveblyanter
gid://shopify/TaxonomyCategory/os-11-11-3-6      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Tegnekridt > Duftende farveblyanter
gid://shopify/TaxonomyCategory/os-11-11-3-7      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Tegnekridt > Vridbare farveblyanter
gid://shopify/TaxonomyCategory/os-11-11-3-8      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Tegnekridt > Akvarelfarveblyanter
gid://shopify/TaxonomyCategory/os-11-11-4        : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Fremhævningspenne og highlightere
gid://shopify/TaxonomyCategory/os-11-11-4-1      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Fremhævningspenne og highlightere > Overstregningstuscher
gid://shopify/TaxonomyCategory/os-11-11-4-2      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Fremhævningspenne og highlightere > Fremhævningspenne
gid://shopify/TaxonomyCategory/os-11-11-5        : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Multifunktionelle skriveredskaber
gid://shopify/TaxonomyCategory/os-11-11-6        : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Pasteller
gid://shopify/TaxonomyCategory/os-11-11-6-1      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Pasteller > Kridtpasteller
