# Shopify Product Taxonomy - Categories: 2024-10-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Hayvanlar ve Evcil Hayvan Ürünleri
gid://shopify/TaxonomyCategory/os-11-5           : Büro Malzemeleri > Ofis Aletleri > Ofis Pulları
gid://shopify/TaxonomyCategory/os-11-5-1         : Büro Malzemeleri > Ofis Aletleri > Ofis Pulları > Adres Pulları
gid://shopify/TaxonomyCategory/os-11-5-2         : Büro Malzemeleri > Ofis Aletleri > Ofis Pulları > Tarih Damgaları
gid://shopify/TaxonomyCategory/os-11-5-3         : Büro Malzemeleri > Ofis Aletleri > Ofis Pulları > Kabartma Pulları
gid://shopify/TaxonomyCategory/os-11-5-4         : Büro Malzemeleri > Ofis Aletleri > Ofis Pulları > Noter Pulları
gid://shopify/TaxonomyCategory/os-11-5-5         : Büro Malzemeleri > Ofis Aletleri > Ofis Pulları > Pasaport Pulları
gid://shopify/TaxonomyCategory/os-11-5-6         : Büro Malzemeleri > Ofis Aletleri > Ofis Pulları > Posta Pulları
gid://shopify/TaxonomyCategory/os-11-5-7         : Büro Malzemeleri > Ofis Aletleri > Ofis Pulları > İmza Pulları
gid://shopify/TaxonomyCategory/os-11-5-8         : Büro Malzemeleri > Ofis Aletleri > Ofis Pulları > Vintage Pullar
gid://shopify/TaxonomyCategory/os-11-6           : Büro Malzemeleri > Ofis Aletleri > Kalemtıraşlar
gid://shopify/TaxonomyCategory/os-11-6-1         : Büro Malzemeleri > Ofis Aletleri > Kalemtıraşlar > Bıçaksız Kalemtraşlar
gid://shopify/TaxonomyCategory/os-11-6-2         : Büro Malzemeleri > Ofis Aletleri > Kalemtıraşlar > Marangoz Kalemtraşlar
gid://shopify/TaxonomyCategory/os-11-6-3         : Büro Malzemeleri > Ofis Aletleri > Kalemtıraşlar > Çift Kalemtraşlar
gid://shopify/TaxonomyCategory/os-11-6-4         : Büro Malzemeleri > Ofis Aletleri > Kalemtıraşlar > Elektrikli Kalemtıraşlar
gid://shopify/TaxonomyCategory/os-11-6-5         : Büro Malzemeleri > Ofis Aletleri > Kalemtıraşlar > Mekanik Kalemtraşlar
gid://shopify/TaxonomyCategory/os-11-6-6         : Büro Malzemeleri > Ofis Aletleri > Kalemtıraşlar > Standart Kalemtraşlar
gid://shopify/TaxonomyCategory/os-11-7           : Büro Malzemeleri > Ofis Aletleri > Zımba Teli Sökücüler
gid://shopify/TaxonomyCategory/os-11-8           : Büro Malzemeleri > Ofis Aletleri > Zımbalar
gid://shopify/TaxonomyCategory/os-11-8-1         : Büro Malzemeleri > Ofis Aletleri > Zımbalar > Ciltleme Zımbaları
gid://shopify/TaxonomyCategory/os-11-8-2         : Büro Malzemeleri > Ofis Aletleri > Zımbalar > Elektrikli Zımbalar
gid://shopify/TaxonomyCategory/os-11-8-3         : Büro Malzemeleri > Ofis Aletleri > Zımbalar > Tam Şerit Zımbalar
gid://shopify/TaxonomyCategory/os-11-8-4         : Büro Malzemeleri > Ofis Aletleri > Zımbalar > Yarım Şerit Zımbalar
gid://shopify/TaxonomyCategory/os-11-8-5         : Büro Malzemeleri > Ofis Aletleri > Zımbalar > Profesyonel Zımbalar
gid://shopify/TaxonomyCategory/os-11-8-6         : Büro Malzemeleri > Ofis Aletleri > Zımbalar > Uzun Erişimli Zımbalar
gid://shopify/TaxonomyCategory/os-11-8-7         : Büro Malzemeleri > Ofis Aletleri > Zımbalar > Mini Zımbalar
gid://shopify/TaxonomyCategory/os-11-8-8         : Büro Malzemeleri > Ofis Aletleri > Zımbalar > Pense Zımbalar
gid://shopify/TaxonomyCategory/os-11-8-9         : Büro Malzemeleri > Ofis Aletleri > Zımbalar > Sırt Zımbaları
gid://shopify/TaxonomyCategory/os-11-9           : Büro Malzemeleri > Ofis Aletleri > Bant Kesiciler
gid://shopify/TaxonomyCategory/os-11-10          : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aleti Aksesuarları
gid://shopify/TaxonomyCategory/os-11-10-1        : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aleti Aksesuarları > Markör ve Vurgulayıcı Mürekkep Refilleri
gid://shopify/TaxonomyCategory/os-11-10-1-1      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aleti Aksesuarları > Markör ve Vurgulayıcı Mürekkep Refilleri > Fosforlu Kalem Yedekleri
gid://shopify/TaxonomyCategory/os-11-10-1-2      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aleti Aksesuarları > Markör ve Vurgulayıcı Mürekkep Refilleri > Keçeli Kalem Yedekleri
gid://shopify/TaxonomyCategory/os-11-10-2        : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aleti Aksesuarları > Kalem Mürekkep ve Refilleri
gid://shopify/TaxonomyCategory/os-11-10-3        : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aleti Aksesuarları > Kalem Kurşun ve Refilleri
gid://shopify/TaxonomyCategory/os-11-11          : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri
gid://shopify/TaxonomyCategory/os-11-11-1        : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Karakalemler
gid://shopify/TaxonomyCategory/os-11-11-1-1      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Karakalemler > Kömür Kalemler
gid://shopify/TaxonomyCategory/os-11-11-1-2      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Karakalemler > Sıkıştırılmış Kömürler
gid://shopify/TaxonomyCategory/os-11-11-1-3      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Karakalemler > Conté Kömürleri
gid://shopify/TaxonomyCategory/os-11-11-1-4      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Karakalemler > Grafit Kömürler
gid://shopify/TaxonomyCategory/os-11-11-1-5      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Karakalemler > Nitram Kömürleri
gid://shopify/TaxonomyCategory/os-11-11-1-6      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Karakalemler > Pastel Kömürler
gid://shopify/TaxonomyCategory/os-11-11-1-7      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Karakalemler > Pudralı Kömür
gid://shopify/TaxonomyCategory/os-11-11-1-8      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Karakalemler > Asma Kömürleri
gid://shopify/TaxonomyCategory/os-11-11-1-9      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Karakalemler > Söğüt Kömürleri
gid://shopify/TaxonomyCategory/os-11-11-2        : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Tebeşir
gid://shopify/TaxonomyCategory/os-11-11-3        : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Boya Kalemleri
gid://shopify/TaxonomyCategory/os-11-11-3-1      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Boya Kalemleri > Jel Boya Kalemleri
gid://shopify/TaxonomyCategory/os-11-11-3-2      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Boya Kalemleri > Jumbo Boya Kalemleri
gid://shopify/TaxonomyCategory/os-11-11-3-3      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Boya Kalemleri > Metalik Boya Kalemleri
gid://shopify/TaxonomyCategory/os-11-11-3-4      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Boya Kalemleri > Neon Boya Kalemleri
gid://shopify/TaxonomyCategory/os-11-11-3-5      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Boya Kalemleri > Normal Boya Kalemleri
gid://shopify/TaxonomyCategory/os-11-11-3-6      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Boya Kalemleri > Kokulu Boya Kalemleri
gid://shopify/TaxonomyCategory/os-11-11-3-7      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Boya Kalemleri > Bükülebilir Boya Kalemleri
gid://shopify/TaxonomyCategory/os-11-11-3-8      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Boya Kalemleri > Suluboya Boya Kalemi
gid://shopify/TaxonomyCategory/os-11-11-4        : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Markörler ve Vurgulayıcılar
gid://shopify/TaxonomyCategory/os-11-11-4-1      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Markörler ve Vurgulayıcılar > Fosforlu Kalemler
gid://shopify/TaxonomyCategory/os-11-11-4-2      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Markörler ve Vurgulayıcılar > Keçeli Kalemler
gid://shopify/TaxonomyCategory/os-11-11-5        : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Çok İşlevli Yazım Aletleri
gid://shopify/TaxonomyCategory/os-11-11-6        : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Pastel Boyalar
gid://shopify/TaxonomyCategory/os-11-11-6-1      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Pastel Boyalar > Tebeşir Pastelleri
gid://shopify/TaxonomyCategory/os-11-11-6-2      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Pastel Boyalar > Sert Pastel
gid://shopify/TaxonomyCategory/os-11-11-6-3      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Pastel Boyalar > Yağlı Pastel
gid://shopify/TaxonomyCategory/os-11-11-6-4      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Pastel Boyalar > Pan Pastel
gid://shopify/TaxonomyCategory/os-11-11-6-5      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Pastel Boyalar > Pastel Kalemler
gid://shopify/TaxonomyCategory/os-11-11-6-6      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Pastel Boyalar > Yumuşak Pastel
gid://shopify/TaxonomyCategory/os-11-11-7        : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Kalemler ve Kurşun Kalemler
gid://shopify/TaxonomyCategory/os-11-11-7-1      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Kalemler ve Kurşun Kalemler > Kalem ve Kurşun Kalem Setleri
gid://shopify/TaxonomyCategory/os-11-11-7-2      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Kalemler ve Kurşun Kalemler > Kurşun Kalemler
gid://shopify/TaxonomyCategory/os-11-11-7-2-1    : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Kalemler ve Kurşun Kalemler > Kurşun Kalemler > Resim Kalemleri
gid://shopify/TaxonomyCategory/os-11-11-7-2-2    : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Kalemler ve Kurşun Kalemler > Kurşun Kalemler > Yazı Kalemleri
gid://shopify/TaxonomyCategory/os-11-11-7-2-2-1  : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Kalemler ve Kurşun Kalemler > Kurşun Kalemler > Yazı Kalemleri > Mekanik Kalemler
gid://shopify/TaxonomyCategory/os-11-11-7-2-2-2  : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Kalemler ve Kurşun Kalemler > Kurşun Kalemler > Yazı Kalemleri > Ahşap Kalemler
gid://shopify/TaxonomyCategory/os-11-11-7-3      : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Kalemler ve Kurşun Kalemler > Kalemler
gid://shopify/TaxonomyCategory/os-11-11-7-3-1    : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Kalemler ve Kurşun Kalemler > Kalemler > Tükenmez Kalem
gid://shopify/TaxonomyCategory/os-11-11-7-3-2    : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Kalemler ve Kurşun Kalemler > Kalemler > Keçe Uçlu
gid://shopify/TaxonomyCategory/os-11-11-7-3-3    : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Kalemler ve Kurşun Kalemler > Kalemler > Dolma Kalemler
gid://shopify/TaxonomyCategory/os-11-11-7-3-4    : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Kalemler ve Kurşun Kalemler > Kalemler > Jel Kalemler
gid://shopify/TaxonomyCategory/os-11-11-7-3-5    : Büro Malzemeleri > Ofis Aletleri > Yazım ve Çizim Aletleri > Kalemler ve Kurşun Kalemler > Kalemler > Roller Kalemler
gid://shopify/TaxonomyCategory/os-12             : Büro Malzemeleri > Kağıt İşleri
gid://shopify/TaxonomyCategory/os-12-1           : Büro Malzemeleri > Kağıt İşleri > Kaydırmaz Parmak Ucu Kaplamaları
gid://shopify/TaxonomyCategory/os-12-2           : Büro Malzemeleri > Kağıt İşleri > Delgeçler
gid://shopify/TaxonomyCategory/os-12-3           : Büro Malzemeleri > Kağıt İşleri > Kağıt Katlama Makineleri
gid://shopify/TaxonomyCategory/os-12-4           : Büro Malzemeleri > Kağıt İşleri > Kağıt İstifleme Makineleri
gid://shopify/TaxonomyCategory/os-12-5           : Büro Malzemeleri > Kağıt İşleri > Prespapyeler
gid://shopify/TaxonomyCategory/os-12-6           : Büro Malzemeleri > Kağıt İşleri > Kurşun Kalem Tahtaları
gid://shopify/TaxonomyCategory/os-13             : Büro Malzemeleri > Sunum Malzemeleri
gid://shopify/TaxonomyCategory/os-13-1           : Büro Malzemeleri > Sunum Malzemeleri > Kara Tahtalar
gid://shopify/TaxonomyCategory/os-13-2           : Büro Malzemeleri > Sunum Malzemeleri > Sergi Panoları
gid://shopify/TaxonomyCategory/os-13-2-1         : Büro Malzemeleri > Sunum Malzemeleri > Sergi Panoları > İlan Panosu Aksesuarları
gid://shopify/TaxonomyCategory/os-13-2-1-1       : Büro Malzemeleri > Sunum Malzemeleri > Sergi Panoları > İlan Panosu Aksesuarları > İlan Panosu Çerçevesi
gid://shopify/TaxonomyCategory/os-13-2-1-2       : Büro Malzemeleri > Sunum Malzemeleri > Sergi Panoları > İlan Panosu Aksesuarları > İlan Panosu Kırpma Setleri
gid://shopify/TaxonomyCategory/os-13-2-2         : Büro Malzemeleri > Sunum Malzemeleri > Sergi Panoları > Bildiri Panoları
gid://shopify/TaxonomyCategory/os-13-2-3         : Büro Malzemeleri > Sunum Malzemeleri > Sergi Panoları > Köpük Panolar
gid://shopify/TaxonomyCategory/os-13-2-4         : Büro Malzemeleri > Sunum Malzemeleri > Sergi Panoları > Montaj Panoları
gid://shopify/TaxonomyCategory/os-13-2-5         : Büro Malzemeleri > Sunum Malzemeleri > Sergi Panoları > Afiş Panoları
gid://shopify/TaxonomyCategory/os-13-3           : Büro Malzemeleri > Sunum Malzemeleri > Doküman Kameraları
gid://shopify/TaxonomyCategory/os-13-4           : Büro Malzemeleri > Sunum Malzemeleri > Beyaz Yazı Tahtası
gid://shopify/TaxonomyCategory/os-13-5           : Büro Malzemeleri > Sunum Malzemeleri > Şövale Tahtaları
gid://shopify/TaxonomyCategory/os-13-6           : Büro Malzemeleri > Sunum Malzemeleri > Şövaleler
gid://shopify/TaxonomyCategory/os-13-7           : Büro Malzemeleri > Sunum Malzemeleri > Lazer Anahtarlıklar
gid://shopify/TaxonomyCategory/os-13-8           : Büro Malzemeleri > Sunum Malzemeleri > Kürsüler
gid://shopify/TaxonomyCategory/os-13-9           : Büro Malzemeleri > Sunum Malzemeleri > Tepegöz Saydamları
gid://shopify/TaxonomyCategory/os-13-10          : Büro Malzemeleri > Sunum Malzemeleri > Kablosuz Sunum Kumandaları
gid://shopify/TaxonomyCategory/os-14             : Büro Malzemeleri > Nakliye Sarf Malzemeleri
gid://shopify/TaxonomyCategory/os-14-1           : Büro Malzemeleri > Nakliye Sarf Malzemeleri > Taşıma ve Nakliyat Kutuları
gid://shopify/TaxonomyCategory/os-14-2           : Büro Malzemeleri > Nakliye Sarf Malzemeleri > Ambalaj Malzemeleri
gid://shopify/TaxonomyCategory/os-14-3           : Büro Malzemeleri > Nakliye Sarf Malzemeleri > Koli Bantları
gid://shopify/TaxonomyCategory/pa                : Ürün Eklentileri
gid://shopify/TaxonomyCategory/pa-1              : Ürün Eklentileri > Uzatılmış Garantiler
gid://shopify/TaxonomyCategory/pa-2              : Ürün Eklentileri > Kurulum Hizmetleri
gid://shopify/TaxonomyCategory/pa-3              : Ürün Eklentileri > Bakım planları
gid://shopify/TaxonomyCategory/pa-4              : Ürün Eklentileri > Ürün özelleştirme
gid://shopify/TaxonomyCategory/pa-5              : Ürün Eklentileri > Ürün Geliştirmeleri
gid://shopify/TaxonomyCategory/pa-6              : Ürün Eklentileri > Nakliye sigortası
gid://shopify/TaxonomyCategory/pa-7              : Ürün Eklentileri > Abonelik Hizmetleri
gid://shopify/TaxonomyCategory/rc                : Din ve Törenler
gid://shopify/TaxonomyCategory/rc-1              : Din ve Törenler > Anma Töreni Malzemeleri
gid://shopify/TaxonomyCategory/rc-1-1            : Din ve Törenler > Anma Töreni Malzemeleri > Kül Saklama Küpleri
gid://shopify/TaxonomyCategory/rc-2              : Din ve Törenler > Dini Eşyalar
gid://shopify/TaxonomyCategory/rc-2-1            : Din ve Törenler > Dini Eşyalar > Dua Tespihleri
gid://shopify/TaxonomyCategory/rc-2-2            : Din ve Törenler > Dini Eşyalar > Dua Kartları
gid://shopify/TaxonomyCategory/rc-2-3            : Din ve Törenler > Dini Eşyalar > Dini Sunaklar
gid://shopify/TaxonomyCategory/rc-2-4            : Din ve Törenler > Dini Eşyalar > Başörtüleri
gid://shopify/TaxonomyCategory/rc-2-5            : Din ve Törenler > Dini Eşyalar > Tarot Kartları
gid://shopify/TaxonomyCategory/rc-3              : Din ve Törenler > Düğün Malzemeleri
gid://shopify/TaxonomyCategory/rc-3-1            : Din ve Törenler > Düğün Malzemeleri > Gelin Yolu Halıları
gid://shopify/TaxonomyCategory/rc-3-2            : Din ve Törenler > Düğün Malzemeleri > Düğün Çiçek Sepetleri
gid://shopify/TaxonomyCategory/rc-3-3            : Din ve Törenler > Düğün Malzemeleri > Yüzük Yastıkları ve Tutacakları
gid://shopify/TaxonomyCategory/se                : Servisler
gid://shopify/TaxonomyCategory/se-1              : Servisler > Otomotiv Servisleri
gid://shopify/TaxonomyCategory/se-1-1            : Servisler > Otomotiv Servisleri > Otomotiv Elektrik Servisleri
gid://shopify/TaxonomyCategory/se-1-3            : Servisler > Otomotiv Servisleri > Araba Tamiri ve Bakımı
gid://shopify/TaxonomyCategory/se-1-4            : Servisler > Otomotiv Servisleri > Araç Güvenliği ve Güvenliği
gid://shopify/TaxonomyCategory/se-1-2            : Servisler > Otomotiv Servisleri > Araç Vale ve Detaylandırma
gid://shopify/TaxonomyCategory/se-1-5            : Servisler > Otomotiv Servisleri > Lastik ve Jant Servisleri
gid://shopify/TaxonomyCategory/se-1-6            : Servisler > Otomotiv Servisleri > Araç muayenesi
gid://shopify/TaxonomyCategory/se-2              : Servisler > İnşaat ve İnşaat Hizmetleri
gid://shopify/TaxonomyCategory/se-2-1            : Servisler > İnşaat ve İnşaat Hizmetleri > Ticari İnşaat
gid://shopify/TaxonomyCategory/se-2-2            : Servisler > İnşaat ve İnşaat Hizmetleri > Dış Mekan İnşaatı
gid://shopify/TaxonomyCategory/se-2-3            : Servisler > İnşaat ve İnşaat Hizmetleri > Konut İnşaatı ve Tadilat
gid://shopify/TaxonomyCategory/se-2-4            : Servisler > İnşaat ve İnşaat Hizmetleri > Özel İnşaat Hizmetleri
gid://shopify/TaxonomyCategory/se-2-4-1          : Servisler > İnşaat ve İnşaat Hizmetleri > Özel İnşaat Hizmetleri > Marangozluk
gid://shopify/TaxonomyCategory/se-2-4-2          : Servisler > İnşaat ve İnşaat Hizmetleri > Özel İnşaat Hizmetleri > Beton ve Temeller
gid://shopify/TaxonomyCategory/se-2-4-3          : Servisler > İnşaat ve İnşaat Hizmetleri > Özel İnşaat Hizmetleri > Çatı Kaplaması ve Oluk Kaplaması
gid://shopify/TaxonomyCategory/se-3              : Servisler > İş Hizmetleri
gid://shopify/TaxonomyCategory/se-3-1            : Servisler > İş Hizmetleri > İnsan Kaynakları ve Bordro
gid://shopify/TaxonomyCategory/se-3-2            : Servisler > İş Hizmetleri > Lojistik ve Taşıma
gid://shopify/TaxonomyCategory/se-3-3            : Servisler > İş Hizmetleri > Ofis Hizmetleri
gid://shopify/TaxonomyCategory/se-3-4            : Servisler > İş Hizmetleri > Güvenlik Hizmetleri
gid://shopify/TaxonomyCategory/se-4              : Servisler > Eğlence ve Rekreasyon Hizmetleri
gid://shopify/TaxonomyCategory/se-4-5            : Servisler > Eğlence ve Rekreasyon Hizmetleri > Çocuk Aktiviteleri
gid://shopify/TaxonomyCategory/se-4-1            : Servisler > Eğlence ve Rekreasyon Hizmetleri > Konserler ve Eğlence Etkinlikleri
gid://shopify/TaxonomyCategory/se-4-3            : Servisler > Eğlence ve Rekreasyon Hizmetleri > Olay kurgulama
gid://shopify/TaxonomyCategory/se-4-6            : Servisler > Eğlence ve Rekreasyon Hizmetleri > Kapalı Alan Aktiviteleri
gid://shopify/TaxonomyCategory/se-4-7            : Servisler > Eğlence ve Rekreasyon Hizmetleri > Açık Hava Aktiviteleri
gid://shopify/TaxonomyCategory/se-4-4            : Servisler > Eğlence ve Rekreasyon Hizmetleri > Seyahat ve Eğlence
gid://shopify/TaxonomyCategory/se-5              : Servisler > Ev Tadilatı Hizmetleri
gid://shopify/TaxonomyCategory/se-5-1            : Servisler > Ev Tadilatı Hizmetleri > Elektrik Hizmetleri
gid://shopify/TaxonomyCategory/se-5-2            : Servisler > Ev Tadilatı Hizmetleri > Dış Mekan Hizmetleri
gid://shopify/TaxonomyCategory/se-5-3            : Servisler > Ev Tadilatı Hizmetleri > Sıhhi tesisat
gid://shopify/TaxonomyCategory/se-5-4            : Servisler > Ev Tadilatı Hizmetleri > Özel Ev Hizmetleri
gid://shopify/TaxonomyCategory/se-6              : Servisler > Kişisel Hizmetler
gid://shopify/TaxonomyCategory/se-6-1            : Servisler > Kişisel Hizmetler > Güzellik ve Kişisel Bakım
gid://shopify/TaxonomyCategory/se-6-2            : Servisler > Kişisel Hizmetler > Eğitim Hizmetleri
gid://shopify/TaxonomyCategory/se-6-6            : Servisler > Kişisel Hizmetler > Fitness ve Sağlık
gid://shopify/TaxonomyCategory/se-6-3            : Servisler > Kişisel Hizmetler > Sağlık Hizmetleri
gid://shopify/TaxonomyCategory/se-6-4            : Servisler > Kişisel Hizmetler > Yaşam Tarzı Hizmetleri
gid://shopify/TaxonomyCategory/se-7              : Servisler > Profesyonel Hizmetler
gid://shopify/TaxonomyCategory/se-7-1            : Servisler > Profesyonel Hizmetler > Danışmanlık Hizmetleri
gid://shopify/TaxonomyCategory/se-7-2            : Servisler > Profesyonel Hizmetler > Finans ve Sigorta
gid://shopify/TaxonomyCategory/se-7-3            : Servisler > Profesyonel Hizmetler > Bilişim ve Teknoloji
gid://shopify/TaxonomyCategory/se-7-4            : Servisler > Profesyonel Hizmetler > Yasal Hizmetler
gid://shopify/TaxonomyCategory/se-7-5            : Servisler > Profesyonel Hizmetler > Pazarlama reklamı
gid://shopify/TaxonomyCategory/se-7-8            : Servisler > Profesyonel Hizmetler > Mülkiyet yönetimi
gid://shopify/TaxonomyCategory/se-7-6            : Servisler > Profesyonel Hizmetler > Emlak
gid://shopify/TaxonomyCategory/so                : Yazılım
gid://shopify/TaxonomyCategory/so-4              : Yazılım > Bulut Hizmetleri
gid://shopify/TaxonomyCategory/so-1              : Yazılım > Bilgisayar Yazılımları
gid://shopify/TaxonomyCategory/so-1-1            : Yazılım > Bilgisayar Yazılımları > Antivirüs ve Güvenlik Yazılımları
gid://shopify/TaxonomyCategory/so-1-15           : Yazılım > Bilgisayar Yazılımları > Yapay Zeka (AI) Yazılımı
gid://shopify/TaxonomyCategory/so-1-15-1         : Yazılım > Bilgisayar Yazılımları > Yapay Zeka (AI) Yazılımı > Makine Öğrenimi Yazılımı
gid://shopify/TaxonomyCategory/so-1-2            : Yazılım > Bilgisayar Yazılımları > İş ve Verimlilik Yazılımları
gid://shopify/TaxonomyCategory/so-1-2-11         : Yazılım > Bilgisayar Yazılımları > İş ve Verimlilik Yazılımları > İletişim ve İşbirliği Yazılımı
gid://shopify/TaxonomyCategory/so-1-2-12         : Yazılım > Bilgisayar Yazılımları > İş ve Verimlilik Yazılımları > Müşteri İlişkileri Yönetimi (CRM) Yazılımı
gid://shopify/TaxonomyCategory/so-1-2-13         : Yazılım > Bilgisayar Yazılımları > İş ve Verimlilik Yazılımları > Veri Analizi ve Görselleştirme Yazılımı
gid://shopify/TaxonomyCategory/so-1-2-1          : Yazılım > Bilgisayar Yazılımları > İş ve Verimlilik Yazılımları > Veri Tabanı Yönetim Yazılımı
gid://shopify/TaxonomyCategory/so-1-2-14         : Yazılım > Bilgisayar Yazılımları > İş ve Verimlilik Yazılımları > Kurumsal Kaynak Planlama (ERP) Yazılımı
gid://shopify/TaxonomyCategory/so-1-2-8          : Yazılım > Bilgisayar Yazılımları > İş ve Verimlilik Yazılımları > Proje Yönetim Yazılımı
gid://shopify/TaxonomyCategory/so-1-3            : Yazılım > Bilgisayar Yazılımları > Derleme ve Programlama Araçları
gid://shopify/TaxonomyCategory/so-1-3-1          : Yazılım > Bilgisayar Yazılımları > Derleme ve Programlama Araçları > Yazılım Geliştirme Araçları
gid://shopify/TaxonomyCategory/so-1-4            : Yazılım > Bilgisayar Yazılımları > Bilgisayar Yardımcı Araçları ve Bakım Yazılımları
gid://shopify/TaxonomyCategory/so-1-5            : Yazılım > Bilgisayar Yazılımları > Sözlük ve Çeviri Yazılımları
gid://shopify/TaxonomyCategory/so-1-6            : Yazılım > Bilgisayar Yazılımları > Eğitim Yazılımları
gid://shopify/TaxonomyCategory/so-1-7            : Yazılım > Bilgisayar Yazılımları > Finans, Vergi ve Muhasebe Yazılımları
gid://shopify/TaxonomyCategory/so-1-8            : Yazılım > Bilgisayar Yazılımları > GPS Harita Verileri ve Yazılımları
gid://shopify/TaxonomyCategory/so-1-9            : Yazılım > Bilgisayar Yazılımları > Taşınabilir Cihaz ve PDA Yazılımları
gid://shopify/TaxonomyCategory/so-1-10           : Yazılım > Bilgisayar Yazılımları > Multimedya ve Tasarım Yazılımları
gid://shopify/TaxonomyCategory/so-1-10-1         : Yazılım > Bilgisayar Yazılımları > Multimedya ve Tasarım Yazılımları > 3B Modelleme Yazılımları
gid://shopify/TaxonomyCategory/so-1-10-2         : Yazılım > Bilgisayar Yazılımları > Multimedya ve Tasarım Yazılımları > Animasyon Hazırlama Yazılımları
gid://shopify/TaxonomyCategory/so-1-10-3         : Yazılım > Bilgisayar Yazılımları > Multimedya ve Tasarım Yazılımları > Grafik Tasarım ve İllüstrasyon Yazılımları
gid://shopify/TaxonomyCategory/so-1-10-4         : Yazılım > Bilgisayar Yazılımları > Multimedya ve Tasarım Yazılımları > Ev ve İç Tasarım Yazılımları
gid://shopify/TaxonomyCategory/so-1-10-5         : Yazılım > Bilgisayar Yazılımları > Multimedya ve Tasarım Yazılımları > Ev Yayıncılığı Yazılımları
gid://shopify/TaxonomyCategory/so-1-10-6         : Yazılım > Bilgisayar Yazılımları > Multimedya ve Tasarım Yazılımları > Medya Görüntüleme Yazılımları
