# Shopify Product Taxonomy - Categories: 2025-12
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Hewan & Perlengkapan Hewan Piaraan
gid://shopify/TaxonomyCategory/sg-4-2-1-2        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Furnitur Kemah > Kasur Angin
gid://shopify/TaxonomyCategory/sg-4-2-1-3        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Furnitur Kemah > Tempat Tidur Bayi
gid://shopify/TaxonomyCategory/sg-4-2-2          : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Peralatan Masak & Makan Berkemah
gid://shopify/TaxonomyCategory/sg-4-2-2-1        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Peralatan Masak & Makan Berkemah > Cangkir Berkemah
gid://shopify/TaxonomyCategory/sg-4-2-2-2        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Peralatan Masak & Makan Berkemah > Piring Berkemah
gid://shopify/TaxonomyCategory/sg-4-2-2-3        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Peralatan Masak & Makan Berkemah > Panci Berkemah
gid://shopify/TaxonomyCategory/sg-4-2-2-4        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Peralatan Masak & Makan Berkemah > Alat Berkemah
gid://shopify/TaxonomyCategory/sg-4-2-19         : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Aksesori Buaian Berkemah
gid://shopify/TaxonomyCategory/sg-4-2-20         : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Buaian Berkemah
gid://shopify/TaxonomyCategory/sg-4-2-3          : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Lampu & Lentera Berkemah
gid://shopify/TaxonomyCategory/sg-4-2-4          : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Peralatan Berkemah
gid://shopify/TaxonomyCategory/sg-4-2-4-1        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Peralatan Berkemah > Klip Berkemah
gid://shopify/TaxonomyCategory/sg-4-2-4-2        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Peralatan Berkemah > Minyak Berkemah
gid://shopify/TaxonomyCategory/sg-4-2-4-3        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Peralatan Berkemah > Pagar Berkemah
gid://shopify/TaxonomyCategory/sg-4-2-4-4        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Peralatan Berkemah > Karung Pasir Berkemah
gid://shopify/TaxonomyCategory/sg-4-2-4-5        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Peralatan Berkemah > Tusuk Gigi Berkemah
gid://shopify/TaxonomyCategory/sg-4-2-4-6        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Peralatan Berkemah > Pinset Berkemah
gid://shopify/TaxonomyCategory/sg-4-2-4-7        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Peralatan Berkemah > Pisau Berburu & Bertahan Hidup
gid://shopify/TaxonomyCategory/sg-4-2-4-7-1      : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Peralatan Berkemah > Pisau Berburu & Bertahan Hidup > Pisau Bilah Pengunci
gid://shopify/TaxonomyCategory/sg-4-2-4-7-2      : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Peralatan Berkemah > Pisau Berburu & Bertahan Hidup > Pisau Petani
gid://shopify/TaxonomyCategory/sg-4-2-4-7-3      : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Peralatan Berkemah > Pisau Berburu & Bertahan Hidup > Pisau Slip Joint
gid://shopify/TaxonomyCategory/sg-4-2-4-8        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Peralatan Berkemah > Alat & Pisau Multifungsi
gid://shopify/TaxonomyCategory/sg-4-2-5          : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Penghangat Tangan Kimia
gid://shopify/TaxonomyCategory/sg-4-2-6          : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Karung Kompresi
gid://shopify/TaxonomyCategory/sg-4-2-7          : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Aksesori Tongkat Hiking
gid://shopify/TaxonomyCategory/sg-4-2-7-1        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Aksesori Tongkat Hiking > Keranjang Tongkat Hiking
gid://shopify/TaxonomyCategory/sg-4-2-7-2        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Aksesori Tongkat Hiking > Kit Pelindung Tongkat Hiking
gid://shopify/TaxonomyCategory/sg-4-2-7-3        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Aksesori Tongkat Hiking > Pelindung Tangan Tongkat Hiking
gid://shopify/TaxonomyCategory/sg-4-2-7-4        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Aksesori Tongkat Hiking > Pelindung Jempol Tongkat Hiking
gid://shopify/TaxonomyCategory/sg-4-2-7-5        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Aksesori Tongkat Hiking > Tali Jempol Tongkat Hiking
gid://shopify/TaxonomyCategory/sg-4-2-7-6        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Aksesori Tongkat Hiking > Ujung Tongkat Hiking
gid://shopify/TaxonomyCategory/sg-4-2-7-7        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Aksesori Tongkat Hiking > Tali Pergelangan Tangan Tongkat Hiking
gid://shopify/TaxonomyCategory/sg-4-2-8          : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Tongkat Hiking
gid://shopify/TaxonomyCategory/sg-4-2-9          : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Kelambu & Tabir Serangga
gid://shopify/TaxonomyCategory/sg-4-2-9-1        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Kelambu & Tabir Serangga > Kelambu Kotak
gid://shopify/TaxonomyCategory/sg-4-2-9-2        : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Kelambu & Tabir Serangga > Kelambu Piramida
gid://shopify/TaxonomyCategory/sg-4-2-10         : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Kompas Navigasi
gid://shopify/TaxonomyCategory/sg-4-2-10-1       : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Kompas Navigasi > Kompas Navigasi Elektronik
gid://shopify/TaxonomyCategory/sg-4-2-10-2       : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Kompas Navigasi > Girokompas
gid://shopify/TaxonomyCategory/sg-4-2-10-3       : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Kompas Navigasi > Kompas Navigasi Magnetik
gid://shopify/TaxonomyCategory/sg-4-2-11         : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Toilet & Pancuran Portabel
gid://shopify/TaxonomyCategory/sg-4-2-11-1       : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Toilet & Pancuran Portabel > Pancuran Portabel & Penutup Privasi
gid://shopify/TaxonomyCategory/sg-4-2-11-1-1     : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Toilet & Pancuran Portabel > Pancuran Portabel & Penutup Privasi > Pancuran Portabel
gid://shopify/TaxonomyCategory/sg-4-2-11-1-2     : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Toilet & Pancuran Portabel > Pancuran Portabel & Penutup Privasi > Penutup Privasi
gid://shopify/TaxonomyCategory/sg-4-2-11-1-3     : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Toilet & Pancuran Portabel > Pancuran Portabel & Penutup Privasi > Tabir Privasi
gid://shopify/TaxonomyCategory/sg-4-2-11-2       : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Toilet & Pancuran Portabel > Toilet Portabel & Alat Urinasi
gid://shopify/TaxonomyCategory/sg-4-2-11-2-1     : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Toilet & Pancuran Portabel > Toilet Portabel & Alat Urinasi > Alat Urinasi Wanita
gid://shopify/TaxonomyCategory/sg-4-2-11-2-2     : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Toilet & Pancuran Portabel > Toilet Portabel & Alat Urinasi > Alat Urinasi Pria
gid://shopify/TaxonomyCategory/sg-4-2-11-2-3     : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Toilet & Pancuran Portabel > Toilet Portabel & Alat Urinasi > Toilet Berkemah Portabel
gid://shopify/TaxonomyCategory/sg-4-2-12         : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Filter & Pemurni Air Portabel
gid://shopify/TaxonomyCategory/sg-4-2-12-1       : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Filter & Pemurni Air Portabel > Pompa Filter Air
gid://shopify/TaxonomyCategory/sg-4-2-12-2       : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Filter & Pemurni Air Portabel > Tablet Pemurni Air
gid://shopify/TaxonomyCategory/sg-4-2-13         : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Pelapis Kantong Tidur
gid://shopify/TaxonomyCategory/sg-4-2-14         : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Kantong Tidur
gid://shopify/TaxonomyCategory/sg-4-2-15         : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Alas Tidur
gid://shopify/TaxonomyCategory/sg-4-2-16         : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Aksesori Tenda
gid://shopify/TaxonomyCategory/sg-4-2-16-1       : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Aksesori Tenda > Tenda Dalam
gid://shopify/TaxonomyCategory/sg-4-2-16-2       : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Aksesori Tenda > Alas Tenda
gid://shopify/TaxonomyCategory/sg-4-2-16-3       : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Aksesori Tenda > Tiang & Pasak Tenda
gid://shopify/TaxonomyCategory/sg-4-2-16-3-1     : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Aksesori Tenda > Tiang & Pasak Tenda > Tiang Tenda
gid://shopify/TaxonomyCategory/sg-4-2-16-3-2     : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Aksesori Tenda > Tiang & Pasak Tenda > Pasak Tenda
gid://shopify/TaxonomyCategory/sg-4-2-16-4       : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Aksesori Tenda > Vestibula Tenda
gid://shopify/TaxonomyCategory/sg-4-2-17         : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Tenda
gid://shopify/TaxonomyCategory/sg-4-2-17-1       : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Tenda > Bungalo
gid://shopify/TaxonomyCategory/sg-4-2-17-2       : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Tenda > Kubah
gid://shopify/TaxonomyCategory/sg-4-2-17-3       : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Tenda > Tenda Grup
gid://shopify/TaxonomyCategory/sg-4-2-17-4       : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Tenda > Tenda Igloo
gid://shopify/TaxonomyCategory/sg-4-2-17-5       : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Tenda > Tenda Pop-Up
gid://shopify/TaxonomyCategory/sg-4-2-17-6       : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Tenda > Tenda Piramida
gid://shopify/TaxonomyCategory/sg-4-2-17-7       : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Tenda > Tenda Bubungan
gid://shopify/TaxonomyCategory/sg-4-2-17-8       : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Tenda > Tenda Layar
gid://shopify/TaxonomyCategory/sg-4-2-17-9       : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Tenda > Tenda Terowongan
gid://shopify/TaxonomyCategory/sg-4-2-17-10      : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Tenda > Tenda Vis-A-Vis
gid://shopify/TaxonomyCategory/sg-4-2-18         : Peralatan Olahraga > Rekreasi Luar Ruang > Berkemah & Hiking > Penahan Angin
gid://shopify/TaxonomyCategory/sg-4-3            : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing
gid://shopify/TaxonomyCategory/sg-4-3-1          : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Perangkat Belay
gid://shopify/TaxonomyCategory/sg-4-3-1-1        : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Perangkat Belay > Perangkat Figure 8
gid://shopify/TaxonomyCategory/sg-4-3-1-2        : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Perangkat Belay > Pelat Sticht
gid://shopify/TaxonomyCategory/sg-4-3-1-3        : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Perangkat Belay > Perangkat Belay Tubular
gid://shopify/TaxonomyCategory/sg-4-3-2          : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Karabiner
gid://shopify/TaxonomyCategory/sg-4-3-3          : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Pakaian & Aksesori Panjat Tebing
gid://shopify/TaxonomyCategory/sg-4-3-3-1        : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Pakaian & Aksesori Panjat Tebing > Sarung Tangan Panjat Tebing
gid://shopify/TaxonomyCategory/sg-4-3-3-2        : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Pakaian & Aksesori Panjat Tebing > Helm Panjat Tebing
gid://shopify/TaxonomyCategory/sg-4-3-3-4        : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Pakaian & Aksesori Panjat Tebing > Sepatu Panjat Tebing
gid://shopify/TaxonomyCategory/sg-4-3-3-3        : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Pakaian & Aksesori Panjat Tebing > Krampon
gid://shopify/TaxonomyCategory/sg-4-3-4          : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Ascender & Descender Panjat Tebing
gid://shopify/TaxonomyCategory/sg-4-3-5          : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Kantong Kapur Panjat Tebing
gid://shopify/TaxonomyCategory/sg-4-3-6          : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Crash Pad Panjat Tebing
gid://shopify/TaxonomyCategory/sg-4-3-7          : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Tali Ganda Panjat Tebing
gid://shopify/TaxonomyCategory/sg-4-3-8          : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Rungkup Panjat Tebing
gid://shopify/TaxonomyCategory/sg-4-3-9          : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Alat Pelindung Panjat Tebing
gid://shopify/TaxonomyCategory/sg-4-3-10         : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Tali Panjat Tebing
gid://shopify/TaxonomyCategory/sg-4-3-11         : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Tas Tali Panjat Tebing
gid://shopify/TaxonomyCategory/sg-4-3-12         : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Webbing Panjat Tebing
gid://shopify/TaxonomyCategory/sg-4-3-12-1       : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Webbing Panjat Tebing > Daisy Chain Panjat Tebing
gid://shopify/TaxonomyCategory/sg-4-3-12-2       : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Webbing Panjat Tebing > Sling Panjat Tebing
gid://shopify/TaxonomyCategory/sg-4-3-13         : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Alat Panjat Es
gid://shopify/TaxonomyCategory/sg-4-3-13-1       : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Alat Panjat Es > Kapak Panjat Es
gid://shopify/TaxonomyCategory/sg-4-3-13-2       : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Alat Panjat Es > Krampon Panjat Es
gid://shopify/TaxonomyCategory/sg-4-3-13-3       : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Alat Panjat Es > Obeng Panjat Es
gid://shopify/TaxonomyCategory/sg-4-3-14         : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Sekrup Es
gid://shopify/TaxonomyCategory/sg-4-3-15         : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Pegangan Panjat Tebing Dalam Ruang
gid://shopify/TaxonomyCategory/sg-4-3-16         : Peralatan Olahraga > Rekreasi Luar Ruang > Panjat Tebing > Quickdraw
gid://shopify/TaxonomyCategory/sg-4-4            : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda
gid://shopify/TaxonomyCategory/sg-4-4-1          : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-1        : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Tas & Pannier Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-1-1      : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Tas & Pannier Sepeda > Tas Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-1-2      : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Tas & Pannier Sepeda > Pannier Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-1-3      : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Tas & Pannier Sepeda > Kotak Atas Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-2        : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Keranjang Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-3        : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Lonceng & Klakson Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-4        : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Rak Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-4-1      : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Rak Sepeda > Rak Botol Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-4-2      : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Rak Sepeda > Rak Penyimpanan Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-5        : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Aksesori & Komponen Kursi Anak Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-6        : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Kursi Anak Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-7        : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Aksesori Komputer Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-7-1      : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Aksesori Komputer Sepeda > Baterai Komputer Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-7-2      : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Aksesori Komputer Sepeda > Sensor Cadence Komputer Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-7-3      : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Aksesori Komputer Sepeda > Casing Komputer Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-7-4      : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Aksesori Komputer Sepeda > Dudukan Komputer Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-7-5      : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Aksesori Komputer Sepeda > Sensor RPM Komputer Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-7-6      : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Aksesori Komputer Sepeda > Transmiter Komputer Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-8        : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Komputer Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-9        : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Penutup Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-10       : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Sepatbor Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-11       : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Rak Depan & Belakang Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-12       : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Grip & Dekorasi Setang Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-13       : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Kunci Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-13-1     : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Kunci Sepeda > Kunci Kabel Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-13-2     : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Kunci Sepeda > Kunci Rantai Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-13-3     : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Kunci Sepeda > Kunci Cakram Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-13-4     : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Kunci Sepeda > Kunci Lipat Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-13-5     : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Kunci Sepeda > Jangkar Tanah Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-13-6     : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Kunci Sepeda > Skewer Pengunci Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-13-7     : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Kunci Sepeda > Kunci Cincin Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-13-8     : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Kunci Sepeda > Kunci U Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-13-9     : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Kunci Sepeda > Kunci Roda Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-13-10    : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Kunci Sepeda > Ikat Zip Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-14       : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Kaca Spion Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-15       : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Pompa Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-16       : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Bantalan Sadel & Sarung Jok Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-17       : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Pompa Kejut Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-18       : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Manik-Manik Jari-Jari Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-19       : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Penyimpanan & Stand Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-20       : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Perlengkapan & Peralatan Reparasi Ban Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-20-1     : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Perlengkapan & Peralatan Reparasi Ban Sepeda > Tuas Ban Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-20-2     : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Perlengkapan & Peralatan Reparasi Ban Sepeda > Peralatan Reparasi Ban Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-20-3     : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Perlengkapan & Peralatan Reparasi Ban Sepeda > Tambalan Reparasi Ban Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-20-4     : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Perlengkapan & Peralatan Reparasi Ban Sepeda > Stand Reparasi Ban Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-20-5     : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Perlengkapan & Peralatan Reparasi Ban Sepeda > Sealant Ban Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-21       : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Tali & Klip Jari Kaki Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-22       : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Peralatan Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-22-1     : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Peralatan Sepeda > Alat Rantai Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-22-2     : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Peralatan Sepeda > Alat Serbaguna Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-23       : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Trailer Sepeda
gid://shopify/TaxonomyCategory/sg-4-4-1-24       : Peralatan Olahraga > Rekreasi Luar Ruang > Bersepeda > Aksesori Sepeda > Trainer Sepeda
