# Shopify Product Taxonomy - Categories: 2025-05-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Articoli per animali
gid://shopify/TaxonomyCategory/sg-4-4-2-12       : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Cavalletti per biciclette
gid://shopify/TaxonomyCategory/sg-4-4-2-13       : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Selle bici
gid://shopify/TaxonomyCategory/sg-4-4-2-14       : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Morsetti asta sella bici
gid://shopify/TaxonomyCategory/sg-4-4-2-15       : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Aste sella per bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-16       : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Piccole parti bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-16-1     : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Piccole parti bicicletta > Estremità del cavo per bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-16-2     : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Piccole parti bicicletta > Maglie della catena per bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-16-3     : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Piccole parti bicicletta > Raggi per bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-17       : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Reggimanubrio per bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-18       : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Adattatori per valvole per pneumatici di bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-19       : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Cappucci per valvole per pneumatici di bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-20       : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Valvole per pneumatici di bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-21       : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Gomme per bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-21-1     : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Gomme per bicicletta > Copertoncini
gid://shopify/TaxonomyCategory/sg-4-4-2-21-2     : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Gomme per bicicletta > Pneumatici Tubeless Ready
gid://shopify/TaxonomyCategory/sg-4-4-2-21-3     : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Gomme per bicicletta > Pneumatici Tubeless
gid://shopify/TaxonomyCategory/sg-4-4-2-21-4     : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Gomme per bicicletta > Pneumatici tubolari
gid://shopify/TaxonomyCategory/sg-4-4-2-22       : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Camere d'aria bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-23       : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Parti per ruote bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-23-1     : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Parti per ruote bicicletta > Pedali con dentatura per bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-23-2     : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Parti per ruote bicicletta > Parti per mozzo di biciclette
gid://shopify/TaxonomyCategory/sg-4-4-2-23-2-1   : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Parti per ruote bicicletta > Parti per mozzo di biciclette > Cuscinetti del mozzo
gid://shopify/TaxonomyCategory/sg-4-4-2-23-2-2   : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Parti per ruote bicicletta > Parti per mozzo di biciclette > Coni del mozzo
gid://shopify/TaxonomyCategory/sg-4-4-2-23-2-3   : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Parti per ruote bicicletta > Parti per mozzo di biciclette > Rilasci rapidi
gid://shopify/TaxonomyCategory/sg-4-4-2-23-3     : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Parti per ruote bicicletta > Mozzi per bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-23-4     : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Parti per ruote bicicletta > Nastro per cerchioni di bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-23-5     : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Parti per ruote bicicletta > Raggi per bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-23-6     : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Parti per ruote bicicletta > Assi e raggi per ruote di bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-23-7     : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Parti per ruote bicicletta > Cappucci valvola bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-23-8     : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Parti per ruote bicicletta > Cerchi ruote bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-24       : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Ruote per bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-24-1     : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Ruote per bicicletta > Ruote anteriori per bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-24-2     : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Ruote per bicicletta > Ruote posteriori motorizzate per bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-24-3     : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Ruote per bicicletta > Ruote posteriori per bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-2-24-4     : Articoli sportivi > Ricreazione outdoor > Ciclismo > Parti per bicicletta > Ruote per bicicletta > Set di ruote per bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-3          : Articoli sportivi > Ricreazione outdoor > Ciclismo > Biciclette
gid://shopify/TaxonomyCategory/sg-4-4-3-1        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Biciclette > Biciclette BMX
gid://shopify/TaxonomyCategory/sg-4-4-3-2        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Biciclette > Biciclette da città
gid://shopify/TaxonomyCategory/sg-4-4-3-3        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Biciclette > Biciclette da fondo
gid://shopify/TaxonomyCategory/sg-4-4-3-4        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Biciclette > Biciclette cruiser
gid://shopify/TaxonomyCategory/sg-4-4-3-5        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Biciclette > Biciclette elettriche
gid://shopify/TaxonomyCategory/sg-4-4-3-6        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Biciclette > Fatbike
gid://shopify/TaxonomyCategory/sg-4-4-3-7        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Biciclette > Biciclette pieghevoli
gid://shopify/TaxonomyCategory/sg-4-4-3-8        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Biciclette > Biciclette da trasporto
gid://shopify/TaxonomyCategory/sg-4-4-3-9        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Biciclette > Biciclette ibride
gid://shopify/TaxonomyCategory/sg-4-4-3-10       : Articoli sportivi > Ricreazione outdoor > Ciclismo > Biciclette > Mountain bike
gid://shopify/TaxonomyCategory/sg-4-4-3-11       : Articoli sportivi > Ricreazione outdoor > Ciclismo > Biciclette > Biciclette da strada
gid://shopify/TaxonomyCategory/sg-4-4-3-12       : Articoli sportivi > Ricreazione outdoor > Ciclismo > Biciclette > Biciclette tandem
gid://shopify/TaxonomyCategory/sg-4-4-3-13       : Articoli sportivi > Ricreazione outdoor > Ciclismo > Biciclette > Biciclette da pista
gid://shopify/TaxonomyCategory/sg-4-4-4          : Articoli sportivi > Ricreazione outdoor > Ciclismo > Abbigliamento e accessori da ciclismo
gid://shopify/TaxonomyCategory/sg-4-4-4-1        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Abbigliamento e accessori da ciclismo > Accessori per scarpe da ciclista
gid://shopify/TaxonomyCategory/sg-4-4-4-1-1      : Articoli sportivi > Ricreazione outdoor > Ciclismo > Abbigliamento e accessori da ciclismo > Accessori per scarpe da ciclista > Tacchette per scarpe da ciclista
gid://shopify/TaxonomyCategory/sg-4-4-4-1-2      : Articoli sportivi > Ricreazione outdoor > Ciclismo > Abbigliamento e accessori da ciclismo > Accessori per scarpe da ciclista > Coperture per scarpe da ciclista
gid://shopify/TaxonomyCategory/sg-4-4-4-1-3      : Articoli sportivi > Ricreazione outdoor > Ciclismo > Abbigliamento e accessori da ciclismo > Accessori per scarpe da ciclista > Cunei e zeppe per scarpe da ciclista
gid://shopify/TaxonomyCategory/sg-4-4-4-2        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Abbigliamento e accessori da ciclismo > Tacchetti per scarpe da ciclismo
gid://shopify/TaxonomyCategory/sg-4-4-4-3        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Abbigliamento e accessori da ciclismo > Guanti da ciclista
gid://shopify/TaxonomyCategory/sg-4-4-4-4        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Abbigliamento e accessori da ciclismo > Componenti e accessori per caschi per biciclette
gid://shopify/TaxonomyCategory/sg-4-4-4-5        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Abbigliamento e accessori da ciclismo > Caschi da bicicletta
gid://shopify/TaxonomyCategory/sg-4-4-4-6        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Abbigliamento e accessori da ciclismo > Cuscinetti protettivi per ciclisti
gid://shopify/TaxonomyCategory/sg-4-4-4-7        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Abbigliamento e accessori da ciclismo > Copriscarpe da ciclista
gid://shopify/TaxonomyCategory/sg-4-4-4-8        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Abbigliamento e accessori da ciclismo > Scarpe da ciclismo
gid://shopify/TaxonomyCategory/sg-4-4-5          : Articoli sportivi > Ricreazione outdoor > Ciclismo > Accessori per tricicli
gid://shopify/TaxonomyCategory/sg-4-4-5-1        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Accessori per tricicli > Cestini per triciclo
gid://shopify/TaxonomyCategory/sg-4-4-5-2        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Accessori per tricicli > Campanelli per triciclo
gid://shopify/TaxonomyCategory/sg-4-4-5-3        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Accessori per tricicli > Bandiere per triciclo
gid://shopify/TaxonomyCategory/sg-4-4-6          : Articoli sportivi > Ricreazione outdoor > Ciclismo > Tricicli
gid://shopify/TaxonomyCategory/sg-4-4-7          : Articoli sportivi > Ricreazione outdoor > Ciclismo > Accessori monocicli
gid://shopify/TaxonomyCategory/sg-4-4-7-1        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Accessori monocicli > Pedali per monociclo
gid://shopify/TaxonomyCategory/sg-4-4-7-2        : Articoli sportivi > Ricreazione outdoor > Ciclismo > Accessori monocicli > Pneumatici per monociclo
gid://shopify/TaxonomyCategory/sg-4-4-8          : Articoli sportivi > Ricreazione outdoor > Ciclismo > Monocicli
gid://shopify/TaxonomyCategory/sg-4-5            : Articoli sportivi > Ricreazione outdoor > Equitazione
gid://shopify/TaxonomyCategory/sg-4-5-1          : Articoli sportivi > Ricreazione outdoor > Equitazione > Cura dei cavalli
gid://shopify/TaxonomyCategory/sg-4-5-1-1        : Articoli sportivi > Ricreazione outdoor > Equitazione > Cura dei cavalli > Coperte e lenzuola per cavalli
gid://shopify/TaxonomyCategory/sg-4-5-1-2        : Articoli sportivi > Ricreazione outdoor > Equitazione > Cura dei cavalli > Stivali e parastinchi da equitazione
gid://shopify/TaxonomyCategory/sg-4-5-1-3        : Articoli sportivi > Ricreazione outdoor > Equitazione > Cura dei cavalli > Mangime per cavalli
gid://shopify/TaxonomyCategory/sg-4-5-1-3-1      : Articoli sportivi > Ricreazione outdoor > Equitazione > Cura dei cavalli > Mangime per cavalli > Integratori per mangime per cavalli
gid://shopify/TaxonomyCategory/sg-4-5-1-4        : Articoli sportivi > Ricreazione outdoor > Equitazione > Cura dei cavalli > Maschere per mosche per cavalli
gid://shopify/TaxonomyCategory/sg-4-5-1-5        : Articoli sportivi > Ricreazione outdoor > Equitazione > Cura dei cavalli > Strigliatura cavalli
gid://shopify/TaxonomyCategory/sg-4-5-1-5-1      : Articoli sportivi > Ricreazione outdoor > Equitazione > Cura dei cavalli > Strigliatura cavalli > Forbici e taglia peli per cavalli
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2      : Articoli sportivi > Ricreazione outdoor > Equitazione > Cura dei cavalli > Strigliatura cavalli > Pettini, spazzole e guanti per la strigliatura dei cavalli
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-1    : Articoli sportivi > Ricreazione outdoor > Equitazione > Cura dei cavalli > Strigliatura cavalli > Pettini, spazzole e guanti per la strigliatura dei cavalli > Spazzole per toelettatura cavalli
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-2    : Articoli sportivi > Ricreazione outdoor > Equitazione > Cura dei cavalli > Strigliatura cavalli > Pettini, spazzole e guanti per la strigliatura dei cavalli > Pettini per toelettatura cavalli
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-3    : Articoli sportivi > Ricreazione outdoor > Equitazione > Cura dei cavalli > Strigliatura cavalli > Pettini, spazzole e guanti per la strigliatura dei cavalli > Attrezzo per toelettatura cavalli
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-4    : Articoli sportivi > Ricreazione outdoor > Equitazione > Cura dei cavalli > Strigliatura cavalli > Pettini, spazzole e guanti per la strigliatura dei cavalli > Guanti per toelettatura cavalli
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-5    : Articoli sportivi > Ricreazione outdoor > Equitazione > Cura dei cavalli > Strigliatura cavalli > Pettini, spazzole e guanti per la strigliatura dei cavalli > Acconciatori per toelettatura cavalli
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-6    : Articoli sportivi > Ricreazione outdoor > Equitazione > Cura dei cavalli > Strigliatura cavalli > Pettini, spazzole e guanti per la strigliatura dei cavalli > Coltelli da rifinitura per toelettatura cavalli
gid://shopify/TaxonomyCategory/sg-4-5-1-6        : Articoli sportivi > Ricreazione outdoor > Equitazione > Cura dei cavalli > Ricompense per cavalli
gid://shopify/TaxonomyCategory/sg-4-5-1-7        : Articoli sportivi > Ricreazione outdoor > Equitazione > Cura dei cavalli > Vitamine e supplementi per cavalli
gid://shopify/TaxonomyCategory/sg-4-5-1-8        : Articoli sportivi > Ricreazione outdoor > Equitazione > Cura dei cavalli > Vermifughi per cavalli
gid://shopify/TaxonomyCategory/sg-4-5-2          : Articoli sportivi > Ricreazione outdoor > Equitazione > Finimenti per cavalli
gid://shopify/TaxonomyCategory/sg-4-5-2-1        : Articoli sportivi > Ricreazione outdoor > Equitazione > Finimenti per cavalli > Morsi da equitazione
gid://shopify/TaxonomyCategory/sg-4-5-2-1-1      : Articoli sportivi > Ricreazione outdoor > Equitazione > Finimenti per cavalli > Morsi da equitazione > Protezioni per morsi da equitazione
gid://shopify/TaxonomyCategory/sg-4-5-2-1-2      : Articoli sportivi > Ricreazione outdoor > Equitazione > Finimenti per cavalli > Morsi da equitazione > Morsi per briglia
gid://shopify/TaxonomyCategory/sg-4-5-2-1-3      : Articoli sportivi > Ricreazione outdoor > Equitazione > Finimenti per cavalli > Morsi da equitazione > Imboccature per briglia
gid://shopify/TaxonomyCategory/sg-4-5-2-2        : Articoli sportivi > Ricreazione outdoor > Equitazione > Finimenti per cavalli > Briglie
gid://shopify/TaxonomyCategory/sg-4-5-2-2-1      : Articoli sportivi > Ricreazione outdoor > Equitazione > Finimenti per cavalli > Briglie > Ricambi per briglie
gid://shopify/TaxonomyCategory/sg-4-5-2-2-2      : Articoli sportivi > Ricreazione outdoor > Equitazione > Finimenti per cavalli > Briglie > Testiere
gid://shopify/TaxonomyCategory/sg-4-5-2-3        : Articoli sportivi > Ricreazione outdoor > Equitazione > Finimenti per cavalli > Cinghie
gid://shopify/TaxonomyCategory/sg-4-5-2-4        : Articoli sportivi > Ricreazione outdoor > Equitazione > Finimenti per cavalli > Cavezze per cavalli
gid://shopify/TaxonomyCategory/sg-4-5-2-5        : Articoli sportivi > Ricreazione outdoor > Equitazione > Finimenti per cavalli > Briglie da equitazione
gid://shopify/TaxonomyCategory/sg-4-5-2-6        : Articoli sportivi > Ricreazione outdoor > Equitazione > Finimenti per cavalli > Lunghine per cavalli
gid://shopify/TaxonomyCategory/sg-4-5-2-7        : Articoli sportivi > Ricreazione outdoor > Equitazione > Finimenti per cavalli > Redini
gid://shopify/TaxonomyCategory/sg-4-5-2-8        : Articoli sportivi > Ricreazione outdoor > Equitazione > Finimenti per cavalli > Selle
gid://shopify/TaxonomyCategory/sg-4-5-2-9        : Articoli sportivi > Ricreazione outdoor > Equitazione > Finimenti per cavalli > Staffe
gid://shopify/TaxonomyCategory/sg-4-5-3          : Articoli sportivi > Ricreazione outdoor > Equitazione > Accessori per finimenti per cavalli
gid://shopify/TaxonomyCategory/sg-4-5-3-1        : Articoli sportivi > Ricreazione outdoor > Equitazione > Accessori per finimenti per cavalli > Scatole per finimenti per cavalli
gid://shopify/TaxonomyCategory/sg-4-5-3-2        : Articoli sportivi > Ricreazione outdoor > Equitazione > Accessori per finimenti per cavalli > Accessori per selle
gid://shopify/TaxonomyCategory/sg-4-5-3-2-1      : Articoli sportivi > Ricreazione outdoor > Equitazione > Accessori per finimenti per cavalli > Accessori per selle > Borse e ceste per selle
gid://shopify/TaxonomyCategory/sg-4-5-3-2-2      : Articoli sportivi > Ricreazione outdoor > Equitazione > Accessori per finimenti per cavalli > Accessori per selle > Coperture e custodie per selle
gid://shopify/TaxonomyCategory/sg-4-5-3-2-3      : Articoli sportivi > Ricreazione outdoor > Equitazione > Accessori per finimenti per cavalli > Accessori per selle > Sottosella
gid://shopify/TaxonomyCategory/sg-4-5-3-2-4      : Articoli sportivi > Ricreazione outdoor > Equitazione > Accessori per finimenti per cavalli > Accessori per selle > Portasella
gid://shopify/TaxonomyCategory/sg-4-5-4          : Articoli sportivi > Ricreazione outdoor > Equitazione > Accessori per volteggio a cavallo
gid://shopify/TaxonomyCategory/sg-4-5-4-1        : Articoli sportivi > Ricreazione outdoor > Equitazione > Accessori per volteggio a cavallo > Coperture per volteggio
gid://shopify/TaxonomyCategory/sg-4-5-4-2        : Articoli sportivi > Ricreazione outdoor > Equitazione > Accessori per volteggio a cavallo > Redini da volteggio
gid://shopify/TaxonomyCategory/sg-4-5-4-3        : Articoli sportivi > Ricreazione outdoor > Equitazione > Accessori per volteggio a cavallo > Supporti per volteggio
gid://shopify/TaxonomyCategory/sg-4-5-5          : Articoli sportivi > Ricreazione outdoor > Equitazione > Attrezzatura e accessori da equitazione
gid://shopify/TaxonomyCategory/sg-4-5-5-1        : Articoli sportivi > Ricreazione outdoor > Equitazione > Attrezzatura e accessori da equitazione > Guanti da equitazione
gid://shopify/TaxonomyCategory/sg-4-5-5-2        : Articoli sportivi > Ricreazione outdoor > Equitazione > Attrezzatura e accessori da equitazione > Caschi da equitazione
gid://shopify/TaxonomyCategory/sg-4-5-5-3        : Articoli sportivi > Ricreazione outdoor > Equitazione > Attrezzatura e accessori da equitazione > Frustini e fruste da equitazione
gid://shopify/TaxonomyCategory/sg-4-5-5-4        : Articoli sportivi > Ricreazione outdoor > Equitazione > Attrezzatura e accessori da equitazione > Pantaloni da equitazione
gid://shopify/TaxonomyCategory/sg-4-6            : Articoli sportivi > Ricreazione outdoor > Pesca
gid://shopify/TaxonomyCategory/sg-4-6-1          : Articoli sportivi > Ricreazione outdoor > Pesca > Allarme per canne da pesca
gid://shopify/TaxonomyCategory/sg-4-6-1-1        : Articoli sportivi > Ricreazione outdoor > Pesca > Allarme per canne da pesca > Allarmi di abboccata per canne da pesca
gid://shopify/TaxonomyCategory/sg-4-6-1-2        : Articoli sportivi > Ricreazione outdoor > Pesca > Allarme per canne da pesca > Indicatori di abboccata per canne da pesca
gid://shopify/TaxonomyCategory/sg-4-6-1-3        : Articoli sportivi > Ricreazione outdoor > Pesca > Allarme per canne da pesca > Ganci a catena per canne da pesca
gid://shopify/TaxonomyCategory/sg-4-6-2          : Articoli sportivi > Ricreazione outdoor > Pesca > Salopette per pesca e caccia
gid://shopify/TaxonomyCategory/sg-4-6-2-1        : Articoli sportivi > Ricreazione outdoor > Pesca > Salopette per pesca e caccia > Salopette da pesca
gid://shopify/TaxonomyCategory/sg-4-6-2-2        : Articoli sportivi > Ricreazione outdoor > Pesca > Salopette per pesca e caccia > Salopette da caccia
gid://shopify/TaxonomyCategory/sg-4-6-2-3        : Articoli sportivi > Ricreazione outdoor > Pesca > Salopette per pesca e caccia > Kit di riparazione salopette
gid://shopify/TaxonomyCategory/sg-4-6-3          : Articoli sportivi > Ricreazione outdoor > Pesca > Contenitori per esche da pesca
gid://shopify/TaxonomyCategory/sg-4-6-4          : Articoli sportivi > Ricreazione outdoor > Pesca > Arpioni da pesca
gid://shopify/TaxonomyCategory/sg-4-6-5          : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca
gid://shopify/TaxonomyCategory/sg-4-6-5-1        : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca > Set di aghi multiuso
gid://shopify/TaxonomyCategory/sg-4-6-5-2        : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca > Esercizi con esca
gid://shopify/TaxonomyCategory/sg-4-6-5-3        : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca > Pistole ad esca
gid://shopify/TaxonomyCategory/sg-4-6-5-4        : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca > Perforatore Boilie
gid://shopify/TaxonomyCategory/sg-4-6-5-5        : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca > Estensori per capelli Boilie
gid://shopify/TaxonomyCategory/sg-4-6-5-6        : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca > Tavoli per arrotolare Boile
gid://shopify/TaxonomyCategory/sg-4-6-5-7        : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca > Tappi ferma Boile
gid://shopify/TaxonomyCategory/sg-4-6-5-8        : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca > Ferma Boile
gid://shopify/TaxonomyCategory/sg-4-6-5-9        : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca > Strumenti per la rimozione del rivestimento
gid://shopify/TaxonomyCategory/sg-4-6-5-10       : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca > Ferma Boile mais
gid://shopify/TaxonomyCategory/sg-4-6-5-11       : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca > Pinze da taglio
gid://shopify/TaxonomyCategory/sg-4-6-5-12       : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca > Aghi sottili con chiusura a labbro
gid://shopify/TaxonomyCategory/sg-4-6-5-13       : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca > Forbici per mosche
gid://shopify/TaxonomyCategory/sg-4-6-5-14       : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca > Set di strumenti per mosche
gid://shopify/TaxonomyCategory/sg-4-6-5-15       : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca > Arresto per estensore capelli
gid://shopify/TaxonomyCategory/sg-4-6-5-16       : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca > Aghi pesanti con chiusura a labbro
gid://shopify/TaxonomyCategory/sg-4-6-5-17       : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca > Strumenti multiestrazione
gid://shopify/TaxonomyCategory/sg-4-6-5-18       : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca > Arresti pellet
gid://shopify/TaxonomyCategory/sg-4-6-5-19       : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca > Aghi Stringer
gid://shopify/TaxonomyCategory/sg-4-6-5-20       : Articoli sportivi > Ricreazione outdoor > Pesca > Strumenti per rimuovere gli ami da pesca > Bastoni da lancio
gid://shopify/TaxonomyCategory/sg-4-6-6          : Articoli sportivi > Ricreazione outdoor > Pesca > Lenze e terminali da pesca
gid://shopify/TaxonomyCategory/sg-4-6-6-1        : Articoli sportivi > Ricreazione outdoor > Pesca > Lenze e terminali da pesca > Trecce da pesca
gid://shopify/TaxonomyCategory/sg-4-6-6-2        : Articoli sportivi > Ricreazione outdoor > Pesca > Lenze e terminali da pesca > Fluorocarburi da pesca
gid://shopify/TaxonomyCategory/sg-4-6-6-3        : Articoli sportivi > Ricreazione outdoor > Pesca > Lenze e terminali da pesca > Monofili da pesca
gid://shopify/TaxonomyCategory/sg-4-6-6-4        : Articoli sportivi > Ricreazione outdoor > Pesca > Lenze e terminali da pesca > Fili da pesca
gid://shopify/TaxonomyCategory/sg-4-6-7          : Articoli sportivi > Ricreazione outdoor > Pesca > Reti da pesca
gid://shopify/TaxonomyCategory/sg-4-6-8          : Articoli sportivi > Ricreazione outdoor > Pesca > Accessori per mulinelli da pesca
gid://shopify/TaxonomyCategory/sg-4-6-8-1        : Articoli sportivi > Ricreazione outdoor > Pesca > Accessori per mulinelli da pesca > Borse e custodie per mulinelli da pesca
gid://shopify/TaxonomyCategory/sg-4-6-8-2        : Articoli sportivi > Ricreazione outdoor > Pesca > Accessori per mulinelli da pesca > Lubrificanti per mulinelli da pesca
gid://shopify/TaxonomyCategory/sg-4-6-8-3        : Articoli sportivi > Ricreazione outdoor > Pesca > Accessori per mulinelli da pesca > Bobina sostitutiva per mulinelli da pesca
gid://shopify/TaxonomyCategory/sg-4-6-9          : Articoli sportivi > Ricreazione outdoor > Pesca > Mulinelli da pesca
gid://shopify/TaxonomyCategory/sg-4-6-9-1        : Articoli sportivi > Ricreazione outdoor > Pesca > Mulinelli da pesca > Mulinelli da pesca con baitcasting
gid://shopify/TaxonomyCategory/sg-4-6-9-2        : Articoli sportivi > Ricreazione outdoor > Pesca > Mulinelli da pesca > Mulinelli da pesca con perno centrale
gid://shopify/TaxonomyCategory/sg-4-6-9-3        : Articoli sportivi > Ricreazione outdoor > Pesca > Mulinelli da pesca > Mulinelli da pesca a mosca
gid://shopify/TaxonomyCategory/sg-4-6-9-4        : Articoli sportivi > Ricreazione outdoor > Pesca > Mulinelli da pesca > Mulinelli da pesca Spincast
gid://shopify/TaxonomyCategory/sg-4-6-9-5        : Articoli sportivi > Ricreazione outdoor > Pesca > Mulinelli da pesca > Mulinelli da pesca spinning
