# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3Dメガネのフィットデザイン
gid://shopify/TaxonomyAttribute/8649  : ラジエーターホース形状
gid://shopify/TaxonomyAttribute/8650  : ラジエーターオーバーフロータンク液面センサー対応
gid://shopify/TaxonomyAttribute/8651  : ラジエーターオーバーフロータンク形状
gid://shopify/TaxonomyAttribute/8643  : ラジエーター/膨張タンクキャップの用途
gid://shopify/TaxonomyAttribute/1848  : 無線機用ケースの種類
gid://shopify/TaxonomyAttribute/5510  : ラジオフォームファクター
gid://shopify/TaxonomyAttribute/5512  : ラジオスキャナーフォームファクター
gid://shopify/TaxonomyAttribute/5095  : 画像診断適合性
gid://shopify/TaxonomyAttribute/7906  : 大根の種類
gid://shopify/TaxonomyAttribute/10849 : くぼみ半径
gid://shopify/TaxonomyAttribute/6948  : レールカバー構成
gid://shopify/TaxonomyAttribute/10850 : レールマウント規格
gid://shopify/TaxonomyAttribute/10851 : レール側
gid://shopify/TaxonomyAttribute/10852 : レールスタイル
gid://shopify/TaxonomyAttribute/10853 : レールシステム
gid://shopify/TaxonomyAttribute/6108  : 雨水タンクのデザイン
gid://shopify/TaxonomyAttribute/6109  : 鎖樋のスタイル
gid://shopify/TaxonomyAttribute/8652  : 雨センサー技術
gid://shopify/TaxonomyAttribute/6795  : レインスーツ構成
gid://shopify/TaxonomyAttribute/10121 : レインスティック構造タイプ
gid://shopify/TaxonomyAttribute/10122 : レインスティック充填材
gid://shopify/TaxonomyAttribute/10123 : レインスティックの演奏テクニック
gid://shopify/TaxonomyAttribute/10124 : レインスティックの音の特徴
gid://shopify/TaxonomyAttribute/7907  : 育て方
gid://shopify/TaxonomyAttribute/8653  : ラリー競技クラス
gid://shopify/TaxonomyAttribute/8654  : ラリー路面設定
gid://shopify/TaxonomyAttribute/10854 : ランプ表面テクスチャ
gid://shopify/TaxonomyAttribute/1311  : ランプタイプ
gid://shopify/TaxonomyAttribute/6110  : レンジフードフィルターの種類
gid://shopify/TaxonomyAttribute/6111  : レンジ設置タイプ
gid://shopify/TaxonomyAttribute/1731  : 通信距離の種類
gid://shopify/TaxonomyAttribute/2368  : 希少度
gid://shopify/TaxonomyAttribute/10125 : ラチェットマウントスタイル
gid://shopify/TaxonomyAttribute/10126 : ラトル要素の素材
gid://shopify/TaxonomyAttribute/10855 : ラトルタイプ
gid://shopify/TaxonomyAttribute/1679  : 刃のタイプ
gid://shopify/TaxonomyAttribute/1680  : ヘッドの種類
gid://shopify/TaxonomyAttribute/1686  : カミソリの種類
gid://shopify/TaxonomyAttribute/10856 : リーチ調整タイプ
gid://shopify/TaxonomyAttribute/1918  : 読み取り/書き込み速度
gid://shopify/TaxonomyAttribute/3401  : 読書トイタイプ
gid://shopify/TaxonomyAttribute/10857 : 後車軸間隔
gid://shopify/TaxonomyAttribute/10858 : 後車軸規格
gid://shopify/TaxonomyAttribute/10859 : 後車軸タイプ
gid://shopify/TaxonomyAttribute/6796  : リアカバレッジ
gid://shopify/TaxonomyAttribute/6797  : 背面開閉式
gid://shopify/TaxonomyAttribute/8655  : 後部座席構成
gid://shopify/TaxonomyAttribute/8656  : バックミラー装飾品取付タイプ
gid://shopify/TaxonomyAttribute/8657  : リアビューミラーマウントアタッチメントタイプ
gid://shopify/TaxonomyAttribute/10860 : リバウンドボード面タイプ
gid://shopify/TaxonomyAttribute/10861 : 反発レベル
gid://shopify/TaxonomyAttribute/10862 : 反発面構成
gid://shopify/TaxonomyAttribute/10863 : リバウンダーデザイン
gid://shopify/TaxonomyAttribute/10864 : リバウンダー設計タイプ
gid://shopify/TaxonomyAttribute/10865 : リバウンダー面数
gid://shopify/TaxonomyAttribute/10866 : リバウンドメカニズムタイプ
gid://shopify/TaxonomyAttribute/3157  : レシート用紙の機能
gid://shopify/TaxonomyAttribute/10127 : 受取人との関係
gid://shopify/TaxonomyAttribute/6949  : リクライニングチェア操作タイプ
gid://shopify/TaxonomyAttribute/6950  : リクライニングモーションタイプ
gid://shopify/TaxonomyAttribute/1658  : リクライニング機能
gid://shopify/TaxonomyAttribute/6951  : リクライニングメカニズム
gid://shopify/TaxonomyAttribute/2758  : 推奨年齢層
gid://shopify/TaxonomyAttribute/10128 : 推奨キャンドル形式
gid://shopify/TaxonomyAttribute/10129 : 推奨コンテナタイプ
gid://shopify/TaxonomyAttribute/10130 : 推奨生地タイプ
gid://shopify/TaxonomyAttribute/10131 : 推奨生地重量
gid://shopify/TaxonomyAttribute/7908  : おすすめの料理との組み合わせ
gid://shopify/TaxonomyAttribute/10867 : 推奨レーン状態
gid://shopify/TaxonomyAttribute/10132 : 推奨モーターインパルスクラス
gid://shopify/TaxonomyAttribute/6514  : 推奨リーディングレベル
gid://shopify/TaxonomyAttribute/1218  : 推奨スキルレベル
gid://shopify/TaxonomyAttribute/6952  : 推奨睡眠姿勢
gid://shopify/TaxonomyAttribute/7909  : 推奨保管方法
gid://shopify/TaxonomyAttribute/10133 : 推奨表面
gid://shopify/TaxonomyAttribute/2082  : 推奨用途
gid://shopify/TaxonomyAttribute/8658  : 推奨使用ケース
gid://shopify/TaxonomyAttribute/6515  : 推奨使用ロケーション
gid://shopify/TaxonomyAttribute/8659  : 推奨車両表面
gid://shopify/TaxonomyAttribute/5434  : レコードクリーニング付属コンポーネント
gid://shopify/TaxonomyAttribute/10134 : レコーダーアクセサリー付き
gid://shopify/TaxonomyAttribute/10135 : リコーダーのボア設計
gid://shopify/TaxonomyAttribute/10136 : レコーダーボアタイプ
gid://shopify/TaxonomyAttribute/10137 : 録音機ケースシェルタイプ
gid://shopify/TaxonomyAttribute/2491  : リコーダーの運指システム
gid://shopify/TaxonomyAttribute/10138 : リコーダー仕上げ
gid://shopify/TaxonomyAttribute/10139 : リコーダーの音孔タイプ
gid://shopify/TaxonomyAttribute/10140 : リコーダージョイント構成
gid://shopify/TaxonomyAttribute/10141 : リコーダージョイントスタイル
gid://shopify/TaxonomyAttribute/10142 : リコーダーのキー機構
gid://shopify/TaxonomyAttribute/10143 : レコーダーマウスピースタイプ
gid://shopify/TaxonomyAttribute/10144 : リコーダーのピッチ基準 (A4)
gid://shopify/TaxonomyAttribute/10145 : レコーダー親指穴タイプ
gid://shopify/TaxonomyAttribute/6112  : レコーダーの種類
gid://shopify/TaxonomyAttribute/1821  : レコーディング関連商品 (詳細)
gid://shopify/TaxonomyAttribute/5396  : 録画機能タイプ
gid://shopify/TaxonomyAttribute/5395  : 録画機能
gid://shopify/TaxonomyAttribute/5465  : 録音モード
gid://shopify/TaxonomyAttribute/2246  : 録音品質
gid://shopify/TaxonomyAttribute/5416  : サポートされる録画速度モード
gid://shopify/TaxonomyAttribute/8660  : RV用貯水/汚水タンクタイプ
gid://shopify/TaxonomyAttribute/8661  : RV水平調整システム
gid://shopify/TaxonomyAttribute/2752  : キャンピングカーの種類
gid://shopify/TaxonomyAttribute/6798  : リサイクル素材含有率
gid://shopify/TaxonomyAttribute/10146 : 筬羽素材
gid://shopify/TaxonomyAttribute/2450  : リードの強度
gid://shopify/TaxonomyAttribute/10147 : リードタイプ
gid://shopify/TaxonomyAttribute/10148 : リード付属
gid://shopify/TaxonomyAttribute/10868 : リーフング方法
gid://shopify/TaxonomyAttribute/2039  : リールのキャパシティ
gid://shopify/TaxonomyAttribute/10869 : リールプロファイル
gid://shopify/TaxonomyAttribute/10870 : リールシート素材
gid://shopify/TaxonomyAttribute/10871 : リールシートタイプ
gid://shopify/TaxonomyAttribute/10872 : リールサイズクラス
gid://shopify/TaxonomyAttribute/10873 : 審判用デジタルウォレットに付属するアクセサリー
gid://shopify/TaxonomyAttribute/7910  : 精製レベル
gid://shopify/TaxonomyAttribute/10149 : 反射仕上げ
gid://shopify/TaxonomyAttribute/8662  : 反射効果または発光効果
gid://shopify/TaxonomyAttribute/6799  : 反射テープパターン
gid://shopify/TaxonomyAttribute/2049  : 反射板の種類
gid://shopify/TaxonomyAttribute/6113  : 冷蔵庫の構成
gid://shopify/TaxonomyAttribute/3198  : 回生ブレーキ機能
gid://shopify/TaxonomyAttribute/1467  : 地域
gid://shopify/TaxonomyAttribute/2676  : 地域コード
gid://shopify/TaxonomyAttribute/10874 : 規制基準
gid://shopify/TaxonomyAttribute/8663  : レギュレーターダイヤフラムの材質
gid://shopify/TaxonomyAttribute/8664  : レギュレータポートスレッド規格
gid://shopify/TaxonomyAttribute/10875 : レイン機能
gid://shopify/TaxonomyAttribute/10876 : 手綱スタイル
gid://shopify/TaxonomyAttribute/6800  : 補強されたエリア
gid://shopify/TaxonomyAttribute/8665  : 補強の種類
gid://shopify/TaxonomyAttribute/10877 : 放出活性化方法
gid://shopify/TaxonomyAttribute/8666  : リリースベアリング材
gid://shopify/TaxonomyAttribute/10878 : 顎を解放するスタイル
gid://shopify/TaxonomyAttribute/5137  : 放出メカニズム
gid://shopify/TaxonomyAttribute/2544  : リリーススケジュール
gid://shopify/TaxonomyAttribute/10879 : リリースストラップタイプ
gid://shopify/TaxonomyAttribute/6114  : リリースタイプ
gid://shopify/TaxonomyAttribute/6115  : レリーフのスタイル
gid://shopify/TaxonomyAttribute/6516  : 遠隔操作飛行船の外皮素材
gid://shopify/TaxonomyAttribute/5021  : リモートコントロール機能
gid://shopify/TaxonomyAttribute/6517  : リモコンバイクスケール
gid://shopify/TaxonomyAttribute/6518  : 遠隔操作バイクの地形適合性
gid://shopify/TaxonomyAttribute/6519  : 遠隔操作バイクの防水性
gid://shopify/TaxonomyAttribute/6520  : 遠隔操作飛行機キット完成レベル
gid://shopify/TaxonomyAttribute/6521  : 遠隔操作飛行機の着陸装置の種類
gid://shopify/TaxonomyAttribute/6522  : 遠隔操作飛行機の電源タイプ
gid://shopify/TaxonomyAttribute/6523  : 遠隔操作水上バイクの特徴
gid://shopify/TaxonomyAttribute/6524  : 遠隔操作水上艇の推進／駆動方式
gid://shopify/TaxonomyAttribute/6525  : 遠隔操作水上艇 水環境
gid://shopify/TaxonomyAttribute/8667  : リモートキーレスシステムのプログラミング方法
gid://shopify/TaxonomyAttribute/5022  : リモートシャッターフォームファクター
gid://shopify/TaxonomyAttribute/2001  : 遠隔技術
gid://shopify/TaxonomyAttribute/1860  : 対応しているリムーバブルストレージのフォーマット
gid://shopify/TaxonomyAttribute/5281  : 除去対象
gid://shopify/TaxonomyAttribute/8668  : 補修用化合物タイプ
gid://shopify/TaxonomyAttribute/10880 : 修理キットの構成部品
gid://shopify/TaxonomyAttribute/10881 : 修理方法
gid://shopify/TaxonomyAttribute/6116  : 忌避メカニズム
gid://shopify/TaxonomyAttribute/6117  : 交換可能なブラシヘッド
gid://shopify/TaxonomyAttribute/5408  : 交換用ランプタイプ
gid://shopify/TaxonomyAttribute/8669  : 交換ピース目的
gid://shopify/TaxonomyAttribute/10882 : 交換部品タイプ
gid://shopify/TaxonomyAttribute/8670  : 交換部品の供給状況
gid://shopify/TaxonomyAttribute/10150 : レプリカ銃アクションタイプ
gid://shopify/TaxonomyAttribute/10151 : レプリカ銃の発射メカニズム
gid://shopify/TaxonomyAttribute/10152 : レプリカ銃の可動部品
gid://shopify/TaxonomyAttribute/3239  : 爬虫類/両生類の食品形態
gid://shopify/TaxonomyAttribute/3240  : 爬虫類/両生類の供給タイプ
gid://shopify/TaxonomyAttribute/2531  : 研究分野
gid://shopify/TaxonomyAttribute/2532  : 研究手法
gid://shopify/TaxonomyAttribute/10883 : 貯水池の向き
gid://shopify/TaxonomyAttribute/8671  : 貯水池の種類
gid://shopify/TaxonomyAttribute/10884 : 樹脂の適合性
gid://shopify/TaxonomyAttribute/10885 : 抵抗調整機能
gid://shopify/TaxonomyAttribute/10886 : 抵抗バンドのデザイン
gid://shopify/TaxonomyAttribute/1230  : 抵抗レベル
gid://shopify/TaxonomyAttribute/10887 : 抵抗負荷タイプ
gid://shopify/TaxonomyAttribute/1229  : 抵抗システム
gid://shopify/TaxonomyAttribute/5494  : 抵抗許容誤差
gid://shopify/TaxonomyAttribute/10153 : 回答フィールドには以下が含まれます
gid://shopify/TaxonomyAttribute/8672  : 復旧状況
gid://shopify/TaxonomyAttribute/5337  : リストリクターゲート形状
gid://shopify/TaxonomyAttribute/1581  : 結果表示
gid://shopify/TaxonomyAttribute/2629  : 小売業/セール用看板の種類
gid://shopify/TaxonomyAttribute/3308  : レチクル面
gid://shopify/TaxonomyAttribute/2036  : レチクルの種類
gid://shopify/TaxonomyAttribute/5407  : リワインダー動作モード
gid://shopify/TaxonomyAttribute/10154 : ラインストーンベースカラーファミリー
gid://shopify/TaxonomyAttribute/10155 : ラインストーンファセットスタイル
gid://shopify/TaxonomyAttribute/10156 : ラインストーン穴補強材
gid://shopify/TaxonomyAttribute/10157 : ラインストーン設定タイプ
gid://shopify/TaxonomyAttribute/7911  : ルバーブ商品 カットタイプ
gid://shopify/TaxonomyAttribute/6118  : リブ素材
gid://shopify/TaxonomyAttribute/10158 : リボン構造
gid://shopify/TaxonomyAttribute/10159 : リボンパッケージタイプ
gid://shopify/TaxonomyAttribute/10160 : リボンパターンスタイル
gid://shopify/TaxonomyAttribute/10161 : リボンの光沢レベル
gid://shopify/TaxonomyAttribute/10162 : リボンスタイル
gid://shopify/TaxonomyAttribute/10163 : リボン／トリム裏地タイプ
gid://shopify/TaxonomyAttribute/10164 : リボン／トリムエッジ仕上げ
gid://shopify/TaxonomyAttribute/10165 : リクラック波のサイズ
gid://shopify/TaxonomyAttribute/6119  : 炊飯器の機能
gid://shopify/TaxonomyAttribute/7912  : 米粒の長さ
gid://shopify/TaxonomyAttribute/7913  : 米加工方法
gid://shopify/TaxonomyAttribute/7914  : ライスの種類
gid://shopify/TaxonomyAttribute/1318  : ライディングスタイル
gid://shopify/TaxonomyAttribute/6526  : 乗用玩具の特徴
gid://shopify/TaxonomyAttribute/2775  : 乗用玩具の推進タイプ
gid://shopify/TaxonomyAttribute/10166 : ライフルアクションタイプ
gid://shopify/TaxonomyAttribute/10167 : ライフル仕上げ
gid://shopify/TaxonomyAttribute/10168 : ライフルマガジンタイプ
gid://shopify/TaxonomyAttribute/10169 : ライフル銃床の素材
gid://shopify/TaxonomyAttribute/8673  : リムクランプ方式
gid://shopify/TaxonomyAttribute/10888 : リムストリップタイプ
gid://shopify/TaxonomyAttribute/10889 : リムチューブレス対応
gid://shopify/TaxonomyAttribute/2700  : リム/ホイールのデザイン
gid://shopify/TaxonomyAttribute/3263  : リング設計
gid://shopify/TaxonomyAttribute/105   : リングサイズ
gid://shopify/TaxonomyAttribute/5297  : すすぎ要件
gid://shopify/TaxonomyAttribute/7915  : 熟度段階
gid://shopify/TaxonomyAttribute/5627  : ライズハイトクラス
gid://shopify/TaxonomyAttribute/10890 : ライザーパッドタイプ
gid://shopify/TaxonomyAttribute/2125  : リベットの形状
gid://shopify/TaxonomyAttribute/2630  : 道路標識の種類
gid://shopify/TaxonomyAttribute/10170 : ロースト麦芽加工タイプ
gid://shopify/TaxonomyAttribute/6120  : ロースターオーブンの機能
gid://shopify/TaxonomyAttribute/6121  : ローストのラック形状
gid://shopify/TaxonomyAttribute/5040  : ローブスタイル
gid://shopify/TaxonomyAttribute/6527  : ロボット玩具とのインタラクションモード
gid://shopify/TaxonomyAttribute/6528  : ロボットトイライト機能
gid://shopify/TaxonomyAttribute/6529  : ロボット玩具のプログラミングに対応
gid://shopify/TaxonomyAttribute/6530  : ロボット玩具のスキルレベル
gid://shopify/TaxonomyAttribute/6531  : ロボット玩具のサウンド機能
gid://shopify/TaxonomyAttribute/2379  : 岩石の構成
gid://shopify/TaxonomyAttribute/2380  : 岩石層
gid://shopify/TaxonomyAttribute/1257  : ロッカータイプ
gid://shopify/TaxonomyAttribute/6122  : ロックウールの形態
gid://shopify/TaxonomyAttribute/10891 : ロッドバットスタイル
gid://shopify/TaxonomyAttribute/10892 : ロッド構造タイプ
gid://shopify/TaxonomyAttribute/10893 : ロッドガイド材
gid://shopify/TaxonomyAttribute/10894 : ロッドガイドタイプ
gid://shopify/TaxonomyAttribute/10895 : ロッドハンドルタイプ
gid://shopify/TaxonomyAttribute/1296  : ロッドの素材
gid://shopify/TaxonomyAttribute/1329  : ロッドの形状
gid://shopify/TaxonomyAttribute/8674  : ロールケージのチューブ材
gid://shopify/TaxonomyAttribute/1610  : ローラーヘッド
gid://shopify/TaxonomyAttribute/1611  : ローラーの素材
gid://shopify/TaxonomyAttribute/10896 : ローラースケートのブレーキ形状
gid://shopify/TaxonomyAttribute/10897 : ローラースケートブレーキタイプ
gid://shopify/TaxonomyAttribute/10898 : ローラースキーのテクニック
gid://shopify/TaxonomyAttribute/10899 : ローラー技術
gid://shopify/TaxonomyAttribute/1612  : ローラータイプ
gid://shopify/TaxonomyAttribute/10171 : ローリングケースホイール構成
gid://shopify/TaxonomyAttribute/7916  : ローリングペーパーの形式
gid://shopify/TaxonomyAttribute/7917  : ローリングペーパーガムタイプ
gid://shopify/TaxonomyAttribute/7918  : ローリングペーパーの寸法
gid://shopify/TaxonomyAttribute/10172 : 鉄道車両の種類
gid://shopify/TaxonomyAttribute/8675  : ルーフカーゴネットフック／ファスナータイプ
gid://shopify/TaxonomyAttribute/1358  : 屋根装飾の形状
gid://shopify/TaxonomyAttribute/8676  : ルーフ高さクラス
gid://shopify/TaxonomyAttribute/6123  : 屋根のスタイル
gid://shopify/TaxonomyAttribute/10900 : 屋根の種類
gid://shopify/TaxonomyAttribute/5438  : ルーム補正技術
gid://shopify/TaxonomyAttribute/7919  : 根菜の種類
gid://shopify/TaxonomyAttribute/10901 : ロープ浮力
gid://shopify/TaxonomyAttribute/8677  : ロープ構造
gid://shopify/TaxonomyAttribute/10173 : ロープ素材
gid://shopify/TaxonomyAttribute/10902 : ロープの撚り線の適合性
gid://shopify/TaxonomyAttribute/10903 : ロープ伸縮タイプ
gid://shopify/TaxonomyAttribute/6124  : ハス口アタッチメント
gid://shopify/TaxonomyAttribute/10174 : バラが咲く段階
gid://shopify/TaxonomyAttribute/10175 : ローズグレード
gid://shopify/TaxonomyAttribute/10176 : ロゼット型センタータイプ
gid://shopify/TaxonomyAttribute/10177 : ロジン粉塵レベル
gid://shopify/TaxonomyAttribute/2447  : 松脂の形態
gid://shopify/TaxonomyAttribute/10178 : ロジンの配合成分／添加物
gid://shopify/TaxonomyAttribute/2448  : ロジンの等級
gid://shopify/TaxonomyAttribute/10179 : ロジン硬度
gid://shopify/TaxonomyAttribute/2183  : 回転方向
gid://shopify/TaxonomyAttribute/5254  : 回転方向
gid://shopify/TaxonomyAttribute/10904 : 回転メカニズムタイプ
gid://shopify/TaxonomyAttribute/6532  : 回転／モーション機能
gid://shopify/TaxonomyAttribute/1884  : ローテーターのコントロール技術
gid://shopify/TaxonomyAttribute/6533  : ローター構造タイプ
gid://shopify/TaxonomyAttribute/10905 : ローター構造タイプ
gid://shopify/TaxonomyAttribute/10906 : ローターマウントインターフェース
gid://shopify/TaxonomyAttribute/10907 : ローターマウント標準
gid://shopify/TaxonomyAttribute/6534  : ルーレットセットコンポーネント付き
gid://shopify/TaxonomyAttribute/6535  : ルーレットホイールのボールトラックタイプ
gid://shopify/TaxonomyAttribute/6536  : ルーレットホイールの番号付けシステム
gid://shopify/TaxonomyAttribute/10908 : ラウンダー装置を含む
gid://shopify/TaxonomyAttribute/10909 : ラウンド競技団体の承認
gid://shopify/TaxonomyAttribute/5124  : 投与経路
gid://shopify/TaxonomyAttribute/10180 : 段数カウンター形式
gid://shopify/TaxonomyAttribute/10181 : 行数カウンターメカニズム
gid://shopify/TaxonomyAttribute/10182 : 段数カウンターの取り付け方法
gid://shopify/TaxonomyAttribute/6801  : ローウェルタイプ
gid://shopify/TaxonomyAttribute/10910 : ローイングマシン部品の種類
gid://shopify/TaxonomyAttribute/6537  : ゴム製のアヒルのキャラクター／テーマ
gid://shopify/TaxonomyAttribute/6538  : ラバーダックの特徴
gid://shopify/TaxonomyAttribute/6539  : ゴム製アヒルのサイズクラス
gid://shopify/TaxonomyAttribute/10183 : ラッフルスタイル
gid://shopify/TaxonomyAttribute/3136  : ラグ/マット機能
gid://shopify/TaxonomyAttribute/2787  : ラグ/マット素材
gid://shopify/TaxonomyAttribute/10911 : ラグビー用ヘッドギアの安全認証
gid://shopify/TaxonomyAttribute/10912 : ラグビーサイズ
gid://shopify/TaxonomyAttribute/10913 : ラグビーのバリエーション
gid://shopify/TaxonomyAttribute/10184 : 定規の縁のタイプ
gid://shopify/TaxonomyAttribute/10185 : 定規の目盛りのスタイル
gid://shopify/TaxonomyAttribute/1465  : ラム酒グレード
gid://shopify/TaxonomyAttribute/10914 : ランナー構造
gid://shopify/TaxonomyAttribute/10915 : ランナー素材
gid://shopify/TaxonomyAttribute/2523  : SFX (特殊効果) 制御技術
gid://shopify/TaxonomyAttribute/1861  : SIMカード対応
gid://shopify/TaxonomyAttribute/1855  : SIMカードの種類
gid://shopify/TaxonomyAttribute/1713  : SPFレベル
gid://shopify/TaxonomyAttribute/10916 : サドルカバースタイル
gid://shopify/TaxonomyAttribute/10917 : サドルデザイン
gid://shopify/TaxonomyAttribute/10918 : 鞍上での種目
gid://shopify/TaxonomyAttribute/2968  : サドルの素材
gid://shopify/TaxonomyAttribute/10919 : サドルマウントタイプ
gid://shopify/TaxonomyAttribute/10920 : サドルパッドの形状
gid://shopify/TaxonomyAttribute/10921 : サドルパッドスタイル
gid://shopify/TaxonomyAttribute/10922 : サドルのパッディング材
gid://shopify/TaxonomyAttribute/10923 : サドルレール素材
gid://shopify/TaxonomyAttribute/10924 : サドルツリー素材
gid://shopify/TaxonomyAttribute/10925 : サドルツリーの幅
gid://shopify/TaxonomyAttribute/1716  : 安全認証
gid://shopify/TaxonomyAttribute/1725  : 安全装置の設置
gid://shopify/TaxonomyAttribute/10186 : 安全に関する資料が入手可能です
gid://shopify/TaxonomyAttribute/8678  : 安全装置付き
gid://shopify/TaxonomyAttribute/2949  : 安全装置の材質
gid://shopify/TaxonomyAttribute/10187 : 安全機能
gid://shopify/TaxonomyAttribute/10926 : 安全ハーネスの種類
gid://shopify/TaxonomyAttribute/10927 : 安全メカニズムタイプ
gid://shopify/TaxonomyAttribute/6125  : 安全ミラーの機能
gid://shopify/TaxonomyAttribute/1732  : サイドレールの設置
gid://shopify/TaxonomyAttribute/6540  : 安全拘束装置の種類
gid://shopify/TaxonomyAttribute/6541  : 安全上の警告
gid://shopify/TaxonomyAttribute/10928 : 帆の形状
gid://shopify/TaxonomyAttribute/2756  : ヨットの種類
gid://shopify/TaxonomyAttribute/7920  : サラダドレッシングの種類
gid://shopify/TaxonomyAttribute/6126  : サラダスピナーの仕組み
gid://shopify/TaxonomyAttribute/7921  : サラダのトッピングのベース材料
gid://shopify/TaxonomyAttribute/7922  : 塩分濃度
gid://shopify/TaxonomyAttribute/6545  : 砂＆水車アイテム付属
gid://shopify/TaxonomyAttribute/6127  : 砂の色
gid://shopify/TaxonomyAttribute/6542  : 砂カップの特徴
gid://shopify/TaxonomyAttribute/6543  : サンドシャベルハンドルスタイル
gid://shopify/TaxonomyAttribute/6544  : 砂遊びセットピース付き
gid://shopify/TaxonomyAttribute/6310  : 砂の種類
gid://shopify/TaxonomyAttribute/3264  : サンダルスタイル
gid://shopify/TaxonomyAttribute/10929 : サンドバッグスタイル
gid://shopify/TaxonomyAttribute/2181  : サンドブラスターの用途
gid://shopify/TaxonomyAttribute/6546  : 砂場底型
gid://shopify/TaxonomyAttribute/6547  : 砂場排水タイプ
gid://shopify/TaxonomyAttribute/6548  : サンドボックス座席タイプ
gid://shopify/TaxonomyAttribute/2182  : サンダータイプ
gid://shopify/TaxonomyAttribute/2187  : ヤスリの用途
gid://shopify/TaxonomyAttribute/7923  : サポジロの種類
gid://shopify/TaxonomyAttribute/7924  : サポテの種類
gid://shopify/TaxonomyAttribute/1865  : 衛星カバーエリア
gid://shopify/TaxonomyAttribute/5508  : 衛星メッセージング機能
gid://shopify/TaxonomyAttribute/5023  : 衛星ナビゲーションシステムのサポート
gid://shopify/TaxonomyAttribute/1866  : 衛星ネットワークの種類
gid://shopify/TaxonomyAttribute/10188 : サテンリボン表面タイプ
gid://shopify/TaxonomyAttribute/7925  : ソースの粘土
gid://shopify/TaxonomyAttribute/7926  : ソース商品フォーム
gid://shopify/TaxonomyAttribute/7927  : ソースの種類
gid://shopify/TaxonomyAttribute/6128  : ソーサーの機能
gid://shopify/TaxonomyAttribute/3363  : サウナアクセサリー付き
gid://shopify/TaxonomyAttribute/6129  : サウナのフォームファクター
gid://shopify/TaxonomyAttribute/6130  : サウナヒーターの種類
gid://shopify/TaxonomyAttribute/10189 : サックス本体の仕上げ
gid://shopify/TaxonomyAttribute/10190 : サクソフォン本体タイプ
gid://shopify/TaxonomyAttribute/10191 : サックスの構造スタイル
gid://shopify/TaxonomyAttribute/10192 : サックスに付属するアクセサリー
gid://shopify/TaxonomyAttribute/10193 : サックスのキーシステム
gid://shopify/TaxonomyAttribute/10194 : サックスのキータッチ素材
gid://shopify/TaxonomyAttribute/10195 : サックス用マウスピースのバッフルタイプ
gid://shopify/TaxonomyAttribute/10196 : サックスのネックタイプ
gid://shopify/TaxonomyAttribute/10197 : サックスパッケージ内容
gid://shopify/TaxonomyAttribute/10198 : サックスのリードカット
gid://shopify/TaxonomyAttribute/10199 : サックスのリードの素材の種類
gid://shopify/TaxonomyAttribute/10200 : サクソフォンリード強度スケール
gid://shopify/TaxonomyAttribute/10201 : サックス小物部スレッドサイズ
gid://shopify/TaxonomyAttribute/10202 : サックススワブアプリエリア
gid://shopify/TaxonomyAttribute/10203 : 鞘の素材
gid://shopify/TaxonomyAttribute/2195  : 足場の取り付けタイプ
gid://shopify/TaxonomyAttribute/2381  : スケールモデル関連用品の種類
gid://shopify/TaxonomyAttribute/10204 : スケールモデル組み立て状況
gid://shopify/TaxonomyAttribute/10205 : スケールモデルカーの特徴
gid://shopify/TaxonomyAttribute/10206 : スケールモデルキットの組み立て要件
gid://shopify/TaxonomyAttribute/10207 : スケールモデルキット付属コンポーネント
gid://shopify/TaxonomyAttribute/3284  : スケールモデルキットタイプ
gid://shopify/TaxonomyAttribute/2932  : スケールモデル材料
gid://shopify/TaxonomyAttribute/10208 : スケールモデル塗装状況
gid://shopify/TaxonomyAttribute/10209 : スケールモデルポーズ
gid://shopify/TaxonomyAttribute/10210 : スケールモデルローター構成
gid://shopify/TaxonomyAttribute/2382  : スケールモデルのテーマ
gid://shopify/TaxonomyAttribute/10211 : スケールモデルトラックの年代
gid://shopify/TaxonomyAttribute/10212 : スケールモデルトラックの推進方式
gid://shopify/TaxonomyAttribute/10213 : スケール単位
gid://shopify/TaxonomyAttribute/5166  : 頭皮の悩み
gid://shopify/TaxonomyAttribute/2599  : メス替刃の番号
gid://shopify/TaxonomyAttribute/3053  : メス刃形状
gid://shopify/TaxonomyAttribute/2600  : メスハンドルの番号
gid://shopify/TaxonomyAttribute/3092  : スキャナの機能
gid://shopify/TaxonomyAttribute/5384  : スキャナーグリップ互換性
gid://shopify/TaxonomyAttribute/5385  : スキャナーメンテナンスキットタイプ
gid://shopify/TaxonomyAttribute/1904  : スキャナーセンサーの種類
gid://shopify/TaxonomyAttribute/3256  : スカーフ/ショールスタイル
gid://shopify/TaxonomyAttribute/2024  : シーンモード
gid://shopify/TaxonomyAttribute/10930 : 香りの機能
gid://shopify/TaxonomyAttribute/10931 : 香りの発生源
gid://shopify/TaxonomyAttribute/8679  : スクールバスの車体タイプ
gid://shopify/TaxonomyAttribute/8680  : スクールバスの安全機能
gid://shopify/TaxonomyAttribute/10214 : 学校用のりの洗いやすさ
gid://shopify/TaxonomyAttribute/2344  : ハサミの刃の種類
gid://shopify/TaxonomyAttribute/10215 : ハサミの用途
