# Shopify Product Taxonomy - Categories: 2024-10-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : ペット・ペット用品
gid://shopify/TaxonomyCategory/sg-4-4-1-1-2      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用荷物入れ > 自転車用パニアバッグ
gid://shopify/TaxonomyCategory/sg-4-4-1-1-3      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用荷物入れ > 自転車トップケース
gid://shopify/TaxonomyCategory/sg-4-4-1-2        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車カゴ
gid://shopify/TaxonomyCategory/sg-4-4-1-3        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用ベル
gid://shopify/TaxonomyCategory/sg-4-4-1-4        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用ケージ
gid://shopify/TaxonomyCategory/sg-4-4-1-4-1      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用ケージ > 自転車用ボトルケージ
gid://shopify/TaxonomyCategory/sg-4-4-1-4-2      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用ケージ > 自転車用収納ケージ
gid://shopify/TaxonomyCategory/sg-4-4-1-5        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用チャイルドシート関連用品・部品
gid://shopify/TaxonomyCategory/sg-4-4-1-6        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用チャイルドシート
gid://shopify/TaxonomyCategory/sg-4-4-1-7        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > サイクルコンピューター関連用品
gid://shopify/TaxonomyCategory/sg-4-4-1-7-1      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > サイクルコンピューター関連用品 > サイクルコンピューターのバッテリー
gid://shopify/TaxonomyCategory/sg-4-4-1-7-2      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > サイクルコンピューター関連用品 > サイクルコンピューターのケイデンスセンサー
gid://shopify/TaxonomyCategory/sg-4-4-1-7-3      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > サイクルコンピューター関連用品 > サイクルコンピューターケース
gid://shopify/TaxonomyCategory/sg-4-4-1-7-4      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > サイクルコンピューター関連用品 > サイクルコンピューターマウント
gid://shopify/TaxonomyCategory/sg-4-4-1-7-5      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > サイクルコンピューター関連用品 > サイクルコンピューターRPMセンサー
gid://shopify/TaxonomyCategory/sg-4-4-1-7-6      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > サイクルコンピューター関連用品 > サイクルコンピューターのトランスミッター
gid://shopify/TaxonomyCategory/sg-4-4-1-8        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > サイクルコンピューター
gid://shopify/TaxonomyCategory/sg-4-4-1-9        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車カバー
gid://shopify/TaxonomyCategory/sg-4-4-1-10       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車泥よけ
gid://shopify/TaxonomyCategory/sg-4-4-1-11       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車荷台
gid://shopify/TaxonomyCategory/sg-4-4-1-12       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車ハンドルバー グリップ、自転車ハンドルバー装飾品
gid://shopify/TaxonomyCategory/sg-4-4-1-13       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用ロック
gid://shopify/TaxonomyCategory/sg-4-4-1-13-1     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用ロック > 自転車用ケーブルロック
gid://shopify/TaxonomyCategory/sg-4-4-1-13-2     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用ロック > 自転車用チェーンロック
gid://shopify/TaxonomyCategory/sg-4-4-1-13-3     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用ロック > 自転車用ディスクロック
gid://shopify/TaxonomyCategory/sg-4-4-1-13-4     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用ロック > 自転車用フォールディングロック
gid://shopify/TaxonomyCategory/sg-4-4-1-13-5     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用ロック > 自転車用グランウンドアンカー
gid://shopify/TaxonomyCategory/sg-4-4-1-13-6     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用ロック > 自転車用ロッキングスキュワー
gid://shopify/TaxonomyCategory/sg-4-4-1-13-7     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用ロック > 自転車用リングロック
gid://shopify/TaxonomyCategory/sg-4-4-1-13-8     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用ロック > 自転車用Uロック
gid://shopify/TaxonomyCategory/sg-4-4-1-13-9     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用ロック > 自転車用ホイールロック
gid://shopify/TaxonomyCategory/sg-4-4-1-13-10    : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用ロック > 自転車用結束バンド
gid://shopify/TaxonomyCategory/sg-4-4-1-14       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用ミラー
gid://shopify/TaxonomyCategory/sg-4-4-1-15       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車空気入れ
gid://shopify/TaxonomyCategory/sg-4-4-1-16       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車サドルカバー
gid://shopify/TaxonomyCategory/sg-4-4-1-17       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用ショックポンプ
gid://shopify/TaxonomyCategory/sg-4-4-1-18       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用スポークビーズ
gid://shopify/TaxonomyCategory/sg-4-4-1-19       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車スタンド・収納器具
gid://shopify/TaxonomyCategory/sg-4-4-1-20       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車タイヤ用パッチ・修理キット
gid://shopify/TaxonomyCategory/sg-4-4-1-20-1     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車タイヤ用パッチ・修理キット > 自転車用タイヤレバー
gid://shopify/TaxonomyCategory/sg-4-4-1-20-2     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車タイヤ用パッチ・修理キット > 自転車タイヤ用修理キット
gid://shopify/TaxonomyCategory/sg-4-4-1-20-3     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車タイヤ用パッチ・修理キット > 自転車タイヤ用修理パッチ
gid://shopify/TaxonomyCategory/sg-4-4-1-20-4     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車タイヤ用パッチ・修理キット > 自転車タイヤ用修理スタンド
gid://shopify/TaxonomyCategory/sg-4-4-1-20-5     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車タイヤ用パッチ・修理キット > 自転車タイヤ用シーラント
gid://shopify/TaxonomyCategory/sg-4-4-1-21       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用トーストラップ・トークリップ
gid://shopify/TaxonomyCategory/sg-4-4-1-22       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用工具
gid://shopify/TaxonomyCategory/sg-4-4-1-22-1     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用工具 > 自転車用チェーン工具
gid://shopify/TaxonomyCategory/sg-4-4-1-22-2     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用工具 > 自転車用マルチツール
gid://shopify/TaxonomyCategory/sg-4-4-1-23       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用トレーラー
gid://shopify/TaxonomyCategory/sg-4-4-1-24       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車トレーニング用品
gid://shopify/TaxonomyCategory/sg-4-4-1-24-1     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車トレーニング用品 > フルード式自転車トレーニング用品
gid://shopify/TaxonomyCategory/sg-4-4-1-24-2     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車トレーニング用品 > 磁気抵抗自転車トレーニング用品
gid://shopify/TaxonomyCategory/sg-4-4-1-24-3     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車トレーニング用品 > ローラー自転車トレーニング用品
gid://shopify/TaxonomyCategory/sg-4-4-1-24-4     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車トレーニング用品 > 風抵抗自転車トレーニング用品
gid://shopify/TaxonomyCategory/sg-4-4-1-25       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車補助輪
gid://shopify/TaxonomyCategory/sg-4-4-1-26       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用キャリーバッグ・収納ケース
gid://shopify/TaxonomyCategory/sg-4-4-1-27       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車用サーフボードキャリア
gid://shopify/TaxonomyCategory/sg-4-4-1-28       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車関連用品 > 自転車電動化キット
gid://shopify/TaxonomyCategory/sg-4-4-2          : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ
gid://shopify/TaxonomyCategory/sg-4-4-2-1        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ブレーキパーツ
gid://shopify/TaxonomyCategory/sg-4-4-2-1-1      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ブレーキパーツ > 自転車ブレーキキャリパー
gid://shopify/TaxonomyCategory/sg-4-4-2-1-2      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ブレーキパーツ > 自転車ブレーキレバー
gid://shopify/TaxonomyCategory/sg-4-4-2-1-3      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ブレーキパーツ > 自転車ブレーキローター
gid://shopify/TaxonomyCategory/sg-4-4-2-1-4      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ブレーキパーツ > 自転車ブレーキセット
gid://shopify/TaxonomyCategory/sg-4-4-2-2        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車用ケーブルハウジング
gid://shopify/TaxonomyCategory/sg-4-4-2-3        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車用ケーブル
gid://shopify/TaxonomyCategory/sg-4-4-2-4        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車駆動系パーツ
gid://shopify/TaxonomyCategory/sg-4-4-2-4-1      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車駆動系パーツ > 自転車ボトムブラケット
gid://shopify/TaxonomyCategory/sg-4-4-2-4-2      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車駆動系パーツ > 自転車スプロケット
gid://shopify/TaxonomyCategory/sg-4-4-2-4-2-1    : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車駆動系パーツ > 自転車スプロケット > 自転車カセットスプロケット
gid://shopify/TaxonomyCategory/sg-4-4-2-4-2-2    : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車駆動系パーツ > 自転車スプロケット > 自転車フリーホイール
gid://shopify/TaxonomyCategory/sg-4-4-2-4-3      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車駆動系パーツ > 自転車チェーンリング
gid://shopify/TaxonomyCategory/sg-4-4-2-4-4      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車駆動系パーツ > 自転車チェーン
gid://shopify/TaxonomyCategory/sg-4-4-2-4-5      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車駆動系パーツ > 自転車クランク
gid://shopify/TaxonomyCategory/sg-4-4-2-4-6      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車駆動系パーツ > 自転車ディレイラー
gid://shopify/TaxonomyCategory/sg-4-4-2-4-7      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車駆動系パーツ > 自転車ペダル
gid://shopify/TaxonomyCategory/sg-4-4-2-4-8      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車駆動系パーツ > 自転車ギアシフター
gid://shopify/TaxonomyCategory/sg-4-4-2-5        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車用フロントフォーク
gid://shopify/TaxonomyCategory/sg-4-4-2-6        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車フレーム
gid://shopify/TaxonomyCategory/sg-4-4-2-7        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車コンポーネント
gid://shopify/TaxonomyCategory/sg-4-4-2-8        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車用エクステンションバー
gid://shopify/TaxonomyCategory/sg-4-4-2-9        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車用ハンドル
gid://shopify/TaxonomyCategory/sg-4-4-2-10       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車用ヘッドセットパーツ
gid://shopify/TaxonomyCategory/sg-4-4-2-10-1     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車用ヘッドセットパーツ > 自転車用ヘッドセットベアリング
gid://shopify/TaxonomyCategory/sg-4-4-2-10-2     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車用ヘッドセットパーツ > 自転車用ヘッドセットスペーサー
gid://shopify/TaxonomyCategory/sg-4-4-2-11       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車用ヘッドセット
gid://shopify/TaxonomyCategory/sg-4-4-2-12       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車用キックスタンド
gid://shopify/TaxonomyCategory/sg-4-4-2-13       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車サドル
gid://shopify/TaxonomyCategory/sg-4-4-2-14       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車シートクランプ
gid://shopify/TaxonomyCategory/sg-4-4-2-15       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車シートポスト
gid://shopify/TaxonomyCategory/sg-4-4-2-16       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車用小型パーツ
gid://shopify/TaxonomyCategory/sg-4-4-2-16-1     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車用小型パーツ > 自転車用ケーブルエンド
gid://shopify/TaxonomyCategory/sg-4-4-2-16-2     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車用小型パーツ > 自転車用チェーンリンク
gid://shopify/TaxonomyCategory/sg-4-4-2-16-3     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車用小型パーツ > 自転車用スポークニップル
gid://shopify/TaxonomyCategory/sg-4-4-2-17       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ハンドルステム
gid://shopify/TaxonomyCategory/sg-4-4-2-18       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車タイヤ用バルブアダプター
gid://shopify/TaxonomyCategory/sg-4-4-2-19       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車タイヤ用バルブキャップ
gid://shopify/TaxonomyCategory/sg-4-4-2-20       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車用タイヤバルブ
gid://shopify/TaxonomyCategory/sg-4-4-2-21       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車タイヤ
gid://shopify/TaxonomyCategory/sg-4-4-2-21-1     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車タイヤ > クリンチャー
gid://shopify/TaxonomyCategory/sg-4-4-2-21-2     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車タイヤ > チューブレスレディタイヤ
gid://shopify/TaxonomyCategory/sg-4-4-2-21-3     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車タイヤ > チューブレスタイヤ
gid://shopify/TaxonomyCategory/sg-4-4-2-21-4     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車タイヤ > チューブラータイヤ
gid://shopify/TaxonomyCategory/sg-4-4-2-22       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車タイヤチューブ
gid://shopify/TaxonomyCategory/sg-4-4-2-23       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ホイールパーツ
gid://shopify/TaxonomyCategory/sg-4-4-2-23-1     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ホイールパーツ > 自転車用フットペグ
gid://shopify/TaxonomyCategory/sg-4-4-2-23-2     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ホイールパーツ > 自転車車軸用部品
gid://shopify/TaxonomyCategory/sg-4-4-2-23-2-1   : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ホイールパーツ > 自転車車軸用部品 > ハブベアリング
gid://shopify/TaxonomyCategory/sg-4-4-2-23-2-2   : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ホイールパーツ > 自転車車軸用部品 > ハブコーン
gid://shopify/TaxonomyCategory/sg-4-4-2-23-2-3   : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ホイールパーツ > 自転車車軸用部品 > クイックリリース
gid://shopify/TaxonomyCategory/sg-4-4-2-23-3     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ホイールパーツ > 自転車ハブ
gid://shopify/TaxonomyCategory/sg-4-4-2-23-4     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ホイールパーツ > 自転車用リムテープ
gid://shopify/TaxonomyCategory/sg-4-4-2-23-5     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ホイールパーツ > 自転車スポーク
gid://shopify/TaxonomyCategory/sg-4-4-2-23-6     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ホイールパーツ > 自転車用車軸・スキュワー
gid://shopify/TaxonomyCategory/sg-4-4-2-23-7     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ホイールパーツ > 自転車ホイールニップル
gid://shopify/TaxonomyCategory/sg-4-4-2-23-8     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ホイールパーツ > 自転車ホイールリム
gid://shopify/TaxonomyCategory/sg-4-4-2-24       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ホイール
gid://shopify/TaxonomyCategory/sg-4-4-2-24-1     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ホイール > 自転車の前輪
gid://shopify/TaxonomyCategory/sg-4-4-2-24-2     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ホイール > 自転車電動後輪
gid://shopify/TaxonomyCategory/sg-4-4-2-24-3     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ホイール > 自転車の後輪
gid://shopify/TaxonomyCategory/sg-4-4-2-24-4     : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車パーツ > 自転車ホイール > 自転車ホイールセット
gid://shopify/TaxonomyCategory/sg-4-4-3          : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車
gid://shopify/TaxonomyCategory/sg-4-4-3-1        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車 > BMXバイク
gid://shopify/TaxonomyCategory/sg-4-4-3-2        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車 > シティバイク
gid://shopify/TaxonomyCategory/sg-4-4-3-3        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車 > クロスカントリーバイク
gid://shopify/TaxonomyCategory/sg-4-4-3-4        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車 > クルーザーバイク
gid://shopify/TaxonomyCategory/sg-4-4-3-5        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車 > 電動自転車
gid://shopify/TaxonomyCategory/sg-4-4-3-6        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車 > ファットバイク
gid://shopify/TaxonomyCategory/sg-4-4-3-7        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車 > 折りたたみ自転車
gid://shopify/TaxonomyCategory/sg-4-4-3-8        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車 > 荷物運搬用自転車
gid://shopify/TaxonomyCategory/sg-4-4-3-9        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車 > ハイブリッドバイク
gid://shopify/TaxonomyCategory/sg-4-4-3-10       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車 > マウンテンバイク
gid://shopify/TaxonomyCategory/sg-4-4-3-11       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車 > ロードバイク
gid://shopify/TaxonomyCategory/sg-4-4-3-12       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車 > タンデムバイク
gid://shopify/TaxonomyCategory/sg-4-4-3-13       : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車 > トラックバイク
gid://shopify/TaxonomyCategory/sg-4-4-4          : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車ウェア・小物
gid://shopify/TaxonomyCategory/sg-4-4-4-1        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車ウェア・小物 > 自転車用クリート関連用品
gid://shopify/TaxonomyCategory/sg-4-4-4-1-1      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車ウェア・小物 > 自転車用クリート関連用品 > 自転車用クリート取付ボルト
gid://shopify/TaxonomyCategory/sg-4-4-4-1-2      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車ウェア・小物 > 自転車用クリート関連用品 > 自転車用クリートカバー
gid://shopify/TaxonomyCategory/sg-4-4-4-1-3      : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車ウェア・小物 > 自転車用クリート関連用品 > 自転車用クリートシム・クリートウェッジ
gid://shopify/TaxonomyCategory/sg-4-4-4-2        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車ウェア・小物 > 自転車用クリート
gid://shopify/TaxonomyCategory/sg-4-4-4-3        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車ウェア・小物 > 自転車用グローブ
gid://shopify/TaxonomyCategory/sg-4-4-4-4        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車ウェア・小物 > 自転車用ヘルメット向け部品/アクセサリー
gid://shopify/TaxonomyCategory/sg-4-4-4-5        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車ウェア・小物 > 自転車用ヘルメット
gid://shopify/TaxonomyCategory/sg-4-4-4-6        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車ウェア・小物 > 自転車用プロテクター
gid://shopify/TaxonomyCategory/sg-4-4-4-7        : スポーツ用品 > 屋外レクリエーション > サイクリング > 自転車ウェア・小物 > 自転車用シューズカバー
gid://shopify/TaxonomyCategory/sg-4-4-5          : スポーツ用品 > 屋外レクリエーション > サイクリング > 三輪車関連用品
gid://shopify/TaxonomyCategory/sg-4-4-5-1        : スポーツ用品 > 屋外レクリエーション > サイクリング > 三輪車関連用品 > 三輪車のカゴ
gid://shopify/TaxonomyCategory/sg-4-4-5-2        : スポーツ用品 > 屋外レクリエーション > サイクリング > 三輪車関連用品 > 三輪車のベル
gid://shopify/TaxonomyCategory/sg-4-4-5-3        : スポーツ用品 > 屋外レクリエーション > サイクリング > 三輪車関連用品 > 三輪車の旗
gid://shopify/TaxonomyCategory/sg-4-4-6          : スポーツ用品 > 屋外レクリエーション > サイクリング > 三輪車
gid://shopify/TaxonomyCategory/sg-4-4-7          : スポーツ用品 > 屋外レクリエーション > サイクリング > 一輪車関連用品
gid://shopify/TaxonomyCategory/sg-4-4-7-1        : スポーツ用品 > 屋外レクリエーション > サイクリング > 一輪車関連用品 > 一輪車のペダル
gid://shopify/TaxonomyCategory/sg-4-4-7-2        : スポーツ用品 > 屋外レクリエーション > サイクリング > 一輪車関連用品 > 一輪車のタイヤ
gid://shopify/TaxonomyCategory/sg-4-4-8          : スポーツ用品 > 屋外レクリエーション > サイクリング > 一輪車
gid://shopify/TaxonomyCategory/sg-4-5            : スポーツ用品 > 屋外レクリエーション > 乗馬
gid://shopify/TaxonomyCategory/sg-4-5-1          : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬用品
gid://shopify/TaxonomyCategory/sg-4-5-1-1        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬用品 > 馬用毛布・シーツ
gid://shopify/TaxonomyCategory/sg-4-5-1-2        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬用品 > 馬用ブーツ・レッグラップ
gid://shopify/TaxonomyCategory/sg-4-5-1-3        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬用品 > 馬用飼料
gid://shopify/TaxonomyCategory/sg-4-5-1-3-1      : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬用品 > 馬用飼料 > 馬用飼料サプリメント
gid://shopify/TaxonomyCategory/sg-4-5-1-4        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬用品 > 馬用フライマスク
gid://shopify/TaxonomyCategory/sg-4-5-1-5        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬用品 > 馬用グルーミング用品
gid://shopify/TaxonomyCategory/sg-4-5-1-5-1      : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬用品 > 馬用グルーミング用品 > 馬用バリカン
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2      : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬用品 > 馬用グルーミング用品 > 馬用グルーミングコーム・ブラシ
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-1    : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬用品 > 馬用グルーミング用品 > 馬用グルーミングコーム・ブラシ > 馬用グルーミングブラシ
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-2    : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬用品 > 馬用グルーミング用品 > 馬用グルーミングコーム・ブラシ > 馬用グルーミングコーム
