# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : การออกแบบการสวมใส่แว่น 3D
gid://shopify/TaxonomyAttribute/6244  : คุณสมบัติของที่ใส่อุปกรณ์ครัว
gid://shopify/TaxonomyAttribute/6245  : คุณสมบัติของถาดเก็บช้อนส้อม
gid://shopify/TaxonomyAttribute/2656  : ประเภทงานยูทิลิตี้/บำรุงรักษา
gid://shopify/TaxonomyAttribute/5414  : การกำหนดค่า VCR
gid://shopify/TaxonomyAttribute/1880  : รองรับโปรโตคอล Vdi
gid://shopify/TaxonomyAttribute/5390  : รูปแบบการติดตั้ง VESA
gid://shopify/TaxonomyAttribute/1512  : อัตราส่วน VG/PG
gid://shopify/TaxonomyAttribute/8880  : มาตรฐานการปฏิบัติตาม VOC
gid://shopify/TaxonomyAttribute/8881  : ประเภทการควบคุม VOC
gid://shopify/TaxonomyAttribute/1382  : เทคโนโลยีการกรองอากาศแบบสูญญากาศ
gid://shopify/TaxonomyAttribute/6246  : ประเภทการเชื่อมต่อท่อดูดฝุ่น
gid://shopify/TaxonomyAttribute/8825  : พอร์ตอ้างอิงสุญญากาศ/Boost
gid://shopify/TaxonomyAttribute/6247  : สไตล์ผ้าม่านระบาย
gid://shopify/TaxonomyAttribute/6248  : คุณลักษณะของที่แขวนกุญแจสำหรับจอดรถ
gid://shopify/TaxonomyAttribute/11174 : รูปทรงฐานวาล์ว
gid://shopify/TaxonomyAttribute/6319  : รูปแบบของวาล์ว
gid://shopify/TaxonomyAttribute/11175 : ประเภทไส้วาล์ว
gid://shopify/TaxonomyAttribute/8826  : วัสดุปะเก็นฝาครอบวาล์ว
gid://shopify/TaxonomyAttribute/8827  : วัสดุที่ใช้ทำฝาครอบวาล์ว
gid://shopify/TaxonomyAttribute/8828  : การออกแบบวาล์ว
gid://shopify/TaxonomyAttribute/10493 : พื้นที่ครอบคลุมของตัวป้องกันวาล์ว
gid://shopify/TaxonomyAttribute/6249  : มุมของจุ๊บเติมลม
gid://shopify/TaxonomyAttribute/1280  : ประเภทวาล์ว
gid://shopify/TaxonomyAttribute/8829  : รูปแบบขบวนเปิดปิดลิ้น
gid://shopify/TaxonomyAttribute/2748  : ประเภทรถตู้
gid://shopify/TaxonomyAttribute/1511  : สไตล์ของการทำไอระเหย
gid://shopify/TaxonomyAttribute/10494 : ฐานสูตรน้ำยาเคลือบเงา
gid://shopify/TaxonomyAttribute/10495 : ความโปร่งใส/สีของน้ำยาเคลือบเงา
gid://shopify/TaxonomyAttribute/2067  : การใช้งานเคลือบเงา/เคลือบสี
gid://shopify/TaxonomyAttribute/6250  : ประเภทของวัสดุสำหรับตกแต่งแจกัน
gid://shopify/TaxonomyAttribute/1355  : รูปทรงแจกัน
gid://shopify/TaxonomyAttribute/10496 : เนื้อหาเรื่องผัก (VM)
gid://shopify/TaxonomyAttribute/7990  : สไตล์การเตรียมผัก
gid://shopify/TaxonomyAttribute/3214  : คุณลักษณะของสัญญาณกันขโมย/ล็อครถ
gid://shopify/TaxonomyAttribute/2706  : พื้นที่ใช้งานยานพาหนะ
gid://shopify/TaxonomyAttribute/8830  : รูปแบบ DSP สำหรับระบบเสียงในรถยนต์
gid://shopify/TaxonomyAttribute/3199  : คุณลักษณะของระบบเครื่องเสียงรถยนต์
gid://shopify/TaxonomyAttribute/8831  : คุณสมบัติของเครื่องชาร์จแบตเตอรี่รถยนต์
gid://shopify/TaxonomyAttribute/8832  : รูปแบบสารอุดตัวถังรถยนต์
gid://shopify/TaxonomyAttribute/3201  : คุณลักษณะของระบบเบรกยานยนต์
gid://shopify/TaxonomyAttribute/3211  : คุณลักษณะของอุปกรณ์ทำความสะอาดยานรถยนต์
gid://shopify/TaxonomyAttribute/8833  : ขนาดระบุของลำโพงโคแอกเซียลในรถยนต์
gid://shopify/TaxonomyAttribute/8834  : ขนาดของผ้าคลุมรถ
gid://shopify/TaxonomyAttribute/3212  : คุณลักษณะของอุปกรณ์ตกแต่งรถยนต์
gid://shopify/TaxonomyAttribute/8835  : รวมชุดตกแต่งรถแล้ว
gid://shopify/TaxonomyAttribute/8836  : วิธีการทำงานของระบบล็อกประตูรถยนต์
gid://shopify/TaxonomyAttribute/8837  : ตัวกระตุ้นการล็อคประตูรถยนต์ รายละเอียด
gid://shopify/TaxonomyAttribute/8838  : การกำหนดค่าการเดินสายไฟของกลไกการล็อกประตูรถยนต์
gid://shopify/TaxonomyAttribute/8839  : ส่วนประกอบของระบบล็อคประตูรถยนต์
gid://shopify/TaxonomyAttribute/3210  : คุณลักษณะของอุปกรณ์ขับขี่/ควบคุมรถ
gid://shopify/TaxonomyAttribute/8840  : ประเภทขั้วต่อไฟฟ้าของยานยนต์
gid://shopify/TaxonomyAttribute/3204  : คุณลักษณะของเครื่องยนต์/ชิ้นส่วนรถยนต์
gid://shopify/TaxonomyAttribute/8841  : ระดับการติดตั้งอุปกรณ์ยานพาหนะ
gid://shopify/TaxonomyAttribute/3407  : ประเภทท่อไอเสียรถยนต์
gid://shopify/TaxonomyAttribute/3215  : คุณลักษณะของยานยนต์
gid://shopify/TaxonomyAttribute/4681  : การกำหนดค่าพื้นรถ
gid://shopify/TaxonomyAttribute/3213  : คุณลักษณะของของเหลวในรถยนต์
gid://shopify/TaxonomyAttribute/3410  : ประเภทของของเหลวในรถยนต์
gid://shopify/TaxonomyAttribute/3206  : คุณลักษณะของโครง/ตัวถังรถยนต์
gid://shopify/TaxonomyAttribute/8842  : น้ำยาทำความสะอาดกระจกรถยนต์
gid://shopify/TaxonomyAttribute/8843  : ประเภทไฟส่องสว่างฝาครอบหัวต่อรถยนต์
gid://shopify/TaxonomyAttribute/8844  : ประเภทการติดตั้งฝาครอบหัวบอลลากจูง
gid://shopify/TaxonomyAttribute/8845  : การตกแต่งป้ายทะเบียนรถ
gid://shopify/TaxonomyAttribute/8846  : การออกแบบกรอบป้ายทะเบียนรถที่ป้องกันการโจรกรรม
gid://shopify/TaxonomyAttribute/8847  : ป้ายทะเบียนรถ Frame เพลท มาตรฐาน
gid://shopify/TaxonomyAttribute/8848  : รูปทรงกรอบป้ายทะเบียนรถยนต์
gid://shopify/TaxonomyAttribute/8849  : จำนวนรูยึดป้ายทะเบียนรถยนต์
gid://shopify/TaxonomyAttribute/8850  : รูปแบบรูยึดป้ายทะเบียนรถ
gid://shopify/TaxonomyAttribute/8851  : การสะท้อนแสงของป้ายทะเบียนรถยนต์
gid://shopify/TaxonomyAttribute/8852  : ขนาดมาตรฐานป้ายทะเบียนรถยนต์
gid://shopify/TaxonomyAttribute/8853  : รูปแบบข้อความป้ายทะเบียนรถ
gid://shopify/TaxonomyAttribute/8854  : ธีมป้ายทะเบียนรถยนต์
gid://shopify/TaxonomyAttribute/8855  : วิธีการทำงานของลิฟต์ยกยานยนต์
gid://shopify/TaxonomyAttribute/8856  : ประเภทการติดตั้งยกยานพาหนะ
gid://shopify/TaxonomyAttribute/8857  : ประเภทของลิฟต์ยกยานยนต์
gid://shopify/TaxonomyAttribute/8858  : ประเภทการยึดแม่เหล็กสำหรับยานพาหนะ
gid://shopify/TaxonomyAttribute/8859  : วัตถุประสงค์การใช้งานแม่เหล็กติดรถยนต์
gid://shopify/TaxonomyAttribute/8860  : ประเภทการปรับกระจกมองข้างรถยนต์
gid://shopify/TaxonomyAttribute/3408  : การออกแบบของกระจกรถยนต์
gid://shopify/TaxonomyAttribute/3207  : คุณลักษณะของกระจกรถยนต์
gid://shopify/TaxonomyAttribute/8861  : ประเภทกระจกมองข้างรถยนต์
gid://shopify/TaxonomyAttribute/3409  : ประเภทของกระจกรถยนต์
gid://shopify/TaxonomyAttribute/5431  : ตำแหน่งติดตั้งในรถยนต์
gid://shopify/TaxonomyAttribute/3202  : คุณลักษณะของน้ำมันรถยนต์
gid://shopify/TaxonomyAttribute/8862  : คุณสมบัติของอุปกรณ์จัดระเบียบในรถยนต์
gid://shopify/TaxonomyAttribute/8863  : เคมี/พื้นฐานของสีรถยนต์
gid://shopify/TaxonomyAttribute/2713  : ประเภทสีรถยนต์
gid://shopify/TaxonomyAttribute/1271  : การจัดวางยานพาหนะ
gid://shopify/TaxonomyAttribute/8864  : วิธีการสมัครขัดสีรถยนต์
gid://shopify/TaxonomyAttribute/8865  : ชุดอุปกรณ์ติดตามยานพาหนะ
gid://shopify/TaxonomyAttribute/8866  : ตำแหน่งอุปกรณ์ความปลอดภัยของยานพาหนะ
gid://shopify/TaxonomyAttribute/8867  : คุณสมบัติการมองเห็นอุปกรณ์ความปลอดภัยของยานพาหนะ
gid://shopify/TaxonomyAttribute/8868  : แถวที่นั่งในรถยนต์
gid://shopify/TaxonomyAttribute/3208  : คุณลักษณะของที่นั่งในรถยนต์
gid://shopify/TaxonomyAttribute/8869  : ประเภทการช่วยบังคับเลี้ยวของยานพาหนะ
gid://shopify/TaxonomyAttribute/8870  : รูปแบบการล็อกพวงมาลัยรถยนต์
gid://shopify/TaxonomyAttribute/3209  : คุณลักษณะของระบบกันสะเทือนรถยนต์
gid://shopify/TaxonomyAttribute/2701  : ประเภทยางรถยนต์
gid://shopify/TaxonomyAttribute/2705  : ประเภทยานพาหนะ
gid://shopify/TaxonomyAttribute/8871  : แว๊กซ์/ขัดเงารถยนต์ สินค้าฟอร์ม
gid://shopify/TaxonomyAttribute/8872  : ประเภทวาล์วเติมลมล้อรถยนต์
gid://shopify/TaxonomyAttribute/8873  : สูตรน้ำยาเช็ดกระจกรถยนต์
gid://shopify/TaxonomyAttribute/6849  : ประเภทความยาวผ้าคลุมหน้า
gid://shopify/TaxonomyAttribute/10497 : ระดับความทึบแสงของกระดาษไข
gid://shopify/TaxonomyAttribute/6251  : ประเภทท่อระบายอากาศ
gid://shopify/TaxonomyAttribute/6252  : รูปแบบช่องระบายอากาศ
gid://shopify/TaxonomyAttribute/8874  : รูปแบบระบบระบายอากาศ
gid://shopify/TaxonomyAttribute/11176 : ประเภทการควบคุมการระบายอากาศ
gid://shopify/TaxonomyAttribute/8875  : ระดับการระบายอากาศ
gid://shopify/TaxonomyAttribute/5582  : ประเภทการระบายอากาศ
gid://shopify/TaxonomyAttribute/8876  : การออกแบบช่องระบายอากาศ
gid://shopify/TaxonomyAttribute/2607  : เทคโนโลยีการตรวจสอบ
gid://shopify/TaxonomyAttribute/11177 : ประเภทห้องโถงทางเข้า
gid://shopify/TaxonomyAttribute/10498 : วัสดุแท่งไวบราโฟน
gid://shopify/TaxonomyAttribute/10499 : ประเภทมอเตอร์แบบไวบราโฟน
gid://shopify/TaxonomyAttribute/10500 : ช่วงเสียงของไวบราโฟน (อ็อกเทฟ)
gid://shopify/TaxonomyAttribute/10501 : วัสดุท่อเรโซเนเตอร์ของไวบราโฟน
gid://shopify/TaxonomyAttribute/10502 : มาตรฐานการปรับเสียงไวบราโฟน
gid://shopify/TaxonomyAttribute/1963  : รองรับตัวแปลงสัญญาณวิดีโอ/รูปแบบ
gid://shopify/TaxonomyAttribute/3168  : คุณลักษณะของเนื้อหาวิดีโอเกม
gid://shopify/TaxonomyAttribute/4678  : รูปแบบวิดีโอเกม
gid://shopify/TaxonomyAttribute/2677  : ประเภทวิดีโอเกม
gid://shopify/TaxonomyAttribute/3380  : แพลตฟอร์มวิดีโอเกม
gid://shopify/TaxonomyAttribute/2678  : ประเภทย่อยของวิดีโอเกม
gid://shopify/TaxonomyAttribute/1916  : ประเภทพอร์ตวิดีโอ
gid://shopify/TaxonomyAttribute/5412  : ประเภทเครื่องบันทึกวิดีโอ
gid://shopify/TaxonomyAttribute/1965  : รหัสภูมิภาควิดีโอ
gid://shopify/TaxonomyAttribute/1805  : รองรับความละเอียดวิดีโอ
gid://shopify/TaxonomyAttribute/5411  : มาตรฐานสัญญาณวิดีโอ
gid://shopify/TaxonomyAttribute/2640  : ความสูงของพื้นที่ชมวิว
gid://shopify/TaxonomyAttribute/2641  : ความกว้างของพื้นที่ชมวิว
gid://shopify/TaxonomyAttribute/11178 : ด้านการมองเห็น
gid://shopify/TaxonomyAttribute/1483  : ลักษณะเครื่องดื่มผสมน้ำส้มสายชู
gid://shopify/TaxonomyAttribute/1489  : ลักษณะน้ำส้มสายชู
gid://shopify/TaxonomyAttribute/8877  : รถบรรทุกแบบห้องโดยสารวินเทจและคลาสสิก
gid://shopify/TaxonomyAttribute/10503 : โฆษณาโบราณระบุทศวรรษ
gid://shopify/TaxonomyAttribute/10504 : รูปแบบโฆษณาแบบวินเทจ
gid://shopify/TaxonomyAttribute/10505 : โฆษณาวินเทจยังคงอยู่ในหมวดหมู่บังคับ
gid://shopify/TaxonomyAttribute/11179 : การให้คะแนนดาวของหมวกกันน็อคเวอร์จิเนียเทค
gid://shopify/TaxonomyAttribute/10506 : รูปแบบเครื่องสังเคราะห์เสียงอนาล็อกเสมือนจริง
gid://shopify/TaxonomyAttribute/2711  : ความหนืด
gid://shopify/TaxonomyAttribute/10507 : ความหนืด/ความข้น
gid://shopify/TaxonomyAttribute/11180 : โครงสร้างปากจับชิ้นงาน
gid://shopify/TaxonomyAttribute/8878  : คุณสมบัติเพิ่มทัศนวิสัย
gid://shopify/TaxonomyAttribute/5225  : ประเภทการแก้ไขการมองเห็น
gid://shopify/TaxonomyAttribute/8879  : รูปแบบของกระบังหน้า
gid://shopify/TaxonomyAttribute/11182 : พื้นผิวเลนส์บังแดด
gid://shopify/TaxonomyAttribute/11183 : สไตล์หมวกบังแดด
gid://shopify/TaxonomyAttribute/11181 : ประเภทของกระบังหน้า/ปีกหมวก
gid://shopify/TaxonomyAttribute/2303  : เอฟเฟ็กต์ภาพ
gid://shopify/TaxonomyAttribute/1942  : รองรับโปรโตคอล Voip
gid://shopify/TaxonomyAttribute/7991  : ส่วนผสมหลักของวอดก้า
gid://shopify/TaxonomyAttribute/8882  : การกำหนดค่าคอยล์เสียง
gid://shopify/TaxonomyAttribute/6614  : เอฟเฟ็กต์เสียง
gid://shopify/TaxonomyAttribute/5464  : รูปแบบของเครื่องบันทึกเสียง
gid://shopify/TaxonomyAttribute/8883  : ประเภทพิกัดแรงดันไฟฟ้า
gid://shopify/TaxonomyAttribute/8884  : ประเภทขั้วต่อตัวควบคุมแรงดันไฟฟ้า
gid://shopify/TaxonomyAttribute/5353  : ประเภทอินเทอร์เฟซ WAN
gid://shopify/TaxonomyAttribute/11184 : ประเภทของส่วนเท้าสำหรับชุดลุยน้ำ
gid://shopify/TaxonomyAttribute/11185 : พื้นรองเท้าแบบลุยน้ำ
gid://shopify/TaxonomyAttribute/3185  : ประเภทของชุดกันน้ำ
gid://shopify/TaxonomyAttribute/6253  : รูปแบบวาฟเฟิล
gid://shopify/TaxonomyAttribute/37    : เอวเพิ่มขึ้น
gid://shopify/TaxonomyAttribute/6850  : สไตล์ขอบเอว
gid://shopify/TaxonomyAttribute/11186 : รูปแบบการติดตั้งอุปกรณ์ยึดสำหรับเวคบอร์ด
gid://shopify/TaxonomyAttribute/11187 : สไตล์การเล่นเวคบอร์ด
gid://shopify/TaxonomyAttribute/5074  : ประเภทเบรกวอล์คเกอร์
gid://shopify/TaxonomyAttribute/5075  : ประเภทที่นั่งวอล์คเกอร์
gid://shopify/TaxonomyAttribute/5073  : ประเภทวอล์คเกอร์
gid://shopify/TaxonomyAttribute/5068  : ประเภทปลายอุปกรณ์ช่วยเดิน
gid://shopify/TaxonomyAttribute/10508 : สไตล์สติ๊กเกอร์ติดผนัง
gid://shopify/TaxonomyAttribute/1449  : วัสดุสำหรับผนัง
gid://shopify/TaxonomyAttribute/2077  : การใช้งานแผ่นซ่อมผนัง
gid://shopify/TaxonomyAttribute/2174  : สไตล์แผ่นผนัง
gid://shopify/TaxonomyAttribute/3005  : คุณลักษณะของกระเป๋าเงิน
gid://shopify/TaxonomyAttribute/1357  : วิธีใช้งานกระดาษปิดฝาผนัง
gid://shopify/TaxonomyAttribute/6254  : ประเภทการลอกวอลเปเปอร์
gid://shopify/TaxonomyAttribute/2665  : ธีมวอลเปเปอร์
gid://shopify/TaxonomyAttribute/6255  : ระดับความสามารถในการล้างทำความสะอาดของวอลเปเปอร์
gid://shopify/TaxonomyAttribute/11188 : อุปกรณ์วอลลี่บอลที่รวมอยู่ในชุด
gid://shopify/TaxonomyAttribute/6256  : ประเภทเครื่องให้ความร้อน
gid://shopify/TaxonomyAttribute/6257  : ระดับความอบอุ่น
gid://shopify/TaxonomyAttribute/6258  : ระดับความอบอุ่น
gid://shopify/TaxonomyAttribute/2631  : หมวดหมู่คำเตือน
gid://shopify/TaxonomyAttribute/10509 : ประเภทลำแสงวาร์ป
gid://shopify/TaxonomyAttribute/10510 : ความสามารถในการล้างออก
gid://shopify/TaxonomyAttribute/2128  : รูปแบบแหวนรอง
gid://shopify/TaxonomyAttribute/3141  : คุณลักษณะของเครื่องซักผ้า/เครื่องอบผ้า
gid://shopify/TaxonomyAttribute/1389  : วิธีการซัก
gid://shopify/TaxonomyAttribute/1377  : โปรแกรมการซัก
gid://shopify/TaxonomyAttribute/6259  : คุณสมบัติของฝาถังขยะ
gid://shopify/TaxonomyAttribute/6260  : ข้อความบนป้ายถังขยะ
gid://shopify/TaxonomyAttribute/1202  : สไตล์ของอุปกรณ์เสริมนาฬิกา
gid://shopify/TaxonomyAttribute/6851  : ดีไซน์สายนาฬิกา
gid://shopify/TaxonomyAttribute/1201  : จอแสดงผลนาฬิกา
gid://shopify/TaxonomyAttribute/3008  : คุณลักษณะของนาฬิกา
gid://shopify/TaxonomyAttribute/6852  : กลไกนาฬิกา
gid://shopify/TaxonomyAttribute/2951  : วัสดุที่ใช้ทำนาฬิกา/สาย
gid://shopify/TaxonomyAttribute/8885  : การกระตุ้นด้วยน้ำ
gid://shopify/TaxonomyAttribute/6973  : การกำหนดค่าห้องน้ำ
gid://shopify/TaxonomyAttribute/11189 : กลไกการจ่ายน้ำ
gid://shopify/TaxonomyAttribute/6615  : ระดับการป้องกันการสัมผัสน้ำ
gid://shopify/TaxonomyAttribute/1407  : การใช้งานเครื่องกรองน้ำ
gid://shopify/TaxonomyAttribute/6261  : เทคโนโลยีการกรองน้ำ
gid://shopify/TaxonomyAttribute/5191  : โหมดเครื่องพ่นน้ำทำความสะอาดฟัน
gid://shopify/TaxonomyAttribute/6616  : คุณสมบัติของปืนฉีดน้ำ
gid://shopify/TaxonomyAttribute/6617  : กลไกการทำงานของปืนฉีดน้ำ
gid://shopify/TaxonomyAttribute/6618  : รูปแบบการฉีดน้ำของปืนฉีดน้ำ
gid://shopify/TaxonomyAttribute/6262  : ประเภทการเชื่อมต่อของตัวทำความร้อนเครื่องทำน้ำอุ่น
gid://shopify/TaxonomyAttribute/11190 : วิธีการให้ความร้อนแก่น้ำ
gid://shopify/TaxonomyAttribute/6974  : การก่อสร้างที่นอนน้ำ
gid://shopify/TaxonomyAttribute/6619  : สิ่งอำนวยความสะดวกสำหรับเล่นน้ำ
gid://shopify/TaxonomyAttribute/11191 : การอนุมัติการแข่งขันโปโลน้ำ
gid://shopify/TaxonomyAttribute/11192 : ประตูโปโลน้ำ
gid://shopify/TaxonomyAttribute/8887  : ประเภทการขับเคลื่อนปั๊มน้ำ
gid://shopify/TaxonomyAttribute/8888  : วัสดุตัวเรือนปั๊มน้ำ
gid://shopify/TaxonomyAttribute/8889  : วัสดุใบพัดปั๊มน้ำ
gid://shopify/TaxonomyAttribute/8890  : ประเภทการติดตั้งปั๊มน้ำ
gid://shopify/TaxonomyAttribute/7992  : วิธีการทำน้ำให้บริสุทธิ์
gid://shopify/TaxonomyAttribute/11193 : การกันน้ำ
gid://shopify/TaxonomyAttribute/10511 : ระดับการกันน้ำ
gid://shopify/TaxonomyAttribute/10512 : ระดับการกันน้ำ (ระดับการป้องกันน้ำ)
gid://shopify/TaxonomyAttribute/10513 : อุปกรณ์ชุดจรวดน้ำประกอบด้วย
gid://shopify/TaxonomyAttribute/10514 : ระบบขับเคลื่อนจรวดน้ำ
gid://shopify/TaxonomyAttribute/10515 : ระบบกู้คืนจรวดน้ำ
gid://shopify/TaxonomyAttribute/6263  : การออกแบบเซ็นเซอร์น้ำ
gid://shopify/TaxonomyAttribute/11194 : การออกแบบฐานสกีน้ำ
gid://shopify/TaxonomyAttribute/11195 : ครีบสกีน้ำ
gid://shopify/TaxonomyAttribute/7993  : แหล่งน้ำ
gid://shopify/TaxonomyAttribute/1249  : กีฬาทางน้ำ
gid://shopify/TaxonomyAttribute/11196 : มาตรฐานความปลอดภัยสำหรับกีฬาทางน้ำ
gid://shopify/TaxonomyAttribute/6264  : ประเภทแหล่งจ่ายน้ำ
gid://shopify/TaxonomyAttribute/6620  : ชุดอุปกรณ์เสริมสำหรับโต๊ะเล่นน้ำ
gid://shopify/TaxonomyAttribute/6621  : รวมตารางน้ำแล้ว
gid://shopify/TaxonomyAttribute/6622  : ประเภทแหล่งน้ำใต้ดิน
gid://shopify/TaxonomyAttribute/8886  : การออกแบบที่จ่ายน้ำ
gid://shopify/TaxonomyAttribute/6975  : ระดับการทรงตัวของที่นอนน้ำ
gid://shopify/TaxonomyAttribute/10516 : หมึกสีน้ำกันน้ำ (หลังจากแห้งแล้ว)
gid://shopify/TaxonomyAttribute/8891  : พื้นที่แอปพลิเคชันการดูแลทางน้ำ
gid://shopify/TaxonomyAttribute/11197 : กลไกขับเคลื่อนเรือ
gid://shopify/TaxonomyAttribute/2737  : ประเภทอุปกรณ์ควบคุมเครื่องยนต์เรือ
gid://shopify/TaxonomyAttribute/3216  : คุณลักษณะของเรือ
gid://shopify/TaxonomyAttribute/8892  : รูปแบบหน่วยส่งสัญญาณระดับน้ำมันเชื้อเพลิงของเรือ
gid://shopify/TaxonomyAttribute/8893  : ระบุวิธีการเติมหรือจัดหาน้ำให้กับแหล่งน้ำใต้ดิน
gid://shopify/TaxonomyAttribute/8894  : วัสดุตัวเรือ
gid://shopify/TaxonomyAttribute/8895  : แรงดันไฟฟ้าของชิ้นส่วนจุดระเบิดของเรือ
gid://shopify/TaxonomyAttribute/8896  : เกรดวัสดุใบพัดเรือ
gid://shopify/TaxonomyAttribute/8897  : การรับรอง/การปฏิบัติตามข้อกำหนดด้านระบบไฟส่องสว่างสำหรับเรือ
gid://shopify/TaxonomyAttribute/8898  : คุณสมบัติการปรับฐานยึดมอเตอร์เรือ
gid://shopify/TaxonomyAttribute/2739  : ประเภทที่ติดตั้งเครื่องยนต์เรือ
gid://shopify/TaxonomyAttribute/8899  : ประเภทลูกสูบเรือ
gid://shopify/TaxonomyAttribute/8900  : มุมเอียงของใบพัดเรือ
gid://shopify/TaxonomyAttribute/8901  : ทิศทางการหมุนของใบพัดเรือ
gid://shopify/TaxonomyAttribute/2863  : ประเภทการขับเคลื่อนของเรือ
gid://shopify/TaxonomyAttribute/8902  : บทบาทของปั๊ม/ใบพัดในเรือ
gid://shopify/TaxonomyAttribute/8903  : สถานะการจดทะเบียนเรือ
gid://shopify/TaxonomyAttribute/8904  : ประเภทการเปิดใช้งานอุปกรณ์ความปลอดภัยของเรือ
gid://shopify/TaxonomyAttribute/8905  : วัสดุแกนสายเคเบิลบังคับเลี้ยวเรือ
gid://shopify/TaxonomyAttribute/8906  : รวมสายพวงมาลัยเรือฮาร์ดแวร์แล้ว
gid://shopify/TaxonomyAttribute/8907  : ระบบสายเคเบิลบังคับเลี้ยวเรือ
gid://shopify/TaxonomyAttribute/8908  : ประเภทดุม/รูตรงกลางของพวงมาลัยเรือ
gid://shopify/TaxonomyAttribute/2743  : ประเภทพวงมาลัยเรือ
gid://shopify/TaxonomyAttribute/2755  : ประเภทเรือ
gid://shopify/TaxonomyAttribute/7994  : ผักวอเตอร์เครสหลากหลายสายพันธุ์
gid://shopify/TaxonomyAttribute/6265  : ความต้องการน้ำ
gid://shopify/TaxonomyAttribute/11198 : ระดับการกันน้ำ
gid://shopify/TaxonomyAttribute/2893  : วิธีการทาแว็กซ์
gid://shopify/TaxonomyAttribute/10517 : ส่วนประกอบของแว็กซ์ผสม
gid://shopify/TaxonomyAttribute/11199 : ประเภทเคลือบแว็กซ์
gid://shopify/TaxonomyAttribute/11200 : ความแข็งของขี้ผึ้ง
gid://shopify/TaxonomyAttribute/6266  : รูปแบบกระดาษไข
gid://shopify/TaxonomyAttribute/10518 : ขี้ผึ้งรูปทรงกายภาพ
gid://shopify/TaxonomyAttribute/10519 : แว๊กซ์แนะนำแอพพลิเคชั่นเทียน
gid://shopify/TaxonomyAttribute/11201 : ระดับความเหนียวของแว็กซ์
gid://shopify/TaxonomyAttribute/2279  : ประเภทแว็กซ์
gid://shopify/TaxonomyAttribute/8909  : การบูรณาการระบบอาวุธ
gid://shopify/TaxonomyAttribute/5223  : ตารางการสวมใส่
gid://shopify/TaxonomyAttribute/5471  : เทคโนโลยีเตือนภัยสภาพอากาศ
gid://shopify/TaxonomyAttribute/6267  : วิธีการติดตั้งฝาครอบกันฝน
gid://shopify/TaxonomyAttribute/2105  : การออกแบบแผ่นกันสาด
gid://shopify/TaxonomyAttribute/11202 : ความเหมาะสมของสภาพอากาศ
gid://shopify/TaxonomyAttribute/3325  : วิธีการใช้ผลิตภัณฑ์ป้องกันสภาพอากาศ
gid://shopify/TaxonomyAttribute/2104  : การใช้งานการทำให้ทนต่อสภาพอากาศ
gid://shopify/TaxonomyAttribute/6854  : สไตล์การทอ
gid://shopify/TaxonomyAttribute/10520 : ประเภทการทอ
gid://shopify/TaxonomyAttribute/6853  : การทอ/การตกแต่ง
gid://shopify/TaxonomyAttribute/10521 : ประเภทขอบตีแบบสาน
gid://shopify/TaxonomyAttribute/10522 : รูปแบบเครื่องมือตีเส้นด้ายแบบแบน
gid://shopify/TaxonomyAttribute/10523 : สไตล์ปลายกระสวยทอผ้า
gid://shopify/TaxonomyAttribute/10524 : การใช้กระสวยทอผ้า
gid://shopify/TaxonomyAttribute/11203 : ประเภทโครงสร้างสายรัด
gid://shopify/TaxonomyAttribute/11204 : การออกแบบสายรัด
gid://shopify/TaxonomyAttribute/2033  : การออกแบบเว็บแคม
gid://shopify/TaxonomyAttribute/11205 : สามารถปรับน้ำหนักได้
gid://shopify/TaxonomyAttribute/1233  : กิจกรรมบาร์น้ำหนัก
gid://shopify/TaxonomyAttribute/1234  : ประเภทบาร์น้ำหนัก
gid://shopify/TaxonomyAttribute/11206 : ระบบการรวมน้ำหนัก
gid://shopify/TaxonomyAttribute/5139  : กลไกการลดน้ำหนัก
gid://shopify/TaxonomyAttribute/11207 : ความเข้ากันได้ของแผ่นน้ำหนัก
gid://shopify/TaxonomyAttribute/11208 : แบบแผ่นน้ำหนัก
gid://shopify/TaxonomyAttribute/2392  : ประเภทน้ำหนัก
gid://shopify/TaxonomyAttribute/1552  : หน่วยน้ำหนักที่รองรับ
gid://shopify/TaxonomyAttribute/11209 : สไตล์เข็มขัดยกน้ำหนัก
gid://shopify/TaxonomyAttribute/11210 : ใบรับรองจากสหพันธ์ยกน้ำหนัก
gid://shopify/TaxonomyAttribute/3059  : คุณลักษณะของหน้ากากเชื่อม
gid://shopify/TaxonomyAttribute/11211 : ความสูงของรองเท้าดำน้ำ
gid://shopify/TaxonomyAttribute/11212 : ระบบการใส่ชุดดำน้ำ
gid://shopify/TaxonomyAttribute/11213 : โครงสร้างตะเข็บของชุดดำน้ำ
gid://shopify/TaxonomyAttribute/7995  : รูปแบบผลิตภัณฑ์ข้าวสาลี
gid://shopify/TaxonomyAttribute/10525 : การจัดเรียงล้อ
gid://shopify/TaxonomyAttribute/6268  : ประเภทของตลับลูกปืนล้อ
gid://shopify/TaxonomyAttribute/11214 : ประเภทเบรกแบบล้อ
gid://shopify/TaxonomyAttribute/8910  : คุณสมบัติการยึดของตัวล็อกล้อ
