# Shopify Product Taxonomy - Categories: 2025-09
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Potreby pre zvieratá a domácich miláčikov
gid://shopify/TaxonomyCategory/sg-4-4-2-13       : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Sedlá na bicykle
gid://shopify/TaxonomyCategory/sg-4-4-2-14       : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Svorky na sedlovku bicykla
gid://shopify/TaxonomyCategory/sg-4-4-2-15       : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Sedlovky bicykla
gid://shopify/TaxonomyCategory/sg-4-4-2-16       : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Malé časti bicykla
gid://shopify/TaxonomyCategory/sg-4-4-2-16-1     : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Malé časti bicykla > Koncovky bicyklových káblov
gid://shopify/TaxonomyCategory/sg-4-4-2-16-2     : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Malé časti bicykla > Spojovacie články reťaze bicykla
gid://shopify/TaxonomyCategory/sg-4-4-2-16-3     : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Malé časti bicykla > Priečne niple na bicykel
gid://shopify/TaxonomyCategory/sg-4-4-2-17       : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Predstavce na bicykle
gid://shopify/TaxonomyCategory/sg-4-4-2-18       : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Adaptéry na ventily bicyklových plášťov
gid://shopify/TaxonomyCategory/sg-4-4-2-19       : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Koncovky na ventily bicyklových plášťov
gid://shopify/TaxonomyCategory/sg-4-4-2-20       : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Ventily bicyklových plášťov
gid://shopify/TaxonomyCategory/sg-4-4-2-21       : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Plášte na bicykle
gid://shopify/TaxonomyCategory/sg-4-4-2-21-1     : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Plášte na bicykle > Clincher plášte
gid://shopify/TaxonomyCategory/sg-4-4-2-21-2     : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Plášte na bicykle > Bezdušové hotové plášte
gid://shopify/TaxonomyCategory/sg-4-4-2-21-3     : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Plášte na bicykle > Bezdušové plášte
gid://shopify/TaxonomyCategory/sg-4-4-2-21-4     : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Plášte na bicykle > Plášte s dušou
gid://shopify/TaxonomyCategory/sg-4-4-2-22       : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Duše na bicykle
gid://shopify/TaxonomyCategory/sg-4-4-2-23       : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Diely kolies bicykla
gid://shopify/TaxonomyCategory/sg-4-4-2-23-1     : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Diely kolies bicykla > Stupačky na bicykel
gid://shopify/TaxonomyCategory/sg-4-4-2-23-2     : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Diely kolies bicykla > Časti náboja bicykla
gid://shopify/TaxonomyCategory/sg-4-4-2-23-2-1   : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Diely kolies bicykla > Časti náboja bicykla > Ložiská s nábojom
gid://shopify/TaxonomyCategory/sg-4-4-2-23-2-2   : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Diely kolies bicykla > Časti náboja bicykla > Kužele náboja
gid://shopify/TaxonomyCategory/sg-4-4-2-23-2-3   : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Diely kolies bicykla > Časti náboja bicykla > Rýchle uvoľnenie
gid://shopify/TaxonomyCategory/sg-4-4-2-23-3     : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Diely kolies bicykla > Náboje na bicykle
gid://shopify/TaxonomyCategory/sg-4-4-2-23-4     : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Diely kolies bicykla > Pásy na ráfiky bicyklov
gid://shopify/TaxonomyCategory/sg-4-4-2-23-5     : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Diely kolies bicykla > Priečky na bicykle
gid://shopify/TaxonomyCategory/sg-4-4-2-23-6     : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Diely kolies bicykla > Náprava a predná os bicyklov
gid://shopify/TaxonomyCategory/sg-4-4-2-23-7     : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Diely kolies bicykla > Nipple na kolesá bicykla
gid://shopify/TaxonomyCategory/sg-4-4-2-23-8     : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Diely kolies bicykla > Ráfiky na kolesá bicykla
gid://shopify/TaxonomyCategory/sg-4-4-2-24       : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Kolesá na bicykle
gid://shopify/TaxonomyCategory/sg-4-4-2-24-1     : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Kolesá na bicykle > Predné kolesá bicykla
gid://shopify/TaxonomyCategory/sg-4-4-2-24-2     : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Kolesá na bicykle > Motorizované zadné kolesá
gid://shopify/TaxonomyCategory/sg-4-4-2-24-3     : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Kolesá na bicykle > Zadné kolesá bicykla
gid://shopify/TaxonomyCategory/sg-4-4-2-24-4     : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Diely pre bicykle > Kolesá na bicykle > Súpravy kolies bicykla
gid://shopify/TaxonomyCategory/sg-4-4-3          : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Bicykle
gid://shopify/TaxonomyCategory/sg-4-4-3-1        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Bicykle > BMX bicykle
gid://shopify/TaxonomyCategory/sg-4-4-3-2        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Bicykle > Mestské bicykle
gid://shopify/TaxonomyCategory/sg-4-4-3-3        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Bicykle > Trekové bicykle
gid://shopify/TaxonomyCategory/sg-4-4-3-4        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Bicykle > Motorky
gid://shopify/TaxonomyCategory/sg-4-4-3-5        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Bicykle > Elektrické bicykle
gid://shopify/TaxonomyCategory/sg-4-4-3-6        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Bicykle > Bicykle Fatbike
gid://shopify/TaxonomyCategory/sg-4-4-3-7        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Bicykle > Skladacie bicykle
gid://shopify/TaxonomyCategory/sg-4-4-3-8        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Bicykle > Nákladné bicykle
gid://shopify/TaxonomyCategory/sg-4-4-3-9        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Bicykle > Hybridné bicykle
gid://shopify/TaxonomyCategory/sg-4-4-3-10       : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Bicykle > Horské bicykle
gid://shopify/TaxonomyCategory/sg-4-4-3-11       : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Bicykle > Cestné bicykle
gid://shopify/TaxonomyCategory/sg-4-4-3-12       : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Bicykle > Tandemové bicykle
gid://shopify/TaxonomyCategory/sg-4-4-3-13       : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Bicykle > Dráhové bicykle
gid://shopify/TaxonomyCategory/sg-4-4-4          : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Cyklistické oblečenie a doplnky
gid://shopify/TaxonomyCategory/sg-4-4-4-1        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Cyklistické oblečenie a doplnky > Príslušenstvo pre cyklistické zarážky
gid://shopify/TaxonomyCategory/sg-4-4-4-1-1      : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Cyklistické oblečenie a doplnky > Príslušenstvo pre cyklistické zarážky > Skrutky na cyklistické zarážky
gid://shopify/TaxonomyCategory/sg-4-4-4-1-2      : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Cyklistické oblečenie a doplnky > Príslušenstvo pre cyklistické zarážky > Návleky na cyklistické zarážky
gid://shopify/TaxonomyCategory/sg-4-4-4-1-3      : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Cyklistické oblečenie a doplnky > Príslušenstvo pre cyklistické zarážky > Podložky a kliny na cyklistické zarážky
gid://shopify/TaxonomyCategory/sg-4-4-4-2        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Cyklistické oblečenie a doplnky > Cyklistické zarážky
gid://shopify/TaxonomyCategory/sg-4-4-4-3        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Cyklistické oblečenie a doplnky > Cyklistické rukavice
gid://shopify/TaxonomyCategory/sg-4-4-4-4        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Cyklistické oblečenie a doplnky > Diely a príslušenstvo pre cyklistické prilby
gid://shopify/TaxonomyCategory/sg-4-4-4-5        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Cyklistické oblečenie a doplnky > Cyklistické prilby
gid://shopify/TaxonomyCategory/sg-4-4-4-6        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Cyklistické oblečenie a doplnky > Cyklistické chrániče
gid://shopify/TaxonomyCategory/sg-4-4-4-7        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Cyklistické oblečenie a doplnky > Návleky na cyklistickú obuv
gid://shopify/TaxonomyCategory/sg-4-4-4-8        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Cyklistické oblečenie a doplnky > Cyklistická obuv
gid://shopify/TaxonomyCategory/sg-4-4-5          : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Príslušenstvo pre trojkolky
gid://shopify/TaxonomyCategory/sg-4-4-5-1        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Príslušenstvo pre trojkolky > Košíky na trojkolky
gid://shopify/TaxonomyCategory/sg-4-4-5-2        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Príslušenstvo pre trojkolky > Zvončeky na trojkolky
gid://shopify/TaxonomyCategory/sg-4-4-5-3        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Príslušenstvo pre trojkolky > Vlajky na trojkolky
gid://shopify/TaxonomyCategory/sg-4-4-6          : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Trojkolky
gid://shopify/TaxonomyCategory/sg-4-4-7          : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Príslušenstvo pre jednokolky
gid://shopify/TaxonomyCategory/sg-4-4-7-1        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Príslušenstvo pre jednokolky > Pedále na jednokolky
gid://shopify/TaxonomyCategory/sg-4-4-7-2        : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Príslušenstvo pre jednokolky > Plášte na jednokolky
gid://shopify/TaxonomyCategory/sg-4-4-8          : Športový tovar > Exteriérové rekreakčné športy > Bicyklovanie > Jednokolky
gid://shopify/TaxonomyCategory/sg-4-5            : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo
gid://shopify/TaxonomyCategory/sg-4-5-1          : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Starostlivosť o kone
gid://shopify/TaxonomyCategory/sg-4-5-1-1        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Starostlivosť o kone > Prikrývky a plachty na kone
gid://shopify/TaxonomyCategory/sg-4-5-1-2        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Starostlivosť o kone > Konské čižmy a návleky na nohy
gid://shopify/TaxonomyCategory/sg-4-5-1-3        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Starostlivosť o kone > Krmivo pre kone
gid://shopify/TaxonomyCategory/sg-4-5-1-3-1      : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Starostlivosť o kone > Krmivo pre kone > Výživové doplnky pre kone
gid://shopify/TaxonomyCategory/sg-4-5-1-4        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Starostlivosť o kone > Masky proti hmyzu
gid://shopify/TaxonomyCategory/sg-4-5-1-5        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Starostlivosť o kone > Starostlivosť o kone
gid://shopify/TaxonomyCategory/sg-4-5-1-5-1      : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Starostlivosť o kone > Starostlivosť o kone > Strihacie strojčeky a zastrihávače pre kone
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2      : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Starostlivosť o kone > Starostlivosť o kone > Hrebene, kefy a rukavice pre kone
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-1    : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Starostlivosť o kone > Starostlivosť o kone > Hrebene, kefy a rukavice pre kone > Kefy pre kone
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-2    : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Starostlivosť o kone > Starostlivosť o kone > Hrebene, kefy a rukavice pre kone > Hrebene pre kone
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-3    : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Starostlivosť o kone > Starostlivosť o kone > Hrebene, kefy a rukavice pre kone > Trimovacie čepele pre kone
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-4    : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Starostlivosť o kone > Starostlivosť o kone > Hrebene, kefy a rukavice pre kone > Rukavice pre kone
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-5    : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Starostlivosť o kone > Starostlivosť o kone > Hrebene, kefy a rukavice pre kone > Pomôcky na starostlivosť o kone
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-6    : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Starostlivosť o kone > Starostlivosť o kone > Hrebene, kefy a rukavice pre kone > Trimovacie nože pre kone
gid://shopify/TaxonomyCategory/sg-4-5-1-6        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Starostlivosť o kone > Maškrtyy pre kone
gid://shopify/TaxonomyCategory/sg-4-5-1-7        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Starostlivosť o kone > Vitamíny a doplnky pre kone
gid://shopify/TaxonomyCategory/sg-4-5-1-8        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Starostlivosť o kone > Pasty na odčervenie koní
gid://shopify/TaxonomyCategory/sg-4-5-2          : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Jazdecké potreby
gid://shopify/TaxonomyCategory/sg-4-5-2-1        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Jazdecké potreby > Zubadlá
gid://shopify/TaxonomyCategory/sg-4-5-2-1-1      : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Jazdecké potreby > Zubadlá > Chrániče na zubadlá
gid://shopify/TaxonomyCategory/sg-4-5-2-1-2      : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Jazdecké potreby > Zubadlá > Uzdy na zubadlá
gid://shopify/TaxonomyCategory/sg-4-5-2-1-3      : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Jazdecké potreby > Zubadlá > Uzdečky
gid://shopify/TaxonomyCategory/sg-4-5-2-2        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Jazdecké potreby > Uzdy
gid://shopify/TaxonomyCategory/sg-4-5-2-2-1      : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Jazdecké potreby > Uzdy > Náhradné diely uzdy
gid://shopify/TaxonomyCategory/sg-4-5-2-2-2      : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Jazdecké potreby > Uzdy > Ohlávky
gid://shopify/TaxonomyCategory/sg-4-5-2-3        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Jazdecké potreby > Podbrušníky
gid://shopify/TaxonomyCategory/sg-4-5-2-4        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Jazdecké potreby > Ohlávky pre kone
gid://shopify/TaxonomyCategory/sg-4-5-2-5        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Jazdecké potreby > Konské postroje
gid://shopify/TaxonomyCategory/sg-4-5-2-6        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Jazdecké potreby > Vôdzky pre kone
gid://shopify/TaxonomyCategory/sg-4-5-2-7        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Jazdecké potreby > Opraty
gid://shopify/TaxonomyCategory/sg-4-5-2-8        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Jazdecké potreby > Sedlá
gid://shopify/TaxonomyCategory/sg-4-5-2-9        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Jazdecké potreby > Strmene
gid://shopify/TaxonomyCategory/sg-4-5-3          : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Príslušenstvo pre jazdecké potreby
gid://shopify/TaxonomyCategory/sg-4-5-3-1        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Príslušenstvo pre jazdecké potreby > Krabice pre jazdecké potreby
gid://shopify/TaxonomyCategory/sg-4-5-3-2        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Príslušenstvo pre jazdecké potreby > Príslušenstvo pre sedlá
gid://shopify/TaxonomyCategory/sg-4-5-3-2-1      : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Príslušenstvo pre jazdecké potreby > Príslušenstvo pre sedlá > Sedlové tašky a brašne
gid://shopify/TaxonomyCategory/sg-4-5-3-2-2      : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Príslušenstvo pre jazdecké potreby > Príslušenstvo pre sedlá > Poťahy a puzdrá na sedlá
gid://shopify/TaxonomyCategory/sg-4-5-3-2-3      : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Príslušenstvo pre jazdecké potreby > Príslušenstvo pre sedlá > Sedlové podložky a deky
gid://shopify/TaxonomyCategory/sg-4-5-3-2-4      : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Príslušenstvo pre jazdecké potreby > Príslušenstvo pre sedlá > Stojany na sedlá
gid://shopify/TaxonomyCategory/sg-4-5-4          : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Príslušenstvo pre voltíž
gid://shopify/TaxonomyCategory/sg-4-5-4-1        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Príslušenstvo pre voltíž > Obaly na voltíž
gid://shopify/TaxonomyCategory/sg-4-5-4-2        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Príslušenstvo pre voltíž > Opraty na voltíž
gid://shopify/TaxonomyCategory/sg-4-5-4-3        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Príslušenstvo pre voltíž > Podpery na voltíž
gid://shopify/TaxonomyCategory/sg-4-5-5          : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Jazdecké oblečenie a doplnky
gid://shopify/TaxonomyCategory/sg-4-5-5-1        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Jazdecké oblečenie a doplnky > Jazdecké rukavice
gid://shopify/TaxonomyCategory/sg-4-5-5-2        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Jazdecké oblečenie a doplnky > Jazdecké prilby
gid://shopify/TaxonomyCategory/sg-4-5-5-3        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Jazdecké oblečenie a doplnky > Jazdecké bičíky a biče
gid://shopify/TaxonomyCategory/sg-4-5-5-4        : Športový tovar > Exteriérové rekreakčné športy > Jazdectvo > Jazdecké oblečenie a doplnky > Jazdecké nohavice
gid://shopify/TaxonomyCategory/sg-4-6            : Športový tovar > Exteriérové rekreakčné športy > Rybolov
gid://shopify/TaxonomyCategory/sg-4-6-1          : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Signalizátory záberu
gid://shopify/TaxonomyCategory/sg-4-6-1-1        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Signalizátory záberu > Rybárske signalizátory záberu
gid://shopify/TaxonomyCategory/sg-4-6-1-2        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Signalizátory záberu > Indikátory záberu
gid://shopify/TaxonomyCategory/sg-4-6-1-3        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Signalizátory záberu > Rybárske reťazové držiaky
gid://shopify/TaxonomyCategory/sg-4-6-2          : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske a poľovnícke brodiace nohavice
gid://shopify/TaxonomyCategory/sg-4-6-2-1        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske a poľovnícke brodiace nohavice > Rybárske brodiace nohavice
gid://shopify/TaxonomyCategory/sg-4-6-2-2        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske a poľovnícke brodiace nohavice > Poľovnícke brodiace nohavice
gid://shopify/TaxonomyCategory/sg-4-6-2-3        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske a poľovnícke brodiace nohavice > Súpravy na opravu brodiacich nohavíc
gid://shopify/TaxonomyCategory/sg-4-6-3          : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nádoby na rybárske návnady a nástrahy
gid://shopify/TaxonomyCategory/sg-4-6-4          : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Vylovovacie háky
gid://shopify/TaxonomyCategory/sg-4-6-5          : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika
gid://shopify/TaxonomyCategory/sg-4-6-5-1        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika > Viacúčelové súpravy ihiel
gid://shopify/TaxonomyCategory/sg-4-6-5-2        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika > Vrtáky na návnady
gid://shopify/TaxonomyCategory/sg-4-6-5-3        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika > Výtlačné pištole
gid://shopify/TaxonomyCategory/sg-4-6-5-4        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika > Vrtáky na boilie
gid://shopify/TaxonomyCategory/sg-4-6-5-5        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika > Nadstavené vlasy na boilie
gid://shopify/TaxonomyCategory/sg-4-6-5-6        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika > Pohyblivé tácky na boilie
gid://shopify/TaxonomyCategory/sg-4-6-5-7        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika > Zarážky na boilie
gid://shopify/TaxonomyCategory/sg-4-6-5-8        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika > Zarážky na boilie
gid://shopify/TaxonomyCategory/sg-4-6-5-9        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika > Nástroje na odstraňovanie povlaku
gid://shopify/TaxonomyCategory/sg-4-6-5-10       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika > Zarážky na kukuričné boilie
gid://shopify/TaxonomyCategory/sg-4-6-5-11       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika > Rezacie kliešte
gid://shopify/TaxonomyCategory/sg-4-6-5-12       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika > Tenké ihly na zatvorenie pier
gid://shopify/TaxonomyCategory/sg-4-6-5-13       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika > Nožnice na viazanie mušiek
gid://shopify/TaxonomyCategory/sg-4-6-5-14       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika > Súpravy nástrojov na viazanie mušiek
gid://shopify/TaxonomyCategory/sg-4-6-5-15       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika > Zarážky na nadstavené vlasy
gid://shopify/TaxonomyCategory/sg-4-6-5-16       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika > Hrubé ihly na zatvorenie pier
gid://shopify/TaxonomyCategory/sg-4-6-5-17       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika > Univerzálne ťahacie nástroje
gid://shopify/TaxonomyCategory/sg-4-6-5-18       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika > Peletové zarážky
gid://shopify/TaxonomyCategory/sg-4-6-5-19       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika > Navliekacie ihly
gid://shopify/TaxonomyCategory/sg-4-6-5-20       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Nástroje na odstránenie rybárskeho háčika > Vrhacie kobry
gid://shopify/TaxonomyCategory/sg-4-6-6          : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske vlasce a nadväzce
gid://shopify/TaxonomyCategory/sg-4-6-6-1        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske vlasce a nadväzce > Rybárske pletené šnúry
gid://shopify/TaxonomyCategory/sg-4-6-6-2        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske vlasce a nadväzce > Fluorokarbónový rybársky vlasec
gid://shopify/TaxonomyCategory/sg-4-6-6-3        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske vlasce a nadväzce > Rybársky vlasec z monofilamentu
gid://shopify/TaxonomyCategory/sg-4-6-6-4        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske vlasce a nadväzce > Rybárske drôty
gid://shopify/TaxonomyCategory/sg-4-6-7          : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske siete
gid://shopify/TaxonomyCategory/sg-4-6-8          : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Príslušenstvo k rybárskym navijakom
gid://shopify/TaxonomyCategory/sg-4-6-8-1        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Príslušenstvo k rybárskym navijakom > Tašky a puzdrá na rybárske navijaky
